MF,Name,mean.log2.fc,p,signif,bact.cor.pearson,bactlm.p.adj,SIRIUS_molecularFormula,SIRIUS_name
HPos_2181,Unknown,-1.0984155687174117,0.0453,TRUE,-0.296123190954349,0.047012183171236746,NA,NA
HPos_2313,Unknown,-0.8999185925113221,0.0496,TRUE,-0.28642451158018284,0.0528947188355353,NA,NA
HPos_2625,Unknown,-2.1930673446581768,0.00429,TRUE,-0.1637854315453007,0.2783121871130083,NA,NA
HPos_2669,Unknown,-3.0234936911897674,0.00187,TRUE,-0.050107381868749294,0.763908937408598,NA,NA
HPos_2684,Unknown,-2.0820333452805384,0.0151,TRUE,-0.1208982785768009,0.43934156129298335,NA,NA
HPos_2921,Unknown,-0.6078424166894448,0.0442,TRUE,-0.1951530371193171,0.19111753696006042,NA,NA
HPos_2947,Unknown,1.7710232992797093,0.0221,TRUE,0.2809020185129838,0.056905494491240896,C10H21NO5,null
HPos_2981,Unknown,-1.2556101116833545,7.89e-4,TRUE,-0.19831753788538417,0.18440043910274773,NA,NA
HPos_3007,Unknown,-1.181397970458296,0.00416,TRUE,-0.24147950374602134,0.10305400293663283,NA,NA
HPos_3081,Unknown,-3.6139628003436313,0.0155,TRUE,-0.12391426538331955,0.24217395050403442,NA,NA
HPos_3118,Unknown,0.901480177366903,0.0144,TRUE,0.21584138938404573,0.14653097731991876,NA,NA
HPos_316,Unknown,-1.0543538398129202,9.23e-4,TRUE,-0.295440607556826,0.04725021870086908,NA,NA
HPos_3184,Unknown,-1.826357030565154,0.00118,TRUE,-0.11692161689880724,0.4549352589395054,NA,NA
HPos_3236,2-O-alpha-D-Glucosylglycerol,1.7380024858397756,5.98e-4,TRUE,0.024902424512931738,0.8882781252941708,NA,NA
HPos_3291,Unknown,-1.8941285135620762,0.0127,TRUE,-0.11209772038009269,0.4749306677973493,NA,NA
HPos_3333,Unknown,1.028709091316889,0.00343,TRUE,0.2619145315318392,0.07521056418087686,NA,NA
HPos_3451,Unknown,-1.3613803323075437,0.00293,TRUE,0.2023798303986115,0.17518248922899313,NA,NA
HPos_3495,Unknown,1.7049239150596962,4.03e-7,TRUE,0.023784659744980653,0.8421574808058854,C10H17N5O4,Lilioside B
HPos_3495,Unknown,1.7049239150596962,4.03e-7,TRUE,0.023784659744980653,0.8421574808058854,C9H21NO8,Lilioside B
HPos_3563,Unknown,-0.7868186107929827,0.00286,TRUE,-0.08256284867407415,0.5980287204299805,NA,NA
HPos_3571,Unknown,1.5194802090716364,0.00632,TRUE,0.05234039362682219,0.7545076246643346,NA,NA
HPos_3581,Unknown,1.6104920805560194,2.1e-6,TRUE,0.025223666923714767,0.832638727049489,C9H18O8,NA
HPos_3701,Unknown,-1.0555626505451081,0.00563,TRUE,-0.32459619644706783,0.03002258441680688,C9H19NO9,mannosylglycerate
HPos_3732,Unknown,1.1324721924226013,0.00862,TRUE,0.29117472750053636,0.050327534994789695,C12H25N5O3,Leucylarginine
HPos_3746,Unknown,-1.5850748632741947,0.0097,TRUE,-0.27579698878462694,0.060860700359258904,NA,NA
HPos_38,Unknown,-1.2082291235451967,0.00111,TRUE,-0.2778664805705122,0.05931923153294839,NA,NA
HPos_3810,Unknown,0.8526197600010244,0.00125,TRUE,-0.22696584608030201,0.12640985376064137,NA,NA
HPos_3844,Unknown,-1.0111776188258814,0.00165,TRUE,-0.2560825891038816,0.08216342999532315,NA,NA
HPos_3982,Unknown,-1.6522140210642866,0.0111,TRUE,-0.2877225018847147,0.05221496088900436,NA,NA
HPos_3985,Unknown,-1.8896664690615579,0.00816,TRUE,-0.20891913596762118,0.16157153412018027,NA,NA
HPos_4072,Unknown,-1.2548369712652099,0.0363,TRUE,-0.2967197474888589,0.046719845523612615,NA,NA
HPos_4105,Unknown,1.2617448808834795,0.0068,TRUE,0.015166404284348197,0.9317490908527806,NA,NA
HPos_4135,Unknown,-0.9087680016831386,0.0189,TRUE,-0.3287758832807792,0.027908292973938046,NA,NA
HPos_4203,Unknown,-1.2564164570967162,0.00204,TRUE,-0.2513850413282767,0.08824893614514571,NA,NA
HPos_4371,Unknown,-1.8944373720325238,0.023,TRUE,0.09951498656269495,0.525414667868911,C9H14N3O7PS,null
HPos_4465,Unknown,-1.3053261543398014,0.00121,TRUE,0.15453623678250092,0.308993290287416,NA,NA
HPos_4606,Unknown,-1.0865841165516295,0.00172,TRUE,-0.2612019015810898,0.07600788592144833,C12H25NO11,Sugar-d6
HPos_4873,Unknown,0.8139467029358627,0.0109,TRUE,0.19659782077849128,0.188279019383991,NA,NA
HPos_4889,Unknown,-1.261947574531332,0.0436,TRUE,-0.2014192070976992,0.17731238680458586,NA,NA
HPos_4890,Unknown,-1.3498206980809628,0.00775,TRUE,-0.19512804739039574,0.19111753696006042,NA,NA
HPos_5017,Unknown,-2.9840678301131485,0.0139,TRUE,-0.08833916818489629,0.5725585457489586,NA,NA
HPos_5049,Unknown,-6.015625873730013,0.0355,TRUE,-0.298934728597638,0.04518129513317771,NA,NA
HPos_506,Unknown,-1.378536948345893,0.00491,TRUE,-0.27913556411151413,0.05812403529381137,NA,NA
HPos_5172,Unknown,-4.742555632554229,0.0335,TRUE,-0.3493660169224307,0.019704055777655202,NA,NA
HPos_5231,Unknown,0.9881128241907815,0.00559,TRUE,0.15086264446393455,0.3207153805830785,NA,NA
HPos_5242,Unknown,-1.872707997776567,0.015,TRUE,-0.0907180553229244,0.5642771551909571,NA,NA
HPos_5257,Unknown,1.218320039526927,7.56e-4,TRUE,0.0640171595528009,0.6959513403301247,NA,NA
HPos_5283,Unknown,-1.6881712723782163,4.35e-5,TRUE,-0.22399019153414898,0.035086542233957053,C16H25N5O8,L-alanyl-L-asparaginyl-L-alpha-aspartyl-L-proline
HPos_5283,Unknown,-1.6881712723782163,4.35e-5,TRUE,-0.22399019153414898,0.035086542233957053,C16H25N5O8,NA
HPos_5729,Unknown,0.7169999924947641,0.00512,TRUE,0.09525950923326622,0.5446058785514987,NA,NA
HPos_5789,Unknown,-2.4957314733205767,0.00979,TRUE,-0.3418843222873719,0.02279692581026525,NA,NA
HPos_5934,Unknown,-1.3203118763985455,0.0136,TRUE,-0.1913541769672639,0.20048397775823965,NA,NA
HPos_5980,Unknown,-5.015123520369663,0.0308,TRUE,-0.36610242591194625,0.01395446364540029,NA,NA
HPos_5986,Glutathione disulfide,-1.1113882009344123,2.68e-4,TRUE,-0.18030449898139528,0.23196589687915092,NA,NA
HPos_5999,Unknown,-0.8409718859903563,3.34e-5,TRUE,-0.07718097561340653,0.48075925254545393,NA,NA
HPos_6039,Unknown,-2.1396825375030875,0.00954,TRUE,-0.28886942356804074,0.05181158600451773,NA,NA
HPos_690,Unknown,0.5952302932700415,0.0478,TRUE,0.26349664444919363,0.07342367170089946,NA,NA
HPos_831,Unknown,-1.07984620249677,9.54e-4,TRUE,-0.2903586771169595,0.05072097886019976,NA,NA
HPos_87,Unknown,-0.6786655199628469,0.0322,TRUE,-0.3426075453156841,0.0225093153976553,NA,NA
HPos_962,L-Aspartic acid,-0.6388130699188322,0.00146,TRUE,-0.2748597635866919,0.009067359910482497,C4H7NO4,aspartate
HPos_989,Adenine,0.6755414680286341,0.0429,TRUE,0.16628608718705615,0.271655583454584,C5H5N5,adenine
HPos_sky72,Ophthalmic acid,-0.7534411511175167,0.00322,TRUE,-0.1813699237045816,0.2290808361377701,NA,NA
RP_10411,Unknown,-9.958510839339345,0.00343,TRUE,-0.05222267880262481,0.7545076246643346,NA,NA
RP_10543,Unknown,1.133377671053207,0.0238,TRUE,0.28683787796848464,0.0528947188355353,C12H24N2O3,isoleucylisoleucine
RP_10544,Unknown,0.8372769782337408,0.0333,TRUE,0.29144694463171333,0.05019720808164182,NA,NA
RP_11065,Unknown,0.9601115159985764,0.0102,TRUE,-0.44709138357067285,0.0019175976941248978,NA,NA
RP_11071,Unknown,1.1523816634592445,0.0405,TRUE,0.036582112970969693,0.8309830336142676,NA,NA
RP_11431,Unknown,1.8100881169810497,0.00321,TRUE,0.16583221852429622,0.27270675031728175,NA,NA
RP_11542,Unknown,1.6241233206159975,0.00295,TRUE,0.10930735535509675,0.4824590697393581,NA,NA
RP_12070,Unknown,1.1961133915373432,0.018,TRUE,0.2848581684959874,0.05425834172674075,NA,NA
RP_12128,Unknown,-5.038317381202923,0.0283,TRUE,-0.09629817187216658,0.5401588240653419,NA,NA
RP_12164,Unknown,1.2547735640051187,0.0205,TRUE,0.2745138739912369,0.06173325554104957,NA,NA
RP_13655,Unknown,0.7021284038201164,0.0194,TRUE,0.2643538208196242,0.07245442536769717,NA,NA
RP_15239,Unknown,-1.211406607852438,0.00872,TRUE,-0.30068167277671837,0.04424787443150891,NA,NA
RP_18176,Unknown,1.2952359985545032,0.0317,TRUE,0.05832638370952257,0.725814558843896,NA,NA
RP_18537,Unknown,-0.7746105255090561,0.0172,TRUE,-0.04767277995462374,0.7743661228593787,NA,NA
RP_1966,Unknown,2.2893732816057035,9.58e-5,TRUE,0.1692572448515897,0.26400013708264436,NA,NA
RP_24095,Unknown,-1.5061565435725979,0.0352,TRUE,-0.23241706638400536,0.11748922278291375,NA,NA
RP_24806,Unknown,2.5487423324770395,0.0174,TRUE,0.2802788277368282,0.05715059482843717,NA,NA
RP_27883,Unknown,1.7110478683875672,0.00334,TRUE,0.279425870351725,0.05795055357090781,NA,NA
RP_3085,Unknown,-1.523872515560782,0.00713,TRUE,-0.21193609233553817,0.15463286630430073,NA,NA
RP_34087,Unknown,-1.279087557250847,0.0307,TRUE,-0.1958057607280934,0.19005214111938679,NA,NA
RP_3769,Unknown,-1.0289071509713574,0.00528,TRUE,-0.2467337164140509,0.09459743074715449,C6H5N5O,Pterine
RP_4032,Unknown,0.8582055259830045,0.00945,TRUE,-0.45073462255005725,0.0017585515911052831,NA,NA
RP_4163,Unknown,1.5382493088098643,7.88e-4,TRUE,0.24915063758996936,0.09112737581194497,NA,NA
RP_5098,Unknown,-1.5107770431097256,0.00813,TRUE,-0.22655308225111917,0.12668399384588572,C6H7N5O2,null
RP_5327,Unknown,0.7509765255772629,0.00819,TRUE,-0.4679050189906092,0.0010504935867549547,NA,NA
RP_5356,Unknown,-1.2292657248581647,0.00459,TRUE,-0.21894217877465744,0.14020278331553512,C6H5N5O,NA
RP_5716,Unknown,1.4884850491153465,0.0488,TRUE,0.2864382251926867,0.0528947188355353,NA,NA
RP_6193,Unknown,-1.3431298043460083,0.0268,TRUE,-0.18004393117230708,0.23231190866900858,C7H9N5O2,null
RP_6338,Unknown,-0.5997991000635604,0.0233,TRUE,-0.39851803904327676,0.0065395535488410724,C6H7N5O3,null
RP_6680,Unknown,-0.5369490538589643,0.00599,TRUE,-0.5812817119193244,1.6362360026374775e-5,NA,NA
RP_6770,Unknown,-1.6306749614963982,0.00554,TRUE,-0.22720527644010846,0.12620588467311564,NA,NA
RP_6918,Unknown,1.0516745331191857,0.00457,TRUE,-0.4320616418816353,0.0027868003996051414,NA,NA
RP_7162,Unknown,1.5788721694180832,0.0179,TRUE,0.22302543936799096,0.1334738031546818,NA,NA
RP_7242,Unknown,1.5623350076028892,0.00305,TRUE,0.11942601028104109,0.44380789405767723,NA,NA
RP_7669,Desthiobiotin,-1.8893689758960948,0.00361,TRUE,-0.3731969848482984,0.011882709987827962,NA,NA
RP_7986,Unknown,-0.656085511502495,0.00371,TRUE,0.2758894085634748,0.060860700359258904,NA,NA
RP_8414,Unknown,-2.365871471036995,0.0155,TRUE,-0.1449746501197994,0.3402853152182246,NA,NA
RP_8545,Unknown,-2.3098160553705136,0.0228,TRUE,-0.00675276426003955,0.9695620015942094,C9H8N4O3,null
RP_8661,Unknown,-3.0605838219263215,0.00265,TRUE,-0.0905827923841825,0.5642771551909571,C9H11N5O2,Isosepiapterin
RP_9542,Unknown,0.963612394584259,0.013,TRUE,0.2891427793677629,0.05167582104068201,NA,NA
RP_sky24,S-Adenosylmethionine,-0.7336204709453176,0.00696,TRUE,0.02584014254100612,0.8841043227080304,NA,NA
OH-Pseudocob,OH-Pseudocob,-0.8160625236200445,0.0124,TRUE,-0.5326929653738087,1.1968089073057855e-4,NA,NA
