experiment,treatment,time,Pro.abu,Pro.Qc,Pro.C,B1.Qc,B1.abu,B1.C,B2.Qc,B2.abu,B2.C,bacterial.C,total.C,Pro.C.perc
E,C,20,20422000,31.904029120185893,651544082.6924363,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,22,22539383.5,29.938495851610604,674795239.4126105,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,24,24656767,29.913037086685883,737558785.7087727,11.123322450297993,750936.3295880164,8352906.933650756,21.818124973607652,898876.4044943837,19611797.72908557,27964704.662736326,765523490.371509,0.963469828144444
E,C,26,25659260,32.07757746693715,823086900.3942817,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,28,29299472,35.18382595419198,1030867523.3977213,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,30,28333333,38.10607545625929,1079672125.2253213,11.154933477471683,1097465.8869395645,12242158.962605303,21.972219518264392,1087719.2982456076,23899607.195304986,36141766.15791029,1115813891.3832316,0.9676095033078439
E,C,32,28489286,40.41200884702323,1151309277.8773751,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,34,28446775,41.89463725404955,1191767319.6725655,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,36,30468334,42.130369237527624,1283642161.472317,11.958902325048218,1242937.8531073516,14864172.381415948,22.671953580470753,1561205.2730696886,35395573.48062214,50259745.86203809,1333901907.334355,0.9623212579683043
E,C,38,30567307,40.12725556171402,1226582139.82237,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,40,31659207,36.64387245508762,1160115943.337217,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,42,33618151,32.8484609822495,1104304521.4188719,11.805499076583445,998069.4980694964,11782708.537825542,22.476236570169988,1397683.397683395,31414662.696530964,43197371.23435651,1147501892.6532283,0.9623552941298629
E,C,44,36831034,29.826119175887825,1098526809.4551766,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,46,33899097,28.163981220563983,954733531.3020768,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,C,48,37314542,27.441980740310225,1023984942.8974969,11.306589648932286,1429071.8038528971,16157928.465024156,22.334894846239894,1509632.224168134,33717476.98329052,49875405.44831468,1073860348.3458116,0.953555035787341
