Compound,SampID,Area,slope,Conc_nM_vial,time,Time,biorep,treatment,treatment_number,Pro,BacTot,BacSml,BacLrg,Grz,Phage,Vol.filt.mL,nM.in.smp
CN-Pseudocob,E_2LG_T48,52684,1565787.8697218557,0.03364695883699668,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,6.729391767399336e-5
CN-Pseudocob,E_3LG_T0,52839,1565787.8697218557,0.033745950535040384,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,2.6996760428032307e-4
CN-Pseudocob,E_3LG_T24,152744,1565787.8697218557,0.0975508898450805,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,7.80407118760644e-4
CN-Pseudocob,E_3LG_T36,253936,1565787.8697218557,0.16217777957694154,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,6.487111183077662e-4
CN-Pseudocob,E_3LG_T48,16400,1565787.8697218557,0.010473960309140261,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,2.0947920618280524e-5
CN-Pseudocob,E_4LG_T0,109270,1565787.8697218557,0.06978595384022905,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,5.582876307218324e-4
CN-Pseudocob,E_4LG_T24,157649,1565787.8697218557,0.10068349809607641,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,8.054679847686113e-4
CN-Pseudocob,E_4LG_T36,233371,1565787.8697218557,0.14904381654294951,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,5.961752661717981e-4
CN-Pseudocob,E_4LG_T48,102989,1565787.8697218557,0.06577455477305161,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,1.315491095461032e-4
CN-Pseudocob,E_8G_T48,8871,1565787.8697218557,0.0056655184086819065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OH-Pseudocob,A_1C_T0,245924,1260717.2809863726,0.1950667320175,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,0.00156053385614
OH-Pseudocob,A_1C_T12,157548,1260717.2809863726,0.12496695522150376,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,9.997356417720301e-4
OH-Pseudocob,A_1C_T18,188098,1260717.2809863726,0.14919919226682923,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,0.001193593538134634
OH-Pseudocob,A_1C_T24,430777,1260717.2809863726,0.341691992722559,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,0.001366767970890236
OH-Pseudocob,A_1C_T30,224985,1260717.2809863726,0.17845793295065646,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,0.0014276634636052519
OH-Pseudocob,A_1C_T36,916238,1260717.2809863726,0.7267592931566264,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,9.690123908755019e-4
OH-Pseudocob,A_1C_T42,268452,1260717.2809863726,0.21293592469039993,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,0.0017034873975231997
OH-Pseudocob,A_1C_T48,445621,1260717.2809863726,0.35346624236906676,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,0.001413864969476267
OH-Pseudocob,A_1C_T6,166919,1260717.2809863726,0.13240002538031703,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,0.0010592002030425363
OH-Pseudocob,A_3LV_T0,254219,1260717.2809863726,0.2016463197847987,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,0.0016131705582783894
OH-Pseudocob,A_3LV_T12,121391,1260717.2809863726,0.09628724998916878,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,7.702979999133503e-4
OH-Pseudocob,A_3LV_T24,503585,1260717.2809863726,0.399443243616047,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,0.001597772974464188
OH-Pseudocob,A_3LV_T36,944219,1260717.2809863726,0.7489538013322483,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,9.986050684429979e-4
OH-Pseudocob,A_3LV_T48,288595,1260717.2809863726,0.22891333715534234,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,9.156533486213694e-4
OH-Pseudocob,A_4LGV_T0,247801,1260717.2809863726,0.1965555670071588,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,0.0015724445360572705
OH-Pseudocob,A_4LGV_T12,265248,1260717.2809863726,0.21039451429782308,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,0.0016831561143825847
OH-Pseudocob,A_4LGV_T24,74121,1260717.2809863726,0.05879272150692538,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,2.3517088602770155e-4
OH-Pseudocob,A_4LGV_T36,67793,1260717.2809863726,0.053773356661661234,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,7.1697808882215e-5
OH-Pseudocob,A_4LGV_T48,37326,1260717.2809863726,0.029606955153971166,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,3.947594020529489e-5
OH-Pseudocob,A_6HV_T0,317434,1260717.2809863726,0.2517884102862799,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,0.0020143072822902393
OH-Pseudocob,A_6HV_T12,130450,1260717.2809863726,0.10347284198241276,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,8.277827358593021e-4
OH-Pseudocob,A_6HV_T24,136578,1260717.2809863726,0.108333566977953,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,4.3333426791181205e-4
OH-Pseudocob,A_6HV_T36,83861,1260717.2809863726,0.06651848218847924,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,8.869130958463899e-5
OH-Pseudocob,A_6HV_T48,40256,1260717.2809863726,0.03193102895242628,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,1.2772411580970513e-4
OH-Pseudocob,A_8G_T0,16357,1260717.2809863726,0.012974360109669035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OH-Pseudocob,A_8G_T48,10277,1260717.2809863726,0.008151708678062522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OH-Pseudocob,A_9V_T0,176,1260717.2809863726,1.3960306775703064e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OH-Pseudocob,B_1C_T0,130030,1260717.2809863726,0.10313969829799258,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,8.251175863839407e-4
OH-Pseudocob,B_1C_T12,225402,1260717.2809863726,0.17878869703733077,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,0.0014303095762986464
OH-Pseudocob,B_1C_T18,157359,1260717.2809863726,0.12481704056351467,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,9.985363245081174e-4
OH-Pseudocob,B_1C_T24,670136,1260717.2809863726,0.531551371672872,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,0.0021262054866914883
OH-Pseudocob,B_1C_T30,290599,1260717.2809863726,0.23050290844957583,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,0.0018440232675966065
OH-Pseudocob,B_1C_T36,2155953,1260717.2809863726,1.71010029965894,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,0.002280133732878587
OH-Pseudocob,B_1C_T42,356492,1260717.2809863726,0.28276918653886,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,0.0022621534923108803
OH-Pseudocob,B_1C_T48,885607,1260717.2809863726,0.7024628069721627,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,0.002809851227888651
OH-Pseudocob,B_1C_T6,160754,1260717.2809863726,0.12750995201257787,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,0.0010200796161006231
OH-Pseudocob,B_3LV_T0,239097,1260717.2809863726,0.18965156074717474,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,0.0015172124859773979
OH-Pseudocob,B_3LV_T12,417776,1260717.2809863726,0.331379609291257,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,0.0026510368743300557
OH-Pseudocob,B_3LV_T24,502976,1260717.2809863726,0.3989601852736377,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,0.0015958407410945508
OH-Pseudocob,B_3LV_T36,565552,1260717.2809863726,0.44859542145525105,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,5.981272286070014e-4
OH-Pseudocob,B_3LV_T48,66331,1260717.2809863726,0.05261369936017954,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,2.1045479744071817e-4
OH-Pseudocob,B_4LGV_T0,288179,1260717.2809863726,0.22858336626791664,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,0.001828666930143333
OH-Pseudocob,B_4LGV_T12,137617,1260717.2809863726,0.10915770099726867,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,8.732616079781493e-4
OH-Pseudocob,B_4LGV_T24,39,1260717.2809863726,3.0934770696160196e-5,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,1.237390827846408e-7
OH-Pseudocob,B_4LGV_T36,67602,1260717.2809863726,0.05362185560517491,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,7.149580747356656e-5
OH-Pseudocob,B_4LGV_T48,35619,1260717.2809863726,0.028252964036577694,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,3.767061871543693e-5
OH-Pseudocob,B_6HV_T0,388523,1260717.2809863726,0.30817615167139095,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,0.002465409213371128
OH-Pseudocob,B_6HV_T12,186209,1260717.2809863726,0.147700838886187,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,0.001181606711089496
OH-Pseudocob,B_6HV_T24,98834,1260717.2809863726,0.0783950545380589,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,3.135802181522356e-4
OH-Pseudocob,B_6HV_T36,17882,1260717.2809863726,0.01418398896381376,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,2.101331698342779e-5
OH-Pseudocob,B_6HV_T48,49231,1260717.2809863726,0.03904999220878622,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,1.5619996883514488e-4
OH-Pseudocob,C_1C_T0,242168,1260717.2809863726,0.1920874756396852,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,0.0015366998051174817
OH-Pseudocob,C_1C_T12,258792,1260717.2809863726,0.20527361994873564,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,0.0016421889595898851
OH-Pseudocob,C_1C_T18,235757,1260717.2809863726,0.18700227525678562,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,0.001496018202054285
OH-Pseudocob,C_1C_T24,552484,1260717.2809863726,0.43822989367429155,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,0.0017529195746971663
OH-Pseudocob,C_1C_T30,390980,1260717.2809863726,0.31012504222524906,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,0.0024810003378019927
OH-Pseudocob,C_1C_T36,463911,1260717.2809863726,0.36797385662631726,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,0.001471895426505269
OH-Pseudocob,C_1C_T42,166065,1260717.2809863726,0.13172263322199598,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,0.001053781065775968
OH-Pseudocob,C_1C_T48,765132,1260717.2809863726,0.6069021274947293,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,0.002427608509978917
OH-Pseudocob,C_1C_T6,171541,1260717.2809863726,0.1360661923074363,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,0.0010885295384594905
OH-Pseudocob,C_3LV_T0,165099,1260717.2809863726,0.13095640274782955,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,0.0010476512219826364
OH-Pseudocob,C_3LV_T12,348308,1260717.2809863726,0.2762776438881581,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,0.002210221151105265
OH-Pseudocob,C_3LV_T24,381490,1260717.2809863726,0.3025975813558501,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,0.0012103903254234005
OH-Pseudocob,C_3LV_T36,166287,1260717.2809863726,0.1318987234551895,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,5.27594893820758e-4
OH-Pseudocob,C_3LV_T48,40923,1260717.2809863726,0.03246009285125548,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,1.2984037140502193e-4
OH-Pseudocob,C_4LGV_T0,127385,1260717.2809863726,0.10104168628539402,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,8.083334902831522e-4
OH-Pseudocob,C_4LGV_T12,179857,1260717.2809863726,0.142662437258956,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,0.001141299498071648
OH-Pseudocob,C_4LGV_T24,34330,1260717.2809863726,0.027230530205107167,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,1.0892212082042868e-4
OH-Pseudocob,C_4LGV_T36,90035,1260717.2809863726,0.07141569434945598,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,9.522092579927464e-5
OH-Pseudocob,C_4LGV_T48,47029,1260717.2809863726,0.0373033674633261,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,4.9737823284434795e-5
OH-Pseudocob,C_6HV_T0,100818,1260717.2809863726,0.07996876184731996,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,6.397500947785597e-4
OH-Pseudocob,C_6HV_T12,160471,1260717.2809863726,0.12728547662521852,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,0.0010182838130017482
OH-Pseudocob,C_6HV_T24,71951,1260717.2809863726,0.05707147913742108,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,2.2828591654968435e-4
OH-Pseudocob,C_6HV_T36,18775,1260717.2809863726,0.014892315892830967,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,5.9569263571323877e-5
OH-Pseudocob,C_6HV_T48,30082,1260717.2809863726,0.023861019796971566,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,9.544407918788627e-5
OH-Pseudocob,E_2LG_T0,56198,1260717.2809863726,0.04457621137391822,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,3.5660969099134577e-4
OH-Pseudocob,E_2LG_T24,96315,1260717.2809863726,0.0763969856307864,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,6.111758850462912e-4
OH-Pseudocob,E_2LG_T36,38047,1260717.2809863726,0.03017885181222582,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,1.207154072489033e-4
OH-Pseudocob,E_2LG_T48,16964,1260717.2809863726,0.013455832053581066,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,2.6911664107162133e-5
OH-Pseudocob,E_3LG_T0,339851,1260717.2809863726,0.2695695578425831,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,0.002156556462740665
OH-Pseudocob,E_3LG_T24,136709,1260717.2809863726,0.10843747607952216,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,8.674998086361774e-4
OH-Pseudocob,E_3LG_T36,28635,1260717.2809863726,0.02271326048421916,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,9.085304193687665e-5
OH-Pseudocob,E_3LG_T48,9012,1260717.2809863726,0.007148311628558864,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,1.429662325711773e-5
OH-Pseudocob,E_4LG_T0,189114,1260717.2809863726,0.15000508270342666,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,0.0012000406616274133
OH-Pseudocob,E_4LG_T24,45610,1260717.2809863726,0.03617781772953504,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,2.8942254183628033e-4
OH-Pseudocob,E_4LG_T36,35462,1260717.2809863726,0.028128431754544433,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,1.1251372701817774e-4
OH-Pseudocob,E_4LG_T48,14057,1260717.2809863726,0.011150001837844202,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,2.2300003675688406e-5
OH-Pseudocob,E_8G_T48,7299,1260717.2809863726,0.005789561315673673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_1C_T0,211280,-7090.294977511243,-29.79847815501763,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,-0.23838782524014107
Pyridoxamine,A_1C_T0,211280,-4233.011926872384,-49.91245090965453,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,-0.39929960727723623
Pyridoxamine,A_1C_T12,186024,-7090.294977511243,-26.236426071133092,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,-0.20989140856906477
Pyridoxamine,A_1C_T12,186024,-4233.011926872384,-43.94601366914793,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,-0.3515681093531835
Pyridoxamine,A_1C_T18,362723,-7090.294977511243,-51.15767413774356,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,-0.4092613931019485
Pyridoxamine,A_1C_T18,362723,-4233.011926872384,-85.68910418072048,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,-0.6855128334457639
Pyridoxamine,A_1C_T24,1359718,-7090.294977511243,-191.771711094208,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,-0.76708684437683206
Pyridoxamine,A_1C_T24,1359718,-4233.011926872384,-321.2176160827984,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,-1.2848704643311937
Pyridoxamine,A_1C_T30,80373,-7090.294977511243,-11.335635577211436,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,-0.09068508461769148
Pyridoxamine,A_1C_T30,80373,-4233.011926872384,-18.987189591829154,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,-0.15189751673463323
Pyridoxamine,A_1C_T36,9983558,-7090.294977511243,-1408.0596127051851,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,-1.877412816940247
Pyridoxamine,A_1C_T36,9983558,-4233.011926872384,-2358.499851281185,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,-3.1446664683749135
Pyridoxamine,A_1C_T42,1151657,-7090.294977511243,-162.42723379673012,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,-1.299417870373841
Pyridoxamine,A_1C_T42,1151657,-4233.011926872384,-272.065616609523,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,-2.176524932876184
Pyridoxamine,A_1C_T48,2397389,-7090.294977511243,-338.1226038696496,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,-1.3524904154785986
Pyridoxamine,A_1C_T48,2397389,-4233.011926872384,-566.3553614816631,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,-2.2654214459266524
Pyridoxamine,A_1C_T6,182145,-7090.294977511243,-25.689340228822825,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,-0.20551472183058261
Pyridoxamine,A_1C_T6,182145,-4233.011926872384,-43.02964488327823,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,-0.3442371590662258
Pyridoxamine,A_3LV_T0,216485,-7090.294977511243,-30.53258019400318,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,-0.24426064155202545
Pyridoxamine,A_3LV_T0,216485,-4233.011926872384,-51.14207182495533,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,-0.4091365745996427
Pyridoxamine,A_3LV_T12,126460,-7090.294977511243,-17.835647233451013,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,-0.1426851778676081
Pyridoxamine,A_3LV_T12,126460,-4233.011926872384,-29.874709116030445,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,-0.2389976729282436
Pyridoxamine,A_3LV_T24,1492193,-7090.294977511243,-210.45570102977197,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,-0.8418228041190879
Pyridoxamine,A_3LV_T24,1492193,-4233.011926872384,-352.5132992248681,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,-1.4100531968994725
Pyridoxamine,A_3LV_T36,11686438,-7090.294977511243,-1648.230156441537,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,-2.1976402085887163
Pyridoxamine,A_3LV_T36,11686438,-4233.011926872384,-2760.7855120395743,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,-3.6810473493860996
Pyridoxamine,A_3LV_T48,1229390,-7090.294977511243,-173.39052943485956,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,-0.6935621177394382
Pyridoxamine,A_3LV_T48,1229390,-4233.011926872384,-290.4291368033897,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,-1.1617165472135589
Pyridoxamine,A_4LGV_T0,228602,-7090.294977511243,-32.241535891676165,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,-0.2579322871334093
Pyridoxamine,A_4LGV_T0,228602,-4233.011926872384,-54.00457261855758,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,-0.43203658094846065
Pyridoxamine,A_4LGV_T12,166254,-7090.294977511243,-23.448107663689424,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,-0.1875848613095154
Pyridoxamine,A_4LGV_T12,166254,-4233.011926872384,-39.27558033667978,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,-0.3142046426934383
Pyridoxamine,A_4LGV_T24,270502,-7090.294977511243,-38.15102204604591,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,-0.15260408818418364
Pyridoxamine,A_4LGV_T24,270502,-4233.011926872384,-63.902961927126896,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,-0.2556118477085076
Pyridoxamine,A_4LGV_T36,80718,-7090.294977511243,-11.38429363743238,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,-0.015179058183243175
Pyridoxamine,A_4LGV_T36,80718,-4233.011926872384,-19.068691842699234,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,-0.025424922456932314
Pyridoxamine,A_4LGV_T48,136428,-7090.294977511243,-19.241512579197014,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,-0.025655350105596022
Pyridoxamine,A_4LGV_T48,136428,-4233.011926872384,-32.229533570155,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,-0.04297271142687333
Pyridoxamine,A_6HV_T0,243433,-7090.294977511243,-34.33326832975391,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,-0.2746661466380313
Pyridoxamine,A_6HV_T0,243433,-4233.011926872384,-57.50822445233781,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,-0.46006579561870253
Pyridoxamine,A_6HV_T12,153791,-7090.294977511243,-21.69035286793978,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,-0.17352282294351823
Pyridoxamine,A_6HV_T12,153791,-4233.011926872384,-36.33134105379913,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,-0.2906507284303931
Pyridoxamine,A_6HV_T24,578383,-7090.294977511243,-81.57389810078362,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,-0.32629559240313455
Pyridoxamine,A_6HV_T24,578383,-4233.011926872384,-136.63627931881257,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,-0.5465451172752502
Pyridoxamine,A_6HV_T36,6237996,-7090.294977511243,-879.7935797855328,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,-1.1730581063807104
Pyridoxamine,A_6HV_T36,6237996,-4233.011926872384,-1473.6542461407673,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,-1.9648723281876899
Pyridoxamine,A_6HV_T48,2634653,-7090.294977511243,-371.5858096675107,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,-1.4863432386700428
Pyridoxamine,A_6HV_T48,2634653,-4233.011926872384,-622.4062311930804,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,-2.489624924772322
Pyridoxamine,A_8G_T0,15510,-7090.294977511243,-2.187497142106794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_8G_T0,15510,-4233.011926872384,-3.66405771302888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_8G_T48,322032,-7090.294977511243,-45.4187027509307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_8G_T48,322032,-4233.011926872384,-76.07632710780892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_9V_T0,2303,-7090.294977511243,-0.3248101817067664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,A_9V_T0,2303,-4233.011926872384,-0.5440570543588337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,B_1C_T0,194811,-7090.294977511243,-27.475725709282184,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,-0.21980580567425748
Pyridoxamine,B_1C_T0,194811,-4233.011926872384,-46.02184056304766,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,-0.36817472450438127
Pyridoxamine,B_1C_T12,241495,-7090.294977511243,-34.05993696538235,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,-0.2724794957230588
Pyridoxamine,B_1C_T12,241495,-4233.011926872384,-57.05039441701544,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,-0.4564031553361236
Pyridoxamine,B_1C_T18,494400,-7090.294977511243,-69.72911586444867,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,-0.5578329269155894
Pyridoxamine,B_1C_T18,494400,-4233.011926872384,-116.79626907295153,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,-0.9343701525836123
Pyridoxamine,B_1C_T24,1422882,-7090.294977511243,-200.68022621245643,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,-0.8027209048498257
Pyridoxamine,B_1C_T24,1422882,-4233.011926872384,-336.13937890586453,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,-1.3445575156234582
Pyridoxamine,B_1C_T30,754746,-7090.294977511243,-106.44775744787457,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,-0.8515820595829966
Pyridoxamine,B_1C_T30,754746,-4233.011926872384,-178.2999937251899,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,-1.4263999498015192
Pyridoxamine,B_1C_T36,2884483,-7090.294977511243,-406.82129716026,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,-0.54242839621368
Pyridoxamine,B_1C_T36,2884483,-4233.011926872384,-681.4256727434354,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,-0.9085675636579138
Pyridoxamine,B_1C_T42,1272124,-7090.294977511243,-179.41764116089382,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,-1.4353411292871507
Pyridoxamine,B_1C_T42,1272124,-4233.011926872384,-300.52454894449716,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,-2.4041963915559776
Pyridoxamine,B_1C_T48,3670391,-7090.294977511243,-517.6640762678593,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,-2.070656305071437
Pyridoxamine,B_1C_T48,3670391,-4233.011926872384,-867.0873277486644,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,-3.468349310994658
