Compound,SampID,Area,slope,Conc_nM_vial,time,Time,biorep,treatment,treatment_number,Pro,BacTot,BacSml,BacLrg,Grz,Phage,Vol.filt.mL,nM.in.smp
Vitamin B2,B_1C_T42,1927827,3201.6941529235355,602.1271576610964,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,4.817017261288771
Vitamin B2,B_1C_T42,1927827,1911.459195775245,1008.5629890823365,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,8.068503912658691
Vitamin B2,B_1C_T48,4344002,3201.6941529235355,1356.7823135240444,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,5.427129254096178
Vitamin B2,B_1C_T48,4344002,1911.459195775245,2272.6103751527744,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,9.090441500611098
Vitamin B2,B_1C_T6,183176,3201.6941529235355,57.212210551947344,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,0.4576976844155788
Vitamin B2,B_1C_T6,183176,1911.459195775245,95.8304526745118,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,0.7666436213960945
Vitamin B2,B_3LV_T0,44801,3201.6941529235355,13.992904337564925,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,0.11194323470051941
Vitamin B2,B_3LV_T0,44801,1911.459195775245,23.43811476542125,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,0.18750491812337
Vitamin B2,B_3LV_T12,110984,3201.6941529235355,34.664148010095886,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,0.2773131840807671
Vitamin B2,B_3LV_T12,110984,1911.459195775245,58.06244791691061,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,0.4644995833352849
Vitamin B2,B_3LV_T24,1206325,3201.6941529235355,376.7770881233233,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,1.5071083524932936
Vitamin B2,B_3LV_T24,1206325,1911.459195775245,631.1016226065666,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,2.5244064904262666
Vitamin B2,B_3LV_T36,116999528,3201.6941529235355,36543.00579996538,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,48.72400773328717
Vitamin B2,B_3LV_T36,116999528,1911.459195775245,61209.53471494201,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,81.61271295325602
Vitamin B2,B_3LV_T48,25351794,3201.6941529235355,7918.2435264313845,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,31.672974105725537
Vitamin B2,B_3LV_T48,25351794,1911.459195775245,13263.05790677257,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,53.05223162709028
Vitamin B2,B_4LGV_T0,202462,3201.6941529235355,63.23589647534809,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,0.5058871718027848
Vitamin B2,B_4LGV_T0,202462,1911.459195775245,105.92012659620806,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,0.8473610127696646
Vitamin B2,B_4LGV_T12,107431,3201.6941529235355,33.554423023792715,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,0.26843538419034174
Vitamin B2,B_4LGV_T12,107431,1911.459195775245,56.2036585648528,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,0.44962926851882246
Vitamin B2,B_4LGV_T24,0,3201.6941529235355,0,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,0
Vitamin B2,B_4LGV_T24,0,1911.459195775245,0,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,0
Vitamin B2,B_4LGV_T36,4505425,3201.6941529235355,1407.2003085885015,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,1.8762670781180022
Vitamin B2,B_4LGV_T36,4505425,1911.459195775245,2357.06051688574,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,3.142747355847654
Vitamin B2,B_4LGV_T48,1810549,3201.6941529235355,565.4971754084471,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,0.7539962338779296
Vitamin B2,B_4LGV_T48,1810549,1911.459195775245,947.2077688091489,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,1.262943691745532
Vitamin B2,B_6HV_T0,125743,3201.6941529235355,39.27389500498708,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,0.31419116003989667
Vitamin B2,B_6HV_T0,125743,1911.459195775245,65.78377413335338,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,0.526270193066827
Vitamin B2,B_6HV_T12,160694,3201.6941529235355,50.1903031097667,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,0.4015224248781336
Vitamin B2,B_6HV_T12,160694,1911.459195775245,84.06875770885924,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,0.6725500616708739
Vitamin B2,B_6HV_T24,1803515,3201.6941529235355,563.3002135301311,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,2.2532008541205246
Vitamin B2,B_6HV_T24,1803515,1911.459195775245,943.5278576629697,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,3.774111430651879
Vitamin B2,B_6HV_T36,49420148,3201.6941529235355,15435.624278750487,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,22.867591524074793
Vitamin B2,B_6HV_T36,49420148,1911.459195775245,25854.670666907066,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,38.30321580282528
Vitamin B2,B_6HV_T48,795087,3201.6941529235355,248.33321423721532,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,0.9933328569488613
Vitamin B2,B_6HV_T48,795087,1911.459195775245,415.9581338473357,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,1.6638325353893428
Vitamin B2,C_1C_T0,163524,3201.6941529235355,51.074210149237004,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,0.40859368119389605
Vitamin B2,C_1C_T0,163524,1911.459195775245,85.54930199997197,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,0.6843944159997759
Vitamin B2,C_1C_T12,339138,3201.6941529235355,105.9245461314054,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,0.8473963690512433
Vitamin B2,C_1C_T12,339138,1911.459195775245,177.42361477010405,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,1.4193889181608323
Vitamin B2,C_1C_T18,397537,3201.6941529235355,124.16457694342867,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,0.9933166155474294
Vitamin B2,C_1C_T18,397537,1911.459195775245,207.97566638024304,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,1.6638053310419443
Vitamin B2,C_1C_T24,2373605,3201.6941529235355,741.3590701137429,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,2.9654362804549717
Vitamin B2,C_1C_T24,2373605,1911.459195775245,1241.7764424405193,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,4.967105769762077
Vitamin B2,C_1C_T30,330988,3201.6941529235355,103.37901879158812,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,0.827032150332705
Vitamin B2,C_1C_T30,330988,1911.459195775245,173.15985647591012,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,1.385278851807281
Vitamin B2,C_1C_T36,8177575,3201.6941529235355,2554.1399675958683,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,10.216559870383472
Vitamin B2,C_1C_T36,8177575,1911.459195775245,4278.18444572308,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,17.11273778289232
Vitamin B2,C_1C_T42,831987,3201.6941529235355,259.8583625610506,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,2.078866900488405
Vitamin B2,C_1C_T42,831987,1911.459195775245,435.26275728975986,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,3.482102058318079
Vitamin B2,C_1C_T48,4839796,3201.6941529235355,1511.6359554770959,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,6.046543821908383
Vitamin B2,C_1C_T48,4839796,1911.459195775245,2531.990225424136,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,10.127960901696545
Vitamin B2,C_1C_T6,404546,3201.6941529235355,126.35373045567154,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,1.0108298436453724
Vitamin B2,C_1C_T6,404546,1911.459195775245,211.64249851324982,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,1.6931399881059985
Vitamin B2,C_3LV_T0,252854,3201.6941529235355,78.97506380149197,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,0.6318005104119357
Vitamin B2,C_3LV_T0,252854,1911.459195775245,132.28323186749904,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,1.0582658549399924
Vitamin B2,C_3LV_T12,139008,3201.6941529235355,43.417014043352275,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,0.3473361123468182
Vitamin B2,C_3LV_T12,139008,1911.459195775245,72.72349852261506,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,0.5817879881809205
Vitamin B2,C_3LV_T24,1762537,3201.6941529235355,550.5013645324584,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,2.202005458129834
Vitamin B2,C_3LV_T24,1762537,1911.459195775245,922.0897855918679,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,3.6883591423674718
Vitamin B2,C_3LV_T36,25768324,3201.6941529235355,8048.340275247838,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,32.19336110099135
Vitamin B2,C_3LV_T36,25768324,1911.459195775245,13480.969961040128,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,53.92387984416051
Vitamin B2,C_3LV_T48,2168405,3201.6941529235355,677.2680013860734,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,2.7090720055442934
Vitamin B2,C_3LV_T48,2168405,1911.459195775245,1134.4239023216728,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,4.537695609286692
Vitamin B2,C_4LGV_T0,150214,3201.6941529235355,46.91703605194031,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,0.3753362884155225
Vitamin B2,C_4LGV_T0,150214,1911.459195775245,78.58603538700002,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,0.6286882830960003
Vitamin B2,C_4LGV_T12,527967,3201.6941529235355,164.9023844197929,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,1.3192190753583433
Vitamin B2,C_4LGV_T12,527967,1911.459195775245,276.2114939031531,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,2.209691951225225
Vitamin B2,C_4LGV_T24,3104294,3201.6941529235355,969.5785580160436,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,3.878314232064175
Vitamin B2,C_4LGV_T24,3104294,1911.459195775245,1624.0440846768731,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,6.496176338707493
Vitamin B2,C_4LGV_T36,2291347,3201.6941529235355,715.6670470562349,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,0.9542227294083132
Vitamin B2,C_4LGV_T36,2291347,1911.459195775245,1198.7423038191935,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,1.5983230717589247
Vitamin B2,C_4LGV_T48,2985063,3201.6941529235355,932.338586205767,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,1.2431181149410229
Vitamin B2,C_4LGV_T48,2985063,1911.459195775245,1561.6671318946599,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,2.082222842526213
Vitamin B2,C_6HV_T0,113753,3201.6941529235355,35.52900263634792,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,0.2842320210907833
Vitamin B2,C_6HV_T0,113753,1911.459195775245,59.51107941588276,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,0.47608863532706214
Vitamin B2,C_6HV_T12,224813,3201.6941529235355,70.2168880793059,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,0.5617351046344472
Vitamin B2,C_6HV_T12,224813,1911.459195775245,117.61328753283739,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,0.9409063002626992
Vitamin B2,C_6HV_T24,5663341,3201.6941529235355,1768.857588982596,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,7.075430355930385
Vitamin B2,C_6HV_T24,5663341,1911.459195775245,2962.8364615458486,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,11.851345846183394
Vitamin B2,C_6HV_T36,6205678,3201.6941529235355,1938.2482222211834,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,7.752992888884735
Vitamin B2,C_6HV_T36,6205678,1911.459195775245,3246.565772220482,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,12.986263088881929
Vitamin B2,C_6HV_T48,6405837,3201.6941529235355,2000.764812013881,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,8.003059248055525
Vitamin B2,C_6HV_T48,6405837,1911.459195775245,3351.281060123251,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,13.405124240493006
Vitamin B2,E_2LG_T0,84615,3201.6941529235355,26.428195810876012,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,0.2114255664870081
Vitamin B2,E_2LG_T0,84615,1911.459195775245,44.26722798321732,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,0.35413782386573855
Vitamin B2,E_2LG_T24,214954,3201.6941529235355,67.1375808347343,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,0.5371006466778744
Vitamin B2,E_2LG_T24,214954,1911.459195775245,112.45544789817994,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,0.8996435831854397
Vitamin B2,E_2LG_T36,2097892,3201.6941529235355,655.2443487096886,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,2.6209773948387545
Vitamin B2,E_2LG_T36,2097892,1911.459195775245,1097.5342840887283,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,4.390137136354913
Vitamin B2,E_2LG_T48,1529193,3201.6941529235355,477.6199496143818,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,0.9552398992287637
Vitamin B2,E_2LG_T48,1529193,1911.459195775245,800.0134156040896,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,1.6000268312081791
Vitamin B2,E_3LG_T0,121258,3201.6941529235355,37.87307413148027,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,0.30298459305184217
Vitamin B2,E_3LG_T0,121258,1911.459195775245,63.43739917022946,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,0.5074991933618357
Vitamin B2,E_3LG_T24,670565,3201.6941529235355,209.44067983123645,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,1.6755254386498917
Vitamin B2,E_3LG_T24,670565,1911.459195775245,350.81313871732107,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,2.8065051097385685
Vitamin B2,E_3LG_T36,550124,3201.6941529235355,171.82278310302374,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,0.687291132412095
Vitamin B2,E_3LG_T36,550124,1911.459195775245,287.8031616975648,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,1.1512126467902593
Vitamin B2,E_3LG_T48,2304240,3201.6941529235355,719.693977607433,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,1.439387955214866
Vitamin B2,E_3LG_T48,2304240,1911.459195775245,1205.4874124924502,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,2.4109748249849003
Vitamin B2,E_4LG_T0,231204,3201.6941529235355,72.21301878222275,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,0.577704150257782
Vitamin B2,E_4LG_T0,231204,1911.459195775245,120.95680646022309,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,0.9676544516817848
Vitamin B2,E_4LG_T24,1238258,3201.6941529235355,386.75087027576325,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,3.094006962206106
Vitamin B2,E_4LG_T24,1238258,1911.459195775245,647.8077077119035,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,5.182461661695228
Vitamin B2,E_4LG_T36,553078,3201.6941529235355,172.74541963821642,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,0.6909816785528656
Vitamin B2,E_4LG_T36,553078,1911.459195775245,289.3485778940125,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,1.15739431157605
Vitamin B2,E_4LG_T48,1075701,3201.6941529235355,335.9786877262322,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,0.6719573754524644
Vitamin B2,E_4LG_T48,1075701,1911.459195775245,562.7643019414389,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,1.125528603882878
Vitamin B2,E_8G_T48,489078,3201.6941529235355,152.756002491185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,E_8G_T48,489078,1911.459195775245,255.86630417273486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_1C_T0,173725,-14890.411919040484,-11.666903571543008,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,-0.09333522857234407
Vitamin B5,A_1C_T0,173725,-8889.798160621183,-19.54206348233454,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,-0.15633650785867634
Vitamin B5,A_1C_T12,143623,-14890.411919040484,-9.645334244672451,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,-0.07716267395737961
Vitamin B5,A_1C_T12,143623,-8889.798160621183,-16.155934859826356,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,-0.12924747887861085
Vitamin B5,A_1C_T18,49931,-14890.411919040484,-3.353231614509794,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,-0.02682585291607835
Vitamin B5,A_1C_T18,49931,-8889.798160621183,-5.616662954303905,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,-0.04493330363443124
Vitamin B5,A_1C_T24,383801,-14890.411919040484,-25.7750424962543,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,-0.1031001699850172
Vitamin B5,A_1C_T24,383801,-8889.798160621183,-43.173196181225954,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,-0.17269278472490382
Vitamin B5,A_1C_T30,434349,-14890.411919040484,-29.169710170649786,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,-0.2333576813651983
Vitamin B5,A_1C_T30,434349,-8889.798160621183,-48.8592645358384,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,-0.3908741162867072
Vitamin B5,A_1C_T36,9929147,-14890.411919040484,-666.8147969300651,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,-0.8890863959067535
Vitamin B5,A_1C_T36,9929147,-8889.798160621183,-1116.914784857859,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,-1.4892197131438123
Vitamin B5,A_1C_T42,411889,-14890.411919040484,-27.661357002039306,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,-0.22129085601631446
Vitamin B5,A_1C_T42,411889,-8889.798160621183,-46.33277297841584,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,-0.3706621838273267
Vitamin B5,A_1C_T48,702507,-14890.411919040484,-47.17847993860391,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,-0.18871391975441562
Vitamin B5,A_1C_T48,702507,-8889.798160621183,-79.02395389716156,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,-0.31609581558864625
Vitamin B5,A_1C_T6,216429,-14890.411919040484,-14.534789311184237,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,-0.11627831448947391
Vitamin B5,A_1C_T6,216429,-8889.798160621183,-24.345772096233603,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,-0.19476617676986882
Vitamin B5,A_3LV_T0,134237,-14890.411919040484,-9.01499573885865,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,-0.0721199659108692
Vitamin B5,A_3LV_T0,134237,-8889.798160621183,-15.100117862588238,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,-0.12080094290070591
Vitamin B5,A_3LV_T12,26852,-14890.411919040484,-1.8033080713948646,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,-0.014426464571158917
Vitamin B5,A_3LV_T12,26852,-8889.798160621183,-3.0205410195863984,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,-0.024164328156691187
Vitamin B5,A_3LV_T24,492567,-14890.411919040484,-33.07947440796791,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,-0.13231789763187163
Vitamin B5,A_3LV_T24,492567,-8889.798160621183,-55.40811963334625,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,-0.22163247853338502
Vitamin B5,A_3LV_T36,10518487,-14890.411919040484,-706.3932856383866,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,-0.9418577141845155
Vitamin B5,A_3LV_T36,10518487,-8889.798160621183,-1183.2087534442976,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,-1.5776116712590635
Vitamin B5,A_3LV_T48,5784299,-14890.411919040484,-388.4579574728603,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,-1.5538318298914413
Vitamin B5,A_3LV_T48,5784299,-8889.798160621183,-650.6670787670411,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,-2.6026683150681644
Vitamin B5,A_4LGV_T0,58815,-14890.411919040484,-3.949857151016273,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,-0.03159885720813019
Vitamin B5,A_4LGV_T0,58815,-8889.798160621183,-6.616010727952258,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,-0.05292808582361807
Vitamin B5,A_4LGV_T12,291006,-14890.411919040484,-19.543179972602935,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,-0.1563454397808235
Vitamin B5,A_4LGV_T12,291006,-8889.798160621183,-32.73482645410992,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,-0.2618786116328794
Vitamin B5,A_4LGV_T24,1665284,-14890.411919040484,-111.8359927887951,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,-0.44734397115518043
Vitamin B5,A_4LGV_T24,1665284,-8889.798160621183,-187.3252879212318,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,-0.7493011516849273
Vitamin B5,A_4LGV_T36,329448,-14890.411919040484,-22.12484125967881,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,-0.029499788346238412
Vitamin B5,A_4LGV_T36,329448,-8889.798160621183,-37.05910910996201,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,-0.04941214547994935
Vitamin B5,A_4LGV_T48,398691,-14890.411919040484,-26.775014832879858,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,-0.03570001977717315
Vitamin B5,A_4LGV_T48,398691,-8889.798160621183,-44.84814984507377,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,-0.05979753312676503
Vitamin B5,A_6HV_T0,181387,-14890.411919040484,-12.181462875990627,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,-0.09745170300792502
Vitamin B5,A_6HV_T0,181387,-8889.798160621183,-20.403950317284302,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,-0.1632316025382744
Vitamin B5,A_6HV_T12,229341,-14890.411919040484,-15.401924489861823,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,-0.12321539591889459
Vitamin B5,A_6HV_T12,229341,-8889.798160621183,-25.798223520518555,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,-0.20638578816414843
Vitamin B5,A_6HV_T24,1867162,-14890.411919040484,-125.39357609123262,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,-0.5015743043649304
Vitamin B5,A_6HV_T24,1867162,-8889.798160621183,-210.03423995281466,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,-0.8401369598112587
Vitamin B5,A_6HV_T36,149141520,-14890.411919040484,-10015.943199616366,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,-13.354590932821822
Vitamin B5,A_6HV_T36,149141520,-8889.798160621183,-16776.704859357415,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,-22.368939812476555
Vitamin B5,A_6HV_T48,16504936,-14890.411919040484,-1108.4270932018349,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,-4.43370837280734
Vitamin B5,A_6HV_T48,16504936,-8889.798160621183,-1856.6153811130737,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,-7.426461524452295
Vitamin B5,A_8G_T0,18811,-14890.411919040484,-1.2632961466933115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_8G_T0,18811,-8889.798160621183,-2.116021045711297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_8G_T48,7363184,-14890.411919040484,-494.49162588878016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_8G_T48,7363184,-8889.798160621183,-828.2734733637069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_9V_T0,7885,-14890.411919040484,-0.52953538443872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,A_9V_T0,7885,-8889.798160621183,-0.886971768934856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,B_1C_T0,82242,-14890.411919040484,-5.5231514377944455,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,-0.04418521150235556
Vitamin B5,B_1C_T0,82242,-8889.798160621183,-9.251278658305697,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,-0.07401022926644558
Vitamin B5,B_1C_T12,26311,-14890.411919040484,-1.766975967021834,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,-0.014135807736174672
Vitamin B5,B_1C_T12,26311,-8889.798160621183,-2.959684744761572,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,-0.02367747795809258
Vitamin B5,B_1C_T18,259933,-14890.411919040484,-17.45640089832718,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,-0.13965120718661744
Vitamin B5,B_1C_T18,259933,-8889.798160621183,-29.239471504698024,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,-0.2339157720375842
Vitamin B5,B_1C_T24,1207171,-14890.411919040484,-81.07035631810703,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,-0.3242814252724281
Vitamin B5,B_1C_T24,1207171,-8889.798160621183,-135.7928468328293,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,-0.5431713873313172
Vitamin B5,B_1C_T30,374559,-14890.411919040484,-25.154374642990806,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,-0.20123499714392645
Vitamin B5,B_1C_T30,374559,-8889.798160621183,-42.13357752700961,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,-0.33706862021607686
