MF,Name,SampID
HNeg_sky11,D-Gluconic acid,A_3LV_T0
HNeg_sky19,L-Cysteic acid,A_3LV_T0
HNeg_sky22,N-Acetyl-L-glutamic acid,A_3LV_T0
HNeg_sky32,Taurine,A_3LV_T0
HNeg_sky6,Adenosine monophosphate,A_3LV_T0
HPos_1157,Ectoine,A_3LV_T0
HPos_1241,L-Glutamine,A_3LV_T0
HPos_1496,5-Hydroxyectoine,A_3LV_T0
HPos_1519,Betonicine,A_3LV_T0
HPos_1848,Arsenobetaine,A_3LV_T0
HPos_257,Sarcosine,A_3LV_T0
HPos_261,L-Alanine,A_3LV_T0
HPos_3067,Cytidine,A_3LV_T0
HPos_3196,Deoxyadenosine,A_3LV_T0
HPos_3429,Adenosine,A_3LV_T0
HPos_3670,Guanosine,A_3LV_T0
HPos_556,Cytosine,A_3LV_T0
HPos_5986,Glutathione disulfide,A_3LV_T0
HPos_705,L-Threonine,A_3LV_T0
HPos_962,L-Aspartic acid,A_3LV_T0
HPos_978,Dimethylsulfoniopropionate,A_3LV_T0
HPos_989,Adenine,A_3LV_T0
HPos_sky35,Glycine betaine,A_3LV_T0
HPos_sky38,Guanine,A_3LV_T0
HPos_sky45,Hypotaurine,A_3LV_T0
HPos_sky51,L-Glutamic acid,A_3LV_T0
HPos_sky54,L-Homoserine,A_3LV_T0
HPos_sky55,L-Isoleucine,A_3LV_T0
HPos_sky59,L-Methionine,A_3LV_T0
HPos_sky60,L-Methionine S-oxide,A_3LV_T0
HPos_sky64,L-Serine,A_3LV_T0
HPos_sky71,N6-Acetyl-L-lysine,A_3LV_T0
HPos_sky72,Ophthalmic acid,A_3LV_T0
HPos_sky73,Pipecolic acid,A_3LV_T0
HPos_sky74,Proline betaine,A_3LV_T0
RP_14640,Methylthioadenosine,A_3LV_T0
RP_3959,L-Phenylalanine,A_3LV_T0
RP_6828,L-Tryptophan,A_3LV_T0
RP_7155,L-Kynurenine,A_3LV_T0
RP_7669,Desthiobiotin,A_3LV_T0
RP_sky1,Agmatine,A_3LV_T0
RP_sky15,Nicotinic acid,A_3LV_T0
RP_sky16,Pantothenic acid,A_3LV_T0
RP_sky17,Pyridoxal,A_3LV_T0
RP_sky21,Pyridoxine,A_3LV_T0
RP_sky23,S-Adenosylhomocysteine,A_3LV_T0
RP_sky24,S-Adenosylmethionine,A_3LV_T0
RP_sky29,Xanthine,A_3LV_T0
HNeg_1963,Thymidine,A_3LV_T12
HNeg_1982,Uridine,A_3LV_T12
HNeg_2117,D-Fructose 6-phosphate,A_3LV_T12
HNeg_2173,Inosine,A_3LV_T12
HNeg_2634,Trehalose,A_3LV_T12
HNeg_2635,Sucrose,A_3LV_T12
HNeg_3117,UDP-N-acetylglucosamine,A_3LV_T12
HNeg_sky1,2-Ketoglutaric acid,A_3LV_T12
HNeg_sky11,D-Gluconic acid,A_3LV_T12
HNeg_sky19,L-Cysteic acid,A_3LV_T12
HNeg_sky22,N-Acetyl-L-glutamic acid,A_3LV_T12
HNeg_sky32,Taurine,A_3LV_T12
HNeg_sky6,Adenosine monophosphate,A_3LV_T12
HPos_108,Glycine,A_3LV_T12
HPos_1157,Ectoine,A_3LV_T12
HPos_1241,L-Glutamine,A_3LV_T12
HPos_1496,5-Hydroxyectoine,A_3LV_T12
HPos_1848,Arsenobetaine,A_3LV_T12
HPos_1926,L-Tyrosine,A_3LV_T12
HPos_257,Sarcosine,A_3LV_T12
HPos_261,L-Alanine,A_3LV_T12
HPos_3067,Cytidine,A_3LV_T12
HPos_3196,Deoxyadenosine,A_3LV_T12
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_3LV_T12
HPos_3429,Adenosine,A_3LV_T12
HPos_3670,Guanosine,A_3LV_T12
HPos_556,Cytosine,A_3LV_T12
HPos_5986,Glutathione disulfide,A_3LV_T12
HPos_639,L-Proline,A_3LV_T12
HPos_705,L-Threonine,A_3LV_T12
HPos_962,L-Aspartic acid,A_3LV_T12
HPos_978,Dimethylsulfoniopropionate,A_3LV_T12
HPos_989,Adenine,A_3LV_T12
HPos_sky16,Creatine,A_3LV_T12
HPos_sky35,Glycine betaine,A_3LV_T12
HPos_sky38,Guanine,A_3LV_T12
HPos_sky45,Hypotaurine,A_3LV_T12
HPos_sky51,L-Glutamic acid,A_3LV_T12
HPos_sky54,L-Homoserine,A_3LV_T12
HPos_sky55,L-Isoleucine,A_3LV_T12
HPos_sky59,L-Methionine,A_3LV_T12
HPos_sky60,L-Methionine S-oxide,A_3LV_T12
HPos_sky64,L-Serine,A_3LV_T12
HPos_sky71,N6-Acetyl-L-lysine,A_3LV_T12
HPos_sky72,Ophthalmic acid,A_3LV_T12
HPos_sky74,Proline betaine,A_3LV_T12
RP_14640,Methylthioadenosine,A_3LV_T12
RP_3959,L-Phenylalanine,A_3LV_T12
RP_6828,L-Tryptophan,A_3LV_T12
RP_7155,L-Kynurenine,A_3LV_T12
RP_7669,Desthiobiotin,A_3LV_T12
RP_sky16,Pantothenic acid,A_3LV_T12
RP_sky17,Pyridoxal,A_3LV_T12
RP_sky21,Pyridoxine,A_3LV_T12
RP_sky23,S-Adenosylhomocysteine,A_3LV_T12
RP_sky24,S-Adenosylmethionine,A_3LV_T12
HNeg_1963,Thymidine,A_3LV_T24
HNeg_1982,Uridine,A_3LV_T24
HNeg_2117,D-Fructose 6-phosphate,A_3LV_T24
HNeg_2173,Inosine,A_3LV_T24
HNeg_2634,Trehalose,A_3LV_T24
HNeg_2635,Sucrose,A_3LV_T24
HNeg_3117,UDP-N-acetylglucosamine,A_3LV_T24
HNeg_609,"Taurine, 2H4",A_3LV_T24
HNeg_sky1,2-Ketoglutaric acid,A_3LV_T24
HNeg_sky11,D-Gluconic acid,A_3LV_T24
HNeg_sky19,L-Cysteic acid,A_3LV_T24
HNeg_sky22,N-Acetyl-L-glutamic acid,A_3LV_T24
HNeg_sky27,Succinic acid,A_3LV_T24
HNeg_sky32,Taurine,A_3LV_T24
HNeg_sky34,Threonic acid,A_3LV_T24
HNeg_sky36,Thymine,A_3LV_T24
HNeg_sky6,Adenosine monophosphate,A_3LV_T24
HPos_1007,Hypoxanthine,A_3LV_T24
HPos_108,Glycine,A_3LV_T24
HPos_1157,Ectoine,A_3LV_T24
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_3LV_T24
HPos_1241,L-Glutamine,A_3LV_T24
HPos_1419,L-Histidine,A_3LV_T24
HPos_1496,5-Hydroxyectoine,A_3LV_T24
HPos_1519,Betonicine,A_3LV_T24
HPos_1848,Arsenobetaine,A_3LV_T24
HPos_1926,L-Tyrosine,A_3LV_T24
HPos_257,Sarcosine,A_3LV_T24
HPos_261,L-Alanine,A_3LV_T24
HPos_2837,Ergothioneine,A_3LV_T24
HPos_3067,Cytidine,A_3LV_T24
HPos_3196,Deoxyadenosine,A_3LV_T24
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_3LV_T24
HPos_3429,Adenosine,A_3LV_T24
HPos_3670,Guanosine,A_3LV_T24
HPos_556,Cytosine,A_3LV_T24
HPos_5986,Glutathione disulfide,A_3LV_T24
HPos_639,L-Proline,A_3LV_T24
HPos_705,L-Threonine,A_3LV_T24
HPos_954,L-Asparagine,A_3LV_T24
HPos_962,L-Aspartic acid,A_3LV_T24
HPos_978,Dimethylsulfoniopropionate,A_3LV_T24
HPos_989,Adenine,A_3LV_T24
HPos_sky16,Creatine,A_3LV_T24
HPos_sky35,Glycine betaine,A_3LV_T24
HPos_sky38,Guanine,A_3LV_T24
HPos_sky45,Hypotaurine,A_3LV_T24
HPos_sky51,L-Glutamic acid,A_3LV_T24
HPos_sky54,L-Homoserine,A_3LV_T24
HPos_sky55,L-Isoleucine,A_3LV_T24
HPos_sky59,L-Methionine,A_3LV_T24
HPos_sky60,L-Methionine S-oxide,A_3LV_T24
HPos_sky64,L-Serine,A_3LV_T24
HPos_sky71,N6-Acetyl-L-lysine,A_3LV_T24
HPos_sky72,Ophthalmic acid,A_3LV_T24
HPos_sky73,Pipecolic acid,A_3LV_T24
HPos_sky74,Proline betaine,A_3LV_T24
RP_14640,Methylthioadenosine,A_3LV_T24
RP_20713,Riboflavin,A_3LV_T24
RP_3959,L-Phenylalanine,A_3LV_T24
RP_6828,L-Tryptophan,A_3LV_T24
RP_7155,L-Kynurenine,A_3LV_T24
RP_7669,Desthiobiotin,A_3LV_T24
RP_sky1,Agmatine,A_3LV_T24
RP_sky15,Nicotinic acid,A_3LV_T24
RP_sky16,Pantothenic acid,A_3LV_T24
RP_sky17,Pyridoxal,A_3LV_T24
RP_sky21,Pyridoxine,A_3LV_T24
RP_sky23,S-Adenosylhomocysteine,A_3LV_T24
RP_sky24,S-Adenosylmethionine,A_3LV_T24
RP_sky29,Xanthine,A_3LV_T24
HNeg_1963,Thymidine,A_3LV_T36
HNeg_1982,Uridine,A_3LV_T36
HNeg_2117,D-Fructose 6-phosphate,A_3LV_T36
HNeg_2173,Inosine,A_3LV_T36
HNeg_2634,Trehalose,A_3LV_T36
HNeg_2635,Sucrose,A_3LV_T36
HNeg_3117,UDP-N-acetylglucosamine,A_3LV_T36
HNeg_609,"Taurine, 2H4",A_3LV_T36
HNeg_sky1,2-Ketoglutaric acid,A_3LV_T36
HNeg_sky11,D-Gluconic acid,A_3LV_T36
HNeg_sky19,L-Cysteic acid,A_3LV_T36
HNeg_sky22,N-Acetyl-L-glutamic acid,A_3LV_T36
HNeg_sky27,Succinic acid,A_3LV_T36
HNeg_sky32,Taurine,A_3LV_T36
HNeg_sky34,Threonic acid,A_3LV_T36
HNeg_sky36,Thymine,A_3LV_T36
HNeg_sky6,Adenosine monophosphate,A_3LV_T36
HPos_1007,Hypoxanthine,A_3LV_T36
HPos_1022,Trigonelline,A_3LV_T36
HPos_108,Glycine,A_3LV_T36
HPos_1157,Ectoine,A_3LV_T36
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_3LV_T36
HPos_1241,L-Glutamine,A_3LV_T36
HPos_1251,L-Lysine,A_3LV_T36
HPos_1419,L-Histidine,A_3LV_T36
HPos_1496,5-Hydroxyectoine,A_3LV_T36
HPos_1519,Betonicine,A_3LV_T36
HPos_1848,Arsenobetaine,A_3LV_T36
HPos_1926,L-Tyrosine,A_3LV_T36
HPos_257,Sarcosine,A_3LV_T36
HPos_261,L-Alanine,A_3LV_T36
HPos_2837,Ergothioneine,A_3LV_T36
HPos_3067,Cytidine,A_3LV_T36
HPos_3196,Deoxyadenosine,A_3LV_T36
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_3LV_T36
HPos_3429,Adenosine,A_3LV_T36
HPos_3670,Guanosine,A_3LV_T36
HPos_556,Cytosine,A_3LV_T36
HPos_5986,Glutathione disulfide,A_3LV_T36
HPos_639,L-Proline,A_3LV_T36
HPos_705,L-Threonine,A_3LV_T36
HPos_954,L-Asparagine,A_3LV_T36
HPos_962,L-Aspartic acid,A_3LV_T36
HPos_978,Dimethylsulfoniopropionate,A_3LV_T36
HPos_989,Adenine,A_3LV_T36
HPos_sky16,Creatine,A_3LV_T36
HPos_sky35,Glycine betaine,A_3LV_T36
HPos_sky38,Guanine,A_3LV_T36
HPos_sky45,Hypotaurine,A_3LV_T36
HPos_sky51,L-Glutamic acid,A_3LV_T36
HPos_sky54,L-Homoserine,A_3LV_T36
HPos_sky55,L-Isoleucine,A_3LV_T36
HPos_sky59,L-Methionine,A_3LV_T36
HPos_sky60,L-Methionine S-oxide,A_3LV_T36
HPos_sky64,L-Serine,A_3LV_T36
HPos_sky71,N6-Acetyl-L-lysine,A_3LV_T36
HPos_sky72,Ophthalmic acid,A_3LV_T36
HPos_sky73,Pipecolic acid,A_3LV_T36
HPos_sky74,Proline betaine,A_3LV_T36
RP_14640,Methylthioadenosine,A_3LV_T36
RP_20713,Riboflavin,A_3LV_T36
RP_3959,L-Phenylalanine,A_3LV_T36
RP_6828,L-Tryptophan,A_3LV_T36
RP_7155,L-Kynurenine,A_3LV_T36
RP_7669,Desthiobiotin,A_3LV_T36
RP_sky1,Agmatine,A_3LV_T36
RP_sky15,Nicotinic acid,A_3LV_T36
RP_sky16,Pantothenic acid,A_3LV_T36
RP_sky17,Pyridoxal,A_3LV_T36
RP_sky21,Pyridoxine,A_3LV_T36
RP_sky23,S-Adenosylhomocysteine,A_3LV_T36
RP_sky24,S-Adenosylmethionine,A_3LV_T36
RP_sky29,Xanthine,A_3LV_T36
HNeg_1963,Thymidine,A_3LV_T48
HNeg_1982,Uridine,A_3LV_T48
HNeg_2117,D-Fructose 6-phosphate,A_3LV_T48
HNeg_2173,Inosine,A_3LV_T48
HNeg_2634,Trehalose,A_3LV_T48
HNeg_2635,Sucrose,A_3LV_T48
HNeg_3117,UDP-N-acetylglucosamine,A_3LV_T48
HNeg_609,"Taurine, 2H4",A_3LV_T48
HNeg_sky1,2-Ketoglutaric acid,A_3LV_T48
HNeg_sky11,D-Gluconic acid,A_3LV_T48
HNeg_sky19,L-Cysteic acid,A_3LV_T48
HNeg_sky22,N-Acetyl-L-glutamic acid,A_3LV_T48
HNeg_sky27,Succinic acid,A_3LV_T48
HNeg_sky32,Taurine,A_3LV_T48
HNeg_sky36,Thymine,A_3LV_T48
HNeg_sky6,Adenosine monophosphate,A_3LV_T48
HPos_1007,Hypoxanthine,A_3LV_T48
HPos_108,Glycine,A_3LV_T48
HPos_1157,Ectoine,A_3LV_T48
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_3LV_T48
HPos_1241,L-Glutamine,A_3LV_T48
HPos_1251,L-Lysine,A_3LV_T48
HPos_1419,L-Histidine,A_3LV_T48
HPos_1496,5-Hydroxyectoine,A_3LV_T48
HPos_1519,Betonicine,A_3LV_T48
HPos_1848,Arsenobetaine,A_3LV_T48
HPos_1926,L-Tyrosine,A_3LV_T48
HPos_257,Sarcosine,A_3LV_T48
HPos_261,L-Alanine,A_3LV_T48
HPos_2837,Ergothioneine,A_3LV_T48
HPos_3067,Cytidine,A_3LV_T48
HPos_3196,Deoxyadenosine,A_3LV_T48
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_3LV_T48
HPos_3429,Adenosine,A_3LV_T48
HPos_3670,Guanosine,A_3LV_T48
HPos_556,Cytosine,A_3LV_T48
HPos_5986,Glutathione disulfide,A_3LV_T48
HPos_639,L-Proline,A_3LV_T48
HPos_705,L-Threonine,A_3LV_T48
HPos_954,L-Asparagine,A_3LV_T48
HPos_962,L-Aspartic acid,A_3LV_T48
HPos_978,Dimethylsulfoniopropionate,A_3LV_T48
HPos_989,Adenine,A_3LV_T48
HPos_sky16,Creatine,A_3LV_T48
HPos_sky35,Glycine betaine,A_3LV_T48
HPos_sky38,Guanine,A_3LV_T48
HPos_sky45,Hypotaurine,A_3LV_T48
HPos_sky51,L-Glutamic acid,A_3LV_T48
HPos_sky54,L-Homoserine,A_3LV_T48
HPos_sky55,L-Isoleucine,A_3LV_T48
HPos_sky59,L-Methionine,A_3LV_T48
HPos_sky60,L-Methionine S-oxide,A_3LV_T48
HPos_sky64,L-Serine,A_3LV_T48
HPos_sky71,N6-Acetyl-L-lysine,A_3LV_T48
HPos_sky72,Ophthalmic acid,A_3LV_T48
HPos_sky73,Pipecolic acid,A_3LV_T48
HPos_sky74,Proline betaine,A_3LV_T48
RP_14640,Methylthioadenosine,A_3LV_T48
RP_20713,Riboflavin,A_3LV_T48
RP_3959,L-Phenylalanine,A_3LV_T48
RP_6828,L-Tryptophan,A_3LV_T48
RP_7155,L-Kynurenine,A_3LV_T48
RP_7669,Desthiobiotin,A_3LV_T48
RP_sky1,Agmatine,A_3LV_T48
RP_sky15,Nicotinic acid,A_3LV_T48
RP_sky16,Pantothenic acid,A_3LV_T48
RP_sky17,Pyridoxal,A_3LV_T48
RP_sky21,Pyridoxine,A_3LV_T48
RP_sky23,S-Adenosylhomocysteine,A_3LV_T48
RP_sky24,S-Adenosylmethionine,A_3LV_T48
RP_sky29,Xanthine,A_3LV_T48
HNeg_1963,Thymidine,A_6HV_T0
HNeg_1982,Uridine,A_6HV_T0
HNeg_2117,D-Fructose 6-phosphate,A_6HV_T0
HNeg_2173,Inosine,A_6HV_T0
HNeg_2635,Sucrose,A_6HV_T0
HNeg_3117,UDP-N-acetylglucosamine,A_6HV_T0
HNeg_sky1,2-Ketoglutaric acid,A_6HV_T0
HNeg_sky11,D-Gluconic acid,A_6HV_T0
HNeg_sky19,L-Cysteic acid,A_6HV_T0
HNeg_sky22,N-Acetyl-L-glutamic acid,A_6HV_T0
HNeg_sky32,Taurine,A_6HV_T0
HNeg_sky6,Adenosine monophosphate,A_6HV_T0
HPos_1157,Ectoine,A_6HV_T0
HPos_1241,L-Glutamine,A_6HV_T0
HPos_1848,Arsenobetaine,A_6HV_T0
HPos_257,Sarcosine,A_6HV_T0
HPos_261,L-Alanine,A_6HV_T0
HPos_3067,Cytidine,A_6HV_T0
HPos_3196,Deoxyadenosine,A_6HV_T0
HPos_3429,Adenosine,A_6HV_T0
HPos_3670,Guanosine,A_6HV_T0
HPos_556,Cytosine,A_6HV_T0
HPos_5986,Glutathione disulfide,A_6HV_T0
HPos_705,L-Threonine,A_6HV_T0
HPos_962,L-Aspartic acid,A_6HV_T0
HPos_978,Dimethylsulfoniopropionate,A_6HV_T0
HPos_989,Adenine,A_6HV_T0
HPos_sky35,Glycine betaine,A_6HV_T0
HPos_sky38,Guanine,A_6HV_T0
HPos_sky45,Hypotaurine,A_6HV_T0
HPos_sky51,L-Glutamic acid,A_6HV_T0
HPos_sky54,L-Homoserine,A_6HV_T0
HPos_sky55,L-Isoleucine,A_6HV_T0
HPos_sky59,L-Methionine,A_6HV_T0
HPos_sky60,L-Methionine S-oxide,A_6HV_T0
HPos_sky64,L-Serine,A_6HV_T0
HPos_sky71,N6-Acetyl-L-lysine,A_6HV_T0
HPos_sky72,Ophthalmic acid,A_6HV_T0
HPos_sky73,Pipecolic acid,A_6HV_T0
HPos_sky74,Proline betaine,A_6HV_T0
RP_14640,Methylthioadenosine,A_6HV_T0
RP_20713,Riboflavin,A_6HV_T0
RP_3959,L-Phenylalanine,A_6HV_T0
RP_6828,L-Tryptophan,A_6HV_T0
RP_7155,L-Kynurenine,A_6HV_T0
RP_7669,Desthiobiotin,A_6HV_T0
RP_sky1,Agmatine,A_6HV_T0
RP_sky15,Nicotinic acid,A_6HV_T0
RP_sky16,Pantothenic acid,A_6HV_T0
RP_sky17,Pyridoxal,A_6HV_T0
RP_sky21,Pyridoxine,A_6HV_T0
RP_sky23,S-Adenosylhomocysteine,A_6HV_T0
RP_sky24,S-Adenosylmethionine,A_6HV_T0
HNeg_1963,Thymidine,A_6HV_T12
HNeg_1982,Uridine,A_6HV_T12
HNeg_2117,D-Fructose 6-phosphate,A_6HV_T12
HNeg_2173,Inosine,A_6HV_T12
HNeg_2634,Trehalose,A_6HV_T12
HNeg_2635,Sucrose,A_6HV_T12
HNeg_3117,UDP-N-acetylglucosamine,A_6HV_T12
HNeg_sky1,2-Ketoglutaric acid,A_6HV_T12
HNeg_sky11,D-Gluconic acid,A_6HV_T12
HNeg_sky19,L-Cysteic acid,A_6HV_T12
HNeg_sky22,N-Acetyl-L-glutamic acid,A_6HV_T12
HNeg_sky32,Taurine,A_6HV_T12
HNeg_sky36,Thymine,A_6HV_T12
HNeg_sky6,Adenosine monophosphate,A_6HV_T12
HPos_1007,Hypoxanthine,A_6HV_T12
HPos_1157,Ectoine,A_6HV_T12
HPos_1241,L-Glutamine,A_6HV_T12
HPos_1419,L-Histidine,A_6HV_T12
HPos_1848,Arsenobetaine,A_6HV_T12
HPos_1926,L-Tyrosine,A_6HV_T12
HPos_257,Sarcosine,A_6HV_T12
HPos_261,L-Alanine,A_6HV_T12
HPos_3067,Cytidine,A_6HV_T12
HPos_3196,Deoxyadenosine,A_6HV_T12
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_6HV_T12
HPos_3429,Adenosine,A_6HV_T12
HPos_3670,Guanosine,A_6HV_T12
HPos_556,Cytosine,A_6HV_T12
HPos_5986,Glutathione disulfide,A_6HV_T12
HPos_639,L-Proline,A_6HV_T12
HPos_705,L-Threonine,A_6HV_T12
HPos_962,L-Aspartic acid,A_6HV_T12
HPos_978,Dimethylsulfoniopropionate,A_6HV_T12
HPos_989,Adenine,A_6HV_T12
HPos_sky16,Creatine,A_6HV_T12
HPos_sky35,Glycine betaine,A_6HV_T12
HPos_sky38,Guanine,A_6HV_T12
HPos_sky45,Hypotaurine,A_6HV_T12
HPos_sky51,L-Glutamic acid,A_6HV_T12
HPos_sky54,L-Homoserine,A_6HV_T12
HPos_sky55,L-Isoleucine,A_6HV_T12
HPos_sky59,L-Methionine,A_6HV_T12
HPos_sky60,L-Methionine S-oxide,A_6HV_T12
HPos_sky64,L-Serine,A_6HV_T12
HPos_sky71,N6-Acetyl-L-lysine,A_6HV_T12
HPos_sky72,Ophthalmic acid,A_6HV_T12
HPos_sky73,Pipecolic acid,A_6HV_T12
HPos_sky74,Proline betaine,A_6HV_T12
RP_14640,Methylthioadenosine,A_6HV_T12
RP_20713,Riboflavin,A_6HV_T12
RP_3959,L-Phenylalanine,A_6HV_T12
RP_6828,L-Tryptophan,A_6HV_T12
RP_7155,L-Kynurenine,A_6HV_T12
RP_7669,Desthiobiotin,A_6HV_T12
RP_sky1,Agmatine,A_6HV_T12
RP_sky16,Pantothenic acid,A_6HV_T12
RP_sky17,Pyridoxal,A_6HV_T12
RP_sky21,Pyridoxine,A_6HV_T12
RP_sky23,S-Adenosylhomocysteine,A_6HV_T12
RP_sky24,S-Adenosylmethionine,A_6HV_T12
RP_sky29,Xanthine,A_6HV_T12
HNeg_1963,Thymidine,A_6HV_T24
HNeg_1982,Uridine,A_6HV_T24
HNeg_2117,D-Fructose 6-phosphate,A_6HV_T24
HNeg_2173,Inosine,A_6HV_T24
HNeg_2634,Trehalose,A_6HV_T24
HNeg_2635,Sucrose,A_6HV_T24
HNeg_3117,UDP-N-acetylglucosamine,A_6HV_T24
HNeg_sky1,2-Ketoglutaric acid,A_6HV_T24
HNeg_sky11,D-Gluconic acid,A_6HV_T24
HNeg_sky19,L-Cysteic acid,A_6HV_T24
HNeg_sky22,N-Acetyl-L-glutamic acid,A_6HV_T24
HNeg_sky32,Taurine,A_6HV_T24
HNeg_sky36,Thymine,A_6HV_T24
HNeg_sky6,Adenosine monophosphate,A_6HV_T24
HPos_1007,Hypoxanthine,A_6HV_T24
HPos_1157,Ectoine,A_6HV_T24
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_6HV_T24
HPos_1241,L-Glutamine,A_6HV_T24
HPos_1496,5-Hydroxyectoine,A_6HV_T24
HPos_1848,Arsenobetaine,A_6HV_T24
HPos_257,Sarcosine,A_6HV_T24
HPos_261,L-Alanine,A_6HV_T24
HPos_3067,Cytidine,A_6HV_T24
HPos_3196,Deoxyadenosine,A_6HV_T24
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_6HV_T24
HPos_3429,Adenosine,A_6HV_T24
HPos_3670,Guanosine,A_6HV_T24
HPos_556,Cytosine,A_6HV_T24
HPos_5986,Glutathione disulfide,A_6HV_T24
HPos_639,L-Proline,A_6HV_T24
HPos_705,L-Threonine,A_6HV_T24
HPos_962,L-Aspartic acid,A_6HV_T24
HPos_978,Dimethylsulfoniopropionate,A_6HV_T24
HPos_989,Adenine,A_6HV_T24
HPos_sky16,Creatine,A_6HV_T24
HPos_sky35,Glycine betaine,A_6HV_T24
HPos_sky38,Guanine,A_6HV_T24
HPos_sky45,Hypotaurine,A_6HV_T24
HPos_sky51,L-Glutamic acid,A_6HV_T24
HPos_sky54,L-Homoserine,A_6HV_T24
HPos_sky55,L-Isoleucine,A_6HV_T24
HPos_sky59,L-Methionine,A_6HV_T24
HPos_sky60,L-Methionine S-oxide,A_6HV_T24
HPos_sky64,L-Serine,A_6HV_T24
HPos_sky71,N6-Acetyl-L-lysine,A_6HV_T24
HPos_sky72,Ophthalmic acid,A_6HV_T24
HPos_sky73,Pipecolic acid,A_6HV_T24
HPos_sky74,Proline betaine,A_6HV_T24
RP_14640,Methylthioadenosine,A_6HV_T24
RP_20713,Riboflavin,A_6HV_T24
RP_3959,L-Phenylalanine,A_6HV_T24
RP_6828,L-Tryptophan,A_6HV_T24
RP_7155,L-Kynurenine,A_6HV_T24
RP_7669,Desthiobiotin,A_6HV_T24
RP_sky1,Agmatine,A_6HV_T24
RP_sky15,Nicotinic acid,A_6HV_T24
RP_sky16,Pantothenic acid,A_6HV_T24
RP_sky17,Pyridoxal,A_6HV_T24
RP_sky21,Pyridoxine,A_6HV_T24
RP_sky23,S-Adenosylhomocysteine,A_6HV_T24
RP_sky24,S-Adenosylmethionine,A_6HV_T24
RP_sky29,Xanthine,A_6HV_T24
HNeg_1963,Thymidine,A_6HV_T36
HNeg_1982,Uridine,A_6HV_T36
HNeg_2117,D-Fructose 6-phosphate,A_6HV_T36
HNeg_2173,Inosine,A_6HV_T36
HNeg_2634,Trehalose,A_6HV_T36
HNeg_2635,Sucrose,A_6HV_T36
HNeg_3117,UDP-N-acetylglucosamine,A_6HV_T36
HNeg_609,"Taurine, 2H4",A_6HV_T36
HNeg_sky1,2-Ketoglutaric acid,A_6HV_T36
HNeg_sky11,D-Gluconic acid,A_6HV_T36
HNeg_sky19,L-Cysteic acid,A_6HV_T36
HNeg_sky22,N-Acetyl-L-glutamic acid,A_6HV_T36
HNeg_sky27,Succinic acid,A_6HV_T36
HNeg_sky32,Taurine,A_6HV_T36
HNeg_sky34,Threonic acid,A_6HV_T36
HNeg_sky36,Thymine,A_6HV_T36
HNeg_sky6,Adenosine monophosphate,A_6HV_T36
HPos_1007,Hypoxanthine,A_6HV_T36
HPos_1022,Trigonelline,A_6HV_T36
HPos_108,Glycine,A_6HV_T36
HPos_1157,Ectoine,A_6HV_T36
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_6HV_T36
HPos_1241,L-Glutamine,A_6HV_T36
HPos_1251,L-Lysine,A_6HV_T36
HPos_1419,L-Histidine,A_6HV_T36
HPos_1496,5-Hydroxyectoine,A_6HV_T36
HPos_1519,Betonicine,A_6HV_T36
HPos_1848,Arsenobetaine,A_6HV_T36
HPos_1926,L-Tyrosine,A_6HV_T36
HPos_261,L-Alanine,A_6HV_T36
HPos_2837,Ergothioneine,A_6HV_T36
HPos_3067,Cytidine,A_6HV_T36
HPos_3196,Deoxyadenosine,A_6HV_T36
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_6HV_T36
HPos_3429,Adenosine,A_6HV_T36
HPos_3670,Guanosine,A_6HV_T36
HPos_556,Cytosine,A_6HV_T36
HPos_5986,Glutathione disulfide,A_6HV_T36
HPos_639,L-Proline,A_6HV_T36
HPos_705,L-Threonine,A_6HV_T36
HPos_954,L-Asparagine,A_6HV_T36
HPos_962,L-Aspartic acid,A_6HV_T36
HPos_978,Dimethylsulfoniopropionate,A_6HV_T36
HPos_989,Adenine,A_6HV_T36
HPos_sky16,Creatine,A_6HV_T36
HPos_sky35,Glycine betaine,A_6HV_T36
HPos_sky38,Guanine,A_6HV_T36
HPos_sky45,Hypotaurine,A_6HV_T36
HPos_sky51,L-Glutamic acid,A_6HV_T36
HPos_sky54,L-Homoserine,A_6HV_T36
HPos_sky55,L-Isoleucine,A_6HV_T36
HPos_sky59,L-Methionine,A_6HV_T36
HPos_sky60,L-Methionine S-oxide,A_6HV_T36
HPos_sky64,L-Serine,A_6HV_T36
HPos_sky71,N6-Acetyl-L-lysine,A_6HV_T36
HPos_sky72,Ophthalmic acid,A_6HV_T36
HPos_sky73,Pipecolic acid,A_6HV_T36
HPos_sky74,Proline betaine,A_6HV_T36
RP_14640,Methylthioadenosine,A_6HV_T36
RP_20713,Riboflavin,A_6HV_T36
RP_3959,L-Phenylalanine,A_6HV_T36
