MF,Name,SampID
RP_6828,L-Tryptophan,A_6HV_T36
RP_7155,L-Kynurenine,A_6HV_T36
RP_7669,Desthiobiotin,A_6HV_T36
RP_sky1,Agmatine,A_6HV_T36
RP_sky15,Nicotinic acid,A_6HV_T36
RP_sky16,Pantothenic acid,A_6HV_T36
RP_sky17,Pyridoxal,A_6HV_T36
RP_sky21,Pyridoxine,A_6HV_T36
RP_sky23,S-Adenosylhomocysteine,A_6HV_T36
RP_sky24,S-Adenosylmethionine,A_6HV_T36
RP_sky29,Xanthine,A_6HV_T36
HNeg_1963,Thymidine,A_6HV_T48
HNeg_1982,Uridine,A_6HV_T48
HNeg_2117,D-Fructose 6-phosphate,A_6HV_T48
HNeg_2173,Inosine,A_6HV_T48
HNeg_2634,Trehalose,A_6HV_T48
HNeg_3117,UDP-N-acetylglucosamine,A_6HV_T48
HNeg_sky1,2-Ketoglutaric acid,A_6HV_T48
HNeg_sky11,D-Gluconic acid,A_6HV_T48
HNeg_sky19,L-Cysteic acid,A_6HV_T48
HNeg_sky22,N-Acetyl-L-glutamic acid,A_6HV_T48
HNeg_sky32,Taurine,A_6HV_T48
HNeg_sky34,Threonic acid,A_6HV_T48
HNeg_sky36,Thymine,A_6HV_T48
HNeg_sky6,Adenosine monophosphate,A_6HV_T48
HPos_1007,Hypoxanthine,A_6HV_T48
HPos_108,Glycine,A_6HV_T48
HPos_1157,Ectoine,A_6HV_T48
HPos_1230,(3-Carboxypropyl)trimethylammonium,A_6HV_T48
HPos_1241,L-Glutamine,A_6HV_T48
HPos_1419,L-Histidine,A_6HV_T48
HPos_1496,5-Hydroxyectoine,A_6HV_T48
HPos_1519,Betonicine,A_6HV_T48
HPos_1848,Arsenobetaine,A_6HV_T48
HPos_1926,L-Tyrosine,A_6HV_T48
HPos_257,Sarcosine,A_6HV_T48
HPos_261,L-Alanine,A_6HV_T48
HPos_2837,Ergothioneine,A_6HV_T48
HPos_3067,Cytidine,A_6HV_T48
HPos_3196,Deoxyadenosine,A_6HV_T48
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_6HV_T48
HPos_3429,Adenosine,A_6HV_T48
HPos_3670,Guanosine,A_6HV_T48
HPos_556,Cytosine,A_6HV_T48
HPos_5986,Glutathione disulfide,A_6HV_T48
HPos_639,L-Proline,A_6HV_T48
HPos_705,L-Threonine,A_6HV_T48
HPos_954,L-Asparagine,A_6HV_T48
HPos_962,L-Aspartic acid,A_6HV_T48
HPos_978,Dimethylsulfoniopropionate,A_6HV_T48
HPos_989,Adenine,A_6HV_T48
HPos_sky16,Creatine,A_6HV_T48
HPos_sky35,Glycine betaine,A_6HV_T48
HPos_sky38,Guanine,A_6HV_T48
HPos_sky45,Hypotaurine,A_6HV_T48
HPos_sky51,L-Glutamic acid,A_6HV_T48
HPos_sky54,L-Homoserine,A_6HV_T48
HPos_sky55,L-Isoleucine,A_6HV_T48
HPos_sky59,L-Methionine,A_6HV_T48
HPos_sky60,L-Methionine S-oxide,A_6HV_T48
HPos_sky64,L-Serine,A_6HV_T48
HPos_sky71,N6-Acetyl-L-lysine,A_6HV_T48
HPos_sky73,Pipecolic acid,A_6HV_T48
HPos_sky74,Proline betaine,A_6HV_T48
RP_14640,Methylthioadenosine,A_6HV_T48
RP_20713,Riboflavin,A_6HV_T48
RP_3959,L-Phenylalanine,A_6HV_T48
RP_6828,L-Tryptophan,A_6HV_T48
RP_7155,L-Kynurenine,A_6HV_T48
RP_7669,Desthiobiotin,A_6HV_T48
RP_sky15,Nicotinic acid,A_6HV_T48
RP_sky16,Pantothenic acid,A_6HV_T48
RP_sky17,Pyridoxal,A_6HV_T48
RP_sky21,Pyridoxine,A_6HV_T48
RP_sky23,S-Adenosylhomocysteine,A_6HV_T48
RP_sky24,S-Adenosylmethionine,A_6HV_T48
RP_sky29,Xanthine,A_6HV_T48
HNeg_1982,Uridine,A_9V_T0
HNeg_sky32,Taurine,A_9V_T0
HNeg_sky36,Thymine,A_9V_T0
HPos_3196,Deoxyadenosine,A_9V_T0
HPos_3236,2-O-alpha-D-Glucosylglycerol,A_9V_T0
HPos_3429,Adenosine,A_9V_T0
HPos_sky55,L-Isoleucine,A_9V_T0
HPos_sky60,L-Methionine S-oxide,A_9V_T0
HPos_sky71,N6-Acetyl-L-lysine,A_9V_T0
RP_6828,L-Tryptophan,A_9V_T0
RP_7155,L-Kynurenine,A_9V_T0
HNeg_1982,Uridine,B_1C_T0
HNeg_2173,Inosine,B_1C_T0
HNeg_2635,Sucrose,B_1C_T0
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T0
HNeg_sky1,2-Ketoglutaric acid,B_1C_T0
HNeg_sky11,D-Gluconic acid,B_1C_T0
HNeg_sky19,L-Cysteic acid,B_1C_T0
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T0
HNeg_sky32,Taurine,B_1C_T0
HNeg_sky6,Adenosine monophosphate,B_1C_T0
HPos_1157,Ectoine,B_1C_T0
HPos_1241,L-Glutamine,B_1C_T0
HPos_1419,L-Histidine,B_1C_T0
HPos_1496,5-Hydroxyectoine,B_1C_T0
HPos_1519,Betonicine,B_1C_T0
HPos_1848,Arsenobetaine,B_1C_T0
HPos_1926,L-Tyrosine,B_1C_T0
HPos_257,Sarcosine,B_1C_T0
HPos_261,L-Alanine,B_1C_T0
HPos_2837,Ergothioneine,B_1C_T0
HPos_3067,Cytidine,B_1C_T0
HPos_3196,Deoxyadenosine,B_1C_T0
HPos_3429,Adenosine,B_1C_T0
HPos_3670,Guanosine,B_1C_T0
HPos_5986,Glutathione disulfide,B_1C_T0
HPos_639,L-Proline,B_1C_T0
HPos_705,L-Threonine,B_1C_T0
HPos_962,L-Aspartic acid,B_1C_T0
HPos_978,Dimethylsulfoniopropionate,B_1C_T0
HPos_989,Adenine,B_1C_T0
HPos_sky16,Creatine,B_1C_T0
HPos_sky35,Glycine betaine,B_1C_T0
HPos_sky38,Guanine,B_1C_T0
HPos_sky45,Hypotaurine,B_1C_T0
HPos_sky51,L-Glutamic acid,B_1C_T0
HPos_sky54,L-Homoserine,B_1C_T0
HPos_sky59,L-Methionine,B_1C_T0
HPos_sky60,L-Methionine S-oxide,B_1C_T0
HPos_sky64,L-Serine,B_1C_T0
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T0
HPos_sky72,Ophthalmic acid,B_1C_T0
HPos_sky73,Pipecolic acid,B_1C_T0
HPos_sky74,Proline betaine,B_1C_T0
RP_14640,Methylthioadenosine,B_1C_T0
RP_20713,Riboflavin,B_1C_T0
RP_3959,L-Phenylalanine,B_1C_T0
RP_6828,L-Tryptophan,B_1C_T0
RP_7155,L-Kynurenine,B_1C_T0
RP_7669,Desthiobiotin,B_1C_T0
RP_sky1,Agmatine,B_1C_T0
RP_sky16,Pantothenic acid,B_1C_T0
RP_sky17,Pyridoxal,B_1C_T0
RP_sky21,Pyridoxine,B_1C_T0
RP_sky23,S-Adenosylhomocysteine,B_1C_T0
RP_sky24,S-Adenosylmethionine,B_1C_T0
HNeg_1982,Uridine,B_1C_T12
HNeg_2117,D-Fructose 6-phosphate,B_1C_T12
HNeg_2173,Inosine,B_1C_T12
HNeg_2634,Trehalose,B_1C_T12
HNeg_2635,Sucrose,B_1C_T12
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T12
HNeg_sky1,2-Ketoglutaric acid,B_1C_T12
HNeg_sky11,D-Gluconic acid,B_1C_T12
HNeg_sky19,L-Cysteic acid,B_1C_T12
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T12
HNeg_sky32,Taurine,B_1C_T12
HNeg_sky36,Thymine,B_1C_T12
HNeg_sky6,Adenosine monophosphate,B_1C_T12
HPos_1007,Hypoxanthine,B_1C_T12
HPos_1022,Trigonelline,B_1C_T12
HPos_108,Glycine,B_1C_T12
HPos_1157,Ectoine,B_1C_T12
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_1C_T12
HPos_1241,L-Glutamine,B_1C_T12
HPos_1419,L-Histidine,B_1C_T12
HPos_1496,5-Hydroxyectoine,B_1C_T12
HPos_1519,Betonicine,B_1C_T12
HPos_1848,Arsenobetaine,B_1C_T12
HPos_1926,L-Tyrosine,B_1C_T12
HPos_257,Sarcosine,B_1C_T12
HPos_261,L-Alanine,B_1C_T12
HPos_3067,Cytidine,B_1C_T12
HPos_3196,Deoxyadenosine,B_1C_T12
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T12
HPos_3429,Adenosine,B_1C_T12
HPos_3670,Guanosine,B_1C_T12
HPos_556,Cytosine,B_1C_T12
HPos_5986,Glutathione disulfide,B_1C_T12
HPos_639,L-Proline,B_1C_T12
HPos_705,L-Threonine,B_1C_T12
HPos_962,L-Aspartic acid,B_1C_T12
HPos_978,Dimethylsulfoniopropionate,B_1C_T12
HPos_989,Adenine,B_1C_T12
HPos_sky16,Creatine,B_1C_T12
HPos_sky35,Glycine betaine,B_1C_T12
HPos_sky38,Guanine,B_1C_T12
HPos_sky45,Hypotaurine,B_1C_T12
HPos_sky51,L-Glutamic acid,B_1C_T12
HPos_sky54,L-Homoserine,B_1C_T12
HPos_sky55,L-Isoleucine,B_1C_T12
HPos_sky59,L-Methionine,B_1C_T12
HPos_sky60,L-Methionine S-oxide,B_1C_T12
HPos_sky64,L-Serine,B_1C_T12
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T12
HPos_sky72,Ophthalmic acid,B_1C_T12
HPos_sky73,Pipecolic acid,B_1C_T12
HPos_sky74,Proline betaine,B_1C_T12
RP_14640,Methylthioadenosine,B_1C_T12
RP_20713,Riboflavin,B_1C_T12
RP_3959,L-Phenylalanine,B_1C_T12
RP_6828,L-Tryptophan,B_1C_T12
RP_7155,L-Kynurenine,B_1C_T12
RP_7669,Desthiobiotin,B_1C_T12
RP_sky16,Pantothenic acid,B_1C_T12
RP_sky17,Pyridoxal,B_1C_T12
RP_sky21,Pyridoxine,B_1C_T12
RP_sky23,S-Adenosylhomocysteine,B_1C_T12
RP_sky24,S-Adenosylmethionine,B_1C_T12
RP_sky29,Xanthine,B_1C_T12
HNeg_1982,Uridine,B_1C_T18
HNeg_2117,D-Fructose 6-phosphate,B_1C_T18
HNeg_2173,Inosine,B_1C_T18
HNeg_2634,Trehalose,B_1C_T18
HNeg_2635,Sucrose,B_1C_T18
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T18
HNeg_sky1,2-Ketoglutaric acid,B_1C_T18
HNeg_sky11,D-Gluconic acid,B_1C_T18
HNeg_sky19,L-Cysteic acid,B_1C_T18
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T18
HNeg_sky32,Taurine,B_1C_T18
HNeg_sky6,Adenosine monophosphate,B_1C_T18
HPos_1007,Hypoxanthine,B_1C_T18
HPos_108,Glycine,B_1C_T18
HPos_1157,Ectoine,B_1C_T18
HPos_1241,L-Glutamine,B_1C_T18
HPos_1496,5-Hydroxyectoine,B_1C_T18
HPos_1848,Arsenobetaine,B_1C_T18
HPos_1926,L-Tyrosine,B_1C_T18
HPos_261,L-Alanine,B_1C_T18
HPos_3067,Cytidine,B_1C_T18
HPos_3196,Deoxyadenosine,B_1C_T18
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T18
HPos_3429,Adenosine,B_1C_T18
HPos_3670,Guanosine,B_1C_T18
HPos_5986,Glutathione disulfide,B_1C_T18
HPos_639,L-Proline,B_1C_T18
HPos_705,L-Threonine,B_1C_T18
HPos_954,L-Asparagine,B_1C_T18
HPos_962,L-Aspartic acid,B_1C_T18
HPos_978,Dimethylsulfoniopropionate,B_1C_T18
HPos_989,Adenine,B_1C_T18
HPos_sky16,Creatine,B_1C_T18
HPos_sky35,Glycine betaine,B_1C_T18
HPos_sky38,Guanine,B_1C_T18
HPos_sky45,Hypotaurine,B_1C_T18
HPos_sky51,L-Glutamic acid,B_1C_T18
HPos_sky54,L-Homoserine,B_1C_T18
HPos_sky55,L-Isoleucine,B_1C_T18
HPos_sky59,L-Methionine,B_1C_T18
HPos_sky60,L-Methionine S-oxide,B_1C_T18
HPos_sky64,L-Serine,B_1C_T18
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T18
HPos_sky72,Ophthalmic acid,B_1C_T18
HPos_sky73,Pipecolic acid,B_1C_T18
HPos_sky74,Proline betaine,B_1C_T18
RP_14640,Methylthioadenosine,B_1C_T18
RP_20713,Riboflavin,B_1C_T18
RP_3959,L-Phenylalanine,B_1C_T18
RP_6828,L-Tryptophan,B_1C_T18
RP_7155,L-Kynurenine,B_1C_T18
RP_7669,Desthiobiotin,B_1C_T18
RP_sky16,Pantothenic acid,B_1C_T18
RP_sky17,Pyridoxal,B_1C_T18
RP_sky21,Pyridoxine,B_1C_T18
RP_sky23,S-Adenosylhomocysteine,B_1C_T18
RP_sky24,S-Adenosylmethionine,B_1C_T18
RP_sky29,Xanthine,B_1C_T18
HNeg_1963,Thymidine,B_1C_T24
HNeg_1982,Uridine,B_1C_T24
HNeg_2117,D-Fructose 6-phosphate,B_1C_T24
HNeg_2173,Inosine,B_1C_T24
HNeg_2634,Trehalose,B_1C_T24
HNeg_2635,Sucrose,B_1C_T24
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T24
HNeg_609,"Taurine, 2H4",B_1C_T24
HNeg_sky1,2-Ketoglutaric acid,B_1C_T24
HNeg_sky11,D-Gluconic acid,B_1C_T24
HNeg_sky19,L-Cysteic acid,B_1C_T24
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T24
HNeg_sky27,Succinic acid,B_1C_T24
HNeg_sky32,Taurine,B_1C_T24
HNeg_sky34,Threonic acid,B_1C_T24
HNeg_sky36,Thymine,B_1C_T24
HNeg_sky6,Adenosine monophosphate,B_1C_T24
HPos_1007,Hypoxanthine,B_1C_T24
HPos_108,Glycine,B_1C_T24
HPos_1157,Ectoine,B_1C_T24
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_1C_T24
HPos_1241,L-Glutamine,B_1C_T24
HPos_1251,L-Lysine,B_1C_T24
HPos_1419,L-Histidine,B_1C_T24
HPos_1496,5-Hydroxyectoine,B_1C_T24
HPos_1519,Betonicine,B_1C_T24
HPos_1848,Arsenobetaine,B_1C_T24
HPos_1926,L-Tyrosine,B_1C_T24
HPos_257,Sarcosine,B_1C_T24
HPos_261,L-Alanine,B_1C_T24
HPos_2837,Ergothioneine,B_1C_T24
HPos_3067,Cytidine,B_1C_T24
HPos_3196,Deoxyadenosine,B_1C_T24
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T24
HPos_3429,Adenosine,B_1C_T24
HPos_3670,Guanosine,B_1C_T24
HPos_556,Cytosine,B_1C_T24
HPos_5986,Glutathione disulfide,B_1C_T24
HPos_639,L-Proline,B_1C_T24
HPos_705,L-Threonine,B_1C_T24
HPos_954,L-Asparagine,B_1C_T24
HPos_962,L-Aspartic acid,B_1C_T24
HPos_978,Dimethylsulfoniopropionate,B_1C_T24
HPos_989,Adenine,B_1C_T24
HPos_sky16,Creatine,B_1C_T24
HPos_sky35,Glycine betaine,B_1C_T24
HPos_sky38,Guanine,B_1C_T24
HPos_sky45,Hypotaurine,B_1C_T24
HPos_sky51,L-Glutamic acid,B_1C_T24
HPos_sky54,L-Homoserine,B_1C_T24
HPos_sky55,L-Isoleucine,B_1C_T24
HPos_sky59,L-Methionine,B_1C_T24
HPos_sky60,L-Methionine S-oxide,B_1C_T24
HPos_sky64,L-Serine,B_1C_T24
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T24
HPos_sky72,Ophthalmic acid,B_1C_T24
HPos_sky73,Pipecolic acid,B_1C_T24
HPos_sky74,Proline betaine,B_1C_T24
RP_14640,Methylthioadenosine,B_1C_T24
RP_20713,Riboflavin,B_1C_T24
RP_3959,L-Phenylalanine,B_1C_T24
RP_6828,L-Tryptophan,B_1C_T24
RP_7155,L-Kynurenine,B_1C_T24
RP_7669,Desthiobiotin,B_1C_T24
RP_sky1,Agmatine,B_1C_T24
RP_sky16,Pantothenic acid,B_1C_T24
RP_sky17,Pyridoxal,B_1C_T24
RP_sky21,Pyridoxine,B_1C_T24
RP_sky23,S-Adenosylhomocysteine,B_1C_T24
RP_sky24,S-Adenosylmethionine,B_1C_T24
HNeg_1963,Thymidine,B_1C_T30
HNeg_1982,Uridine,B_1C_T30
HNeg_2117,D-Fructose 6-phosphate,B_1C_T30
HNeg_2173,Inosine,B_1C_T30
HNeg_2634,Trehalose,B_1C_T30
HNeg_2635,Sucrose,B_1C_T30
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T30
HNeg_609,"Taurine, 2H4",B_1C_T30
HNeg_sky1,2-Ketoglutaric acid,B_1C_T30
HNeg_sky11,D-Gluconic acid,B_1C_T30
HNeg_sky19,L-Cysteic acid,B_1C_T30
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T30
HNeg_sky32,Taurine,B_1C_T30
HNeg_sky34,Threonic acid,B_1C_T30
HNeg_sky6,Adenosine monophosphate,B_1C_T30
HPos_1007,Hypoxanthine,B_1C_T30
HPos_108,Glycine,B_1C_T30
HPos_1157,Ectoine,B_1C_T30
HPos_1241,L-Glutamine,B_1C_T30
HPos_1519,Betonicine,B_1C_T30
HPos_1848,Arsenobetaine,B_1C_T30
HPos_1926,L-Tyrosine,B_1C_T30
HPos_257,Sarcosine,B_1C_T30
HPos_261,L-Alanine,B_1C_T30
HPos_3067,Cytidine,B_1C_T30
HPos_3196,Deoxyadenosine,B_1C_T30
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T30
HPos_3429,Adenosine,B_1C_T30
HPos_3670,Guanosine,B_1C_T30
HPos_556,Cytosine,B_1C_T30
HPos_5986,Glutathione disulfide,B_1C_T30
HPos_639,L-Proline,B_1C_T30
HPos_705,L-Threonine,B_1C_T30
HPos_954,L-Asparagine,B_1C_T30
HPos_962,L-Aspartic acid,B_1C_T30
HPos_978,Dimethylsulfoniopropionate,B_1C_T30
HPos_989,Adenine,B_1C_T30
HPos_sky35,Glycine betaine,B_1C_T30
HPos_sky38,Guanine,B_1C_T30
HPos_sky45,Hypotaurine,B_1C_T30
HPos_sky51,L-Glutamic acid,B_1C_T30
HPos_sky54,L-Homoserine,B_1C_T30
HPos_sky59,L-Methionine,B_1C_T30
HPos_sky60,L-Methionine S-oxide,B_1C_T30
HPos_sky64,L-Serine,B_1C_T30
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T30
HPos_sky72,Ophthalmic acid,B_1C_T30
HPos_sky73,Pipecolic acid,B_1C_T30
HPos_sky74,Proline betaine,B_1C_T30
RP_14640,Methylthioadenosine,B_1C_T30
RP_20713,Riboflavin,B_1C_T30
RP_3959,L-Phenylalanine,B_1C_T30
RP_6828,L-Tryptophan,B_1C_T30
RP_7155,L-Kynurenine,B_1C_T30
RP_7669,Desthiobiotin,B_1C_T30
RP_sky1,Agmatine,B_1C_T30
RP_sky16,Pantothenic acid,B_1C_T30
RP_sky17,Pyridoxal,B_1C_T30
RP_sky21,Pyridoxine,B_1C_T30
RP_sky23,S-Adenosylhomocysteine,B_1C_T30
RP_sky24,S-Adenosylmethionine,B_1C_T30
RP_sky29,Xanthine,B_1C_T30
HNeg_1963,Thymidine,B_1C_T36
HNeg_1982,Uridine,B_1C_T36
HNeg_2117,D-Fructose 6-phosphate,B_1C_T36
HNeg_2173,Inosine,B_1C_T36
HNeg_2634,Trehalose,B_1C_T36
HNeg_2635,Sucrose,B_1C_T36
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T36
HNeg_609,"Taurine, 2H4",B_1C_T36
HNeg_sky1,2-Ketoglutaric acid,B_1C_T36
HNeg_sky11,D-Gluconic acid,B_1C_T36
HNeg_sky19,L-Cysteic acid,B_1C_T36
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T36
HNeg_sky27,Succinic acid,B_1C_T36
HNeg_sky32,Taurine,B_1C_T36
HNeg_sky34,Threonic acid,B_1C_T36
HNeg_sky36,Thymine,B_1C_T36
HNeg_sky6,Adenosine monophosphate,B_1C_T36
HPos_1007,Hypoxanthine,B_1C_T36
HPos_1022,Trigonelline,B_1C_T36
HPos_108,Glycine,B_1C_T36
HPos_1157,Ectoine,B_1C_T36
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_1C_T36
HPos_1241,L-Glutamine,B_1C_T36
HPos_1251,L-Lysine,B_1C_T36
HPos_1419,L-Histidine,B_1C_T36
HPos_1496,5-Hydroxyectoine,B_1C_T36
HPos_1519,Betonicine,B_1C_T36
HPos_1848,Arsenobetaine,B_1C_T36
HPos_1926,L-Tyrosine,B_1C_T36
HPos_257,Sarcosine,B_1C_T36
HPos_261,L-Alanine,B_1C_T36
HPos_2837,Ergothioneine,B_1C_T36
HPos_3067,Cytidine,B_1C_T36
HPos_3196,Deoxyadenosine,B_1C_T36
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T36
HPos_3429,Adenosine,B_1C_T36
HPos_3670,Guanosine,B_1C_T36
HPos_556,Cytosine,B_1C_T36
HPos_5986,Glutathione disulfide,B_1C_T36
HPos_639,L-Proline,B_1C_T36
HPos_705,L-Threonine,B_1C_T36
HPos_954,L-Asparagine,B_1C_T36
HPos_962,L-Aspartic acid,B_1C_T36
HPos_978,Dimethylsulfoniopropionate,B_1C_T36
HPos_989,Adenine,B_1C_T36
HPos_sky16,Creatine,B_1C_T36
HPos_sky35,Glycine betaine,B_1C_T36
HPos_sky38,Guanine,B_1C_T36
HPos_sky45,Hypotaurine,B_1C_T36
HPos_sky51,L-Glutamic acid,B_1C_T36
HPos_sky54,L-Homoserine,B_1C_T36
HPos_sky55,L-Isoleucine,B_1C_T36
HPos_sky59,L-Methionine,B_1C_T36
HPos_sky60,L-Methionine S-oxide,B_1C_T36
HPos_sky64,L-Serine,B_1C_T36
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T36
HPos_sky72,Ophthalmic acid,B_1C_T36
HPos_sky73,Pipecolic acid,B_1C_T36
HPos_sky74,Proline betaine,B_1C_T36
RP_14640,Methylthioadenosine,B_1C_T36
RP_20713,Riboflavin,B_1C_T36
RP_3959,L-Phenylalanine,B_1C_T36
RP_6828,L-Tryptophan,B_1C_T36
RP_7155,L-Kynurenine,B_1C_T36
RP_7669,Desthiobiotin,B_1C_T36
RP_sky1,Agmatine,B_1C_T36
RP_sky16,Pantothenic acid,B_1C_T36
RP_sky17,Pyridoxal,B_1C_T36
RP_sky21,Pyridoxine,B_1C_T36
RP_sky23,S-Adenosylhomocysteine,B_1C_T36
RP_sky24,S-Adenosylmethionine,B_1C_T36
RP_sky29,Xanthine,B_1C_T36
HNeg_1982,Uridine,B_1C_T42
HNeg_2173,Inosine,B_1C_T42
HNeg_2634,Trehalose,B_1C_T42
HNeg_2635,Sucrose,B_1C_T42
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T42
HNeg_609,"Taurine, 2H4",B_1C_T42
HNeg_sky1,2-Ketoglutaric acid,B_1C_T42
HNeg_sky11,D-Gluconic acid,B_1C_T42
HNeg_sky19,L-Cysteic acid,B_1C_T42
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T42
HNeg_sky32,Taurine,B_1C_T42
HNeg_sky36,Thymine,B_1C_T42
HPos_1007,Hypoxanthine,B_1C_T42
HPos_108,Glycine,B_1C_T42
HPos_1157,Ectoine,B_1C_T42
HPos_1241,L-Glutamine,B_1C_T42
HPos_1848,Arsenobetaine,B_1C_T42
HPos_1926,L-Tyrosine,B_1C_T42
HPos_257,Sarcosine,B_1C_T42
HPos_261,L-Alanine,B_1C_T42
HPos_3067,Cytidine,B_1C_T42
HPos_3196,Deoxyadenosine,B_1C_T42
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T42
HPos_3429,Adenosine,B_1C_T42
HPos_3670,Guanosine,B_1C_T42
HPos_556,Cytosine,B_1C_T42
HPos_5986,Glutathione disulfide,B_1C_T42
HPos_639,L-Proline,B_1C_T42
HPos_705,L-Threonine,B_1C_T42
HPos_954,L-Asparagine,B_1C_T42
HPos_962,L-Aspartic acid,B_1C_T42
HPos_978,Dimethylsulfoniopropionate,B_1C_T42
HPos_989,Adenine,B_1C_T42
HPos_sky16,Creatine,B_1C_T42
HPos_sky35,Glycine betaine,B_1C_T42
HPos_sky38,Guanine,B_1C_T42
HPos_sky45,Hypotaurine,B_1C_T42
HPos_sky51,L-Glutamic acid,B_1C_T42
HPos_sky54,L-Homoserine,B_1C_T42
HPos_sky55,L-Isoleucine,B_1C_T42
HPos_sky59,L-Methionine,B_1C_T42
HPos_sky60,L-Methionine S-oxide,B_1C_T42
HPos_sky64,L-Serine,B_1C_T42
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T42
HPos_sky72,Ophthalmic acid,B_1C_T42
HPos_sky73,Pipecolic acid,B_1C_T42
HPos_sky74,Proline betaine,B_1C_T42
RP_14640,Methylthioadenosine,B_1C_T42
RP_20713,Riboflavin,B_1C_T42
RP_3959,L-Phenylalanine,B_1C_T42
RP_6828,L-Tryptophan,B_1C_T42
RP_7155,L-Kynurenine,B_1C_T42
RP_7669,Desthiobiotin,B_1C_T42
RP_sky1,Agmatine,B_1C_T42
RP_sky16,Pantothenic acid,B_1C_T42
RP_sky17,Pyridoxal,B_1C_T42
RP_sky21,Pyridoxine,B_1C_T42
RP_sky23,S-Adenosylhomocysteine,B_1C_T42
RP_sky24,S-Adenosylmethionine,B_1C_T42
HNeg_1963,Thymidine,B_1C_T48
HNeg_1982,Uridine,B_1C_T48
HNeg_2117,D-Fructose 6-phosphate,B_1C_T48
HNeg_2173,Inosine,B_1C_T48
HNeg_2634,Trehalose,B_1C_T48
HNeg_2635,Sucrose,B_1C_T48
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T48
HNeg_609,"Taurine, 2H4",B_1C_T48
HNeg_sky1,2-Ketoglutaric acid,B_1C_T48
HNeg_sky11,D-Gluconic acid,B_1C_T48
HNeg_sky19,L-Cysteic acid,B_1C_T48
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T48
HNeg_sky32,Taurine,B_1C_T48
HNeg_sky34,Threonic acid,B_1C_T48
HNeg_sky36,Thymine,B_1C_T48
HNeg_sky6,Adenosine monophosphate,B_1C_T48
HPos_1007,Hypoxanthine,B_1C_T48
HPos_108,Glycine,B_1C_T48
HPos_1157,Ectoine,B_1C_T48
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_1C_T48
HPos_1241,L-Glutamine,B_1C_T48
HPos_1251,L-Lysine,B_1C_T48
HPos_1419,L-Histidine,B_1C_T48
HPos_1496,5-Hydroxyectoine,B_1C_T48
HPos_1519,Betonicine,B_1C_T48
HPos_1848,Arsenobetaine,B_1C_T48
HPos_1926,L-Tyrosine,B_1C_T48
HPos_257,Sarcosine,B_1C_T48
HPos_261,L-Alanine,B_1C_T48
HPos_2837,Ergothioneine,B_1C_T48
HPos_3067,Cytidine,B_1C_T48
HPos_3196,Deoxyadenosine,B_1C_T48
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_1C_T48
HPos_3429,Adenosine,B_1C_T48
HPos_3670,Guanosine,B_1C_T48
HPos_556,Cytosine,B_1C_T48
HPos_5986,Glutathione disulfide,B_1C_T48
HPos_639,L-Proline,B_1C_T48
HPos_705,L-Threonine,B_1C_T48
HPos_954,L-Asparagine,B_1C_T48
HPos_962,L-Aspartic acid,B_1C_T48
HPos_978,Dimethylsulfoniopropionate,B_1C_T48
HPos_989,Adenine,B_1C_T48
HPos_sky16,Creatine,B_1C_T48
HPos_sky35,Glycine betaine,B_1C_T48
HPos_sky38,Guanine,B_1C_T48
HPos_sky45,Hypotaurine,B_1C_T48
HPos_sky51,L-Glutamic acid,B_1C_T48
