GENE.NAME,HV0_LFC_nonDE_padj,HV0_LFC_nonDE_log2FoldChange,HV12_LFC_nonDE_padj,HV12_LFC_nonDE_log2FoldChange,HV24_LFC_nonDE_padj,HV24_LFC_nonDE_log2FoldChange,HV36_LFC_nonDE_padj,HV36_LFC_nonDE_log2FoldChange,KEGG,PathwayID,Pathway_info,Details
accC,0.999972841910413,-0.09046256070100543,0.7420069910888757,-0.10652357625880989,9.726123522932895e-7,-1.3406443425085353,0.011704950224110004,-0.40758950217564943,K01961,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
accC,0.999972841910413,-0.09046256070100543,0.7420069910888757,-0.10652357625880989,9.726123522932895e-7,-1.3406443425085353,0.011704950224110004,-0.40758950217564943,K01961,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
accC,0.999972841910413,-0.09046256070100543,0.7420069910888757,-0.10652357625880989,9.726123522932895e-7,-1.3406443425085353,0.011704950224110004,-0.40758950217564943,K01961,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
accD,0.999972841910413,0.02557954352112697,0.8412673423404806,0.11396652649407299,8.015910390075237e-9,-1.6674570047180137,0.9297486094629878,0.0266738862015274,K01963,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
accD,0.999972841910413,0.02557954352112697,0.8412673423404806,0.11396652649407299,8.015910390075237e-9,-1.6674570047180137,0.9297486094629878,0.0266738862015274,K01963,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
accD,0.999972841910413,0.02557954352112697,0.8412673423404806,0.11396652649407299,8.015910390075237e-9,-1.6674570047180137,0.9297486094629878,0.0266738862015274,K01963,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
accD,0.999972841910413,0.02557954352112697,0.8412673423404806,0.11396652649407299,8.015910390075237e-9,-1.6674570047180137,0.9297486094629878,0.0266738862015274,K01963,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
aceF,0.999972841910413,-0.007793951352394463,0.4372077801324728,-0.2666788437907905,0.002454458700561062,-0.9765173157401685,1.200609073500922e-6,-1.0014652993597255,K00627,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
aceF,0.999972841910413,-0.007793951352394463,0.4372077801324728,-0.2666788437907905,0.002454458700561062,-0.9765173157401685,1.200609073500922e-6,-1.0014652993597255,K00627,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
aceF,0.999972841910413,-0.007793951352394463,0.4372077801324728,-0.2666788437907905,0.002454458700561062,-0.9765173157401685,1.200609073500922e-6,-1.0014652993597255,K00627,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acnB,0.999972841910413,-0.12296305691250371,0.1100618497617271,0.44666370187980864,0.26873554369504393,-0.34020495820607566,0.08508927175318137,-0.3328220664300834,K01682,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
acnB,0.999972841910413,-0.12296305691250371,0.1100618497617271,0.44666370187980864,0.26873554369504393,-0.34020495820607566,0.08508927175318137,-0.3328220664300834,K01682,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
acnB,0.999972841910413,-0.12296305691250371,0.1100618497617271,0.44666370187980864,0.26873554369504393,-0.34020495820607566,0.08508927175318137,-0.3328220664300834,K01682,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
acnB,0.999972841910413,-0.12296305691250371,0.1100618497617271,0.44666370187980864,0.26873554369504393,-0.34020495820607566,0.08508927175318137,-0.3328220664300834,K01682,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
acoA,0.999972841910413,0.09334261721525608,0.1445601709338046,0.3700907747439777,0.5939639808769498,0.2242055316044619,0.08211443159677004,0.5425797485909888,K00161,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
acoB,0.999972841910413,-0.1846958338431899,0.8172219189153165,0.0871968702669987,0.0026129925103718097,-0.8460507285354216,0.6248607792923712,-0.1038864324629811,K00162,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
acpP,0.999972841910413,-0.15056105831638425,0.6238854411225752,-0.2134741206197026,3.0978021704207594e-10,-2.042270732156478,6.784861428625929e-13,-1.1652634916647402,K02078,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
acrA,0.999972841910413,-0.15539463197527142,0.47365325604686564,-0.3191116275856137,0.0036270771826597157,-1.0749851190011679,0.7241276251506976,-0.08433058017819478,K02005,9193,Cellular processes and signaling,99992 Membrane and intracellular structural molecules
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
acs,0.999972841910413,0.07966005601251837,0.6238854411225752,-0.22396889126489886,0.0019363644724072063,-1.3562033583162847,7.146937156872829e-5,-0.7496841535743094,K01895,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
acsF,0.999972841910413,0.23131422747901448,0.5100586128940339,-0.33418936742992034,1.4607449785969898e-6,-1.8702717794647075,1.3392024786253637e-4,-0.9827477526005749,K04035,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
adk,0.999972841910413,0.027118536932573288,0.9836490518906239,0.013786237930308311,2.624071015458046e-4,-1.3682169619898374,0.8050662688791116,-0.06356027901969633,K00939,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
adk,0.999972841910413,0.027118536932573288,0.9836490518906239,0.013786237930308311,2.624071015458046e-4,-1.3682169619898374,0.8050662688791116,-0.06356027901969633,K00939,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
adk,0.999972841910413,0.027118536932573288,0.9836490518906239,0.013786237930308311,2.624071015458046e-4,-1.3682169619898374,0.8050662688791116,-0.06356027901969633,K00939,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
adoA,0.999972841910413,-0.15703245326849308,0.025773971248857875,-0.5953239469826129,2.7516578618668616e-15,-2.238134694716825,2.5964347926705297e-6,-0.9150552007774819,K14331,9191,Metabolism,99983 Lipid metabolism
afuA,0.999972841910413,0.05271263824109462,0.43399960627750517,-0.2868896131419573,0.016519146323904315,-0.934123530796634,0.002579245015983734,-0.7984637726974788,K02012,9131,Membrane transport,02010 ABC transporters [PATH:ko02010]
afuA,0.999972841910413,0.05271263824109462,0.43399960627750517,-0.2868896131419573,0.016519146323904315,-0.934123530796634,0.002579245015983734,-0.7984637726974788,K02012,9131,Membrane transport,02000 Transporters [BR:ko02000]
ahcY,0.999972841910413,-0.2591839139312052,0.28972462409592853,-0.32539577594987257,0.007071996591716722,-0.858491221656311,1.3349587805463544e-6,-0.8211023592337967,K01251,9112,Enzyme families,01009 Protein phosphatase and associated proteins [BR:ko01009]
ahcY,0.999972841910413,-0.2591839139312052,0.28972462409592853,-0.32539577594987257,0.007071996591716722,-0.858491221656311,1.3349587805463544e-6,-0.8211023592337967,K01251,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
ahcY,0.999972841910413,-0.2591839139312052,0.28972462409592853,-0.32539577594987257,0.007071996591716722,-0.858491221656311,1.3349587805463544e-6,-0.8211023592337967,K01251,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
alaS,0.999972841910413,-0.10619571743270552,0.43399960627750517,0.2649380091625258,0.742209791166004,-0.11580473801001064,0.8898671120588261,0.03293563520708132,K01872,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
alaS,0.999972841910413,-0.10619571743270552,0.43399960627750517,0.2649380091625258,0.742209791166004,-0.11580473801001064,0.8898671120588261,0.03293563520708132,K01872,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
alaS,0.999972841910413,-0.10619571743270552,0.43399960627750517,0.2649380091625258,0.742209791166004,-0.11580473801001064,0.8898671120588261,0.03293563520708132,K01872,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
alr,0.8819901941497122,0.4961416723715372,0.002263156724487479,0.8962197672415328,9.3954467263661e-12,2.309825603155884,1.2503531500583483e-6,1.1957065112794953,K01775,9106,Metabolism of other amino acids,00473 D-Alanine metabolism [PATH:ko00473]
alr,0.8819901941497122,0.4961416723715372,0.002263156724487479,0.8962197672415328,9.3954467263661e-12,2.309825603155884,1.2503531500583483e-6,1.1957065112794953,K01775,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
alr,0.8819901941497122,0.4961416723715372,0.002263156724487479,0.8962197672415328,9.3954467263661e-12,2.309825603155884,1.2503531500583483e-6,1.1957065112794953,K01775,9168,Drug resistance,01502 Vancomycin resistance [PATH:ko01502]
ama,0.999972841910413,0.18259115665257358,0.23655453545270305,0.3491897433801629,0.12144482547953717,0.5525727047084447,0.21479223420827215,0.266426659587539,K01436,9112,Enzyme families,01002 Peptidases [BR:ko01002]
amiC,0.999972841910413,0.18500465625697451,6.822754057843259e-4,1.1167843377566402,6.514026175967664e-5,1.5811233709411991,2.2624691461301167e-7,1.395598896092678,K01448,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
amiC,0.999972841910413,0.18500465625697451,6.822754057843259e-4,1.1167843377566402,6.514026175967664e-5,1.5811233709411991,2.2624691461301167e-7,1.395598896092678,K01448,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
amiC,0.999972841910413,0.18500465625697451,6.822754057843259e-4,1.1167843377566402,6.514026175967664e-5,1.5811233709411991,2.2624691461301167e-7,1.395598896092678,K01448,9168,Drug resistance,01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
amtB,0.999972841910413,0.02067744899581303,0.7314935460179299,-0.1738982208012333,2.1807455871219215e-5,-1.164836815140796,9.074438813942991e-8,-1.355930479943879,K03320,9131,Membrane transport,02000 Transporters [BR:ko02000]
amyA,0.999972841910413,0.09773619223457249,0.16760997525026378,0.39310317764022773,0.006566982038661733,0.8010388684686186,2.0946652683645748e-7,0.8825746158721155,K00690,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
ansA,0.999972841910413,0.024812303610628167,0.7078200395773094,-0.11971752679480333,0.006178201212301302,0.8500727188585263,0.002080036030538447,0.8830478625329925,K01424,9106,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460]
ansA,0.999972841910413,0.024812303610628167,0.7078200395773094,-0.11971752679480333,0.006178201212301302,0.8500727188585263,0.002080036030538447,0.8830478625329925,K01424,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
apa2,0.999972841910413,-0.2429899716317617,0.8109554197477703,0.11923604586752981,0.0015076656288309045,1.0343020716172746,1.0489043030160973e-4,0.8959162021097804,K00988,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
apt,0.999972841910413,-0.3294448350883874,0.06554566375500145,-0.4762912493017497,1.6436040180776756e-5,-1.4148121575327346,0.12072590480217503,-0.5444243413052658,K00759,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
apt,0.999972841910413,-0.3294448350883874,0.06554566375500145,-0.4762912493017497,1.6436040180776756e-5,-1.4148121575327346,0.12072590480217503,-0.5444243413052658,K00759,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
argB,0.999972841910413,-0.12127183762868012,0.40754302488095956,-0.30629195640023266,0.0012512047450312736,-0.9499103292351835,0.6130888919770355,0.14002950075253942,K00930,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argC,0.999972841910413,-0.027078569574930763,0.5144705841643905,0.21592330731808193,2.0823372076826076e-5,1.216896080946927,4.967896180682044e-8,1.0458326334789554,K00145,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argD,0.999972841910413,0.10553933523157794,0.8935430466844942,0.04404698137242594,0.4088900414496295,0.31343022089953027,0.9150385844456174,-0.02762402641153829,K00821,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argD,0.999972841910413,0.10553933523157794,0.8935430466844942,0.04404698137242594,0.4088900414496295,0.31343022089953027,0.9150385844456174,-0.02762402641153829,K00821,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
argD,0.999972841910413,0.10553933523157794,0.8935430466844942,0.04404698137242594,0.4088900414496295,0.31343022089953027,0.9150385844456174,-0.02762402641153829,K00821,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
argF,0.999972841910413,-0.10071706866583084,0.05094423368946465,0.5983220937232034,0.19340484884848472,0.37704097740198683,0.009825718702496579,0.655303609547849,K00611,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argG,0.999972841910413,4.99308248361546e-6,0.6747459960836276,-0.17049089521178287,7.735176660855356e-4,-1.325391207982641,1.1694043488174925e-5,-0.9435528085127863,K01940,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
argG,0.999972841910413,4.99308248361546e-6,0.6747459960836276,-0.17049089521178287,7.735176660855356e-4,-1.325391207982641,1.1694043488174925e-5,-0.9435528085127863,K01940,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
argG,0.999972841910413,4.99308248361546e-6,0.6747459960836276,-0.17049089521178287,7.735176660855356e-4,-1.325391207982641,1.1694043488174925e-5,-0.9435528085127863,K01940,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argG,0.999972841910413,4.99308248361546e-6,0.6747459960836276,-0.17049089521178287,7.735176660855356e-4,-1.325391207982641,1.1694043488174925e-5,-0.9435528085127863,K01940,9165,Cardiovascular diseases,05418 Fluid shear stress and atherosclerosis [PATH:ko05418]
argH,0.999972841910413,0.1147560656511933,0.5663413100339579,0.16293187828062622,0.3166834679014491,0.3096442059492013,0.2886030480444454,-0.21232685457854295,K01755,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argH,0.999972841910413,0.1147560656511933,0.5663413100339579,0.16293187828062622,0.3166834679014491,0.3096442059492013,0.2886030480444454,-0.21232685457854295,K01755,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
argH,0.999972841910413,0.1147560656511933,0.5663413100339579,0.16293187828062622,0.3166834679014491,0.3096442059492013,0.2886030480444454,-0.21232685457854295,K01755,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
argJ,0.999972841910413,0.2944460348004091,0.21638929486982678,0.46343251131970953,2.5544662224883766e-8,2.0777435249300096,5.1734321222297496e-8,1.03318464401437,K00620,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
argS,0.999972841910413,0.09501819276538202,0.5146307626779832,-0.19840044528995213,0.9024109104174285,-0.04745106295637754,0.008353124268972043,0.5769672163570438,K01887,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
argS,0.999972841910413,0.09501819276538202,0.5146307626779832,-0.19840044528995213,0.9024109104174285,-0.04745106295637754,0.008353124268972043,0.5769672163570438,K01887,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
argS,0.999972841910413,0.09501819276538202,0.5146307626779832,-0.19840044528995213,0.9024109104174285,-0.04745106295637754,0.008353124268972043,0.5769672163570438,K01887,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
argS,0.999972841910413,0.09501819276538202,0.5146307626779832,-0.19840044528995213,0.9024109104174285,-0.04745106295637754,0.008353124268972043,0.5769672163570438,K01887,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
aroA,0.999972841910413,0.1944361738043323,0.5442765455192634,0.18792113404095118,0.12550091119458545,0.5039130763097437,0.006761760878105789,0.6519296118456234,K00800,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroB,0.999972841910413,0.028798380784341018,0.8526453687017204,-0.10056031157822502,0.366078085768245,-0.43170530917080824,0.009118931294371807,0.5477046628704683,K01735,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroC,0.999972841910413,-0.1047896240529605,0.6029830863564509,-0.18072897033997362,0.24734208165780028,-0.37293094357327067,0.030633873037310588,-0.4587612748869542,K01736,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroE,0.26292141925202406,-0.47294317783607415,0.6388040445236344,0.17951660677735654,0.1162527502673385,-0.6563702813725769,0.001057278647916343,-0.778394070137305,K00014,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroF,0.999972841910413,0.03500128867983938,0.9910889884106502,-0.005384140896789089,0.5189997440394235,-0.267814826954403,0.04363760612601902,-0.5157778549390214,K01626,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroF,0.999972841910413,0.03500128867983938,0.9910889884106502,-0.005384140896789089,0.5189997440394235,-0.267814826954403,0.04363760612601902,-0.5157778549390214,K01626,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024]
aroH,0.999972841910413,-0.04921680140250781,0.16856518908208235,-0.48364470516037,0.00638660736119596,-1.0805699935955675,0.15793953097578597,-0.3745612342584437,K06208,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroK,0.999972841910413,0.07649127951024744,0.6826549294289358,0.20448326068095812,0.7114845336565983,0.20923828934750915,0.34951551808635317,-0.3147027219150693,K00891,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aroQ,0.999972841910413,-0.06746218576482334,0.2785615013165185,-0.29337592137964025,0.9439057730108624,-0.02697756916013858,0.0019805391755319144,-0.6630778662309813,K03786,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
arsB,0.999972841910413,-0.17283112456143693,0.6502009312090472,-0.17399440258630752,0.18382135764404375,0.46997884109373167,0.031398649667742085,0.5605639864865769,K03325,9131,Membrane transport,02000 Transporters [BR:ko02000]
arsC,0.999972841910413,-0.2826061244952302,0.6485245735375218,0.2952631772100414,0.003638348577584582,1.387119299250488,0.03242138722819815,1.043996196714755,K00537,9191,Metabolism,99999 Others
arsR,0.999972841910413,0.07409143112420244,0.9904980719881078,0.011087835511658232,1.6371042964642455e-4,1.4514821065195682,4.80865892543837e-4,1.0828674330430208,K03892,9121,Transcription,03000 Transcription factors [BR:ko03000]
asd,0.999972841910413,-0.043172798209364295,0.9887532453936423,-0.010640053558137227,0.4077344469568768,-0.3009180191529124,0.03066197519232138,0.4817036828226281,K00133,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
asd,0.999972841910413,-0.043172798209364295,0.9887532453936423,-0.010640053558137227,0.4077344469568768,-0.3009180191529124,0.03066197519232138,0.4817036828226281,K00133,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
asd,0.999972841910413,-0.043172798209364295,0.9887532453936423,-0.010640053558137227,0.4077344469568768,-0.3009180191529124,0.03066197519232138,0.4817036828226281,K00133,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
asd,0.999972841910413,-0.043172798209364295,0.9887532453936423,-0.010640053558137227,0.4077344469568768,-0.3009180191529124,0.03066197519232138,0.4817036828226281,K00133,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
aspA,0.999972841910413,-0.19162541248650522,0.8156946753455967,0.11833101185606831,0.04242518386179653,0.6342627508538985,0.7317479853388879,0.11030540440991203,K01437,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
aspA,0.999972841910413,-0.19162541248650522,0.8156946753455967,0.11833101185606831,0.04242518386179653,0.6342627508538985,0.7317479853388879,0.11030540440991203,K01437,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
aspC,0.999972841910413,0.006570337273246705,0.24405370028290177,-0.37737799800074145,4.1809378544027686e-4,-1.216066996864653,0.8988546514378196,0.04085172163290348,K00812,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
aspC,0.999972841910413,0.006570337273246705,0.24405370028290177,-0.37737799800074145,4.1809378544027686e-4,-1.216066996864653,0.8988546514378196,0.04085172163290348,K00812,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
aspC,0.999972841910413,0.006570337273246705,0.24405370028290177,-0.37737799800074145,4.1809378544027686e-4,-1.216066996864653,0.8988546514378196,0.04085172163290348,K00812,9110,Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]"
aspC,0.999972841910413,0.006570337273246705,0.24405370028290177,-0.37737799800074145,4.1809378544027686e-4,-1.216066996864653,0.8988546514378196,0.04085172163290348,K00812,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
aspC,0.999972841910413,0.006570337273246705,0.24405370028290177,-0.37737799800074145,4.1809378544027686e-4,-1.216066996864653,0.8988546514378196,0.04085172163290348,K00812,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
