experiment,treatment,time,abundance,Qc,net,loss
A,High virus,8,17904245,33.039896753947566,-0.00958397156398405,0
A,High virus,10,14722791,35.00665489071059,-0.03388398307896168,7.152069001588046e-4
A,High virus,12,14550101,35.76329141521052,-0.02295103195945991,0
A,High virus,14,15085812,35.188298917016546,-0.0023487331406268908,0.006113767810631998
A,High virus,16,15291958,34.00224342517785,0.0021855710307328025,0.043062921159537026
A,High virus,18,14441690,32.55035962989363,-0.00289207559790583,0.06288666128171805
A,High virus,20,14724604,30.93217228807007,-0.006433937706027848,0.06350144431361038
A,High virus,22,14513197,29.532592006622295,-0.02294885302983296,0.07253067639279287
A,High virus,24,12353205,28.93867675204162,-0.053470900573577396,0.10191320294609518
A,High virus,26,10757029,28.722717758679618,-0.08385093194280024,0.11370165807539401
A,High virus,28,8627433,28.227855783001207,-0.12468871034773699,0.13653109559245458
A,High virus,30,5394495,27.128703061990496,-0.17863158411832192,0.18348522423944313
A,Low grazer - high virus,0,16186796,23.49669836155486,NA,NA
A,Low grazer - high virus,2,15908947,25.816325920205472,0.004628226656648415,0.05209428988107323
A,Low grazer - high virus,4,16762682.5,28.2209416148036,0.0052115386197968405,0.029687066158981423
A,Low grazer - high virus,6,15803647,30.56186181944718,-0.0036888097481302395,0.01707584259002992
A,Low grazer - high virus,8,17083577,32.692282571022105,-0.01866889546771322,0.008196281369338365
A,Low grazer - high virus,10,13511792,34.17473794327931,-0.04547107495504488,0.012302298776242004
A,Low grazer - high virus,12,12705302,34.55230278007492,-0.04209177106986406,0.013428027566326328
A,Low grazer - high virus,14,12782480,33.77172191069709,-0.03011437208474277,0.033879406754747876
A,Low grazer - high virus,16,11724814,32.394624842578345,-0.03957480352052034,0.08482329571079017
A,Low grazer - high virus,18,9902173.5,30.784945954364602,-0.06052145327138714,0.12051603895519936
A,Low grazer - high virus,20,8981639,29.185351953186178,-0.0816895937965616,0.13875710040414413
A,Low grazer - high virus,22,6524969.5,27.671631067551317,-0.1143487350905894,0.1639305584535493
A,Low grazer - high virus,24,5427537,26.43081333692274,-0.1486106910261058,0.1970529933986236
A,Low virus,0,16623211,23.529329763506293,NA,NA
A,Low virus,2,16711234,26.487812537138787,0.014113819967814578,0.04260869656990707
A,Low virus,4,17797647,29.61808951211978,0.012181190560085042,0.02271741421869322
A,Low virus,6,17475662,32.75291316178861,-8.583197012459465e-4,0.014245352543145628
A,Low virus,8,17536743,35.621104021657445,-0.01762557217257843,0.0033246788439420527
A,Low virus,10,15415322,37.75160288658012,-0.03000252896658573,0
A,Low virus,12,15004015,38.42115345660053,-0.014746465806128484,0
A,Low virus,14,16206791,37.31011262100938,0.015346954893376008,0
A,Low virus,16,16406955,34.8413810595933,0.03935960841755204,0.00588888377271779
A,Low virus,18,19938892,31.736060049798642,0.05562044058334692,0.004374145100465299
A,Low virus,20,20996411,28.904619512017188,0.04948584512110621,0.007581661486476321
A,Low virus,22,23326390,27.154519583305742,0.04085115239073822,0.008730670972221688
A,Low virus,24,24418393,27.247288121152504,0.03132260078943894,0.01711970158307885
A,Low virus,26,25594844,28.869718628220642,0.02628135622867056,0.003569369903923203
A,Low virus,28,27125103,31.147955009544123,0.023017604945883008,0
A,Low virus,30,27517500,33.37253395233933,0.015907096528964715,0
A,Low virus,32,28851964,35.14943276043565,0.0033851350636364685,0
A,Low virus,34,27777212,36.16868667145499,-0.019721944389907264,0.016789477395633412
A,Low virus,36,23816235,35.86970648421625,-0.03745683190073201,0.03772756179306924
A,Low virus,38,23453949,34.642525530491014,-0.033874579097545876,0.05702336375488848
A,Low virus,40,22536894,33.05631779776546,-0.032360937874029716,0.06550202220886625
A,Low virus,42,19474821,31.3261501209383,-0.03815204946426931,0.07593814083400652
A,Low virus,44,19091765,29.531288580989568,-0.04200010651775443,0.07616793128028831
A,Low virus,46,17203863,27.853639490410583,-0.06643489330804009,0.0730901665311503
A,Low virus,48,12522323,26.341043368708764,-0.10985265563341073,0.08898371955855744
B,Control,0,17393458,25.334527451861163,NA,NA
B,Control,2,18382689,28.99637677855908,0.006950257344948696,0
B,Control,4,17557905,32.65158130239494,-0.0021840532461947504,0
B,Control,6,17385941,36.129085218162004,-0.0061095368453116805,0
B,Control,8,17923074,39.0787269616719,-0.01172900141240163,0
B,Control,10,16340816,41.26425208945501,-0.023160040938563498,0
B,Control,12,15425961,42.24087525885318,-0.016348246700184532,0
B,Control,14,16009248,41.45005901515881,0.010246900100810308,0
B,Control,16,17732394,38.82624388709547,0.033943599384828715,0
B,Control,18,18922223,35.23907252052013,0.04460992638121475,0
B,Control,20,20770185,31.990875969161102,0.05361480877584235,0
B,Control,22,23439081,30.019478946336772,0.05934163377002655,0
B,Control,24,26950763,30.025733555696203,0.0519472050488865,0
B,Control,26,28887182,31.57635429730129,0.02961640819341227,0
B,Control,28,27639837,34.02382398419978,0.009315852019732063,0
B,Control,30,28802121,36.74702146458192,0.0058048309980023305,0
B,Control,32,29933117,38.85643635915157,0.003349562201316658,0
B,Control,34,28165313,39.907260730533245,5.438691854742217e-4,0
B,Control,36,29835418,39.002019295227036,0.0105139744215208,0
B,Control,38,30352841,36.2615119636615,0.018701588559840943,0
B,Control,40,33707357,32.91226180136725,0.020685904483359607,0
B,Control,42,32397165,29.81972155238383,0.01611357974903349,0
B,Control,44,34124997,27.551996013808928,0.027924199829882923,0
B,Control,46,38925059,26.43231423097528,0.04193524372947799,0
B,Control,48,41533572,26.064798200508303,0.041949398840801067,0
B,High grazer - very high virus,0,17334661,24.91213017996385,NA,NA
B,High grazer - very high virus,2,16169770,27.18179649015384,-0.0457669017986877,0.052717159143636394
B,High grazer - very high virus,4,14213984.5,29.186461565212298,-0.06371044998351305,0.0615263967373183
B,High grazer - very high virus,6,11774428,30.391556534099017,-0.09684527113747077,0.09073573429215909
B,High grazer - very high virus,8,8908929.5,30.23852212238418,-0.15104729071309952,0.1393182893006979
B,High grazer - very high virus,10,5303905.5,28.709714059739156,-0.23779161768939394,0.21463157675083044
B,High virus,0,16143036,24.906670168613804,NA,NA
B,High virus,2,16612624,28.11625855226927,0.023705832946872007,0
B,High virus,4,17079421,31.462306375655896,0.02337775609279369,0
B,High virus,6,19485022,34.79552207836976,0.010283955924972332,0
B,High virus,8,17075296,37.62536688158022,-0.025724941716156025,0.013995940303754395
B,High virus,10,15467610,39.67338905594142,-0.04405225560910253,0.020892214670539033
B,High virus,12,13737433,40.67095770264058,-0.03151581160390471,0.015167564903720177
B,High virus,14,14990269,40.5951663810442,-0.0014004112047469874,0.011647311305557295
B,High virus,16,15203417,39.76145963652469,0.0037924599574239437,0.03015113942740477
B,High virus,18,14231100,38.340765697113746,-0.010814608092829303,0.05542453447404405
B,High virus,20,14060039,36.57763470235987,-0.02935876255452463,0.08297357133036698
B,High virus,22,12104208,34.63150430866581,-0.05759152898073694,0.11693316275076349
B,High virus,24,10367515,33.205587032026514,-0.0852797045114766,0.1372269095603631
B,High virus,26,7771598,32.178180721100055,-0.11006635344571514,0.1396827616391274
B,High virus,28,6867694,31.046057639432714,-0.12978116549172114,0.1390970175114532
B,High virus,30,4216987,29.18460472984229,-0.17263613609415707,0.1784409670921594
B,Low grazer - high virus,0,17511524,24.881775405283726,NA,NA
B,Low grazer - high virus,2,17018433.5,27.854731595010026,0.0017291573535160865,0.006210527853879988
B,Low grazer - high virus,4,17580258.5,30.908213849241044,0.0048680657436577235,7.056338426805198e-4
B,Low grazer - high virus,6,17668337.5,33.808515714594094,-0.003358471289764964,5.118184802084258e-4
B,Low grazer - high virus,8,17504938.5,36.16054054398529,-0.025862723189369774,0.014133721776968144
B,Low grazer - high virus,10,14403161.5,37.84284796148131,-0.051137126695267376,0.02797708575670388
B,Low grazer - high virus,12,13024726,38.50019607507487,-0.04599186713967374,0.029643620439489204
B,Low grazer - high virus,14,12815906.5,38.072744202242866,-0.023037799880103016,0.033284699980913324
B,Low grazer - high virus,16,13598921.5,36.96276060645838,-0.020931161027681,0.054874760412509715
B,Low grazer - high virus,18,11001247.5,35.45832244775005,-0.05140841287125575,0.0960183392524705
B,Low grazer - high virus,20,9761409,33.87307057002988,-0.07355526319909966,0.127170071974942
B,Low grazer - high virus,22,7805570.25,32.370984287038326,-0.08460205261069564,0.1439436863807222
B,Low grazer - high virus,24,7262984.5,31.106824515238007,-0.09452655107511632,0.14647375612400282
B,Low grazer - high virus,26,5896198.5,30.04208930863679,-0.1408990595086177,0.17051546770202997
B,Low virus,0,17611109,25.038690446060293,NA,NA
B,Low virus,2,17795396,28.163291014617933,0.013491226454858563,0
B,Low virus,4,18126277,31.546680778322983,0.011694332576826838,0
B,Low virus,6,19828418,34.952588455680065,-0.003677763077041263,0
B,Low virus,8,16799443,38.01432165628989,-0.03696485231436952,0.025235850901967893
B,Low virus,10,15367346,40.52700136792605,-0.04600490080363606,0.022844859865072564
B,Low virus,12,14220677,41.6646951345183,-0.02089363809861311,0.004545391398428578
B,Low virus,14,15603239,40.80758542388874,0.024610020382676012,0
B,Low virus,16,17783217,38.222269721962284,0.05240263303871018,0
B,Low virus,18,19101411,34.676819210338785,0.05731527507569467,0
B,Low virus,20,22617811,31.542068558560647,0.053625099607273796,0
B,Low virus,22,22693735,29.77655716303443,0.041727881793530486,0.01761375197649606
B,Low virus,24,25763484,29.645754712312737,0.03733734111787257,0.014609863931013933
B,Low virus,26,27809269,30.974891651850303,0.024151978357362935,0.005464429836049334
B,Low virus,28,25403107,33.204636202406704,0.011199793713126738,0
B,Low virus,30,28860442,35.6286873146776,0.012965092434388481,0
B,Low virus,32,28187953,37.388384621477606,-0.0028526830562789485,0.006202245257595607
B,Low virus,34,27170487,38.25981968475171,-0.02780637091537308,0.0283502401008473
B,Low virus,36,22948052,37.90952118061028,-0.048808501398932336,0.059322475820453135
B,Low virus,38,21303815,36.6931244960914,-0.0485546036957043,0.06725619225554524
B,Low virus,40,20239131,35.17506103658805,-0.04459686258243245,0.06528276706579206
B,Low virus,42,17825667,33.2264664291356,-0.05403557918852897,0.07014915893756246
B,Low virus,44,15644842,30.948936762379837,-0.07243564374962119,0.10035984357950412
B,Low virus,46,12489605,28.600325652861763,-0.0987495811358734,0.1406848248653514
B,Low virus,48,9737947,26.277376603449405,-0.12905053193905047,0.17099993077985154
C,Control,0,18014173,26.235684710646808,NA,NA
C,Control,2,15219095,28.606243704094524,-0.017299287003828212,0
C,Control,4,17478193,31.608248821585285,0.007043776072721997,0
C,Control,6,18021334,34.85932194724692,0.0060693853415560994,0
C,Control,8,16455794,37.209194958772784,-0.007219567681056915,0
C,Control,10,16827347,38.744988449837,-0.0019186951258944873,0
C,Control,12,16850592,39.56503594167314,0.012631669421857339,0
C,Control,14,18751809,38.90531714023025,0.026185508544017466,0
C,Control,16,19383518.5,36.46780344284116,0.0279519324767179,0
C,Control,18,20015228,33.22121589308575,0.03360273915119549,0
C,Control,20,22109269,30.385727873549083,0.04479781489577661,0
C,Control,22,25586873,28.855217124809826,0.04267985844591138,0
C,Control,24,25798108,28.83501223206845,0.023578527828650664,0
C,Control,26,25627871,30.27533398750434,0.012030682778995327,0
C,Control,28,27243209,32.73440247455149,0.009604727640148525,0
C,Control,30,27164706,35.16023649100007,0.0015480468023074678,0
C,Control,32,26779593,37.046607336592245,-0.0066312380793682735,0
C,Control,34,26672506,38.62626683055048,-0.007054250886321611,0
C,Control,36,24941709,38.96334467383161,0.008639151151903945,0
C,Control,38,29164384,37.0793375877856,0.03977120723363292,0
C,Control,40,32684024,34.26470679328008,0.04905938087934025,0
C,Control,42,35065101,31.665987854653647,0.04240115214175155,0
C,Control,44,35691782,30.167399683121676,0.040564275138789796,0
C,Control,46,43120000,29.665837100828643,0.04367712438711813,0
C,Control,48,43033899,28.76194210607456,0.03203086478323236,0
C,High grazer - very high virus,0,15301253.5,26.218686509876584,NA,NA
C,High grazer - very high virus,2,15138482.5,26.644477133742154,-0.020098895754456336,0.003238284897808086
C,High grazer - very high virus,4,14142363.5,27.371153227569863,-0.04291612312832438,0.049959899201046376
C,High grazer - very high virus,6,11901422.5,27.96680610230982,-0.08875565432051857,0.09482503966207467
C,High grazer - very high virus,8,8427940.5,27.653894126276665,-0.15494733813771244,0.14772777045665553
C,High grazer - very high virus,10,5215041,26.327669663762933,-0.238397900410519,0.23647920528462452
C,High virus,0,15713919,25.883848536733026,NA,NA
C,High virus,2,15456826,27.879702698080127,0.008850784410501689,0
C,High virus,4,16371868,30.438180592204365,0.012829217391031378,0
C,High virus,6,16860029,33.33296809479721,0.006958778169920521,0
C,High virus,8,16078430,35.888395884477966,-0.004644399866316817,0
C,High virus,10,16023842,37.86098390670314,-0.010141028155961962,0.008222333030067475
C,High virus,12,15567488,38.78142670954623,-0.015989848139936313,0.028621517561793652
C,High virus,14,14778080,38.502177092345434,-0.024045737969652592,0.05023124651367006
C,High virus,16,13732119,37.40581835874808,-0.03234368711587443,0.06029561959259233
C,High virus,18,12816120,35.78065843698086,-0.042108898392186234,0.07571163754338173
C,High virus,20,11290669,33.95303528997794,-0.05970384169174103,0.10450165658751764
C,High virus,22,9725386,32.31489645792634,-0.08733209589982138,0.13001195434573276
C,High virus,24,7465542,30.96511127180397,-0.12983170600632743,0.1534102338349781
C,High virus,26,4800842,29.827024900959074,-0.177095661728214,0.18912634450720933
C,Low grazer - high virus,0,16429373.5,26.395349316747833,NA,NA
C,Low grazer - high virus,2,16286706.5,28.349924798383604,9.593633748528063e-4,0
C,Low grazer - high virus,4,16436840,31.0027097771588,-5.7816103137042774e-5,0.0071015921758590395
C,Low grazer - high virus,6,16420089,33.968874470665156,-0.008413768978877911,0.01448315432043401
C,Low grazer - high virus,8,15373371,36.1327925408614,-0.024466349439510537,0.017246781758453622
C,Low grazer - high virus,10,14537659.5,37.36171306305908,-0.04067926665503574,0.03876057152914125
C,Low grazer - high virus,12,12122665.5,37.6769960408255,-0.053123201569912126,0.06575487099176947
C,Low grazer - high virus,14,11545276.5,36.82730309353856,-0.05202569071997942,0.07821119926399689
C,Low grazer - high virus,16,10580015,35.01916223501491,-0.06324949316308537,0.09120142563980327
C,Low grazer - high virus,18,8207133.5,32.67802630206616,-0.0953392547793217,0.1289419939305172
C,Low grazer - high virus,20,6457822.5,30.315767850073506,-0.13212610761245802,0.17692392250823463
C,Low grazer - high virus,22,4617705,28.35834027984796,-0.18645035608036986,0.22913021452628124
C,Low virus,0,16975116,26.443737413244534,NA,NA
C,Low virus,2,15828300,28.46361744187503,-0.008646252295838153,0
C,Low virus,4,16309172,31.185754266424674,0.0049924677375603466,0.00205130833516165
C,Low virus,6,17488338,34.173299006000555,0.010566848725810374,0
C,Low virus,8,16769822,36.58687057983715,0.001439590901938459,0
C,Low virus,10,17073469,38.42553195449119,-0.003198381450546961,0.0012796863246524737
C,Low virus,12,16522988,39.2703863313131,-0.0010962244857779524,0.013727893907635291
C,Low virus,14,16868084,38.58257437219461,0.013370284371879038,0.012815224172138429
C,Low virus,16,19333334,36.25784353661262,0.028851290621753733,0
C,Low virus,18,18278811,32.88055000315646,0.03886366822991505,0
C,Low virus,20,22369358,29.863006981108633,0.06131625545379649,0
C,Low virus,22,25784985,28.216901169347796,0.06095650191203461,0
C,Low virus,24,27157642,28.038458936037824,0.04263719149387235,0
C,Low virus,26,29082677,29.22226959926796,0.022762389746436185,0
C,Low virus,28,29291569,31.348937610778993,-0.0010261945873857314,0.010630922227534256
C,Low virus,30,27056731,33.57429552569475,-0.0216965687618913,0.023244615564198767
C,Low virus,32,25165777,35.30500252454604,-0.026779770771337752,0.02014853269196948
C,Low virus,34,25713114,36.42194826023657,-0.024393163581724053,0.017338912695402442
C,Low virus,36,22507377,36.61114517000064,-0.03132860186044617,0.039967753012350116
C,Low virus,38,22185188,35.80348934506609,-0.03492857006912509,0.07469977730275801
C,Low virus,40,19649122,34.348719571131,-0.04659286818745656,0.09565224906679681
C,Low virus,42,17863311,32.536558716296824,-0.06069972456054984,0.10310087670230139
C,Low virus,44,14507663,30.68048599123957,-0.07525557698060403,0.11581985211939383
C,Low virus,46,13006631,28.908028228129528,-0.0813323886401136,0.12500951302723173
C,Low virus,48,10584111,27.466095486322423,-0.09476444869012113,0.1267953134733535
E,Control,0,16842857,27.029646835733672,NA,NA
E,Control,2,14397500,26.979633998295352,-0.0437708743891605,0
E,Control,4,14321937,29.04964049508504,-0.02463251399440658,0
E,Control,6,14246374,32.697764840986714,-0.005591331509908315,0
E,Control,8,14170811,36.54811383927058,0.007096803900243032,0
E,Control,10,14774477,39.46704737370723,0.015878587992800064,0
E,Control,12,15972076,40.789246985851385,0.015080414975269463,0
E,Control,14,15144040,40.29061828261975,0.010353575710317031,0
E,Control,16,16216258,38.440917919679386,0.02534578267439791,0
E,Control,18,17619834,35.15787914939748,0.04599904567869828,0
E,Control,20,20422000,31.904029120185893,0.057723052914370854,0
E,Control,22,22539383.5,29.938495851610604,0.053815220073817116,0
E,Control,24,24656767,29.913037086685883,0.04499730192266327,0
E,Control,26,25659260,32.07757746693715,0.03723610368988872,0
E,Control,28,29299472,35.18382595419198,0.028580030910202225,0
E,Control,30,28333333,38.10607545625929,0.00950883032057881,0
E,Control,32,28489286,40.41200884702323,0.0019409956410285645,0
E,Control,34,28446775,41.89463725404955,0.0061365725778905755,0
E,Control,36,30468334,42.130369237527624,0.013940686144174208,0
E,Control,38,30567307,40.12725556171402,0.015823955533472045,0
E,Control,40,31659207,36.64387245508762,0.020756968080235083,0
E,Control,42,33618151,32.8484609822495,0.024946332632234558,0
E,Control,44,36831034,29.826119175887822,0.01929291471283001,0
E,Control,46,33899097,28.163981220563986,0.008696842591723097,0
E,Control,48,37314542,27.441980740310225,0.014919921814477988,0
E,High grazer,0,16211571,24.00599294729457,NA,NA
E,High grazer,2,15419238,26.892966782593465,-0.00720596406096341,0
E,High grazer,4,16285240,29.37215868906889,-0.012382624048463242,0
E,High grazer,6,14480141,30.950200171616856,-0.03912402226707812,0.0335326907571698
E,High grazer,8,12675042,31.776395918697773,-0.06942600826033818,0.07652281216058121
E,High grazer,10,10348638,31.972805149051183,-0.09341285828822521,0.10929144628102527
E,High grazer,12,7451028,31.388322558556926,-0.095780901042132,0.11086131601740146
E,High grazer,14,8202275,29.821263529525236,-0.08022627697897988,0.09057985268929691
E,High grazer,16,6243779,27.72452258279871,-0.12840548738023916,0.15375127005463707
E,Low grazer,0,14802559,24.50066242233006,NA,NA
E,Low grazer,2,14240270,28.194495395951268,0.020247322672991785,0
E,Low grazer,4,16466054,31.526486652201143,0.028600310581854416,0
E,Low grazer,6,16698951,33.815260248584224,0.017267911649749834,0
E,Low grazer,8,16931848,35.43935821656613,-5.039814569816059e-4,0.0076007853572246376
E,Low grazer,10,14911614,36.78276287623965,-0.012248387631451862,0.028126975624251926
E,Low grazer,12,17092034,37.431860451401235,-0.01352901016883834,0.028609425144107803
E,Low grazer,14,14140003,36.84581223194157,-0.03492290245362106,0.045276478163938094
E,Low grazer,16,13444185.5,35.5087545853642,-0.03962362833211763,0.06496941100651554
E,Low grazer,18,12748368,33.60711511666776,-0.031228371263283705,0.07722741694198199
E,Low grazer,20,12007801,31.139362606184328,-0.0165884151997151,0.07431146811408595
E,Low grazer,22,12353900.5,28.81262421239122,0.001280858464147272,0.052534361609669844
E,Low grazer,24,12700000,27.571611940713378,0.007610224850383318,0.03738707707227995
E,Low grazer,26,12293844,27.949551887936725,0.002398682274623809,0.03483742141526491
E,Low grazer,28,12615682,29.028454957527533,-0.00829582771488191,0.036875858625084135
E,Low grazer,30,11632412,29.88070574854502,-0.03452551618281419,0.044034346503392996
E,Low grazer,32,10485340,30.197454124919044,-0.07217562583603865,0.07411662147706721
E,Low grazer,34,6727632,30.0282557739868,-0.11491981347263458,0.12105638605052516
E,Low grazer,36,7287501,29.212802304046154,-0.15056221918499268,0.1645029053291669
