SampID,Time,Rep,Treatment,MF,Name,Metab_nM_in_sample,Metab_nM_C_in_sample,Metab_nM_N_in_sample,Total_FCM_biomass_C_in_sample_nM,Percent_metab_C
A_1C_T0,0,A,C,RP_sky16,Pantothenic acid,0.00190156355629985,0.01711407200669868,0.00190156355629985,29708.197838308643,5.760723723412845e-5
A_1C_T0,0,A,C,RP_sky17,Pyridoxal,0.00447101858446208,0.03576814867569668,0.00447101858446208,29708.197838308643,1.2039824451947652e-4
A_1C_T0,0,A,C,RP_sky21,Pyridoxine,4.0161032392945466e-4,0.00321288259143563,4.0161032392945466e-4,29708.197838308643,1.0814801385537518e-5
A_1C_T0,0,A,C,RP_sky23,S-Adenosylhomocysteine,0.04110235118597932,0.5754329166037104,0.2466141071158759,29708.197838308643,0.001936949927880483
A_1C_T0,0,A,C,RP_sky24,S-Adenosylmethionine,0.33588499512209213,5.038274926831382,2.015309970732553,29708.197838308643,0.016959207536764616
A_1C_T12,12,A,C,HNeg_1982,Uridine,1.3934042409410972,12.540638168469874,2.7868084818821943,53222.98314453111,0.023562448828572433
A_1C_T12,12,A,C,HNeg_2117,D-Fructose 6-phosphate,1.083545416744078,6.501272500464468,NA,53222.98314453111,0.012215159910916235
A_1C_T12,12,A,C,HNeg_2173,Inosine,0.1548983942920154,1.5489839429201542,0.6195935771680616,53222.98314453111,0.0029103666337412337
A_1C_T12,12,A,C,HNeg_2634,Trehalose,1.2504659555891415,15.0055914670697,NA,53222.98314453111,0.028193818873926815
A_1C_T12,12,A,C,HNeg_2635,Sucrose,155.03123377052705,1860.3748052463247,NA,53222.98314453111,3.4954350457852645
A_1C_T12,12,A,C,HNeg_3117,UDP-N-acetylglucosamine,1.326511543010663,22.550696231181274,3.9795346290319897,53222.98314453111,0.04237022222137215
A_1C_T12,12,A,C,HNeg_609,"Taurine, 2H4",NA,NA,NA,53222.98314453111,NA
A_1C_T12,12,A,C,HNeg_sky1,2-Ketoglutaric acid,2.328967056135461,11.644835280677306,NA,53222.98314453111,0.021879335942246718
A_1C_T12,12,A,C,HNeg_sky11,D-Gluconic acid,0.05401219503713808,0.3240731702228285,NA,53222.98314453111,6.088970423600324e-4
A_1C_T12,12,A,C,HNeg_sky19,L-Cysteic acid,0.1880122382999806,0.5640367148999418,0.1880122382999806,53222.98314453111,0.0010597615570856987
A_1C_T12,12,A,C,HNeg_sky22,N-Acetyl-L-glutamic acid,1.4967359429709148,10.477151600796404,1.4967359429709148,53222.98314453111,0.019685389622646467
A_1C_T12,12,A,C,HNeg_sky32,Taurine,0.07066007469963582,0.14132014939927165,0.07066007469963582,53222.98314453111,2.6552466819739493e-4
A_1C_T12,12,A,C,HNeg_sky34,Threonic acid,0.1716478819974516,0.6865915279898064,NA,53222.98314453111,0.0012900282686622699
A_1C_T12,12,A,C,HNeg_sky6,Adenosine monophosphate,0.9607308492323632,9.607308492323632,4.803654246161816,53222.98314453111,0.018051052242288347
A_1C_T12,12,A,C,HPos_1157,Ectoine,14.814450161730774,88.88670097038464,29.628900323461547,53222.98314453111,0.1670081151389165
A_1C_T12,12,A,C,HPos_1230,(3-Carboxypropyl)trimethylammonium,0.01294929403494006,0.09064505824458044,0.01294929403494006,53222.98314453111,1.7031187071650384e-4
A_1C_T12,12,A,C,HPos_1241,L-Glutamine,26.452387635147467,132.26193817573733,52.904775270294934,53222.98314453111,0.24850530797300455
A_1C_T12,12,A,C,HPos_1419,L-Histidine,2.026197611337183,12.157185668023097,6.078592834011548,53222.98314453111,0.022841984702378148
A_1C_T12,12,A,C,HPos_1496,5-Hydroxyectoine,0.0314935222189819,0.1889611333138914,0.0629870444379638,53222.98314453111,3.550367193825887e-4
A_1C_T12,12,A,C,HPos_1848,Arsenobetaine,0.00632850385278774,0.0316425192639387,NA,53222.98314453111,5.945273525538958e-5
A_1C_T12,12,A,C,HPos_1926,L-Tyrosine,1.2321380853889925,11.089242768500933,1.2321380853889925,53222.98314453111,0.02083544009246389
A_1C_T12,12,A,C,HPos_257,Sarcosine,2.859819186247192,8.579457558741575,2.859819186247192,53222.98314453111,0.016119835927729566
A_1C_T12,12,A,C,HPos_261,L-Alanine,15.290323354098188,45.87097006229456,15.290323354098188,53222.98314453111,0.08618639420817209
A_1C_T12,12,A,C,HPos_3067,Cytidine,0.5099379169119335,4.5894412522074015,1.5298137507358005,53222.98314453111,0.008623043995381507
A_1C_T12,12,A,C,HPos_3196,Deoxyadenosine,0.08032397428348974,0.8032397428348974,0.4016198714174487,53222.98314453111,0.0015091971463787328
A_1C_T12,12,A,C,HPos_3236,2-O-alpha-D-Glucosylglycerol,9.53753545004444,85.83781905039996,NA,53222.98314453111,0.1612796088811872
A_1C_T12,12,A,C,HPos_3429,Adenosine,3.409685951427362,34.09685951427362,17.04842975713681,53222.98314453111,0.06406416457657207
A_1C_T12,12,A,C,HPos_3670,Guanosine,0.6618664470248324,6.618664470248325,3.3093322351241623,53222.98314453111,0.012435726220521746
A_1C_T12,12,A,C,HPos_556,Cytosine,1.0033204436383631,4.013281774553453,3.0099613309150897,53222.98314453111,0.007540505130377748
A_1C_T12,12,A,C,HPos_5986,Glutathione disulfide,9.927240386259164,198.5448077251833,59.56344231755499,53222.98314453111,0.3730433658444503
A_1C_T12,12,A,C,HPos_639,L-Proline,2.019375995534819,10.096879977674096,2.019375995534819,53222.98314453111,0.018970902007231054
A_1C_T12,12,A,C,HPos_705,L-Threonine,7.831455113472844,31.325820453891374,7.831455113472844,53222.98314453111,0.058857693806496525
A_1C_T12,12,A,C,HPos_954,L-Asparagine,8.724679888715928,34.89871955486371,17.449359777431855,53222.98314453111,0.0655707694175908
A_1C_T12,12,A,C,HPos_962,L-Aspartic acid,81.22412320151739,324.89649280606955,81.22412320151739,53222.98314453111,0.6104439729050665
A_1C_T12,12,A,C,HPos_978,Dimethylsulfoniopropionate,0.13759409823886298,0.687970491194315,NA,53222.98314453111,0.0012926191854486589
A_1C_T12,12,A,C,HPos_989,Adenine,0.8472387352213293,4.236193676106646,4.236193676106646,53222.98314453111,0.007959331525260311
A_1C_T12,12,A,C,HPos_sky16,Creatine,0.07195172367887472,0.28780689471549886,0.21585517103662416,53222.98314453111,5.407567890998088e-4
A_1C_T12,12,A,C,HPos_sky35,Glycine betaine,1.54460012881502,7.7230006440751,1.54460012881502,53222.98314453111,0.014510649700154343
A_1C_T12,12,A,C,HPos_sky38,Guanine,2.103831500047113,10.519157500235565,10.519157500235565,53222.98314453111,0.019764313983810306
A_1C_T12,12,A,C,HPos_sky45,Hypotaurine,1.5009517357829958,3.0019034715659916,1.5009517357829958,53222.98314453111,0.005640239036233823
A_1C_T12,12,A,C,HPos_sky51,L-Glutamic acid,406.0560740564195,2030.2803702820977,406.0560740564195,53222.98314453111,3.81466849531661
A_1C_T12,12,A,C,HPos_sky54,L-Homoserine,0.7910704938076979,3.1642819752307916,0.7910704938076979,53222.98314453111,0.005945329983924314
A_1C_T12,12,A,C,HPos_sky59,L-Methionine,0.08433445281757683,0.42167226408788416,0.08433445281757683,53222.98314453111,7.922747639733021e-4
A_1C_T12,12,A,C,HPos_sky60,L-Methionine S-oxide,0.09669341743152664,0.48346708715763326,0.09669341743152664,53222.98314453111,9.083802872243016e-4
A_1C_T12,12,A,C,HPos_sky64,L-Serine,8.695031690772835,26.085095072318506,8.695031690772835,53222.98314453111,0.049010960173882824
A_1C_T12,12,A,C,HPos_sky71,N6-Acetyl-L-lysine,0.08444675185736249,0.6755740148588999,0.16889350371472495,53222.98314453111,0.0012693276004923035
A_1C_T12,12,A,C,HPos_sky72,Ophthalmic acid,0.7114436926375882,7.82588061901347,2.1343310779127647,53222.98314453111,0.014703949603429196
A_1C_T12,12,A,C,HPos_sky74,Proline betaine,0.10432785301865588,0.730294971130591,0.10432785301865588,53222.98314453111,0.0013721421235397852
A_1C_T12,12,A,C,RP_14640,Methylthioadenosine,0.04058568213261489,0.44644250345876385,0.2029284106630745,53222.98314453111,8.388152581496886e-4
A_1C_T12,12,A,C,RP_20713,Riboflavin,6.623210680797442e-4,0.01125945815735565,0.00264928427231897,53222.98314453111,2.1155255666108987e-5
A_1C_T12,12,A,C,RP_3959,L-Phenylalanine,0.547806897675574,4.930262079080166,0.547806897675574,53222.98314453111,0.009263408001185615
A_1C_T12,12,A,C,RP_6828,L-Tryptophan,0.260968053641947,2.8706485900614167,0.521936107283894,53222.98314453111,0.005393625874494764
A_1C_T12,12,A,C,RP_7155,L-Kynurenine,0.00483861373829967,0.04838613738299678,0.00967722747659935,53222.98314453111,9.09121107541088e-5
A_1C_T12,12,A,C,RP_7669,Desthiobiotin,0.00284255264719982,0.02842552647199824,0.00568510529439964,53222.98314453111,5.340836757459937e-5
A_1C_T12,12,A,C,RP_sky1,Agmatine,0.01130070350402035,0.05650351752010175,0.0452028140160814,53222.98314453111,1.0616375517069778e-4
A_1C_T12,12,A,C,RP_sky16,Pantothenic acid,0.00605397963935243,0.05448581675417189,0.00605397963935243,53222.98314453111,1.02372722337287e-4
A_1C_T12,12,A,C,RP_sky17,Pyridoxal,0.00680494287612298,0.05443954300898391,0.00680494287612298,53222.98314453111,1.0228577917391278e-4
A_1C_T12,12,A,C,RP_sky21,Pyridoxine,4.798041452037541e-4,0.00383843316163003,4.798041452037541e-4,53222.98314453111,7.211984249748778e-6
A_1C_T12,12,A,C,RP_sky23,S-Adenosylhomocysteine,0.03610471018488436,0.5054659425883811,0.21662826110930616,53222.98314453111,9.497136626403472e-4
A_1C_T12,12,A,C,RP_sky24,S-Adenosylmethionine,0.7109384816844138,10.664077225266206,4.2656308901064826,53222.98314453111,0.020036601849819435
A_1C_T18,18,A,C,HNeg_1982,Uridine,1.2169394372586562,10.952454935327903,2.4338788745173123,55420.39642314682,0.019762498361981247
A_1C_T18,18,A,C,HNeg_2117,D-Fructose 6-phosphate,0.39392623182143904,2.3635573909286345,NA,55420.39642314682,0.004264778932439165
A_1C_T18,18,A,C,HNeg_2173,Inosine,0.1934758760595838,1.934758760595838,0.7739035042383352,55420.39642314682,0.003491059042276661
A_1C_T18,18,A,C,HNeg_2634,Trehalose,1.554230946738479,18.650771360861743,NA,55420.39642314682,0.03365326227271821
A_1C_T18,18,A,C,HNeg_2635,Sucrose,150.92379650711734,1811.085558085408,NA,55420.39642314682,3.2679043727103187
A_1C_T18,18,A,C,HNeg_3117,UDP-N-acetylglucosamine,0.0865141388597879,1.4707403606163942,0.2595424165793637,55420.39642314682,0.002653788957745756
A_1C_T18,18,A,C,HNeg_609,"Taurine, 2H4",NA,NA,NA,55420.39642314682,NA
A_1C_T18,18,A,C,HNeg_sky1,2-Ketoglutaric acid,1.6124604264513644,8.062302132256821,NA,55420.39642314682,0.0145475360203117
A_1C_T18,18,A,C,HNeg_sky11,D-Gluconic acid,0.1175462711902978,0.7052776271417867,NA,55420.39642314682,0.0012725957818071852
A_1C_T18,18,A,C,HNeg_sky19,L-Cysteic acid,0.16313777633106055,0.4894133289931817,0.16313777633106055,55420.39642314682,8.830924363232701e-4
A_1C_T18,18,A,C,HNeg_sky22,N-Acetyl-L-glutamic acid,0.9978570745982516,6.984999522187761,0.9978570745982516,55420.39642314682,0.012603662140659848
A_1C_T18,18,A,C,HNeg_sky32,Taurine,0.01223732401445761,0.02447464802891522,0.01223732401445761,55420.39642314682,4.4161806137303564e-5
A_1C_T18,18,A,C,HNeg_sky6,Adenosine monophosphate,0.8895170045223088,8.895170045223088,4.447585022611544,55420.39642314682,0.016050354417002945
A_1C_T18,18,A,C,HPos_1157,Ectoine,14.44819565865137,86.68917395190822,28.89639131730274,55420.39642314682,0.156421064349698
A_1C_T18,18,A,C,HPos_1241,L-Glutamine,59.406810988200945,297.03405494100474,118.81362197640188,55420.39642314682,0.5359652296116486
A_1C_T18,18,A,C,HPos_1496,5-Hydroxyectoine,0.01344878464992116,0.08069270789952701,0.02689756929984233,55420.39642314682,1.4560110195427074e-4
A_1C_T18,18,A,C,HPos_1848,Arsenobetaine,0.00751023719594743,0.03755118597973717,NA,55420.39642314682,6.77569783027636e-5
A_1C_T18,18,A,C,HPos_1926,L-Tyrosine,1.0370749151203271,9.333674236082944,1.0370749151203271,55420.39642314682,0.01684158692193088
A_1C_T18,18,A,C,HPos_257,Sarcosine,1.397975987815835,4.193927963447505,1.397975987815835,55420.39642314682,0.007567480989175809
A_1C_T18,18,A,C,HPos_261,L-Alanine,7.722157217908981,23.166471653726944,7.722157217908981,55420.39642314682,0.04180134598252578
A_1C_T18,18,A,C,HPos_3067,Cytidine,0.32444393750791983,2.9199954375712784,0.9733318125237596,55420.39642314682,0.005268810088034153
A_1C_T18,18,A,C,HPos_3196,Deoxyadenosine,0.06478147477601154,0.6478147477601154,0.3239073738800577,55420.39642314682,0.0011689103463171004
A_1C_T18,18,A,C,HPos_3236,2-O-alpha-D-Glucosylglycerol,10.173542237656084,91.56188013890475,NA,55420.39642314682,0.1652133258661844
A_1C_T18,18,A,C,HPos_3429,Adenosine,3.225493458205032,32.25493458205032,16.12746729102516,55420.39642314682,0.05820047611312061
A_1C_T18,18,A,C,HPos_3670,Guanosine,0.5454160975221817,5.454160975221817,2.7270804876109085,55420.39642314682,0.009841432626317047
A_1C_T18,18,A,C,HPos_5986,Glutathione disulfide,8.938647055401894,178.77294110803788,53.631882332411365,55420.39642314682,0.32257607784518083
A_1C_T18,18,A,C,HPos_639,L-Proline,1.4102995484780545,7.051497742390272,1.4102995484780545,55420.39642314682,0.012723650853289732
A_1C_T18,18,A,C,HPos_705,L-Threonine,3.780662107081698,15.122648428326793,3.780662107081698,55420.39642314682,0.027287153113922304
A_1C_T18,18,A,C,HPos_954,L-Asparagine,7.285055889002186,29.140223556008745,14.570111778004373,55420.39642314682,0.052580323196385635
A_1C_T18,18,A,C,HPos_962,L-Aspartic acid,36.98364244996877,147.93456979987508,36.98364244996877,55420.39642314682,0.26693163410518095
A_1C_T18,18,A,C,HPos_978,Dimethylsulfoniopropionate,0.04238726675193827,0.21193633375969137,NA,55420.39642314682,3.824157664653122e-4
A_1C_T18,18,A,C,HPos_989,Adenine,0.7406091288521565,3.7030456442607824,3.7030456442607824,55420.39642314682,0.006681737921878475
A_1C_T18,18,A,C,HPos_sky16,Creatine,0.01978679042311695,0.07914716169246783,0.05936037126935087,55420.39642314682,1.428123340875478e-4
A_1C_T18,18,A,C,HPos_sky35,Glycine betaine,1.1569164878424654,5.784582439212327,1.1569164878424654,55420.39642314682,0.010437641757460156
A_1C_T18,18,A,C,HPos_sky38,Guanine,0.3171189552060285,1.5855947760301423,1.5855947760301423,55420.39642314682,0.0028610310975110682
A_1C_T18,18,A,C,HPos_sky45,Hypotaurine,2.62756417770719,5.25512835541438,2.62756417770719,55420.39642314682,0.009482300190150802
A_1C_T18,18,A,C,HPos_sky51,L-Glutamic acid,266.41939207515424,1332.0969603757712,266.41939207515424,55420.39642314682,2.40362221555566
A_1C_T18,18,A,C,HPos_sky54,L-Homoserine,0.7961378593524542,3.1845514374098167,0.7961378593524542,55420.39642314682,0.0057461722451334915
A_1C_T18,18,A,C,HPos_sky55,L-Isoleucine,2.3222682881194068,13.93360972871644,2.3222682881194068,55420.39642314682,0.025141663770014006
A_1C_T18,18,A,C,HPos_sky59,L-Methionine,0.08769920664645153,0.43849603323225766,0.08769920664645153,55420.39642314682,7.91217785387612e-4
A_1C_T18,18,A,C,HPos_sky60,L-Methionine S-oxide,0.066989481596632,0.33494740798316,0.066989481596632,55420.39642314682,6.043756984806883e-4
A_1C_T18,18,A,C,HPos_sky64,L-Serine,4.570264191892544,13.710792575677631,4.570264191892544,55420.39642314682,0.024739614763836654
A_1C_T18,18,A,C,HPos_sky71,N6-Acetyl-L-lysine,0.06924818261096173,0.5539854608876938,0.13849636522192346,55420.39642314682,9.99605734787413e-4
A_1C_T18,18,A,C,HPos_sky72,Ophthalmic acid,0.549204372618899,6.0412480988078885,1.647613117856697,55420.39642314682,0.010900766664824339
A_1C_T18,18,A,C,HPos_sky74,Proline betaine,0.03355673315665092,0.23489713209655644,0.03355673315665092,55420.39642314682,4.238459976054043e-4
A_1C_T18,18,A,C,RP_14640,Methylthioadenosine,0.03847229870780137,0.42319528578581506,0.19236149353900683,55420.39642314682,7.636092722156419e-4
A_1C_T18,18,A,C,RP_20713,Riboflavin,0.00296001798983851,0.05032030582725468,0.01184007195935404,55420.39642314682,9.079744836729092e-5
A_1C_T18,18,A,C,RP_3959,L-Phenylalanine,0.4957125417348717,4.461412875613846,0.4957125417348717,55420.39642314682,0.00805012804590928
A_1C_T18,18,A,C,RP_6828,L-Tryptophan,0.34458352594126723,3.790418785353939,0.6891670518825345,55420.39642314682,0.006839393129585838
A_1C_T18,18,A,C,RP_7155,L-Kynurenine,0.00217287225666995,0.02172872256669955,0.00434574451333991,55420.39642314682,3.920708614351296e-5
A_1C_T18,18,A,C,RP_7669,Desthiobiotin,0.00213837101951718,0.02138371019517184,0.00427674203903436,55420.39642314682,3.858454932711514e-5
A_1C_T18,18,A,C,RP_sky1,Agmatine,0.01519295379831874,0.07596476899159374,0.06077181519327499,55420.39642314682,1.3707005704467748e-4
A_1C_T18,18,A,C,RP_sky16,Pantothenic acid,0.00548791744131555,0.04939125697184,0.00548791744131555,55420.39642314682,8.912108205565145e-5
A_1C_T18,18,A,C,RP_sky17,Pyridoxal,0.01380180554989879,0.11041444439919032,0.01380180554989879,55420.39642314682,1.9923070119555252e-4
A_1C_T18,18,A,C,RP_sky21,Pyridoxine,8.492466061538734e-4,0.00679397284923098,8.492466061538734e-4,55420.39642314682,1.2258975553616607e-5
A_1C_T18,18,A,C,RP_sky23,S-Adenosylhomocysteine,0.02774034454810526,0.38836482367347375,0.1664420672886316,55420.39642314682,7.007615404051308e-4
A_1C_T18,18,A,C,RP_sky24,S-Adenosylmethionine,0.5969137111595559,8.95370566739334,3.5814822669573356,55420.39642314682,0.016155975498677134
A_1C_T18,18,A,C,RP_sky29,Xanthine,0.09221004590077016,0.4610502295038508,0.36884018360308063,55420.39642314682,8.319143478939265e-4
A_1C_T24,24,A,C,HNeg_1963,Thymidine,0.7275628737625619,7.275628737625619,1.4551257475251238,66874.830903686,0.010879472350523134
A_1C_T24,24,A,C,HNeg_1982,Uridine,3.2000862761051985,28.800776484946788,6.400172552210397,66874.830903686,0.043066690555713015
A_1C_T24,24,A,C,HNeg_2117,D-Fructose 6-phosphate,2.3029376547364233,13.81762592841854,NA,66874.830903686,0.02066192279172842
A_1C_T24,24,A,C,HNeg_2173,Inosine,0.7478168728154526,7.478168728154526,2.9912674912618105,66874.830903686,0.01118233665356804
A_1C_T24,24,A,C,HNeg_2634,Trehalose,0.7426896808734378,8.912276170481253,NA,66874.830903686,0.013326801802784113
A_1C_T24,24,A,C,HNeg_2635,Sucrose,61.09592131962575,733.151055835509,NA,66874.830903686,1.096303416290357
A_1C_T24,24,A,C,HNeg_3117,UDP-N-acetylglucosamine,0.9249427500568428,15.72402675096633,2.7748282501705286,66874.830903686,0.023512622818609104
A_1C_T24,24,A,C,HNeg_609,"Taurine, 2H4",NA,NA,NA,66874.830903686,NA
A_1C_T24,24,A,C,HNeg_sky1,2-Ketoglutaric acid,3.761441400822627,18.80720700411314,NA,66874.830903686,0.028122997471499434
A_1C_T24,24,A,C,HNeg_sky11,D-Gluconic acid,0.14628832586535134,0.8777299551921081,NA,66874.830903686,0.001312496709645855
A_1C_T24,24,A,C,HNeg_sky19,L-Cysteic acid,0.1596100669141458,0.47883020074243743,0.1596100669141458,66874.830903686,7.160095872721606e-4
A_1C_T24,24,A,C,HNeg_sky22,N-Acetyl-L-glutamic acid,0.8327310888899607,5.829117622229725,0.8327310888899607,66874.830903686,0.008716459605894025
A_1C_T24,24,A,C,HNeg_sky27,Succinic acid,108.79873961469455,435.1949584587782,NA,66874.830903686,0.650760461862777
A_1C_T24,24,A,C,HNeg_sky32,Taurine,0.02072135988161545,0.0414427197632309,0.02072135988161545,66874.830903686,6.197057877113325e-5
A_1C_T24,24,A,C,HNeg_sky36,Thymine,1.5361449533954363,7.680724766977182,3.0722899067908727,66874.830903686,0.01148522495412222
A_1C_T24,24,A,C,HNeg_sky6,Adenosine monophosphate,1.4804822949368028,14.804822949368027,7.402411474684014,66874.830903686,0.022138108985561584
A_1C_T24,24,A,C,HPos_1007,Hypoxanthine,0.4267711847544582,2.133855923772291,1.7070847390178328,66874.830903686,0.0031908206644223115
A_1C_T24,24,A,C,HPos_1157,Ectoine,17.680133458338585,106.0808007500315,35.36026691667717,66874.830903686,0.15862589754105016
