SampID,Time,Rep,Treatment,MF,Name,Metab_nM_in_sample,Metab_nM_C_in_sample,Metab_nM_N_in_sample,Total_FCM_biomass_C_in_sample_nM,Percent_metab_C
A_6HV_T48,48,A,HV,HPos_2837,Ergothioneine,0.6893414661385234,6.2040731952467105,2.06802439841557,NA,NA
A_6HV_T48,48,A,HV,HPos_3067,Cytidine,1.0594676327793895,9.535208695014504,3.1784028983381685,NA,NA
A_6HV_T48,48,A,HV,HPos_3196,Deoxyadenosine,1.04647475327808,10.4647475327808,5.2323737663904,NA,NA
A_6HV_T48,48,A,HV,HPos_3236,2-O-alpha-D-Glucosylglycerol,3.5409629423093434,31.86866648078409,NA,NA,NA
A_6HV_T48,48,A,HV,HPos_3429,Adenosine,3.0846405695148116,30.84640569514811,15.423202847574055,NA,NA
A_6HV_T48,48,A,HV,HPos_3670,Guanosine,1.4087479952249595,14.087479952249598,7.043739976124799,NA,NA
A_6HV_T48,48,A,HV,HPos_556,Cytosine,4.96578079088472,19.86312316353888,14.89734237265416,NA,NA
A_6HV_T48,48,A,HV,HPos_5986,Glutathione disulfide,0.4254430311131705,8.5088606222634091,2.552658186679023,NA,NA
A_6HV_T48,48,A,HV,HPos_639,L-Proline,4.570181950450224,22.85090975225112,4.570181950450224,NA,NA
A_6HV_T48,48,A,HV,HPos_705,L-Threonine,3.3592354038902297,13.43694161556092,3.3592354038902297,NA,NA
A_6HV_T48,48,A,HV,HPos_954,L-Asparagine,2.5407322555400143,10.162929022160055,5.0814645110800285,NA,NA
A_6HV_T48,48,A,HV,HPos_962,L-Aspartic acid,5.3758751073801765,21.503500429520702,5.3758751073801765,NA,NA
A_6HV_T48,48,A,HV,HPos_978,Dimethylsulfoniopropionate,0.2826953359914788,1.413476679957394,NA,NA,NA
A_6HV_T48,48,A,HV,HPos_989,Adenine,0.8847806725202005,4.423903362601003,4.423903362601003,NA,NA
A_6HV_T48,48,A,HV,HPos_sky16,Creatine,0.01194864066977133,0.04779456267908533,0.035845922009314,NA,NA
A_6HV_T48,48,A,HV,HPos_sky35,Glycine betaine,1.7236106445442,8.618053222720999,1.7236106445442,NA,NA
A_6HV_T48,48,A,HV,HPos_sky38,Guanine,1.406214350372447,7.0310717518622345,7.0310717518622345,NA,NA
A_6HV_T48,48,A,HV,HPos_sky45,Hypotaurine,140.58373886426114,281.1674777285223,140.58373886426114,NA,NA
A_6HV_T48,48,A,HV,HPos_sky51,L-Glutamic acid,116.0393565596294,580.1967827981471,116.0393565596294,NA,NA
A_6HV_T48,48,A,HV,HPos_sky54,L-Homoserine,0.19530952998445011,0.7812381199378005,0.19530952998445011,NA,NA
A_6HV_T48,48,A,HV,HPos_sky55,L-Isoleucine,10.37939842171476,62.276390530288566,10.37939842171476,NA,NA
A_6HV_T48,48,A,HV,HPos_sky59,L-Methionine,1.2015777262513814,6.007888631256907,1.2015777262513814,NA,NA
A_6HV_T48,48,A,HV,HPos_sky60,L-Methionine S-oxide,0.30873399721781203,1.54366998608906,0.30873399721781203,NA,NA
A_6HV_T48,48,A,HV,HPos_sky64,L-Serine,3.099423897579303,9.29827169273791,3.099423897579303,NA,NA
A_6HV_T48,48,A,HV,HPos_sky71,N6-Acetyl-L-lysine,0.08852048635960412,0.708163890876833,0.17704097271920824,NA,NA
A_6HV_T48,48,A,HV,HPos_sky74,Proline betaine,0.04803920911783901,0.3362744638248731,0.04803920911783901,NA,NA
A_6HV_T48,48,A,HV,RP_14640,Methylthioadenosine,0.01014464928609605,0.1115911421470566,0.05072324643048027,NA,NA
A_6HV_T48,48,A,HV,RP_20713,Riboflavin,0.0680292219640424,1.1564967733887208,0.2721168878561696,NA,NA
A_6HV_T48,48,A,HV,RP_3959,L-Phenylalanine,1.8829411536944003,16.946470383249604,1.8829411536944003,NA,NA
A_6HV_T48,48,A,HV,RP_6828,L-Tryptophan,0.4520082221678533,4.972090443846386,0.9040164443357066,NA,NA
A_6HV_T48,48,A,HV,RP_7155,L-Kynurenine,0.02202151564120285,0.22021515641202857,0.04404303128240571,NA,NA
A_6HV_T48,48,A,HV,RP_7669,Desthiobiotin,2.894512092850254e-5,2.8945120928502543e-4,5.789024185700508e-5,NA,NA
A_6HV_T48,48,A,HV,RP_sky15,Nicotinic acid,0.5028007589639485,3.016804553783691,0.5028007589639485,NA,NA
A_6HV_T48,48,A,HV,RP_sky16,Pantothenic acid,0.1569112926905194,1.4122016342146746,0.1569112926905194,NA,NA
A_6HV_T48,48,A,HV,RP_sky17,Pyridoxal,0.05196046909913335,0.4156837527930669,0.05196046909913335,NA,NA
A_6HV_T48,48,A,HV,RP_sky21,Pyridoxine,7.088100033465413e-4,0.00567048002677233,7.088100033465413e-4,NA,NA
A_6HV_T48,48,A,HV,RP_sky23,S-Adenosylhomocysteine,0.02312815583817983,0.3237941817345177,0.138768935029079,NA,NA
A_6HV_T48,48,A,HV,RP_sky24,S-Adenosylmethionine,0.25445509782939835,3.816826467440975,1.52673058697639,NA,NA
A_6HV_T48,48,A,HV,RP_sky29,Xanthine,1.494444015310004,7.47222007655002,5.977776061240016,NA,NA
A_9V_T0,NA,NA,NA,HNeg_1982,Uridine,0.00942767776493659,0.08484909988442933,0.01885535552987318,NA,NA
A_9V_T0,NA,NA,NA,HNeg_sky32,Taurine,0.00980533762759812,0.01961067525519624,0.00980533762759812,NA,NA
A_9V_T0,NA,NA,NA,HNeg_sky36,Thymine,0.9696135268829004,4.848067634414503,1.939227053765801,NA,NA
A_9V_T0,NA,NA,NA,HPos_3196,Deoxyadenosine,7.892858707841323e-4,0.00789285870784132,0.00394642935392066,NA,NA
A_9V_T0,NA,NA,NA,HPos_3236,2-O-alpha-D-Glucosylglycerol,1.1869482589700395,10.682534330730356,NA,NA,NA
A_9V_T0,NA,NA,NA,HPos_3429,Adenosine,0.0052531958621212,0.052531958621212,0.026265979310606,NA,NA
A_9V_T0,NA,NA,NA,HPos_sky55,L-Isoleucine,1.1690261799924817,7.014157079954889,1.1690261799924817,NA,NA
A_9V_T0,NA,NA,NA,HPos_sky60,L-Methionine S-oxide,0.00485618403873387,0.02428092019366937,0.00485618403873387,NA,NA
A_9V_T0,NA,NA,NA,HPos_sky71,N6-Acetyl-L-lysine,0.00790894014631904,0.06327152117055235,0.01581788029263808,NA,NA
A_9V_T0,NA,NA,NA,RP_6828,L-Tryptophan,0.053026010881989,0.583286119701879,0.106052021763978,NA,NA
A_9V_T0,NA,NA,NA,RP_7155,L-Kynurenine,7.110520978899749e-4,0.00711052097889974,0.00142210419577994,NA,NA
B_1C_T0,0,B,C,HNeg_1982,Uridine,1.0314731954022596,9.283258758620336,2.062946390804519,38134.609517634846,0.024343395346233757
B_1C_T0,0,B,C,HNeg_2173,Inosine,0.09252402779689388,0.9252402779689388,0.3700961111875755,38134.609517634846,0.002426248202544394
B_1C_T0,0,B,C,HNeg_2635,Sucrose,23.42429046597656,281.0914855917187,NA,38134.609517634846,0.7371033534819117
B_1C_T0,0,B,C,HNeg_3117,UDP-N-acetylglucosamine,0.02190614148022093,0.3724044051637558,0.06571842444066278,38134.609517634846,9.765522969142828e-4
B_1C_T0,0,B,C,HNeg_sky1,2-Ketoglutaric acid,1.5652851859838426,7.826425929919213,NA,38134.609517634846,0.020523157386205793
B_1C_T0,0,B,C,HNeg_sky11,D-Gluconic acid,0.05355223703780953,0.3213134222268572,NA,38134.609517634846,8.425769302246823e-4
B_1C_T0,0,B,C,HNeg_sky19,L-Cysteic acid,0.1826055302357412,0.5478165907072235,0.1826055302357412,38134.609517634846,0.0014365338930608245
B_1C_T0,0,B,C,HNeg_sky22,N-Acetyl-L-glutamic acid,0.4625225808417347,3.237658065892143,0.4625225808417347,38134.609517634846,0.008490077928803573
B_1C_T0,0,B,C,HNeg_sky32,Taurine,0.05756172254456003,0.11512344508912006,0.05756172254456003,38134.609517634846,3.018870431487774e-4
B_1C_T0,0,B,C,HNeg_sky6,Adenosine monophosphate,0.26986959414668105,2.6986959414668106,1.3493479707334053,38134.609517634846,0.007076763012923561
B_1C_T0,0,B,C,HPos_1157,Ectoine,11.645512654197862,69.87307592518718,23.291025308395724,38134.609517634846,0.18322745875469185
B_1C_T0,0,B,C,HPos_1241,L-Glutamine,12.245329893304657,61.22664946652328,24.49065978660931,38134.609517634846,0.1605540222936066
B_1C_T0,0,B,C,HPos_1419,L-Histidine,1.831738495755345,10.990430974532073,5.4952154872660355,38134.609517634846,0.028820095743866722
B_1C_T0,0,B,C,HPos_1496,5-Hydroxyectoine,0.0037554585772632,0.02253275146357922,0.0075109171545264,38134.609517634846,5.9087405767611824e-5
B_1C_T0,0,B,C,HPos_1519,Betonicine,0.00995977512162568,0.0697184258513798,0.00995977512162568,38134.609517634846,1.82821921433703e-4
B_1C_T0,0,B,C,HPos_1848,Arsenobetaine,0.01010026134914842,0.05050130674574214,NA,38134.609517634846,1.3242906479057686e-4
B_1C_T0,0,B,C,HPos_1926,L-Tyrosine,0.80782541825946,7.27042876433514,0.80782541825946,38134.609517634846,0.019065171654564932
B_1C_T0,0,B,C,HPos_257,Sarcosine,1.2192465986428245,3.6577397959284728,1.2192465986428245,38134.609517634846,0.009591653991466727
B_1C_T0,0,B,C,HPos_261,L-Alanine,6.1926103121419045,18.577830936425713,6.1926103121419045,38134.609517634846,0.04871645775692194
B_1C_T0,0,B,C,HPos_2837,Ergothioneine,0.17972527616349884,1.6175274854714896,0.5391758284904965,38134.609517634846,0.00424162592965187
B_1C_T0,0,B,C,HPos_3067,Cytidine,0.16767031336587895,1.5090328202929106,0.5030109400976368,38134.609517634846,0.0039571214688722016
B_1C_T0,0,B,C,HPos_3196,Deoxyadenosine,0.03032688335346168,0.3032688335346168,0.1516344167673084,38134.609517634846,7.952587881996645e-4
B_1C_T0,0,B,C,HPos_3429,Adenosine,2.521048048642474,25.21048048642474,12.60524024321237,38134.609517634846,0.0661091874423586
B_1C_T0,0,B,C,HPos_3670,Guanosine,0.3279818183820906,3.279818183820906,1.639909091910453,38134.609517634846,0.008600633978706921
B_1C_T0,0,B,C,HPos_5986,Glutathione disulfide,3.4704204750228542,69.40840950045708,20.822522850137126,38134.609517634846,0.18200896869905037
B_1C_T0,0,B,C,HPos_639,L-Proline,1.6188162497198952,8.094081248599476,1.6188162497198952,38134.609517634846,0.021225027215386785
B_1C_T0,0,B,C,HPos_705,L-Threonine,3.4915811987206395,13.966324794882558,3.4915811987206395,38134.609517634846,0.03662375194486787
B_1C_T0,0,B,C,HPos_962,L-Aspartic acid,30.58762823956533,122.35051295826132,30.58762823956533,38134.609517634846,0.3208385099673879
B_1C_T0,0,B,C,HPos_978,Dimethylsulfoniopropionate,0.02792201922863575,0.13961009614317876,NA,38134.609517634846,3.6609814000748567e-4
B_1C_T0,0,B,C,HPos_989,Adenine,0.5268062520418912,2.634031260209456,2.634031260209456,38134.609517634846,0.006907193474713261
B_1C_T0,0,B,C,HPos_sky16,Creatine,0.03524929491338124,0.14099717965352496,0.10574788474014372,38134.609517634846,3.69735475036981e-4
B_1C_T0,0,B,C,HPos_sky35,Glycine betaine,0.9450254981080084,4.725127490540043,0.9450254981080084,38134.609517634846,0.012390653923845661
B_1C_T0,0,B,C,HPos_sky38,Guanine,0.20905276372402648,1.0452638186201324,1.0452638186201324,38134.609517634846,0.002740984716617497
B_1C_T0,0,B,C,HPos_sky45,Hypotaurine,10.46050636696259,20.92101273392518,10.46050636696259,38134.609517634846,0.054860959633664365
B_1C_T0,0,B,C,HPos_sky51,L-Glutamic acid,184.05483067597936,920.2741533798968,184.05483067597936,38134.609517634846,2.4132255843719292
B_1C_T0,0,B,C,HPos_sky54,L-Homoserine,0.27669492046644995,1.1067796818657998,0.27669492046644995,38134.609517634846,0.002902297141272639
B_1C_T0,0,B,C,HPos_sky59,L-Methionine,0.03006692663801835,0.15033463319009174,0.03006692663801835,38134.609517634846,3.9422098480009735e-4
B_1C_T0,0,B,C,HPos_sky60,L-Methionine S-oxide,0.0644807040595568,0.322403520297784,0.0644807040595568,38134.609517634846,8.454354833466769e-4
B_1C_T0,0,B,C,HPos_sky64,L-Serine,4.665460965744391,13.996382897233172,4.665460965744391,38134.609517634846,0.03670257300198847
B_1C_T0,0,B,C,HPos_sky71,N6-Acetyl-L-lysine,0.07786588317556364,0.6229270654045092,0.1557317663511273,38134.609517634846,0.0016334953295285344
B_1C_T0,0,B,C,HPos_sky72,Ophthalmic acid,0.3043892275483117,3.348281503031429,0.9131676826449352,38134.609517634846,0.008780164646718254
B_1C_T0,0,B,C,HPos_sky74,Proline betaine,0.01940629147498287,0.1358440403248801,0.01940629147498287,38134.609517634846,3.562224500084649e-4
B_1C_T0,0,B,C,RP_14640,Methylthioadenosine,0.02729040968415413,0.30019450652569546,0.13645204842077066,38134.609517634846,7.871970116460074e-4
B_1C_T0,0,B,C,RP_20713,Riboflavin,2.0025041330429795e-4,0.00340425702617306,8.010016532171919e-4,38134.609517634846,8.926948693676296e-6
B_1C_T0,0,B,C,RP_3959,L-Phenylalanine,0.4908253440671512,4.41742809660436,0.4908253440671512,38134.609517634846,0.011583776922015104
B_1C_T0,0,B,C,RP_6828,L-Tryptophan,0.2623037454361838,2.8853411997980216,0.5246074908723676,38134.609517634846,0.0075662009819813
B_1C_T0,0,B,C,RP_7155,L-Kynurenine,0.00112050471137789,0.01120504711377897,0.00224100942275579,38134.609517634846,2.938288147043264e-5
B_1C_T0,0,B,C,RP_7669,Desthiobiotin,0.00182309367376289,0.01823093673762891,0.00364618734752578,38134.609517634846,4.7806800615588456e-5
B_1C_T0,0,B,C,RP_sky1,Agmatine,0.00739739568047678,0.0369869784023839,0.02958958272190712,38134.609517634846,9.699057855903772e-5
B_1C_T0,0,B,C,RP_sky16,Pantothenic acid,0.0018977441551013,0.01707969739591174,0.0018977441551013,38134.609517634846,4.478791735893731e-5
B_1C_T0,0,B,C,RP_sky17,Pyridoxal,0.00552097857850111,0.04416782862800893,0.00552097857850111,38134.609517634846,1.1582084931952458e-4
B_1C_T0,0,B,C,RP_sky21,Pyridoxine,3.0741689644718723e-4,0.00245933517157749,3.0741689644718723e-4,38134.609517634846,6.449089692239284e-6
B_1C_T0,0,B,C,RP_sky23,S-Adenosylhomocysteine,0.04143943099675108,0.5801520339545152,0.2486365859805065,38134.609517634846,0.0015213267981313183
B_1C_T0,0,B,C,RP_sky24,S-Adenosylmethionine,0.38938154249393087,5.840723137408963,2.336289254963585,38134.609517634846,0.015316069080786044
B_1C_T12,12,B,C,HNeg_1982,Uridine,2.09312754118045,18.838147870624056,4.186255082360901,56458.69659144922,0.03336624649155845
B_1C_T12,12,B,C,HNeg_2117,D-Fructose 6-phosphate,2.0239906029291874,12.143943617575124,NA,56458.69659144922,0.021509429637478292
B_1C_T12,12,B,C,HNeg_2173,Inosine,0.242423241052467,2.4242324105246698,0.969692964209868,56458.69659144922,0.004293815757149138
B_1C_T12,12,B,C,HNeg_2634,Trehalose,1.2988634604331957,15.586361525198347,NA,56458.69659144922,0.027606661978021883
B_1C_T12,12,B,C,HNeg_2635,Sucrose,99.33935598945736,1192.0722718734885,NA,56458.69659144922,2.111405937157306
B_1C_T12,12,B,C,HNeg_3117,UDP-N-acetylglucosamine,0.3004443047445256,5.107553180656935,0.9013329142335768,56458.69659144922,0.009046530453256131
B_1C_T12,12,B,C,HNeg_sky1,2-Ketoglutaric acid,2.674317210279402,13.37158605139701,NA,56458.69659144922,0.023683837670142323
B_1C_T12,12,B,C,HNeg_sky11,D-Gluconic acid,0.15210235732801147,0.9126141439680688,NA,56458.69659144922,0.0016164279359334097
B_1C_T12,12,B,C,HNeg_sky19,L-Cysteic acid,0.10061631949035953,0.3018489584710785,0.10061631949035953,56458.69659144922,5.346367817439026e-4
B_1C_T12,12,B,C,HNeg_sky22,N-Acetyl-L-glutamic acid,0.6226327013986634,4.358428909790645,0.6226327013986634,56458.69659144922,0.0077196768131744965
B_1C_T12,12,B,C,HNeg_sky32,Taurine,0.18172721852407225,0.3634544370481445,0.18172721852407225,56458.69659144922,6.437527945042756e-4
B_1C_T12,12,B,C,HNeg_sky36,Thymine,1.8173193134963876,9.08659656748194,3.6346386269927753,56458.69659144922,0.01609423723192739
B_1C_T12,12,B,C,HNeg_sky6,Adenosine monophosphate,1.1482576475309492,11.482576475309491,5.741288237654746,56458.69659144922,0.020338011977854533
B_1C_T12,12,B,C,HPos_1007,Hypoxanthine,0.21150111708003577,1.057505585400179,0.8460044683201431,56458.69659144922,0.0018730605721428224
B_1C_T12,12,B,C,HPos_1022,Trigonelline,0.10791908007130648,0.7554335604991455,0.10791908007130648,56458.69659144922,0.00133802869372928
B_1C_T12,12,B,C,HPos_1157,Ectoine,17.572543518392674,105.43526111035604,35.14508703678535,56458.69659144922,0.1867476004154237
B_1C_T12,12,B,C,HPos_1230,(3-Carboxypropyl)trimethylammonium,0.01320030401787959,0.09240212812515712,0.01320030401787959,56458.69659144922,1.636632329538256e-4
B_1C_T12,12,B,C,HPos_1241,L-Glutamine,12.616598688075968,63.08299344037984,25.233197376151935,56458.69659144922,0.11173299641836557
B_1C_T12,12,B,C,HPos_1419,L-Histidine,3.2352386662130916,19.411431997278548,9.705715998639274,56458.69659144922,0.03438165095759304
B_1C_T12,12,B,C,HPos_1496,5-Hydroxyectoine,0.00426591285851375,0.0255954771510825,0.0085318257170275,56458.69659144922,4.533487079288859e-5
B_1C_T12,12,B,C,HPos_1519,Betonicine,0.01161965912951686,0.08133761390661808,0.01161965912951686,56458.69659144922,1.4406569548567445e-4
B_1C_T12,12,B,C,HPos_1848,Arsenobetaine,0.01040564027218042,0.05202820136090214,NA,56458.69659144922,9.215267886432559e-5
B_1C_T12,12,B,C,HPos_1926,L-Tyrosine,1.2891600245416392,11.602440220874753,1.2891600245416392,56458.69659144922,0.02055031540106784
B_1C_T12,12,B,C,HPos_257,Sarcosine,2.827649102240816,8.482947306722448,2.827649102240816,56458.69659144922,0.015025049848577636
B_1C_T12,12,B,C,HPos_261,L-Alanine,15.832069042079151,47.49620712623746,15.832069042079151,56458.69659144922,0.08412558205148302
B_1C_T12,12,B,C,HPos_3067,Cytidine,0.6773395460305371,6.096055914274834,2.032018638091611,56458.69659144922,0.01079737273849516
B_1C_T12,12,B,C,HPos_3196,Deoxyadenosine,0.200683386665137,2.00683386665137,1.003416933325685,56458.69659144922,0.003554516819921254
B_1C_T12,12,B,C,HPos_3236,2-O-alpha-D-Glucosylglycerol,20.408160863099724,183.67344776789753,NA,56458.69659144922,0.32532357078132623
B_1C_T12,12,B,C,HPos_3429,Adenosine,3.4773014481465876,34.77301448146588,17.38650724073294,56458.69659144922,0.061590182878455475
B_1C_T12,12,B,C,HPos_3670,Guanosine,0.6942993966958041,6.942993966958041,3.4714969834790206,56458.69659144922,0.012297474766729863
B_1C_T12,12,B,C,HPos_556,Cytosine,1.9758001263054008,7.903200505221603,5.927400378916202,56458.69659144922,0.013998198652036468
B_1C_T12,12,B,C,HPos_5986,Glutathione disulfide,4.1642095534932615,83.28419106986523,24.98525732095957,56458.69659144922,0.1475134852519404
B_1C_T12,12,B,C,HPos_639,L-Proline,2.6284528075399867,13.142264037699931,2.6284528075399867,56458.69659144922,0.023277661071067577
B_1C_T12,12,B,C,HPos_705,L-Threonine,5.225970392458944,20.903881569835775,5.225970392458944,56458.69659144922,0.03702508706692621
B_1C_T12,12,B,C,HPos_962,L-Aspartic acid,31.617841312362614,126.47136524945046,31.617841312362614,56458.69659144922,0.22400688093214818
B_1C_T12,12,B,C,HPos_978,Dimethylsulfoniopropionate,0.0374825747173729,0.1874128735868645,NA,56458.69659144922,3.319468654103654e-4
B_1C_T12,12,B,C,HPos_989,Adenine,1.2311006902976451,6.155503451488226,6.155503451488226,56458.69659144922,0.01090266659188248
B_1C_T12,12,B,C,HPos_sky16,Creatine,0.13901408526759387,0.5560563410703755,0.4170422558027817,56458.69659144922,9.848905033960549e-4
B_1C_T12,12,B,C,HPos_sky35,Glycine betaine,1.145882191192776,5.72941095596388,1.145882191192776,56458.69659144922,0.010147968872578633
B_1C_T12,12,B,C,HPos_sky38,Guanine,0.9912276540189268,4.956138270094634,4.956138270094634,56458.69659144922,0.00877834340732062
B_1C_T12,12,B,C,HPos_sky45,Hypotaurine,8.159491805238416,16.31898361047683,8.159491805238416,56458.69659144922,0.028904286842761393
B_1C_T12,12,B,C,HPos_sky51,L-Glutamic acid,150.18798164857344,750.9399082428672,150.18798164857344,56458.69659144922,1.3300695084707261
B_1C_T12,12,B,C,HPos_sky54,L-Homoserine,0.4782396848035506,1.912958739214203,0.4782396848035506,56458.69659144922,0.0033882446012824252
B_1C_T12,12,B,C,HPos_sky55,L-Isoleucine,3.603909940335434,21.623459642012605,3.603909940335434,56458.69659144922,0.03829960829327314
B_1C_T12,12,B,C,HPos_sky59,L-Methionine,0.16471692284232697,0.8235846142116348,0.16471692284232697,56458.69659144922,0.0014587382705118423
B_1C_T12,12,B,C,HPos_sky60,L-Methionine S-oxide,0.12518475259907683,0.6259237629953842,0.12518475259907683,56458.69659144922,0.0011086401223973379
B_1C_T12,12,B,C,HPos_sky64,L-Serine,9.400965242685125,28.202895728055378,9.400965242685125,56458.69659144922,0.04995314704506792
B_1C_T12,12,B,C,HPos_sky71,N6-Acetyl-L-lysine,0.06773430108227024,0.5418744086581619,0.13546860216454049,56458.69659144922,9.597713751334279e-4
B_1C_T12,12,B,C,HPos_sky72,Ophthalmic acid,0.3569367977835433,3.9263047756189766,1.07081039335063,56458.69659144922,0.006954295817402244
B_1C_T12,12,B,C,HPos_sky74,Proline betaine,0.02429762299890962,0.17008336099236737,0.02429762299890962,56458.69659144922,3.012527232485329e-4
B_1C_T12,12,B,C,RP_14640,Methylthioadenosine,0.03384194147125528,0.37226135618380807,0.16920970735627638,56458.69659144922,6.593516653025033e-4
B_1C_T12,12,B,C,RP_20713,Riboflavin,0.00128454058776959,0.02183718999208308,0.00513816235107837,56458.69659144922,3.8678168839254363e-5
B_1C_T12,12,B,C,RP_3959,L-Phenylalanine,0.6920969940376488,6.228872946338839,0.6920969940376488,56458.69659144922,0.01103261910456894
B_1C_T12,12,B,C,RP_6828,L-Tryptophan,0.3665090450516312,4.031599495567944,0.7330180901032625,56458.69659144922,0.007140794490424948
B_1C_T12,12,B,C,RP_7155,L-Kynurenine,0.01020911414753896,0.1020911414753896,0.02041822829507792,56458.69659144922,1.8082447459626886e-4
B_1C_T12,12,B,C,RP_7669,Desthiobiotin,0.00196706316096074,0.01967063160960741,0.00393412632192148,56458.69659144922,3.484074694807348e-5
B_1C_T12,12,B,C,RP_sky16,Pantothenic acid,0.00277830112336013,0.02500471011024121,0.00277830112336013,56458.69659144922,4.4288500478823e-5
B_1C_T12,12,B,C,RP_sky17,Pyridoxal,0.01114966795116137,0.08919734360929098,0.01114966795116137,56458.69659144922,1.5798689837767188e-4
B_1C_T12,12,B,C,RP_sky21,Pyridoxine,8.806157648652803e-4,0.00704492611892224,8.806157648652803e-4,56458.69659144922,1.2478017638099722e-5
B_1C_T12,12,B,C,RP_sky23,S-Adenosylhomocysteine,0.03907172537728173,0.5470041552819442,0.2344303522636904,56458.69659144922,9.688572147533231e-4
B_1C_T12,12,B,C,RP_sky24,S-Adenosylmethionine,0.6612697041579578,9.919045562369368,3.967618224947747,56458.69659144922,0.01756867614948027
B_1C_T12,12,B,C,RP_sky29,Xanthine,0.15129094792564834,0.7564547396282417,0.6051637917025934,56458.69659144922,0.0013398374126525768
B_1C_T18,18,B,C,HNeg_1982,Uridine,1.4354047691899188,12.91864292270927,2.8708095383798375,58625.65211159369,0.02203581957283594
B_1C_T18,18,B,C,HNeg_2117,D-Fructose 6-phosphate,0.7479267255386961,4.487560353232176,NA,58625.65211159369,0.007654602024196035
B_1C_T18,18,B,C,HNeg_2173,Inosine,0.47439514970474345,4.743951497047434,1.8975805988189736,58625.65211159369,0.008091938129775243
B_1C_T18,18,B,C,HNeg_2634,Trehalose,0.6797162917565697,8.156595501078836,NA,58625.65211159369,0.01391301453765118
B_1C_T18,18,B,C,HNeg_2635,Sucrose,138.0419060937063,1656.5028731244756,NA,58625.65211159369,2.8255598248550466
B_1C_T18,18,B,C,HNeg_3117,UDP-N-acetylglucosamine,0.09426629590596408,1.6025270304013894,0.28279888771789224,58625.65211159369,0.0027334911812170308
B_1C_T18,18,B,C,HNeg_sky1,2-Ketoglutaric acid,2.1013982367671997,10.506991183835998,NA,58625.65211159369,0.017922173665268545
B_1C_T18,18,B,C,HNeg_sky11,D-Gluconic acid,0.13406351055057963,0.8043810633034778,NA,58625.65211159369,0.001372063310736982
B_1C_T18,18,B,C,HNeg_sky19,L-Cysteic acid,0.13803467355219476,0.41410402065658425,0.13803467355219476,58625.65211159369,7.063529457520386e-4
B_1C_T18,18,B,C,HNeg_sky22,N-Acetyl-L-glutamic acid,0.8221852117979845,5.755296482585892,0.8221852117979845,58625.65211159369,0.009817027658184012
B_1C_T18,18,B,C,HNeg_sky32,Taurine,0.08765325713940163,0.17530651427880323,0.08765325713940163,58625.65211159369,2.990269753334393e-4
B_1C_T18,18,B,C,HNeg_sky6,Adenosine monophosphate,0.8202139853766545,8.202139853766544,4.101069926883272,58625.65211159369,0.013990701268710501
B_1C_T18,18,B,C,HPos_1007,Hypoxanthine,0.16405951390631188,0.8202975695315594,0.6562380556252475,58625.65211159369,0.0013992126995365892
B_1C_T18,18,B,C,HPos_1157,Ectoine,17.37666232810553,104.2599739686332,34.75332465621106,58625.65211159369,0.1778401948863183
B_1C_T18,18,B,C,HPos_1241,L-Glutamine,51.5578411595924,257.789205797962,103.1156823191848,58625.65211159369,0.43972083296789816
B_1C_T18,18,B,C,HPos_1496,5-Hydroxyectoine,0.01665444222455698,0.09992665334734192,0.03330888444911397,58625.65211159369,1.704486854272119e-4
B_1C_T18,18,B,C,HPos_1848,Arsenobetaine,0.0104001448460135,0.05200072423006752,NA,58625.65211159369,8.86996090569438e-5
B_1C_T18,18,B,C,HPos_1926,L-Tyrosine,1.0830509000251625,9.747458100226462,1.0830509000251625,58625.65211159369,0.01662660925574391
B_1C_T18,18,B,C,HPos_261,L-Alanine,9.60708576227132,28.82125728681396,9.60708576227132,58625.65211159369,0.04916151249277844
B_1C_T18,18,B,C,HPos_3067,Cytidine,0.46352891350941294,4.171760221584717,1.3905867405282388,58625.65211159369,0.007115929753145923
B_1C_T18,18,B,C,HPos_3196,Deoxyadenosine,0.05529281670489493,0.5529281670489493,0.27646408352447466,58625.65211159369,9.431505614580676e-4
B_1C_T18,18,B,C,HPos_3236,2-O-alpha-D-Glucosylglycerol,16.23931097559911,146.15379878039198,NA,58625.65211159369,0.24930008198832282
B_1C_T18,18,B,C,HPos_3429,Adenosine,3.0821993061713853,30.821993061713854,15.410996530856927,58625.65211159369,0.05257424344388412
B_1C_T18,18,B,C,HPos_3670,Guanosine,0.8856642128180297,8.856642128180297,4.428321064090149,58625.65211159369,0.015107110640444074
B_1C_T18,18,B,C,HPos_5986,Glutathione disulfide,7.6846167611319265,153.69233522263852,46.10770056679156,58625.65211159369,0.2621588497302952
B_1C_T18,18,B,C,HPos_639,L-Proline,7.04365492537068,35.2182746268534,7.04365492537068,58625.65211159369,0.06007314777465597
B_1C_T18,18,B,C,HPos_705,L-Threonine,3.52769113598416,14.11076454393664,3.52769113598416,58625.65211159369,0.024069266670291113
B_1C_T18,18,B,C,HPos_954,L-Asparagine,6.030780473685858,24.12312189474343,12.061560947371715,58625.65211159369,0.04114772463225683
B_1C_T18,18,B,C,HPos_962,L-Aspartic acid,33.20533984677279,132.82135938709115,33.20533984677279,58625.65211159369,0.2265584340695541
B_1C_T18,18,B,C,HPos_978,Dimethylsulfoniopropionate,0.04209021114248409,0.21045105571242048,NA,58625.65211159369,3.589743536017778e-4
