Gene.ID,Gene.Name,KEGG.ID,KEGG.Pathway.ID,KEGG.Pathway.Description,Time,p.adj,Log2FC
WP_011131836.1,murG,K02563,9143,Cell growth and death,24,5.75304248050439e-4,1.8794367472121056
WP_011131836.1,murG,K02563,9143,Cell growth and death,36,0.6695466679694656,0.1662736229362566
WP_011131838.1,pyrD,K00254,9104,Nucleotide metabolism,0,0.999972841910413,0.06418823594632668
WP_011131838.1,pyrD,K00254,9104,Nucleotide metabolism,12,0.07971654312131973,0.5936046179617096
WP_011131838.1,pyrD,K00254,9104,Nucleotide metabolism,24,2.748570653731479e-4,1.44257423525121
WP_011131838.1,pyrD,K00254,9104,Nucleotide metabolism,36,2.5933882357346275e-4,0.7614746056003023
WP_011131839.1,rnhA,K03469,9124,Replication and repair,0,0.999972841910413,-0.04966196555354146
WP_011131839.1,rnhA,K03469,9124,Replication and repair,12,0.9904980719881078,0.0142746939258588
WP_011131839.1,rnhA,K03469,9124,Replication and repair,24,1.6326949655662421e-9,-2.03738744067935
WP_011131839.1,rnhA,K03469,9124,Replication and repair,36,6.510092207716832e-7,-1.064212316710193
WP_011131840.1,rplL,K02935,9122,Translation,0,0.999972841910413,-0.1132286512776685
WP_011131840.1,rplL,K02935,9122,Translation,12,0.6379541455234443,-0.2676538645428103
WP_011131840.1,rplL,K02935,9122,Translation,24,7.843009867474553e-19,-2.3634681065546927
WP_011131840.1,rplL,K02935,9122,Translation,36,8.196777630120785e-9,-1.193526886634195
WP_011131841.1,rplJ,K02864,9122,Translation,0,0.999972841910413,-0.16407631386386956
WP_011131841.1,rplJ,K02864,9122,Translation,12,0.5703108744040336,-0.2864474125250067
WP_011131841.1,rplJ,K02864,9122,Translation,24,5.78824657961918e-16,-1.950408399120664
WP_011131841.1,rplJ,K02864,9122,Translation,36,5.116709221186041e-9,-1.0210097841786123
WP_011131842.1,rplA,K02863,9122,Translation,0,0.999972841910413,-0.07446566563913368
WP_011131842.1,rplA,K02863,9122,Translation,12,0.452660423913104,-0.2400366735499908
WP_011131842.1,rplA,K02863,9122,Translation,24,5.3279878360293966e-5,-1.077238992165414
WP_011131842.1,rplA,K02863,9122,Translation,36,0.00528138848529772,-0.36094443764065215
WP_011131843.1,rplK,K02867,9122,Translation,0,0.999972841910413,-0.16853806161986912
WP_011131843.1,rplK,K02867,9122,Translation,12,0.16206864080123806,-0.48426117911609784
WP_011131843.1,rplK,K02867,9122,Translation,24,3.373097760802992e-17,-2.101211174174453
WP_011131843.1,rplK,K02867,9122,Translation,36,2.3898198057822575e-9,-0.9200741785347768
WP_011131844.1,nusG,K02601,9122,Translation,0,0.999972841910413,-0.18957360460776437
WP_011131844.1,nusG,K02601,9122,Translation,12,0.4419324473620958,-0.27792036120770275
WP_011131844.1,nusG,K02601,9122,Translation,24,7.416653914387016e-10,-1.5038842919352908
WP_011131844.1,nusG,K02601,9122,Translation,36,9.130354716064148e-7,-0.7531942913994022
WP_011131844.1,nusG,K02601,9121,Transcription,0,0.999972841910413,-0.18957360460776437
WP_011131844.1,nusG,K02601,9121,Transcription,12,0.4419324473620958,-0.27792036120770275
WP_011131844.1,nusG,K02601,9121,Transcription,24,7.416653914387016e-10,-1.5038842919352908
WP_011131844.1,nusG,K02601,9121,Transcription,36,9.130354716064148e-7,-0.7531942913994022
WP_011131845.1,secE,K03073,9131,Membrane transport,0,0.999972841910413,-0.07834479000732147
WP_011131845.1,secE,K03073,9131,Membrane transport,12,0.48891795449298975,-0.23002082426802353
WP_011131845.1,secE,K03073,9131,Membrane transport,24,1.0658172316239652e-5,-1.3185563100575912
WP_011131845.1,secE,K03073,9131,Membrane transport,36,0.03394295927465648,-0.5718887263905933
WP_011131845.1,secE,K03073,9145,Cellular community - prokaryotes,0,0.999972841910413,-0.07834479000732147
WP_011131845.1,secE,K03073,9145,Cellular community - prokaryotes,12,0.48891795449298975,-0.23002082426802353
WP_011131845.1,secE,K03073,9145,Cellular community - prokaryotes,24,1.0658172316239652e-5,-1.3185563100575912
WP_011131845.1,secE,K03073,9145,Cellular community - prokaryotes,36,0.03394295927465648,-0.5718887263905933
WP_011131845.1,secE,K03073,9123,"Folding, sorting and degradation",0,0.999972841910413,-0.07834479000732147
WP_011131845.1,secE,K03073,9123,"Folding, sorting and degradation",12,0.48891795449298975,-0.23002082426802353
WP_011131845.1,secE,K03073,9123,"Folding, sorting and degradation",24,1.0658172316239652e-5,-1.3185563100575912
WP_011131845.1,secE,K03073,9123,"Folding, sorting and degradation",36,0.03394295927465648,-0.5718887263905933
WP_011131847.1,eno,K01689,9101,Carbohydrate metabolism,0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9101,Carbohydrate metabolism,12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9101,Carbohydrate metabolism,24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9101,Carbohydrate metabolism,36,1.1404761506518305e-7,-0.9199466533167364
WP_011131847.1,eno,K01689,9123,"Folding, sorting and degradation",0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9123,"Folding, sorting and degradation",12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9123,"Folding, sorting and degradation",24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9123,"Folding, sorting and degradation",36,1.1404761506518305e-7,-0.9199466533167364
WP_011131847.1,eno,K01689,9132,Signal transduction,0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9132,Signal transduction,12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9132,Signal transduction,24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9132,Signal transduction,36,1.1404761506518305e-7,-0.9199466533167364
WP_011131847.1,eno,K01689,9102,Energy metabolism,0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9102,Energy metabolism,12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9102,Energy metabolism,24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9102,Energy metabolism,36,1.1404761506518305e-7,-0.9199466533167364
WP_011131847.1,eno,K01689,9122,Translation,0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9122,Translation,12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9122,Translation,24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9122,Translation,36,1.1404761506518305e-7,-0.9199466533167364
WP_011131847.1,eno,K01689,9141,Transport and catabolism,0,0.999972841910413,0.0499740756100728
WP_011131847.1,eno,K01689,9141,Transport and catabolism,12,0.8546562401530572,-0.09304151506187087
WP_011131847.1,eno,K01689,9141,Transport and catabolism,24,0.0435170591018173,-0.7027772894312571
WP_011131847.1,eno,K01689,9141,Transport and catabolism,36,1.1404761506518305e-7,-0.9199466533167364
WP_011131850.1,trxB_a,K00384,9106,Metabolism of other amino acids,0,0.999972841910413,-0.00861507174189359
WP_011131850.1,trxB_a,K00384,9106,Metabolism of other amino acids,12,0.9904980719881078,-0.01299959792707205
WP_011131850.1,trxB_a,K00384,9106,Metabolism of other amino acids,24,0.7178329052030741,0.1445397183317223
WP_011131850.1,trxB_a,K00384,9106,Metabolism of other amino acids,36,0.00118033052582412,-0.734758362576035
WP_011131852.1,sbtA,K07086,9194,Poorly characterized,0,0.999972841910413,9.345650772742572e-4
WP_011131852.1,sbtA,K07086,9194,Poorly characterized,12,0.6890541297329466,-0.14188328409113335
WP_011131852.1,sbtA,K07086,9194,Poorly characterized,24,1.3181425187638544e-10,-1.7393635013093818
WP_011131852.1,sbtA,K07086,9194,Poorly characterized,36,2.883748724062e-4,-0.6740924650179859
WP_011131853.1,sulP1,K03321,9131,Membrane transport,0,0.999972841910413,-0.12411293853069091
WP_011131853.1,sulP1,K03321,9131,Membrane transport,12,0.4467514277078288,-0.27783242507034017
WP_011131853.1,sulP1,K03321,9131,Membrane transport,24,8.961476976116369e-18,-2.2751755233297537
WP_011131853.1,sulP1,K03321,9131,Membrane transport,36,4.9934635963088415e-8,-0.8221574908644309
WP_011131854.1,hemB,K01698,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,-0.0867703040517151
WP_011131854.1,hemB,K01698,9108,Metabolism of cofactors and vitamins,12,0.9891309880351008,-0.01401980234555127
WP_011131854.1,hemB,K01698,9108,Metabolism of cofactors and vitamins,24,3.8759571821677985e-7,-2.2522286571111265
WP_011131854.1,hemB,K01698,9108,Metabolism of cofactors and vitamins,36,5.744450426671014e-4,-0.8132259005522734
WP_011131854.1,hemB,K01698,9141,Transport and catabolism,0,0.999972841910413,-0.0867703040517151
WP_011131854.1,hemB,K01698,9141,Transport and catabolism,12,0.9891309880351008,-0.01401980234555127
WP_011131854.1,hemB,K01698,9141,Transport and catabolism,24,3.8759571821677985e-7,-2.2522286571111265
WP_011131854.1,hemB,K01698,9141,Transport and catabolism,36,5.744450426671014e-4,-0.8132259005522734
WP_011131856.1,mutS2,K07456,9124,Replication and repair,0,0.999972841910413,0.18289052574925044
WP_011131856.1,mutS2,K07456,9124,Replication and repair,12,0.6269274391863243,0.2164166905693181
WP_011131856.1,mutS2,K07456,9124,Replication and repair,24,0.00815183306156242,1.0044281569951397
WP_011131856.1,mutS2,K07456,9124,Replication and repair,36,1.6895971014906696e-4,1.016367359467406
WP_011131857.1,obg,K03979,9122,Translation,0,0.999972841910413,-0.08270708414974126
WP_011131857.1,obg,K03979,9122,Translation,12,0.8911695583133733,0.06481392806459357
WP_011131857.1,obg,K03979,9122,Translation,24,0.8039903265835626,0.12279623801220896
WP_011131857.1,obg,K03979,9122,Translation,36,0.15188542220135154,-0.454116722937155
WP_011131860.1,ecm4,K07393,9191,Metabolism,0,0.999972841910413,-0.2807022373703862
WP_011131860.1,ecm4,K07393,9191,Metabolism,12,0.07889020876762798,-0.6833388150441952
WP_011131860.1,ecm4,K07393,9191,Metabolism,24,0.3122332700323725,-0.6025716212917267
WP_011131860.1,ecm4,K07393,9191,Metabolism,36,0.9130634102048923,-0.05851802620508564
WP_011131861.1,aspA,K01437,9105,Amino acid metabolism,0,0.999972841910413,-0.1916254124865052
WP_011131861.1,aspA,K01437,9105,Amino acid metabolism,12,0.8156946753455967,0.11833101185606831
WP_011131861.1,aspA,K01437,9105,Amino acid metabolism,24,0.04242518386179653,0.6342627508538985
WP_011131861.1,aspA,K01437,9105,Amino acid metabolism,36,0.7317479853388879,0.11030540440991204
WP_011131862.1,psbA,K02703,9102,Energy metabolism,0,0.999972841910413,-0.10454358758937018
WP_011131862.1,psbA,K02703,9102,Energy metabolism,12,0.74740318645966,-0.13220742354429532
WP_011131862.1,psbA,K02703,9102,Energy metabolism,24,1.9192412313366193e-6,-1.5479811315034782
WP_011131862.1,psbA,K02703,9102,Energy metabolism,36,7.776899964040915e-6,-1.137772627249526
WP_011131863.1,aroC,K01736,9105,Amino acid metabolism,0,0.999972841910413,-0.1047896240529605
WP_011131863.1,aroC,K01736,9105,Amino acid metabolism,12,0.6029830863564509,-0.1807289703399736
WP_011131863.1,aroC,K01736,9105,Amino acid metabolism,24,0.24734208165780028,-0.3729309435732706
WP_011131863.1,aroC,K01736,9105,Amino acid metabolism,36,0.03063387303731058,-0.4587612748869542
WP_011131864.1,eda,K01625,9101,Carbohydrate metabolism,0,0.999972841910413,-0.0899480190144009
WP_011131864.1,eda,K01625,9101,Carbohydrate metabolism,12,0.48269388640390687,0.29597719805093514
WP_011131864.1,eda,K01625,9101,Carbohydrate metabolism,24,0.6712019732759611,0.15709283500595592
WP_011131864.1,eda,K01625,9101,Carbohydrate metabolism,36,0.31895482322480545,0.2285473874242034
WP_011131865.1,ftsH2,K03798,9123,"Folding, sorting and degradation",0,0.999972841910413,-0.12025529920781376
WP_011131865.1,ftsH2,K03798,9123,"Folding, sorting and degradation",12,0.7815604482929319,-0.12437156873830958
WP_011131865.1,ftsH2,K03798,9123,"Folding, sorting and degradation",24,2.0254387273579738e-5,-1.2799255639820453
WP_011131865.1,ftsH2,K03798,9123,"Folding, sorting and degradation",36,4.088652720009264e-5,-0.5924072403897467
WP_011131865.1,ftsH2,K03798,9112,Enzyme families,0,0.999972841910413,-0.12025529920781376
WP_011131865.1,ftsH2,K03798,9112,Enzyme families,12,0.7815604482929319,-0.12437156873830958
WP_011131865.1,ftsH2,K03798,9112,Enzyme families,24,2.0254387273579738e-5,-1.2799255639820453
WP_011131865.1,ftsH2,K03798,9112,Enzyme families,36,4.088652720009264e-5,-0.5924072403897467
WP_011131866.1,sat,K00958,9106,Metabolism of other amino acids,0,0.999972841910413,0.15830128864713533
WP_011131866.1,sat,K00958,9106,Metabolism of other amino acids,12,0.8275983041146083,-0.17064521337633728
WP_011131866.1,sat,K00958,9106,Metabolism of other amino acids,24,1.3524301067810154e-7,-2.6263461328147693
WP_011131866.1,sat,K00958,9106,Metabolism of other amino acids,36,0.02995661699653249,-0.7298804183774874
WP_011131866.1,sat,K00958,9102,Energy metabolism,0,0.999972841910413,0.15830128864713533
WP_011131866.1,sat,K00958,9102,Energy metabolism,12,0.8275983041146083,-0.17064521337633728
WP_011131866.1,sat,K00958,9102,Energy metabolism,24,1.3524301067810154e-7,-2.6263461328147693
WP_011131866.1,sat,K00958,9102,Energy metabolism,36,0.02995661699653249,-0.7298804183774874
WP_011131866.1,sat,K00958,9104,Nucleotide metabolism,0,0.999972841910413,0.15830128864713533
WP_011131866.1,sat,K00958,9104,Nucleotide metabolism,12,0.8275983041146083,-0.17064521337633728
WP_011131866.1,sat,K00958,9104,Nucleotide metabolism,24,1.3524301067810154e-7,-2.6263461328147693
WP_011131866.1,sat,K00958,9104,Nucleotide metabolism,36,0.02995661699653249,-0.7298804183774874
WP_011131866.1,sat,K00958,9110,Biosynthesis of other secondary metabolites,0,0.999972841910413,0.15830128864713533
WP_011131866.1,sat,K00958,9110,Biosynthesis of other secondary metabolites,12,0.8275983041146083,-0.17064521337633728
WP_011131866.1,sat,K00958,9110,Biosynthesis of other secondary metabolites,24,1.3524301067810154e-7,-2.6263461328147693
WP_011131866.1,sat,K00958,9110,Biosynthesis of other secondary metabolites,36,0.02995661699653249,-0.7298804183774874
WP_011131867.1,psbO,K02716,9102,Energy metabolism,0,0.999972841910413,-0.20709115058852673
WP_011131867.1,psbO,K02716,9102,Energy metabolism,12,0.2963747246901316,-0.4480858189660285
WP_011131867.1,psbO,K02716,9102,Energy metabolism,24,4.114956279861475e-16,-2.860423657715057
WP_011131867.1,psbO,K02716,9102,Energy metabolism,36,1.595732562033003e-7,-1.0378184320482975
WP_011131868.1,coaBC,K13038,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,-0.012511061990184
WP_011131868.1,coaBC,K13038,9108,Metabolism of cofactors and vitamins,12,0.12072993033092408,-0.4871992023658988
WP_011131868.1,coaBC,K13038,9108,Metabolism of cofactors and vitamins,24,5.952400169485174e-4,-1.411634140028178
WP_011131868.1,coaBC,K13038,9108,Metabolism of cofactors and vitamins,36,0.02279088634584152,-0.5453004867538903
WP_011131872.1,pyrB,K00609,9105,Amino acid metabolism,0,0.999972841910413,0.01351502618872412
WP_011131872.1,pyrB,K00609,9105,Amino acid metabolism,12,0.8612350106616764,-0.05971250933679869
WP_011131872.1,pyrB,K00609,9105,Amino acid metabolism,24,0.02329893322714318,0.627685486159779
WP_011131872.1,pyrB,K00609,9105,Amino acid metabolism,36,0.28215534980299617,0.19443941391337208
WP_011131872.1,pyrB,K00609,9104,Nucleotide metabolism,0,0.999972841910413,0.01351502618872412
WP_011131872.1,pyrB,K00609,9104,Nucleotide metabolism,12,0.8612350106616764,-0.05971250933679869
WP_011131872.1,pyrB,K00609,9104,Nucleotide metabolism,24,0.02329893322714318,0.627685486159779
WP_011131872.1,pyrB,K00609,9104,Nucleotide metabolism,36,0.28215534980299617,0.19443941391337208
WP_011131874.1,gatC,K02435,9122,Translation,0,0.999972841910413,-0.13877639917165535
WP_011131874.1,gatC,K02435,9122,Translation,12,0.5100586128940339,-0.2366686999969864
WP_011131874.1,gatC,K02435,9122,Translation,24,0.2517204839675831,-0.448347693808502
WP_011131874.1,gatC,K02435,9122,Translation,36,3.38779336846337e-6,-1.1604812881008295
WP_011131876.1,ileS,K01870,9122,Translation,0,0.999972841910413,0.01090749791378913
WP_011131876.1,ileS,K01870,9122,Translation,12,0.6826549294289358,-0.15641535455049202
WP_011131876.1,ileS,K01870,9122,Translation,24,1.872113772111644e-4,-1.0309843084227142
WP_011131876.1,ileS,K01870,9122,Translation,36,0.7025747714173972,-0.06210681636201703
WP_011131876.1,ileS,K01870,9105,Amino acid metabolism,0,0.999972841910413,0.01090749791378913
WP_011131876.1,ileS,K01870,9105,Amino acid metabolism,12,0.6826549294289358,-0.15641535455049202
WP_011131876.1,ileS,K01870,9105,Amino acid metabolism,24,1.872113772111644e-4,-1.0309843084227142
WP_011131876.1,ileS,K01870,9105,Amino acid metabolism,36,0.7025747714173972,-0.06210681636201703
WP_011131878.1,trmB,K03439,9122,Translation,0,0.999972841910413,-0.2416633415958657
WP_011131878.1,trmB,K03439,9122,Translation,12,0.5911326328294947,-0.30208573804825584
WP_011131878.1,trmB,K03439,9122,Translation,24,0.5068034243931848,0.5475905475050232
WP_011131878.1,trmB,K03439,9122,Translation,36,8.122790724308957e-7,1.8276597843141944
WP_011131879.1,glmM,K03431,9101,Carbohydrate metabolism,0,0.999972841910413,-0.01578391230853892
WP_011131879.1,glmM,K03431,9101,Carbohydrate metabolism,12,0.9992325098864712,3.0312930096231764e-4
WP_011131879.1,glmM,K03431,9101,Carbohydrate metabolism,24,0.1273381617693407,0.7292994120446947
WP_011131879.1,glmM,K03431,9101,Carbohydrate metabolism,36,4.032887816361735e-5,1.0448300622256994
WP_011131881.1,thyX,K03465,9104,Nucleotide metabolism,0,0.999972841910413,0.26085053332955355
WP_011131881.1,thyX,K03465,9104,Nucleotide metabolism,12,0.3204360261566874,-0.43748364613580154
WP_011131881.1,thyX,K03465,9104,Nucleotide metabolism,24,0.14423037317606877,-0.713820516898564
WP_011131881.1,thyX,K03465,9104,Nucleotide metabolism,36,0.00731820683732796,-0.6543830005906017
WP_011131881.1,thyX,K03465,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,0.26085053332955355
WP_011131881.1,thyX,K03465,9108,Metabolism of cofactors and vitamins,12,0.3204360261566874,-0.43748364613580154
WP_011131881.1,thyX,K03465,9108,Metabolism of cofactors and vitamins,24,0.14423037317606877,-0.713820516898564
WP_011131881.1,thyX,K03465,9108,Metabolism of cofactors and vitamins,36,0.00731820683732796,-0.6543830005906017
WP_011131882.1,dcd,K01494,9104,Nucleotide metabolism,0,0.999972841910413,0.14610331490239248
WP_011131882.1,dcd,K01494,9104,Nucleotide metabolism,12,0.4736532560468656,-0.319939490281519
WP_011131882.1,dcd,K01494,9104,Nucleotide metabolism,24,0.13898559882679065,-0.68234703296699
WP_011131882.1,dcd,K01494,9104,Nucleotide metabolism,36,0.00259350682376494,-0.7977604849774886
WP_011131883.1,PMM0245,K00798,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,0.04631254831295805
WP_011131883.1,PMM0245,K00798,9108,Metabolism of cofactors and vitamins,12,0.6888384232441509,-0.1658139294219905
WP_011131883.1,PMM0245,K00798,9108,Metabolism of cofactors and vitamins,24,0.21025674060306265,-0.5094050960521955
WP_011131883.1,PMM0245,K00798,9108,Metabolism of cofactors and vitamins,36,5.885299672680014e-4,-0.6948210177343614
WP_011131884.1,ntcA,K21561,9121,Transcription,0,0.999972841910413,-0.3811809719485264
WP_011131884.1,ntcA,K21561,9121,Transcription,12,0.8754937349072783,0.0932941729281192
WP_011131884.1,ntcA,K21561,9121,Transcription,24,0.0366391231161826,1.1078044673174336
WP_011131884.1,ntcA,K21561,9121,Transcription,36,0.00185982845663299,1.2929532277949716
WP_011131888.1,pth,K01056,9122,Translation,0,0.999972841910413,-0.2601134336873219
WP_011131888.1,pth,K01056,9122,Translation,12,0.7391593570737777,0.15210453600252688
WP_011131888.1,pth,K01056,9122,Translation,24,0.8568703614681004,0.08663919720585224
WP_011131888.1,pth,K01056,9122,Translation,36,0.4672398659042995,0.2893396175510102
WP_011131889.1,psbH,K02709,9102,Energy metabolism,0,0.999972841910413,-0.16714128407761575
WP_011131889.1,psbH,K02709,9102,Energy metabolism,12,0.5202999986523473,-0.24719824082066344
WP_011131889.1,psbH,K02709,9102,Energy metabolism,24,3.37068080741302e-12,-2.335176818224119
WP_011131889.1,psbH,K02709,9102,Energy metabolism,36,5.055762961562791e-5,-1.237638352368289
WP_011131890.1,psbN,K02715,9194,Poorly characterized,0,0.999972841910413,-0.2401512608996272
WP_011131890.1,psbN,K02715,9194,Poorly characterized,12,0.2678059171890594,-0.34821314617548615
WP_011131890.1,psbN,K02715,9194,Poorly characterized,24,0.02949002422557335,-0.8917585652053672
WP_011131890.1,psbN,K02715,9194,Poorly characterized,36,2.0522742563927317e-4,-0.781697160020161
WP_011131892.1,leuD,K01704,9101,Carbohydrate metabolism,0,0.999972841910413,0.10577303026900818
WP_011131892.1,leuD,K01704,9101,Carbohydrate metabolism,12,0.2047709338818951,-0.47588148637747807
WP_011131892.1,leuD,K01704,9101,Carbohydrate metabolism,24,0.3548560887515058,-0.5031915485800478
WP_011131892.1,leuD,K01704,9101,Carbohydrate metabolism,36,0.06552821004247499,-0.48960957723884063
WP_011131892.1,leuD,K01704,9105,Amino acid metabolism,0,0.999972841910413,0.10577303026900818
WP_011131892.1,leuD,K01704,9105,Amino acid metabolism,12,0.2047709338818951,-0.47588148637747807
WP_011131892.1,leuD,K01704,9105,Amino acid metabolism,24,0.3548560887515058,-0.5031915485800478
WP_011131892.1,leuD,K01704,9105,Amino acid metabolism,36,0.06552821004247499,-0.48960957723884063
WP_011131893.1,leuC,K01703,9110,Biosynthesis of other secondary metabolites,0,0.999972841910413,-0.03141784222223694
WP_011131893.1,leuC,K01703,9110,Biosynthesis of other secondary metabolites,12,0.7448486713299528,0.12363762109677584
WP_011131893.1,leuC,K01703,9110,Biosynthesis of other secondary metabolites,24,0.7035100420402306,0.19154114544180667
WP_011131893.1,leuC,K01703,9110,Biosynthesis of other secondary metabolites,36,0.05937936176685544,-0.3977805579356063
WP_011131893.1,leuC,K01703,9105,Amino acid metabolism,0,0.999972841910413,-0.03141784222223694
WP_011131893.1,leuC,K01703,9105,Amino acid metabolism,12,0.7448486713299528,0.12363762109677584
WP_011131893.1,leuC,K01703,9105,Amino acid metabolism,24,0.7035100420402306,0.19154114544180667
WP_011131893.1,leuC,K01703,9105,Amino acid metabolism,36,0.05937936176685544,-0.3977805579356063
WP_011131893.1,leuC,K01703,9101,Carbohydrate metabolism,0,0.999972841910413,-0.03141784222223694
WP_011131893.1,leuC,K01703,9101,Carbohydrate metabolism,12,0.7448486713299528,0.12363762109677584
WP_011131893.1,leuC,K01703,9101,Carbohydrate metabolism,24,0.7035100420402306,0.19154114544180667
WP_011131893.1,leuC,K01703,9101,Carbohydrate metabolism,36,0.05937936176685544,-0.3977805579356063
WP_011131894.1,cinA,K03742,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,0.25805551089189666
WP_011131894.1,cinA,K03742,9108,Metabolism of cofactors and vitamins,12,0.7075713727620718,0.1746973540447308
WP_011131894.1,cinA,K03742,9108,Metabolism of cofactors and vitamins,24,3.5690883813041047e-4,1.3920106465372255
WP_011131894.1,cinA,K03742,9108,Metabolism of cofactors and vitamins,36,0.06751490347515,-0.3930191380160375
WP_011131895.1,glyA,K00600,9106,Metabolism of other amino acids,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9106,Metabolism of other amino acids,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9106,Metabolism of other amino acids,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9106,Metabolism of other amino acids,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131895.1,glyA,K00600,9101,Carbohydrate metabolism,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9101,Carbohydrate metabolism,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9101,Carbohydrate metabolism,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9101,Carbohydrate metabolism,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131895.1,glyA,K00600,9168,Drug resistance,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9168,Drug resistance,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9168,Drug resistance,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9168,Drug resistance,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131895.1,glyA,K00600,9105,Amino acid metabolism,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9105,Amino acid metabolism,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9105,Amino acid metabolism,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9105,Amino acid metabolism,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131895.1,glyA,K00600,9102,Energy metabolism,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9102,Energy metabolism,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9102,Energy metabolism,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9102,Energy metabolism,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131895.1,glyA,K00600,9108,Metabolism of cofactors and vitamins,0,0.999972841910413,0.0730729184272747
WP_011131895.1,glyA,K00600,9108,Metabolism of cofactors and vitamins,12,0.5997435777487414,-0.194477864509922
WP_011131895.1,glyA,K00600,9108,Metabolism of cofactors and vitamins,24,0.320816791682783,0.3946612173069583
WP_011131895.1,glyA,K00600,9108,Metabolism of cofactors and vitamins,36,1.9672997632019537e-6,-1.1262824533899194
WP_011131898.1,murJ,K03980,9107,Glycan biosynthesis and metabolism,0,0.999972841910413,-0.18357644534033865
WP_011131898.1,murJ,K03980,9107,Glycan biosynthesis and metabolism,12,0.7483040747194105,-0.12851114195182398
WP_011131898.1,murJ,K03980,9107,Glycan biosynthesis and metabolism,24,0.2511476016664756,0.4413199264536614
WP_011131898.1,murJ,K03980,9107,Glycan biosynthesis and metabolism,36,0.2655639316372557,-0.39689198817062266
WP_011131898.1,murJ,K03980,9131,Membrane transport,0,0.999972841910413,-0.18357644534033865
WP_011131898.1,murJ,K03980,9131,Membrane transport,12,0.7483040747194105,-0.12851114195182398
WP_011131898.1,murJ,K03980,9131,Membrane transport,24,0.2511476016664756,0.4413199264536614
WP_011131898.1,murJ,K03980,9131,Membrane transport,36,0.2655639316372557,-0.39689198817062266
WP_011131899.1,sfsA,K06206,9191,Metabolism,0,0.999972841910413,-0.10424913122193907
WP_011131899.1,sfsA,K06206,9191,Metabolism,12,0.8265525651145791,-0.09459912213296096
WP_011131899.1,sfsA,K06206,9191,Metabolism,24,0.0300364656741315,0.9688384531301064
WP_011131899.1,sfsA,K06206,9191,Metabolism,36,0.5781387336805236,0.1598728047061422
WP_011131900.1,amtB,K03320,9131,Membrane transport,0,0.999972841910413,0.02067744899581303
WP_011131900.1,amtB,K03320,9131,Membrane transport,12,0.7314935460179299,-0.1738982208012333
WP_011131900.1,amtB,K03320,9131,Membrane transport,24,2.1807455871219215e-5,-1.164836815140796
WP_011131900.1,amtB,K03320,9131,Membrane transport,36,9.074438813942992e-8,-1.355930479943879
WP_011131901.1,ispH,K03527,9109,Metabolism of terpenoids and polyketides,0,0.999972841910413,-0.08473247567384204
WP_011131901.1,ispH,K03527,9109,Metabolism of terpenoids and polyketides,12,0.6345065056255409,-0.15534378471939908
