id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
75_201006_Poo_TruePooMortality_DDApos_75	C8H6O	[M + H]+	Shikimates and Phenylpropanoids	0.8863817453384399	Phenolic acids (C6-C1)	0.19560636579990387	Cinnamic acids and derivatives	0.18712648749351501	Benzoyl derivatives	0.5443688035011292			Benzoyl derivatives	0.5443688035011292	Benzene and substituted derivatives	0.5871624946594238	Benzenoids	0.9992741942405701	Organic compounds; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
21_201006_Poo_TruePooMortality_DDApos_21	C14H7ClN6O8P2S3	[M + Na]+	Alkaloids	0.9985623955726624	Pseudoalkaloids	0.39449501037597656	Phenazine alkaloids	0.4792048931121826	Diarylthioethers	0.9279773235321045	Diarylthioethers	0.9279773235321045	Aryl thioethers	0.6866275072097778	Thioethers	0.5720148086547852	Organosulfur compounds	0.9888209104537964	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Nitrobenzenes; Thiazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Azoles; Aryl chlorides; Organic nitro compounds; Thioethers; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Thiophenol ethers; Benzenoids; Aryl halides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Diarylthioethers; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
39_201006_Poo_TruePooMortality_DDApos_39	C8H15N4O9PS	[M + Na]+	Carbohydrates	0.8329926133155823	Nucleosides	0.8282701373100281	Pyrimidine nucleos(t)ides	0.029154617339372635	Pentose phosphates	0.9824578166007996	Monosaccharides	0.9873714447021484	Carbohydrates and carbohydrate conjugates	0.8789511919021606	Organooxygen compounds	0.999984622001648	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Aminoimidazoles; Aminopyrimidines and derivatives; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
57_201006_Poo_TruePooMortality_DDApos_57	C5H5N5	[M + H]+	Alkaloids	0.9918219447135925	Pseudoalkaloids	0.9016534090042114	Purine alkaloids	0.9474297165870667	Imidazopyrimidines	0.6022182106971741					Imidazopyrimidines	0.6022182106971741	Organoheterocyclic compounds	0.9997305274009705	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
76_201006_Poo_TruePooMortality_DDApos_76	C9H8O3	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9974299073219299	Phenylpropanoids (C6-C3)	0.989093542098999	Cinnamic acids and derivatives	0.9857431054115295	Coumaric acids	0.9956396818161011	Coumaric acids and derivatives	0.9320611357688904	Hydroxycinnamic acids and derivatives	0.9214345812797546	Cinnamic acids and derivatives	0.8770788908004761	Phenylpropanoids and polyketides	0.9890946745872498	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
58_201006_Poo_TruePooMortality_DDApos_58	C7H7NO2	[M + H]+	Alkaloids	0.99801105260849	Nicotinic acid alkaloids	0.9641797542572021	Pyridine alkaloids	0.956774115562439	Pyridinecarboxylic acids	0.9925464987754822	Pyridinecarboxylic acids	0.9925464987754822	Pyridinecarboxylic acids and derivatives	0.9983354210853577	Pyridines and derivatives	0.9998791217803955	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinium derivatives; Pyridinecarboxylic acids; Organic cations; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; N-methylpyridinium compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
40_201006_Poo_TruePooMortality_DDApos_40	C8H15N4O9PS	[M + H]+	Carbohydrates	0.979152262210846	Nucleosides	0.871549129486084	Purine nucleos(t)ides	0.0528034083545208	Purine ribonucleoside monophosphates	0.6386943459510803	Purine ribonucleoside monophosphates	0.6386943459510803	Purine ribonucleotides	0.2712898850440979	Purine nucleotides	0.11929333209991455	Nucleosides, nucleotides, and analogues	0.967003345489502	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Aminoimidazoles; Pentoses; Monosaccharides; Monosaccharide phosphates; Purine ribonucleoside monophosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
14_201006_Poo_TruePooMortality_DDApos_14	C4H11O4PS3	[M + Na]+	Fatty acids	0.9682477712631226	Fatty acyls	0.6152637600898743	Halogenated hydrocarbons	0.13615760207176208	Dithiophosphate S-esters	0.7695311307907104			Dithiophosphate S-esters	0.7695311307907104	Organic dithiophosphoric acids and derivatives	0.7396933436393738	Organic acids and derivatives	0.16355855762958527	Organic compounds; Organosulfur compounds; Organooxygen compounds; Organophosphorus compounds; Sulfones; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities
91_201006_Poo_TruePooMortality_DDApos_91	C8H18O5	[M + H3N + H]+	Fatty acids	0.9408560991287231	Fatty acyls	0.7358236908912659	Fatty alcohols	0.6734486222267151	Secondary alcohols	0.6139150857925415	Secondary alcohols	0.6139150857925415	Alcohols and polyols	0.9991949200630188	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
77_201006_Poo_TruePooMortality_DDApos_77	C18H18N5O10P	[M + H]+	Carbohydrates	0.8389467000961304	Nucleosides	0.7688825726509094	Purine nucleos(t)ides	0.9354708790779114	3',5'-cyclic purine nucleotides	0.9516225457191467	3',5'-cyclic purine nucleotides	0.9516225457191467	Cyclic purine nucleotides	0.8923890590667725	Purine nucleotides	0.9957548379898071	Nucleosides, nucleotides, and analogues	0.9369533658027649	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Azoles; Purinones; Carboxylic acid derivatives; Carboxylic acids; Diazines; Cyclic purine nucleotides; Pentoses; 3',5'-cyclic purine nucleotides; 6-oxopurines; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
15_201006_Poo_TruePooMortality_DDApos_15	C5H9N2O3PS3	[M + Na]+	Amino acids and Peptides	0.6375045776367188	Small peptides	0.8245015144348145	Aminoacids	0.7057695984840393	Dithiophosphate S-esters	0.6663810014724731			Dithiophosphate S-esters	0.6663810014724731	Organic dithiophosphoric acids and derivatives	0.6511470675468445	Organic acids and derivatives	0.7910875082015991	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Carbonyl compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
41_201006_Poo_TruePooMortality_DDApos_41	C8H16N2O2S	[M + Na]+	Amino acids and Peptides	0.2339416891336441	Small peptides	0.21226991713047028	Aminoacids	0.2888106107711792	Alpha amino acids	0.5300737619400024	Amino acids and derivatives	0.4756230115890503	Amino acids, peptides, and analogues	0.46812349557876587	Carboxylic acids and derivatives	0.5599123239517212	Organic acids and derivatives	0.8039489984512329	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
59_201006_Poo_TruePooMortality_DDApos_59	C10H19N3O4	[M + H]+	Amino acids and Peptides	0.9966024160385132	Small peptides	0.9998503923416138	Dipeptides	0.9996671676635742	Dipeptides	0.9999396800994873	Peptides	0.9999831914901733	Amino acids, peptides, and analogues	0.9999977350234985	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
16_201006_Poo_TruePooMortality_DDApos_16	C4H3N3O3PS	[M + Na]+	Alkaloids	0.9730727076530457	Pseudoalkaloids	0.7232409715652466	pteridine alkaloids	0.5331551432609558	Thiadiazoles	0.9652944803237915			Thiadiazoles	0.9652944803237915	Azoles	0.9457192420959473	Organoheterocyclic compounds	0.9999136924743652	Organic compounds; Organoheterocyclic compounds; Thiadiazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
22_201006_Poo_TruePooMortality_DDApos_22	C10H15NO2S	[M + Na]+	Alkaloids	0.3206123411655426	Monoterpenoids	0.3621376156806946	Phenylethylamines	0.5034633874893188	Alpha amino acids and derivatives	0.6811502575874329	Amino acids and derivatives	0.7235209941864014	Amino acids, peptides, and analogues	0.7351599931716919	Carboxylic acids and derivatives	0.44172990322113037	Organic acids and derivatives	0.7959163188934326	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
60_201006_Poo_TruePooMortality_DDApos_60	C13H22N2O9	[M + H]+	Carbohydrates	0.8196918368339539	Small peptides	0.719363808631897	Aminosugars	0.6716930866241455	Glutamic acid and derivatives	0.5476902723312378	Amino acids and derivatives	0.65329509973526	Amino acids, peptides, and analogues	0.644680917263031	Carboxylic acids and derivatives	0.8269926905632019	Organic acids and derivatives	0.9598098993301392	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Amines; Secondary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
42_201006_Poo_TruePooMortality_DDApos_42	C7H15NO4S	[M + Na]+	Amino acids and Peptides	0.9955596923828125	Small peptides	0.9931502938270569	Dipeptides	0.9323472380638123	N-acyl-alpha amino acids and derivatives	0.5306639075279236	Amino acids and derivatives	0.9432324171066284	Amino acids, peptides, and analogues	0.9441514611244202	Carboxylic acids and derivatives	0.9999229907989502	Organic acids and derivatives	0.9999974966049194	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
24_201006_Poo_TruePooMortality_DDApos_24	C4H8N3O3	[M + Na]+	Amino acids and Peptides	0.6242451071739197	Small peptides	0.36143216490745544	Aminoacids	0.1475672870874405	Acetamides	0.5146074891090393	Carboxylic acid amides	0.42397069931030273	Carboxylic acid derivatives	0.4113030433654785	Carboxylic acids and derivatives	0.6189677715301514	Organic acids and derivatives	0.7927549481391907	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Acetamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
43_201006_Poo_TruePooMortality_DDApos_43	C8H15N4O10PS	[M + Na]+	Carbohydrates	0.872434139251709	Nucleosides	0.6743658185005188	Purine nucleos(t)ides	0.11355675011873245	Amino acids and derivatives	0.7594982385635376	Amino acids and derivatives	0.7594982385635376	Amino acids, peptides, and analogues	0.745426595211029	Carboxylic acids and derivatives	0.4326458275318146	Organic acids and derivatives	0.9999982118606567	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Aminoimidazoles; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
