rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
32	C11H18N2O4	[M + H]+	C11H18N2O4	85.62764728145228	82.48314174281764	3.1445055386346428	14	0.866803860477095	3.1480217167998266	3.1480217167998266	1.853490136606831		243.13438	66.986	103_201006_Poo_TruePooMortality_DDApos_103
33	C10H20O7	[M + H]+	C10H20O7	85.24239323126952	81.86533723034916	3.3770560009203563	21	0.8346950750091091	2.871876755905186	2.871876755905186	1.1633837479552775		253.12847	82.562	136_201006_Poo_TruePooMortality_DDApos_136
34	C16H24ClN5O8	[M + H]+	C16H24ClN5O8	85.17136038198313	76.46819200655085	8.703168375432282	34	0.886656777075787	2.123872357202425	2.2503200962205	2.1221939222771793		450.13957	60.286	70_201006_Poo_TruePooMortality_DDApos_70
35	C16H29N5O7	[M + H]+	C16H29N5O7	84.89905709757602	81.66719230328846	3.231864794287562	37	0.8417087769218523	2.2693983089298673	2.2693983089298673	2.036673437929082		404.21480	77.321	126_201006_Poo_TruePooMortality_DDApos_126
36	C12H23NO3	[M + H]+	C12H23NO3	84.42121007091485	81.06972121528253	3.351488855632325	11	0.7314981260835844	1.6778146811997285	1.6778146811997285	1.6976933066595812		230.17546	439.951	236_201006_Poo_TruePooMortality_DDApos_236
37	C16H30N4O5	[M + H]+	C16H30N4O5	84.24227518900318	81.33865833367811	2.9036168553250743	27	0.8510516325096568	1.9029341195757374	2.008507421095022	1.9130611034850364		359.22958	123.726	178_201006_Poo_TruePooMortality_DDApos_178
38	C12H26O7	[M + H]+	C12H26O7	81.87347562324567	75.99419843652727	5.879277186718401	12	0.9222761815095678	3.0567190261206396	3.0567190261206396	1.1516007816767193		283.17546	105.374	162_201006_Poo_TruePooMortality_DDApos_162
39	C14H27N3O5	[M + H]+	C14H27N3O5	81.71034088252277	78.59781217290224	3.112528709620538	15	0.8436711433859614	3.7332521437912534	3.7332521437912534	1.9641426166870437		318.20297	121.723	176_201006_Poo_TruePooMortality_DDApos_176
40	C9H8O3	[M + H3N + H]+	C9H11NO3	81.07428132875398	76.33472834613973	4.739552982614253	14	0.7519805975419562	3.5091007027203016	3.5091007027203016	0.9887155659479748		182.08135	60.185	71_201006_Poo_TruePooMortality_DDApos_71
41	C30H58O4S	[M + H]+	C30H58O4S	79.3290863334575	73.23822363408897	6.090862699368523	14	0.8910235856257035	6.651278224629294	6.651278224629294	1.468957632517398		515.41361	880.17	282_201006_Poo_TruePooMortality_DDApos_282
42	C13H22N4O3	[M + H3N + H]+	C13H25N5O3	77.454993024198	77.454993024198	0.0	15	0.6018887308162693	0.6870173731924943	4.578107439353216	-3.432472323114439		300.20199	105.374	161_201006_Poo_TruePooMortality_DDApos_161
43	C16H29N5O6	[M + H]+	C16H29N5O6	77.17810584100094	74.24676298974009	2.93134285126085	28	0.835029011120933	1.8018327435218964	2.0478287796144246	2.0311499391125376		388.21985	78.715	131_201006_Poo_TruePooMortality_DDApos_131
44	C13H24N4O5	[M + H]+	C13H24N4O5	76.15829679933684	73.16311592391394	2.995180875422898	23	0.837976579518153	2.439579419994735	2.439579419994735	1.8264394419656687		317.18253	75.896	124_201006_Poo_TruePooMortality_DDApos_124
45	C10H20N2O4	[M + H]+	C10H20N2O4	76.00244982466296	72.84944867893077	3.153001145732188	12	0.8404605532850924	4.8647885187193065	4.8647885187193065	1.563577558528742		233.14995	68.786	108_201006_Poo_TruePooMortality_DDApos_108
46	C9H18N2O4	[M + H]+	C9H18N2O4	74.60842930027006	71.491613569847	3.116815730423058	23	0.9575748408561132	6.33761049810569	6.33761049810569	1.4994317514546511		219.13426	62.562	81_201006_Poo_TruePooMortality_DDApos_81
47	C9H8N4O3	[M + H]+	C9H8N4O3	74.43485708042014	72.07719075205557	2.3576663283645782	15	0.8702530028479277	1.941061189853097	1.941061189853097	1.4188286457067303		221.06723	153.027	195_201006_Poo_TruePooMortality_DDApos_195
