Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
HILIC-Pos_Standards,200929_Smp_B_1C_T0,(3-Carboxypropyl)trimethylammonium,9.88,50235,0,9555,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T12,(3-Carboxypropyl)trimethylammonium,9.86,151590,0,10195,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T18,(3-Carboxypropyl)trimethylammonium,9.88,86159,0,11319,-4.8,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T24,(3-Carboxypropyl)trimethylammonium,9.79,155000,0,11213,-4.2,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T30,(3-Carboxypropyl)trimethylammonium,9.68,121148,0,9084,-5.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T36,(3-Carboxypropyl)trimethylammonium,9.86,211240,0,18865,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T42,(3-Carboxypropyl)trimethylammonium,9.62,110920,0,9797,-4.4,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T48,(3-Carboxypropyl)trimethylammonium,9.77,174417,0,13256,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_1C_T6,(3-Carboxypropyl)trimethylammonium,9.86,74367,0,9736,-3.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_3LV_T0,(3-Carboxypropyl)trimethylammonium,9.97,142574,0,9687,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_3LV_T12,(3-Carboxypropyl)trimethylammonium,9.8,159945,0,11209,-5.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_3LV_T24,(3-Carboxypropyl)trimethylammonium,9.88,92837,0,11996,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_3LV_T36,(3-Carboxypropyl)trimethylammonium,9.8,159156,0,16993,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_3LV_T48,(3-Carboxypropyl)trimethylammonium,9.61,737490,0,59405,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_4LGV_T0,(3-Carboxypropyl)trimethylammonium,9.91,53543,0,8236,-4.3,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_4LGV_T12,(3-Carboxypropyl)trimethylammonium,9.9,107357,0,9362,-3.8,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_4LGV_T24,(3-Carboxypropyl)trimethylammonium,9.8,97264,0,15208,-1.9,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_4LGV_T36,(3-Carboxypropyl)trimethylammonium,10.57,1212096,0,109355,-4.4,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_4LGV_T48,(3-Carboxypropyl)trimethylammonium,10.58,3168375,0,277861,-4.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_6HV_T0,(3-Carboxypropyl)trimethylammonium,9.8,125983,0,10770,-4.3,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_6HV_T12,(3-Carboxypropyl)trimethylammonium,9.94,42182,0,8949,-3.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_6HV_T24,(3-Carboxypropyl)trimethylammonium,9.74,135247,0,13956,-5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_6HV_T36,(3-Carboxypropyl)trimethylammonium,9.74,729476,0,82277,-6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_B_6HV_T48,(3-Carboxypropyl)trimethylammonium,9.59,1369489,0,104306,-5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T0,(3-Carboxypropyl)trimethylammonium,9.92,94566,0,13487,-4.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T12,(3-Carboxypropyl)trimethylammonium,9.62,177085,0,12175,-4.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T18,(3-Carboxypropyl)trimethylammonium,9.77,109209,0,8989,-4.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T24,(3-Carboxypropyl)trimethylammonium,9.82,130489,0,13338,-5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T30,(3-Carboxypropyl)trimethylammonium,9.96,35402,0,9110,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T36,(3-Carboxypropyl)trimethylammonium,9.96,52487,0,11025,-3.9,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T42,(3-Carboxypropyl)trimethylammonium,10.56,528219,0,42675,-4.2,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T48,(3-Carboxypropyl)trimethylammonium,9.67,220183,0,19968,-3.5,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_1C_T6,(3-Carboxypropyl)trimethylammonium,9.91,80961,0,9425,-4.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_3LV_T0,(3-Carboxypropyl)trimethylammonium,9.78,217101,0,9902,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_3LV_T12,(3-Carboxypropyl)trimethylammonium,10,111626,0,9833,-3.6,HILIC-Pos_Standards
HILIC-Pos_Standards,200929_Smp_C_3LV_T24,(3-Carboxypropyl)trimethylammonium,9.59,186928,0,12320,-4.9,HILIC-Pos_Standards
