id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
34_200929_Poo_TruePooMortality_DDApos_34	C12H23N3O5	[M + H]+	Amino acids and Peptides	0.9999985694885254	Small peptides	0.9999994039535522	Tripeptides	0.9835711717605591	Oligopeptides	0.9963178634643555	Peptides	0.9999998807907104	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
59_200929_Poo_TruePooMortality_DDApos_59	C10H15NO2S	[M + H]+	Alkaloids	0.9982492923736572	Ornithine alkaloids	0.6216164231300354	Phenylalanine-derived alkaloids	0.5040377378463745	Benzenesulfonamides	0.9984238147735596			Benzenesulfonamides	0.9984238147735596	Benzene and substituted derivatives	0.999862790107727	Benzenoids	0.9999991655349731	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
43_200929_Poo_TruePooMortality_DDApos_43	C8H16O6	[M + H3N + H]+	Fatty acids	0.7970015406608582	Fatty Acids and Conjugates	0.7989939451217651	Hydroxy fatty acids	0.3648262917995453	Polyethylene glycols	0.5140014886856079	Dialkyl ethers	0.9937477111816406	Ethers	0.992676854133606	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyethylene glycols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
69_200929_Poo_TruePooMortality_DDApos_69	C5H5N5	[M + H]+	Alkaloids	0.9959375858306885	Pseudoalkaloids	0.9127163290977478	Purine alkaloids	0.9570674300193787	6-aminopurines	0.6384421586990356	6-aminopurines	0.6384421586990356	Purines and purine derivatives	0.6915152072906494	Imidazopyrimidines	0.9298095703125	Organoheterocyclic compounds	0.999942421913147	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
83_200929_Poo_TruePooMortality_DDApos_83	C6H3B2NOS	[M + Na]+	Alkaloids	0.6476490497589111	Anthranilic acid alkaloids	0.026827232912182808	Pyridine alkaloids	0.00850357674062252	Thiophenes	0.7733585238456726					Thiophenes	0.7733585238456726	Organoheterocyclic compounds	0.9878572225570679	Organic compounds; Organoheterocyclic compounds; Thiophenes; Organic acids and derivatives; Organonitrogen compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
35_200929_Poo_TruePooMortality_DDApos_35	C9H18N2O4	[M + H]+	Amino acids and Peptides	0.9999934434890747	Small peptides	0.9999978542327881	Dipeptides	0.9999576807022095	Dipeptides	0.9998971223831177	Peptides	0.9999939203262329	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
60_200929_Poo_TruePooMortality_DDApos_60	C9H11NO2	[M + H]+	Amino acids and Peptides	0.8597431182861328	Small peptides	0.8455480933189392	Aminoacids	0.7599108219146729	Phenylalanine and derivatives	0.804771900177002	Amino acids and derivatives	0.7401731014251709	Amino acids, peptides, and analogues	0.7476433515548706	Carboxylic acids and derivatives	0.9882218241691589	Organic acids and derivatives	0.994470477104187	Organic compounds; Amino acids, peptides, and analogues; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
84_200929_Poo_TruePooMortality_DDApos_84	C5H11NO2	[M + H]+	Amino acids and Peptides	0.641939640045166	Small peptides	0.6494438648223877	Aminoacids	0.7323328852653503	Alpha amino acids and derivatives	0.9132742285728455	Amino acids and derivatives	0.9496064782142639	Amino acids, peptides, and analogues	0.9493500590324402	Carboxylic acids and derivatives	0.9976440072059631	Organic acids and derivatives	0.9993062019348145	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
14_200929_Poo_TruePooMortality_DDApos_14	C8H18O3	[M + H]+	Fatty acids	0.9914234280586243	Glycerolipids	0.83966064453125	Monoacylglycerols	0.8065789341926575	Dialkyl ethers	0.9971701502799988	Dialkyl ethers	0.9971701502799988	Ethers	0.9990409016609192	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
44_200929_Poo_TruePooMortality_DDApos_44	C11H21N3O4	[M - H2O + H]+	Amino acids and Peptides	0.9989081621170044	Small peptides	0.9993896484375	Dipeptides	0.9945051074028015	Dipeptides	0.9298304915428162	Peptides	0.999112069606781	Amino acids, peptides, and analogues	0.9999960660934448	Carboxylic acids and derivatives	0.9999967813491821	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
71_200929_Poo_TruePooMortality_DDApos_71	C7H7NO2	[M + H]+	Alkaloids	0.9704949259757996	Peptide alkaloids	0.681411862373352	Simple amide alkaloids	0.6245585083961487	1-hydroxy-2-unsubstituted benzenoids	0.9354307651519775			1-hydroxy-2-unsubstituted benzenoids	0.9354307651519775	Phenols	0.9272717833518982	Benzenoids	0.9820921421051025	Organic compounds; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
15_200929_Poo_TruePooMortality_DDApos_15	C12H23NO	[M + H]+	Fatty acids	0.6195550560951233	Fatty amides	0.8683715462684631	N-acyl amines	0.762769341468811	Lipids and lipid-like molecules	0.5062336325645447							Lipids and lipid-like molecules	0.5062336325645447	Organic compounds; Lipids and lipid-like molecules; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
87_200929_Poo_TruePooMortality_DDApos_87	C4H11NS	[M + H3N + H]+	Fatty acids	0.6604353189468384	Ornithine alkaloids	0.3272029161453247	Polyamines	0.5914589762687683	Alkylthiols	0.5962508320808411			Alkylthiols	0.5962508320808411	Thiols	0.5123149156570435	Organosulfur compounds	0.9987465143203735	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Monoalkylamines; Alkylthiols; Amines; Primary amines; Thiols; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
10_200929_Poo_TruePooMortality_DDApos_10	C24H30O6	[M + H3N + H]+	Terpenoids	0.8051702976226807	Sesquiterpenoids	0.6747226715087891	Colensane and Clerodane diterpenoids	0.37825489044189453	Diterpene lactones	0.6743107438087463	Diterpene lactones	0.6743107438087463	Terpene lactones	0.4614574611186981	Prenol lipids	0.5625947117805481	Lipids and lipid-like molecules	0.772409200668335	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alkyl aryl ethers; Anisoles; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Diterpene lactones; Diterpenoids; Colensane and clerodane diterpenoids; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
45_200929_Poo_TruePooMortality_DDApos_45	C13H17N3O4	[M + H]+	Amino acids and Peptides	0.9995211362838745	Small peptides	0.9997209906578064	Dipeptides	0.9975625276565552	Dipeptides	0.9999123811721802	Peptides	0.9999829530715942	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
72_200929_Poo_TruePooMortality_DDApos_72	C7H7NO2	[M + H]+	Alkaloids	0.989000141620636	Nicotinic acid alkaloids	0.30156421661376953	Pyridine alkaloids	0.3524094820022583	Benzenediols	0.59837806224823			Benzenediols	0.59837806224823	Phenols	0.9689413905143738	Benzenoids	0.9830940961837769	Organic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzenediols; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
36_200929_Poo_TruePooMortality_DDApos_36	C11H16N4O3	[M + H3N + H]+	Amino acids and Peptides	0.7242856621742249	Small peptides	0.873365581035614	Dipeptides	0.7108007669448853	Histidine and derivatives	0.8068913817405701	Amino acids and derivatives	0.48133084177970886	Amino acids, peptides, and analogues	0.4896576404571533	Carboxylic acids and derivatives	0.7851554155349731	Organic acids and derivatives	0.8984969854354858	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
11_200929_Poo_TruePooMortality_DDApos_11	C11H22N2O3	[M + H]+	Amino acids and Peptides	0.9999244213104248	Small peptides	0.9999908208847046	Dipeptides	0.9999731779098511	Dipeptides	0.9999866485595703	Peptides	0.9999843835830688	Amino acids, peptides, and analogues	0.9999988079071045	Carboxylic acids and derivatives	0.9999992847442627	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
16_200929_Poo_TruePooMortality_DDApos_16	C12H21NO	[M + H]+	Alkaloids	0.7344664335250854	Lysine alkaloids	0.6652159690856934	Piperidine alkaloids	0.3496355712413788	Carboxylic acid amides	0.5569499135017395	Carboxylic acid amides	0.5569499135017395	Carboxylic acid derivatives	0.7066218852996826	Carboxylic acids and derivatives	0.7028970718383789	Organic acids and derivatives	0.8443381190299988	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
88_200929_Poo_TruePooMortality_DDApos_88	C5H11NO2	[M + H]+	Amino acids and Peptides	0.7750183343887329	Small peptides	0.7897539734840393	Aminoacids	0.8027850985527039	Alpha amino acids	0.5100399851799011	Amino acids and derivatives	0.988722562789917	Amino acids, peptides, and analogues	0.9886502027511597	Carboxylic acids and derivatives	0.9993155002593994	Organic acids and derivatives	0.9997926354408264	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
97_200929_Poo_TruePooMortality_DDApos_97	C9H18ClN3O6	[M + K]+	Carbohydrates	0.19132524728775024	Small peptides	0.08322639763355255	Dipeptides	0.07070287317037582	Alpha amino acids and derivatives	0.7107345461845398	Amino acids and derivatives	0.7878469228744507	Amino acids, peptides, and analogues	0.7664461135864258	Carboxylic acids and derivatives	0.5104789733886719	Organic acids and derivatives	0.9990355968475342	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Semicarbazides; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Alkyl chlorides; Nitrosoureas; Organochlorides; Monosaccharides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Organic nitroso compounds; Organic N-nitroso compounds; Chemical entities
12_200929_Poo_TruePooMortality_DDApos_12	C10H15NO2S	[M + H]+	Alkaloids	0.99839848279953	Ornithine alkaloids	0.6178664565086365	Phenylalanine-derived alkaloids	0.5147965550422668	Benzenesulfonamides	0.9979726672172546			Benzenesulfonamides	0.9979726672172546	Benzene and substituted derivatives	0.9998669624328613	Benzenoids	0.9999992847442627	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
46_200929_Poo_TruePooMortality_DDApos_46	C6H10O2	[M + H3N + H]+	Fatty acids	0.6783186793327332	Monoterpenoids	0.3335372507572174	Lactones	0.2849012315273285	Monocarboxylic acids and derivatives	0.6468833088874817			Monocarboxylic acids and derivatives	0.6468833088874817	Carboxylic acids and derivatives	0.6818228960037231	Organic acids and derivatives	0.48306459188461304	Organic compounds; Organoheterocyclic compounds; Ethers; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
90_200929_Poo_TruePooMortality_DDApos_90	C7H7NO2	[M + H]+	Alkaloids	0.9981604218482971	Nicotinic acid alkaloids	0.9282012581825256	Pyridine alkaloids	0.9094061851501465	Pyridinecarboxylic acids	0.9952579140663147	Pyridinecarboxylic acids	0.9952579140663147	Pyridinecarboxylic acids and derivatives	0.9989598989486694	Pyridines and derivatives	0.9998250603675842	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinium derivatives; Pyridinecarboxylic acids; Organic cations; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; N-methylpyridinium compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
17_200929_Poo_TruePooMortality_DDApos_17	C18H38O10	[M + H3N + H]+	Fatty acids	0.9978487491607666	Glycerolipids	0.97804856300354	Monoacylglycerols	0.9663224220275879	Polyethylene glycols	0.9999023675918579	Dialkyl ethers	0.9999868869781494	Ethers	0.9999948740005493	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
47_200929_Poo_TruePooMortality_DDApos_47	C11H23NO2	[M + H]+	Alkaloids	0.6004767417907715	Lysine alkaloids	0.8280999064445496	Piperidine alkaloids	0.30562159419059753	Piperidines	0.9970730543136597					Piperidines	0.9970730543136597	Organoheterocyclic compounds	0.9999496936798096	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
123_200929_Poo_TruePooMortality_DDApos_123	C6H12N2O3	[M + H]+	Amino acids and Peptides	0.9985540509223938	Small peptides	0.9984695315361023	Dipeptides	0.9942356944084167	N-acyl-alpha amino acids	0.9846781492233276	Amino acids and derivatives	0.9998878240585327	Amino acids, peptides, and analogues	0.9998812675476074	Carboxylic acids and derivatives	0.9999978542327881	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
91_200929_Poo_TruePooMortality_DDApos_91	C7H7NO2	[M + H]+	Alkaloids	0.9980868101119995	Nicotinic acid alkaloids	0.9695722460746765	Pyridine alkaloids	0.9624497294425964	Pyridinecarboxylic acids	0.9890572428703308	Pyridinecarboxylic acids	0.9890572428703308	Pyridinecarboxylic acids and derivatives	0.9969059824943542	Pyridines and derivatives	0.9999110698699951	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinium derivatives; Pyridinecarboxylic acids; Organic cations; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; N-methylpyridinium compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
124_200929_Poo_TruePooMortality_DDApos_124	C6H12N2O3	[M + H]+	Amino acids and Peptides	0.9993711113929749	Small peptides	0.9990056157112122	Dipeptides	0.9988480806350708	N-acyl-alpha amino acids	0.9841434955596924	Amino acids and derivatives	0.9998668432235718	Amino acids, peptides, and analogues	0.9998648166656494	Carboxylic acids and derivatives	0.9999991655349731	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
98_200929_Poo_TruePooMortality_DDApos_98	C14H22N5O14P	[M + K]+	Carbohydrates	0.996967613697052	Nucleosides	0.9830152988433838	Purine nucleos(t)ides	0.9700573682785034	Purine ribonucleoside monophosphates	0.9999912977218628	Purine ribonucleoside monophosphates	0.9999912977218628	Purine ribonucleotides	0.9973496198654175	Purine nucleotides	0.880845308303833	Nucleosides, nucleotides, and analogues	0.9819555878639221	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Hemiacetals; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Alkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
92_200929_Poo_TruePooMortality_DDApos_92	C7H12N2O2	[M + H]+	Alkaloids	0.6373215317726135	Small peptides	0.6061424016952515	Pyrrolidine alkaloids	0.432808518409729	Alpha amino acids and derivatives	0.9203880429267883	Amino acids and derivatives	0.9531306624412537	Amino acids, peptides, and analogues	0.9521322846412659	Carboxylic acids and derivatives	0.9960435628890991	Organic acids and derivatives	0.9975984692573547	Organic compounds; Organoheterocyclic compounds; Amidines; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxamidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Hydropyrimidine carboxylic acids and derivatives; Trialkylamines; Diazinanes; Amines; Tertiary amines; Carboximidamides; N-alkylpiperazines; Imidolactams; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
