rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
99	C16H30N4O24S5	[M + H]+	C16H30N4O24S5	32.40239056648369	26.83783223304946	5.564558333434226	10	0.8391007154717612	-1.589641870715588	1.6803045470136941	-0.9817874334109539		822.99182	789.444	186_200929_Poo_TruePooMortality_DDApos_186
100	C5H7NO3	[M + H]+	C5H7NO3	31.456056874748228	30.328937795603885	1.1271190791443422	5	1.0	6.890345475127891	6.890345475127891	0.2835578349318452		130.04991	657.807	157_200929_Poo_TruePooMortality_DDApos_157
101	C3H9N3O3S	[M + H]+	C3H9N3O3S	30.58520916149199	26.941076877672813	3.644132283819177	8	0.9276861291031928	2.6567925184062777	2.6567925184062777	0.11021342316174501		168.04376	707.651	165_200929_Poo_TruePooMortality_DDApos_165
102	C4H8N2O	[M + H]+	C4H8N2O	30.579798735892368	28.502117865238564	2.077680870653804	5	0.9160365010629874	12.411762421022054	12.411762421022054	3.7622145349750973		101.07132	1290.292	199_200929_Poo_TruePooMortality_DDApos_199
103	C6H8N2O	[M + H]+	C6H8N2O	30.29477565523328	27.61801546999886	2.676760185234422	7	0.906932967739164	4.1095140717307395	6.598030311294837	0.23426570911868735		125.07097	173.734	51_200929_Poo_TruePooMortality_DDApos_51
104	C7H12N2O2	[M + H]+	C7H12N2O2	30.13712970856811	27.236183357029535	2.9009463515385754	6	0.6883399693159393	3.2479726819586365	3.2479726819586365	-0.057260901347779294		157.09715	542.318	92_200929_Poo_TruePooMortality_DDApos_92
105	C7H9N5O2	[M + H]+	C7H9N5O2	30.09391766249015	30.09391766249015	0.0	7	0.9241954323182244	-0.46644059250595227	0.6009831918551416	0.5448325719987505		196.08301	379.69	73_200929_Poo_TruePooMortality_DDApos_73
106	C14H34BrN8O14P3	[M + H]+	C14H34BrN8O14P3	29.7308040567674	24.30950352875906	5.421300528008343	15	0.8161463636084842	2.447514273746902	4.678878353071589	4.547892533991145		711.06958	552.331	103_200929_Poo_TruePooMortality_DDApos_103
107	C8H11N5O4S4	[M + Na]+	C8H11N5O4S4	29.58241664382585	24.390170912888934	5.19224573093692	7	0.886744952767319	-0.6288705211567015	1.320077038132112	-0.053285236772246135		391.95859	788.533	178_200929_Poo_TruePooMortality_DDApos_178
108	C30H21ClN6O10Si2	[M + H]+	C30H21ClN6O10Si2	29.07765146147307	29.07765146147307	0.0	18	0.8919320702878705	-0.9882590664809273	2.500767890618677	-1.5438697520857156		717.06079	543.08	93_200929_Poo_TruePooMortality_DDApos_93
109	C5H7N3	[M + CH2O2 + H]+	C6H9N3O2	28.800064217962017	28.800064217962017	0.0	5	0.13008721662002462	5.482280602589786	5.482280602589786	0.28514975798666015		156.07680	646.873	146_200929_Poo_TruePooMortality_DDApos_146
110	C12H22O11	[M + Na]+	C12H22O11	28.779473213021625	22.60211590721106	6.177357305810563	7	0.8002299691538913	0.016456427993271343	1.4962666522014583	0.04431831265605079		365.10545	714.697	167_200929_Poo_TruePooMortality_DDApos_167
111	C23H30Cl2N6O10SSi2	[M + H]+	C23H30Cl2N6O10SSi2	28.21502909634664	28.21502909634664	0.0	13	0.9262440998595245	4.220547515445341	4.220547515445341	-0.35114186581745754		709.07300	553.56	107_200929_Poo_TruePooMortality_DDApos_107
112	C10H15NO2S	[M + H]+	C10H15NO2S	28.040808034570713	25.13860019491442	2.9022078396562914	9	0.9219239872736621	6.590823210331658	6.590823210331658	0.5886558034592894		214.08975	296.648	59_200929_Poo_TruePooMortality_DDApos_59
113	C6H8NO	[M + CH2O2 + H]+	C7H10NO3	27.494394624981105	27.494394624981105	0.0	3	0.031710764851059316	10.270618492404926	10.270618492404926	2.7964082251371343		157.07378	648.608	150_200929_Poo_TruePooMortality_DDApos_150
114	C9H16O9	[M + Na]+	C9H16O9	27.45959131904832	21.720908715688555	5.738682603359766	3	0.6205747538884241	-0.06444833004795045	0.44557552184252963	-0.27414173512752754		291.06857	618.234	135_200929_Poo_TruePooMortality_DDApos_135
115	C8H16N2O3	[M + H]+	C8H16N2O3	27.409884099782808	24.35471643889518	3.0551676608876246	4	0.9348040255338009	8.313872462965284	8.313872462965284	0.01888578229251384		189.12337	166.866	33_200929_Poo_TruePooMortality_DDApos_33
116	C16H25N5O8	[M + Na]+	C16H25N5O8	27.37926170570382	24.09190714393143	3.287354561772391	6	0.6923634855398368	0.5207629137807435	0.5207629137807435	0.48110901912792203		438.15974	613.46	130_200929_Poo_TruePooMortality_DDApos_130
117	C5H12NO3P	[M + H]+	C5H12NO3P	26.82918843338277	25.410880592544657	1.418307840838116	5	0.5682043482985517	-5.623083951475289	5.623083951475289	10.769015428881039		166.06454	764.474	171_200929_Poo_TruePooMortality_DDApos_171
118	C16H25N5O8	[M + H]+	C16H25N5O8	26.409492493860423	20.76241716555834	5.647075328302083	4	0.6898196924912117	-0.23334768917380602	0.23334768917380602	-0.1644974415954651		416.17752	615.989	132_200929_Poo_TruePooMortality_DDApos_132
119	C8H10N4O	[M + H]+	C8H10N4O	26.303802102684937	25.203608656838266	1.1001934458466693	9	1.0	2.1798419143841805	2.1798419143841805	-0.18213551104377115		179.09270	1291.748	207_200929_Poo_TruePooMortality_DDApos_207
120	C15H18N4O5S7	[M + Na]+	C15H18N4O5S7	26.23569159604463	20.972949037864275	5.262742558180355	5	0.8059515563017063	-0.030769844191869206	0.32058874774678287	-2.6087951770958306		580.91992	790.167	188_200929_Poo_TruePooMortality_DDApos_188
121	C4H9N4O5Si	[M + Na]+	C4H9N4O5Si	26.074721429494286	23.261261682438565	2.813459747055719	8	0.34544035750773	2.442807563557494	2.442807563557494	1.1503497935852867		244.02372	788.533	177_200929_Poo_TruePooMortality_DDApos_177
122	C6H9N3O2	[M + H]+	C6H9N3O2	25.661491466078473	25.661491466078473	0.0	5	1.0	4.861601446545473	4.861601446545473	-0.20367345007994284		156.07672	647.813	149_200929_Poo_TruePooMortality_DDApos_149
123	C6H10N2O2	[M + H]+	C6H10N2O2	25.393825787293878	20.38166092813254	5.012164859161337	7	0.9938138538213895	4.502470460813678	4.502470460813678	-1.5406819752870164		143.08128	609.395	125_200929_Poo_TruePooMortality_DDApos_125
124	C14H31N8O18PS6	[M + H]+	C14H31N8O18PS6	24.93672240953785	13.532261593077852	11.404460816459999	6	0.8818428905300447	-3.9495128332897185	3.9495128332897185	1.7549614742633879		822.99054	787.851	176_200929_Poo_TruePooMortality_DDApos_176
125	C6H10N2O2	[M + H]+	C6H10N2O2	24.75663581921791	21.87367616386092	2.882959655356988	7	0.9950519343343158	4.1095140717307395	4.1095140717307395	-1.5940041604269022		143.08128	611.261	128_200929_Poo_TruePooMortality_DDApos_128
126	C10H17BN2O13P2S	[M + H]+	C10H17BN2O13P2S	24.54806555868778	24.54806555868778	0.0	11	0.5999536207678885	-3.6144768817202904	3.6144768817202904	-6.816346141042639		478.00961	788.692	180_200929_Poo_TruePooMortality_DDApos_180
127	C5H11NO2	[M + H]+	C5H11NO2	24.081725637427134	19.445478865925256	4.636246771501877	5	0.9629834990940676	10.220527515204601	10.220527515204601	1.833516776277497		118.08647	490.142	88_200929_Poo_TruePooMortality_DDApos_88
128	C10H13N5O4	[M + H]+	C10H13N5O4	23.14170648534614	17.862842716626062	5.278863768720079	6	0.9817962538831774	10.30468328038153	10.30468328038153	-0.4401076204798465		268.10391	332.646	66_200929_Poo_TruePooMortality_DDApos_66
129	C5H12NO3P	[M + H]+	C5H12NO3P	22.897789515394425	21.350229883726275	1.5475596316681517	4	0.638984432390957	-6.051939161736783	6.051939161736783	10.125829117862375		166.06444	1273.571	196_200929_Poo_TruePooMortality_DDApos_196
130	C7H7NO2	[M + H]+	C7H7NO2	22.5533696284805	22.5533696284805	0.0	5	0.7540792932023563	4.502697474297955	4.502697474297955	-0.11333220737073188		138.05494	522.125	91_200929_Poo_TruePooMortality_DDApos_91
131	C5H12NO3P	[M + H]+	C5H12NO3P	22.505762236796627	20.88658680944164	1.6191754273549905	4	0.560656055650772	-6.425849799108163	6.425849799108163	9.206990095429813		166.06429	770.848	172_200929_Poo_TruePooMortality_DDApos_172
131	C5H12NO3P	[M + H]+	C5H12NO3P	22.492557752853116	21.019624736827126	1.4729330160259895	4	0.5618388920019902	-5.2293367437691325	5.2293367437691325	10.309596719723425		166.06447	1275.618	197_200929_Poo_TruePooMortality_DDApos_197
131	C5H12NO3P	[M + H]+	C5H12NO3P	22.375736845065525	20.909013717566488	1.466723127499037	4	0.6083191747628971	-5.827592913529861	5.827592913529861	10.401480495325796		166.06448	1268.59	195_200929_Poo_TruePooMortality_DDApos_195
132	C22H30Cl2N6O11SSi2	[M + H]+	C22H30Cl2N6O11SSi2	22.148383671031127	22.148383671031127	0.0	16	0.7802123620330946	3.0811010713339044	3.0811010713339044	-1.7342036476543508		713.06693	554.145	110_200929_Poo_TruePooMortality_DDApos_110
133	C16H17N7O12S	[M + Na]+	C16H17N7O12S	21.868823486201197	21.868823486201197	0.0	7	0.39558817796828677	1.4961640196339283	1.4961640196339283	4.845044279060209		554.05750	544.707	98_200929_Poo_TruePooMortality_DDApos_98
134	C6H8NO	[M + CH2O2 + H]+	C7H10NO3	21.271423811162364	21.271423811162364	0.0	3	0.02186766685131969	9.45935336874129	9.45935336874129	2.3592608725367863		157.07372	647.328	148_200929_Poo_TruePooMortality_DDApos_148
135	C5H9NO2	[M + H]+	C5H9NO2	21.102457659646543	16.304076410713435	4.798381248933106	2	1.0	5.63655492757353	5.63655492757353	1.4897201432506777		116.07078	578.894	118_200929_Poo_TruePooMortality_DDApos_118
136	C7H17NO4S	[M + H]+	C7H17NO4S	21.004303762775066	18.32378149690022	2.6805222658748455	12	0.9957405053372183	5.887600890801437	5.887600890801437	-0.059891310410685565		212.09509	474.754	80_200929_Poo_TruePooMortality_DDApos_80
137	C10H13N5O3S6	[M + Na]+	C10H13N5O3S6	20.854235560439804	12.608715129226084	8.24552043121372	4	0.3831801022929746	-2.360653368462388	2.360653368462388	4.860766608896827		465.92575	787.851	175_200929_Poo_TruePooMortality_DDApos_175
138	C5H9N2O3P	[M + H]+	C5H9N2O3P	20.75018194178976	20.75018194178976	0.0	6	0.6320904682433819	4.401084756741336	4.401084756741336	6.309523497610942		177.04347	548.556	101_200929_Poo_TruePooMortality_DDApos_101
139	C5H8N2	[M + H]+	C5H8N2	20.110363240103588	17.915887426289565	2.1944758138140217	3	0.9393565609761385	9.993034571534423	9.993034571534423	3.9523314296249157		97.07641	610.931	127_200929_Poo_TruePooMortality_DDApos_127
140	C7H17NO4S	[M + H]+	C7H17NO4S	19.853952566778048	17.27296367396865	2.5809888928093985	10	0.9854451173214477	5.089647967302415	5.089647967302415	-0.5634936438188043		212.09499	176.301	52_200929_Poo_TruePooMortality_DDApos_52
141	C6H6O5	[M + Na]+	C6H6O5	19.808011763449322	16.325776154137724	3.482235609311597	4	0.11594672317895366	4.160405123439763	4.160405123439763	3.109035644604719		181.01131	483.519	82_200929_Poo_TruePooMortality_DDApos_82
142	C4H7N3	[M + H]+	C4H7N3	19.63442929876472	16.59926639393365	3.0351629048310684	7	0.9952978504793993	12.604493631482452	12.604493631482452	3.9299023573365224		98.07166	1291.748	206_200929_Poo_TruePooMortality_DDApos_206
143	C5H11NO2	[M + H]+	C5H11NO2	19.38750627044179	14.54410010833358	4.843406162108209	4	0.8904718223899092	10.710958359322428	10.710958359322428	1.2520406435357492		118.08640	488.041	84_200929_Poo_TruePooMortality_DDApos_84
144	C12H27BrN10O20	[M + H]+	C12H27BrN10O20	19.301789273628174	12.98865491150989	6.313134362118284	14	0.8543073217669228	-0.29212991489873863	2.687984679500034	5.230566706403761		711.06964	554.389	111_200929_Poo_TruePooMortality_DDApos_111
145	C5H9NO2	[M + H]+	C5H9NO2	19.17202030269721	16.29845098724298	2.8735693154542306	2	1.0	5.067553496532428	5.067553496532428	0.8981458438716534		116.07071	580.272	121_200929_Poo_TruePooMortality_DDApos_121
146	C6H5NO2	[M + H]+	C6H5NO2	19.14484827316507	19.14484827316507	0.0	4	0.5409693221285719	5.879362599370889	5.879362599370889	1.2445751218768324		124.03946	166.683	32_200929_Poo_TruePooMortality_DDApos_32
147	C10H13N5O3	[M + H]+	C10H13N5O3	18.80235789501647	14.476469000283672	4.325888894732798	4	0.7701515455156722	1.5525932441922812	1.5525932441922812	-0.30312855931714705		252.10904	268.965	55_200929_Poo_TruePooMortality_DDApos_55
148	C8H15NO15	[M + H]+	C8H15NO15	17.134271216666193	14.262970892630461	2.8713003240357318	3	0.7222090643622564	6.042223613932542	6.042223613932542	-0.3966199883519165		366.05130	580.16	120_200929_Poo_TruePooMortality_DDApos_120
149	C6H5N3	[M + H3N + H]+	C6H8N4	17.091453011880553	14.002817877331175	3.0886351345493788	6	0.8974374314314214	5.107317518681635	5.107317518681635	0.6377466006807081		137.08226	1291.748	209_200929_Poo_TruePooMortality_DDApos_209
150	C6H3B2NOS	[M + Na]+	C6H3B2NOS	16.272874615791977	16.272874615791977	0.0	6	0.8349538354200972	-6.867720218932934	6.867720218932934	-2.2071179002398216		180.00823	484.27	83_200929_Poo_TruePooMortality_DDApos_83
151	C12H17O5P	[M + H]+	C12H17O5P	15.873840265837064	10.528030167478036	5.345810098359029	2	0.9641357270054617	2.793084590457851	2.793084590457851	1.7379017132393513		273.08911	330.769	64_200929_Poo_TruePooMortality_DDApos_64
152	C10H13N5O4	[M + H]+	C10H13N5O4	15.756764392426742	10.496627361204265	5.260137031222478	6	0.9843521556335357	2.1702489545680654	2.1702489545680654	0.4705113555205692		268.10416	329.233	62_200929_Poo_TruePooMortality_DDApos_62
153	C3H8N3O2PS	[M + H]+	C3H8N3O2PS	15.734996296389761	15.734996296389761	0.0	9	0.14416027470329332	2.325841065810805	2.325841065810805	-0.5322747051623904		182.01466	483.277	81_200929_Poo_TruePooMortality_DDApos_81
154	C3H11N6O	[M + H]+	C3H11N6O	15.57740244272047	15.57740244272047	0.0	10	0.7580688417090592	-1.3744853035147886	5.474844435743323	-5.601984078774525		148.10588	835.722	190_200929_Poo_TruePooMortality_DDApos_190
155	C4H7N3	[M + H]+	C4H7N3	15.538330023597362	11.261416835729996	4.276913187867367	6	0.9911884776510728	10.960652338754944	10.960652338754944	3.268654835404026		98.07159	1290.448	201_200929_Poo_TruePooMortality_DDApos_201
156	C5H5N5	[M + H]+	C5H5N5	15.446938336308728	15.446938336308728	0.0	5	0.8184682049219423	3.7100028953214825	3.7100028953214825	-0.029648045855128098		136.06177	336.887	69_200929_Poo_TruePooMortality_DDApos_69
157	C7H7NO2	[M + H]+	C7H7NO2	15.302736012702919	11.796060394691903	3.5066756180110152	5	0.305249658019791	7.513722734732247	7.513722734732247	5.026144358547208		138.05565	338.113	72_200929_Poo_TruePooMortality_DDApos_72
158	C6H8N2O	[M + H]+	C6H8N2O	15.038287529456568	10.704643873784772	4.333643655671797	4	0.770962384224872	3.650511244194821	6.599661264770953	1.6982757811213414		125.07115	171.742	50_200929_Poo_TruePooMortality_DDApos_50
159	C10H18N6O7S7	[M + Na]+	C10H18N6O7S7	15.0320547661426	7.1804073629171565	7.851647403225444	4	0.22578569993037081	1.308413161553643	1.308413161553643	3.843217761876508		580.91965	788.692	182_200929_Poo_TruePooMortality_DDApos_182
160	C19H30N2O21P2	[M + Na]+	C19H30N2O21P2	14.39324077184807	14.39324077184807	0.0	6	0.714579372552029	0.8143889052671309	1.4104430086226172	7.095078992949016		707.07587	546.711	100_200929_Poo_TruePooMortality_DDApos_100
161	C2H11N5O2	[M + Na]+	C2H11N5O2	13.773562951302683	13.773562951302683	0.0	3	0.5430380081081502	-4.647921735766326	4.647921735766326	-5.465597435044807		160.07962	692.113	163_200929_Poo_TruePooMortality_DDApos_163
162	C13H21N5O6	[M + H]+	C13H21N5O6	13.763388942767396	11.006996417144565	2.7563925256228305	3	0.6739083079956631	0.7332942902730619	5.362159078685732	-3.2699520289342794		344.15533	636.407	139_200929_Poo_TruePooMortality_DDApos_139
163	C9H21NO8	[M + H]+	C9H21NO8	13.128726498593323	7.479298636408594	5.649427862184729	3	0.06619163654540583	10.689497409017616	10.689497409017616	0.03528208982390736		272.13400	638.763	144_200929_Poo_TruePooMortality_DDApos_144
164	C12H17O5P	[M + H]+	C12H17O5P	13.0239252962041	7.851065568388255	5.172859727815845	6	0.9758629955938672	3.508752564624687	3.508752564624687	2.520146407927935		273.08932	328.261	61_200929_Poo_TruePooMortality_DDApos_61
165	C7H7NO2	[M + H]+	C7H7NO2	12.609548412503502	9.581459533408278	3.0280888790952245	3	0.3544573398289423	2.1072154526746765	2.1072154526746765	-0.3896496482526794		138.05490	520.091	90_200929_Poo_TruePooMortality_DDApos_90
166	C6H5N5O	[M + H]+	C6H5N5O	12.028936604930792	10.112679314914146	1.9162572900166461	4	0.4272561625914778	-0.41036851876856995	0.9175443871380312	0.1405456707857005		164.05671	435.854	78_200929_Poo_TruePooMortality_DDApos_78
167	C9H14N3O7PS	[M + H]+	C9H14N3O7PS	11.034175756086334	11.034175756086334	0.0	4	0.4543754979405834	-3.358549876890762	3.9304199975482703	-2.149456339201566		340.03555	636.545	140_200929_Poo_TruePooMortality_DDApos_140
168	C9H18O8	[M + Na]+	C9H18O8	11.010287114883461	3.4739531939212256	7.536333920962235	1	0.0	0.3222892935194928	0.3222892935194928	0.3222892935194928		277.08948	635.74	137_200929_Poo_TruePooMortality_DDApos_137
169	C7H7NO2	[M + H]+	C7H7NO2	10.316615650222722	7.9777173437709035	2.338898306451819	4	0.3968054649925896	6.5569001077271825	6.5569001077271825	5.247195929111179		138.05568	336.918	71_200929_Poo_TruePooMortality_DDApos_71
170	C6H8NO	[M + H]+	C6H8NO	10.23744287511891	8.033360734752105	2.2040821403668054	5	0.35703499437638325	9.892277612188312	9.892277612188312	6.714920816140945		111.06861	646.873	147_200929_Poo_TruePooMortality_DDApos_147
171	C10H13NO15	[M + H]+	C10H13NO15	9.69743515763681	8.602709081579532	1.0947260760572797	2	0.6393490706356273	6.35245231601138	6.35245231601138	1.4206593309994797		388.03635	336.887	70_200929_Poo_TruePooMortality_DDApos_70
172	C11H25NO8	[M + H]+	C11H25NO8	9.57642741646998	3.8305716139996298	5.745855802470349	3	0.05924686022441864	0.475001142963439	0.6274592070405371	0.475001142963439		300.16544	637.303	141_200929_Poo_TruePooMortality_DDApos_141
173	C7H16O14	[M + K]+	C7H16O14	9.433551942510151	9.433551942510151	0.0	2	0.22634302619758484	0.06028917775208811	0.06028917775208811	-3.9012681665874447		363.01575	788.777	184_200929_Poo_TruePooMortality_DDApos_184
174	C10H13NO15	[M + H]+	C10H13NO15	9.396209396865038	8.649210338368484	0.7469990584965542	2	0.6729348019298349	6.35245231601138	6.35245231601138	1.6959205102029287		388.03645	335.946	68_200929_Poo_TruePooMortality_DDApos_68
175	C9H18O8	[M + Na]+	C9H18O8	9.110310171185958	3.4829290152686507	5.627381155917307	1	0.0	0.21215313128901606	0.21215313128901606	0.21215313128901606		277.08945	637.777	143_200929_Poo_TruePooMortality_DDApos_143
176	C12H26N4O6S	[M + Na]+	C12H26N4O6S	8.474798969314312	8.474798969314312	0.0	4	0.746589553476977	3.4234448085383997	3.4234448085383997	-2.1879119750167315		377.14570	714.697	166_200929_Poo_TruePooMortality_DDApos_166
177	C19H26N8O17S	[M + K]+	C19H26N8O17S	8.226699941585391	8.226699941585391	0.0	5	0.5646603730889854	-2.604030865011967	2.604030865011967	-5.821125306687877		709.07269	552.577	104_200929_Poo_TruePooMortality_DDApos_104
178	C7H7NO2	[M + H]+	C7H7NO2	8.087055994004468	4.647309362525576	3.439746631478892	3	0.2328211054157633	8.990023359449197	8.990023359449197	6.241926787265201		138.05582	335.895	67_200929_Poo_TruePooMortality_DDApos_67
179	C6H10N2O2	[M + H]+	C6H10N2O2	7.716049660407829	6.47753330517565	1.2385163552321783	4	0.1008839850522605	3.1247686455963515	4.6813675480090975	12.429534617053815		143.08328	390.115	75_200929_Poo_TruePooMortality_DDApos_75
180	C2H11N5O	[M + Na]+	C2H11N5O	7.2400074829155265	4.830848357473073	2.409159125442454	2	0.004364973726524103	-5.198902160696351	5.198902160696351	-6.313312695154491		144.08467	611.261	129_200929_Poo_TruePooMortality_DDApos_129
181	C6H12O2S	[M + H]+	C6H12O2S	6.84197876583713	6.84197876583713	0.0	2	0.21418115940008597	5.203956328414684	5.203956328414684	4.5225254769719205		149.06375	655.156	155_200929_Poo_TruePooMortality_DDApos_155
182	C7H6N4OS2Si	[M + Na]+	C7H6N4OS2Si	6.541702801026598	3.691691622026551	2.8500111790000466	4	0.1401815983441917	3.2367971269234266	3.2367971269234266	0.9807660533368756		276.96472	787.307	173_200929_Poo_TruePooMortality_DDApos_173
183	C9H12ClN5O7	[M + H]+	C9H12ClN5O7	6.2509736252805785	6.2509736252805785	0.0	4	0.04105311101976343	7.193056013580368	7.193056013580368	1.5430549872163188		338.05032	553.56	108_200929_Poo_TruePooMortality_DDApos_108
184	C29H61N5O5	[M + H]+	C29H61N5O5	6.04318748345762	0.9924537392499726	5.050733744207648	1	0.0	NaN	NaN	-6.567011593183882		560.47087	115.65	5_200929_Poo_TruePooMortality_DDApos_5
185	C11H6ClN3O2	[M + H]+	C11H6ClN3O2	5.919892148057795	5.919892148057795	0.0	3	0.2823348443388691	2.9354801830652884	3.34783900419798	-2.0926906804449756		248.02161	788.614	181_200929_Poo_TruePooMortality_DDApos_181
186	C6H10N2O2	[M + H]+	C6H10N2O2	5.562897294458734	4.329044780214364	1.2338525142443706	3	0.08616371825542228	4.741003657172368	4.741003657172368	12.376213921746217		143.08327	388.886	74_200929_Poo_TruePooMortality_DDApos_74
187	C6H10N2	[M + H]+	C6H10N2	5.560467003326046	3.055439021732384	2.505027981593662	3	0.9869651802307592	6.903786808841638	6.903786808841638	3.8461662245523036		111.09210	3.818	2_200929_Poo_TruePooMortality_DDApos_2
188	CH8N3O4	[M + H3N + H]+	CH11N4O4	5.339006458475945	5.339006458475945	0.0	3	0.6138169568840871	-1.6660376379033879	1.6660376379033879	-4.40896021917753		144.08467	609.395	126_200929_Poo_TruePooMortality_DDApos_126
189	C16H25N5O8	[M + Na]+	C16H25N5O8	4.198905566214122	0.9637544757308856	3.235151090483236	1	0.0	0.4462843177432292	0.4462843177432292	0.4462843177432292		438.15973	615.278	131_200929_Poo_TruePooMortality_DDApos_131
190	C10H22O11	[M + Na]+	C10H22O11	3.5	3.5	0.0	1	0.0	NaN	NaN	-4.634675700774436		341.10385	10.114	4_200929_Poo_TruePooMortality_DDApos_4
191	C38H22O12	[M + K]+	C38H22O12	3.5	3.5	0.0	1	0.0	NaN	NaN	-1.3835261174564293		709.07330	491.346	89_200929_Poo_TruePooMortality_DDApos_89
192	C21H20O16	[M + Na]+	C21H20O16	3.5	3.5	0.0	1	0.0	NaN	NaN	-5.02809034829178		551.06158	553.389	105_200929_Poo_TruePooMortality_DDApos_105
193	C13H15N7O7S2	[M + H]+	C13H15N7O7S2	3.4368305626054196	3.4368305626054196	0.0	5	0.03565463939761945	-4.414598837285061	4.414598837285061	-1.975690405045192		446.05383	544.316	96_200929_Poo_TruePooMortality_DDApos_96
194	CH9N9	[M + H]+	CH9N9	3.0834612642512558	3.0834612642512558	0.0	4	0.43171724948688633	3.880184415188163	3.880184415188163	3.7727969061425797		148.10593	828.588	189_200929_Poo_TruePooMortality_DDApos_189
195	C4H20N10O16S4	[M + H]+	C4H20N10O16S4	2.206131506765489	-6.376603186549334	8.582734693314823	1	0.0	NaN	NaN	3.7556214688144234		593.00366	788.847	185_200929_Poo_TruePooMortality_DDApos_185
196	C7H9N7O9	[M + H]+	C7H9N7O9	1.8893766733082265	0.43888041272934597	1.4504962605788805	1	0.0	NaN	NaN	-1.1344985810250758		336.05307	544.081	95_200929_Poo_TruePooMortality_DDApos_95
197	C17H17N7O11Si2	[M + H]+	C17H17N7O11Si2	1.5424170899879426	1.5424170899879426	0.0	5	0.06835885857052657	-0.9235090307752734	1.9953743857349453	0.9198690467122379		552.06024	546.298	99_200929_Poo_TruePooMortality_DDApos_99
198	C8H18ClNO9S	[M + H]+	C8H18ClNO9S	1.3431061798192805	-2.8084267042081383	4.151532884027419	1	0.0	NaN	NaN	2.3331179614384356		340.04715	552.087	102_200929_Poo_TruePooMortality_DDApos_102
199	C9H17NO10	[M + K]+	C9H17NO10	1.081276535290236	1.081276535290236	0.0	3	0.011240529343802545	2.036103441215455	2.036103441215455	4.956371008304194		338.05008	544.598	97_200929_Poo_TruePooMortality_DDApos_97
200	C29H13NO11	[M + H]+	C29H13NO11	1.0	1.0	0.0	1	0.0	NaN	NaN	7.988592798956835		552.06055	553.56	109_200929_Poo_TruePooMortality_DDApos_109
201	C4H11NS	[M + H3N + H]+	C4H14N2S	0.12418703198448444	0.12418703198448444	0.0	3	0.20705946395252148	-1.087949915697717	1.587756733724872	15.286675043474535		123.09693	490.142	87_200929_Poo_TruePooMortality_DDApos_87
201	C4H11NS	[M + H3N + H]+	C4H14N2S	-0.15145516668082704	-0.15145516668082704	0.0	2	0.08158447532825859	6.866154938958303	8.141619885014542	15.007774823972845		123.09689	488.303	85_200929_Poo_TruePooMortality_DDApos_85
202	C7H11N2	[M + H]+	C7H11N2	-2.6875826094120354	-2.6875826094120354	0.0	2	0.004413093073699314	6.268256871735554	6.268256871735554	5.186364083533025		124.10014	488.688	86_200929_Poo_TruePooMortality_DDApos_86
