GENE.NAME,KEGG,PathwayID,Pathway_info,Details
ctaA,K02259,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
ctaA,K02259,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
ctaA,K02259,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
ctaA,K02259,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ctaA,K02259,9159,Environmental adaptation,04714 Thermogenesis [PATH:ko04714]
cyoB,K02274,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
cyoA,K02275,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
cyoC,K02276,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
crtB,K02291,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
crtB,K02291,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
pds,K02293,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
crtR,K02294,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
cysG,K02303,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
dnaA,K02313,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
dnaA,K02313,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
dnaA,K02313,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
dnaA,K02313,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
dnaB,K02314,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaB,K02314,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
dnaB,K02314,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
dnaG,K02316,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaG,K02316,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
polA,K02335,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
polA,K02335,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420]
polA,K02335,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
polA,K02335,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
polA,K02335,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
polA,K02335,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
polA,K02335,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
polA,K02335,9124,Replication and repair,03410 Base excision repair [PATH:ko03410]
dnaE,K02337,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
dnaE,K02337,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaE,K02337,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
dnaE,K02337,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
dnaE,K02337,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
dnaE,K02337,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
dnaE,K02337,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
dnaN,K02338,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
dnaN,K02338,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
dnaN,K02338,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
dnaN,K02338,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaN,K02338,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
dnaN,K02338,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
dnaN,K02338,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
holA,K02340,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
holA,K02340,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
holA,K02340,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
holA,K02340,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
holA,K02340,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
holA,K02340,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
holA,K02340,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
holB,K02341,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
holB,K02341,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
holB,K02341,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
holB,K02341,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
holB,K02341,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
holB,K02341,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
holB,K02341,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
dnaQ,K02342,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
dnaQ,K02342,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
dnaQ,K02342,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
dnaQ,K02342,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
dnaQ,K02342,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaQ,K02342,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
dnaQ,K02342,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
dnaX,K02343,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
dnaX,K02343,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
dnaX,K02343,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
dnaX,K02343,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
dnaX,K02343,9124,Replication and repair,03030 DNA replication [PATH:ko03030]
dnaX,K02343,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
dnaX,K02343,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
fusA,K02355,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
fusA,K02355,9122,Translation,03012 Translation factors [BR:ko03012]
efp,K02356,9122,Translation,03012 Translation factors [BR:ko03012]
tsf,K02357,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
tsf,K02357,9122,Translation,03012 Translation factors [BR:ko03012]
tuf,K02358,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
tuf,K02358,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
tuf,K02358,9122,Translation,03012 Translation factors [BR:ko03012]
fabZ,K02372,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
fabZ,K02372,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
fabZ,K02372,9108,Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780]
fcl,K02377,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
fcl,K02377,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
sufE,K02426,9194,Poorly characterized,99996 General function prediction only
mazG,K02428,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rdgB,K02428,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
gatA,K02433,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gatA,K02433,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
gatB,K02434,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gatB,K02434,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
gatC,K02435,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gatC,K02435,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
gcvH,K02437,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gcvH,K02437,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
PMM0005,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
gyrA,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
PMM0005,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
gyrA,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
gyrB,K02470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032]
gyrB,K02470,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
mcyH,K02471,9131,Membrane transport,02000 Transporters [BR:ko02000]
mcyH,K02471,9131,Membrane transport,02010 ABC transporters [PATH:ko02010]
hemA,K02492,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
prmC,K02493,9122,Translation,03012 Translation factors [BR:ko03012]
mazG,K02499,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
hisF,K02500,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
hisH,K02501,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
hisZ,K02502,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
hit,K02503,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
infA,K02518,9122,Translation,03012 Translation factors [BR:ko03012]
infB,K02519,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
infB,K02519,9122,Translation,03012 Translation factors [BR:ko03012]
infC,K02520,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
infC,K02520,9122,Translation,03012 Translation factors [BR:ko03012]
rsmA,K02528,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
trmJ,K02533,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
lpxC,K02535,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
lpxC,K02535,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
lpxD,K02536,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
lpxD,K02536,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
menA,K02548,9108,Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
menA,K02548,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
menC,K02549,9108,Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
menD,K02551,9108,Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
menF,K02552,9109,Metabolism of terpenoids and polyketides,01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
menF,K02552,9108,Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
murG,K02563,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
murG,K02563,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
murG,K02563,9168,Drug resistance,01502 Vancomycin resistance [PATH:ko01502]
murG,K02563,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
leuA,K02594,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
nusA,K02600,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
nusA,K02600,9121,Transcription,03021 Transcription machinery [BR:ko03021]
nusG,K02601,9121,Transcription,03021 Transcription machinery [BR:ko03021]
nusG,K02601,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
pabC,K02619,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790]
petA,K02634,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petA,K02634,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petB,K02635,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petB,K02635,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petC,K02636,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petC,K02636,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petD,K02637,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petD,K02637,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petE,K02638,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petE,K02638,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petF,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petF1,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
PMM0898,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petF,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petF1,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
PMM0898,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petG,K02640,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petG,K02640,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petH,K02641,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
petH,K02641,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petM,K02643,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
petM,K02643,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
prmA,K02687,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
psaA,K02689,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaA,K02689,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaB,K02690,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaB,K02690,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaC,K02691,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaC,K02691,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaD,K02692,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaD,K02692,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaE,K02693,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaE,K02693,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaF,K02694,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaF,K02694,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaJ,K02697,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaJ,K02697,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaK,K02698,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaK,K02698,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psaL,K02699,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psaL,K02699,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbA,K02703,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbA,K02703,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbB,K02704,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbB,K02704,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbC,K02705,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbC,K02705,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbD,K02706,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbD,K02706,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbE,K02707,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbE,K02707,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbF,K02708,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbF,K02708,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbH,K02709,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbH,K02709,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbI,K02710,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbI,K02710,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbJ,K02711,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbJ,K02711,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbK,K02712,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbK,K02712,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbL,K02713,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbL,K02713,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbM,K02714,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbM,K02714,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbN,K02715,9194,Poorly characterized,99996 General function prediction only
psbO,K02716,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbO,K02716,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbP,K02717,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbP,K02717,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbT,K02718,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbT,K02718,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbX,K02722,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbX,K02722,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbY,K02723,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
psbY,K02723,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbZ,K02724,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
psbZ,K02724,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
pyrR,K02825,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
pyrR,K02825,9121,Transcription,03000 Transcription factors [BR:ko03000]
rbfA,K02834,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
prfA,K02835,9122,Translation,03012 Translation factors [BR:ko03012]
prfB,K02836,9122,Translation,03012 Translation factors [BR:ko03012]
prfC,K02837,9122,Translation,03012 Translation factors [BR:ko03012]
frr,K02838,9122,Translation,03012 Translation factors [BR:ko03012]
lim,K02851,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
lim,K02851,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
rimM,K02860,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rplA,K02863,9122,Translation,03010 Ribosome [PATH:ko03010]
rplA,K02863,9122,Translation,03011 Ribosome [BR:ko03011]
rplJ,K02864,9122,Translation,03011 Ribosome [BR:ko03011]
rplJ,K02864,9122,Translation,03010 Ribosome [PATH:ko03010]
rplK,K02867,9122,Translation,03011 Ribosome [BR:ko03011]
rplK,K02867,9122,Translation,03010 Ribosome [PATH:ko03010]
rplM,K02871,9122,Translation,03011 Ribosome [BR:ko03011]
rplM,K02871,9122,Translation,03010 Ribosome [PATH:ko03010]
rplN,K02874,9122,Translation,03011 Ribosome [BR:ko03011]
rplN,K02874,9122,Translation,03010 Ribosome [PATH:ko03010]
rplO,K02876,9122,Translation,03011 Ribosome [BR:ko03011]
rplO,K02876,9122,Translation,03010 Ribosome [PATH:ko03010]
rplP,K02878,9122,Translation,03011 Ribosome [BR:ko03011]
rplP,K02878,9122,Translation,03010 Ribosome [PATH:ko03010]
rplQ,K02879,9122,Translation,03010 Ribosome [PATH:ko03010]
rplQ,K02879,9122,Translation,03011 Ribosome [BR:ko03011]
rplR,K02881,9122,Translation,03011 Ribosome [BR:ko03011]
rplR,K02881,9122,Translation,03010 Ribosome [PATH:ko03010]
rplS,K02884,9122,Translation,03011 Ribosome [BR:ko03011]
rplS,K02884,9122,Translation,03010 Ribosome [PATH:ko03010]
rplB,K02886,9122,Translation,03011 Ribosome [BR:ko03011]
rplB,K02886,9122,Translation,03010 Ribosome [PATH:ko03010]
rplT,K02887,9122,Translation,03010 Ribosome [PATH:ko03010]
rplT,K02887,9122,Translation,03011 Ribosome [BR:ko03011]
rplU,K02888,9122,Translation,03010 Ribosome [PATH:ko03010]
rplU,K02888,9122,Translation,03011 Ribosome [BR:ko03011]
rplV,K02890,9122,Translation,03010 Ribosome [PATH:ko03010]
rplV,K02890,9122,Translation,03011 Ribosome [BR:ko03011]
rplW,K02892,9122,Translation,03011 Ribosome [BR:ko03011]
rplW,K02892,9122,Translation,03010 Ribosome [PATH:ko03010]
rplX,K02895,9122,Translation,03010 Ribosome [PATH:ko03010]
rplX,K02895,9122,Translation,03011 Ribosome [BR:ko03011]
rpmA,K02899,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmA,K02899,9122,Translation,03011 Ribosome [BR:ko03011]
rpmB,K02902,9122,Translation,03011 Ribosome [BR:ko03011]
rpmB,K02902,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmC,K02904,9122,Translation,03011 Ribosome [BR:ko03011]
rpmC,K02904,9122,Translation,03010 Ribosome [PATH:ko03010]
rplC,K02906,9122,Translation,03011 Ribosome [BR:ko03011]
rplC,K02906,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmE,K02909,9122,Translation,03011 Ribosome [BR:ko03011]
rpmE,K02909,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmF,K02911,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
rpmF,K02911,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmF,K02911,9122,Translation,03011 Ribosome [BR:ko03011]
rpmG,K02913,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmG,K02913,9122,Translation,03011 Ribosome [BR:ko03011]
rpmH,K02914,9122,Translation,03011 Ribosome [BR:ko03011]
rpmH,K02914,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmI,K02916,9122,Translation,03010 Ribosome [PATH:ko03010]
rpmI,K02916,9122,Translation,03011 Ribosome [BR:ko03011]
rpmJ,K02919,9122,Translation,03011 Ribosome [BR:ko03011]
rpmJ,K02919,9122,Translation,03010 Ribosome [PATH:ko03010]
rplD,K02926,9122,Translation,03010 Ribosome [PATH:ko03010]
rplD,K02926,9122,Translation,03011 Ribosome [BR:ko03011]
rplE,K02931,9122,Translation,03010 Ribosome [PATH:ko03010]
rplE,K02931,9122,Translation,03011 Ribosome [BR:ko03011]
rplF,K02933,9122,Translation,03011 Ribosome [BR:ko03011]
rplF,K02933,9122,Translation,03010 Ribosome [PATH:ko03010]
rplL,K02935,9122,Translation,03010 Ribosome [PATH:ko03010]
rplL,K02935,9122,Translation,03011 Ribosome [BR:ko03011]
rplI,K02939,9122,Translation,03011 Ribosome [BR:ko03011]
rplI,K02939,9122,Translation,03010 Ribosome [PATH:ko03010]
rps1b,K02945,9122,Translation,03010 Ribosome [PATH:ko03010]
rps1a,K02945,9122,Translation,03010 Ribosome [PATH:ko03010]
rps1b,K02945,9122,Translation,03011 Ribosome [BR:ko03011]
rps1a,K02945,9122,Translation,03011 Ribosome [BR:ko03011]
rpsJ,K02946,9122,Translation,03011 Ribosome [BR:ko03011]
rpsJ,K02946,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsK,K02948,9122,Translation,03011 Ribosome [BR:ko03011]
rpsK,K02948,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsL,K02950,9122,Translation,03011 Ribosome [BR:ko03011]
rpsL,K02950,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsM,K02952,9122,Translation,03011 Ribosome [BR:ko03011]
rpsM,K02952,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsN,K02954,9122,Translation,03011 Ribosome [BR:ko03011]
rpsN,K02954,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsO,K02956,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsO,K02956,9122,Translation,03011 Ribosome [BR:ko03011]
rpsP,K02959,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsP,K02959,9122,Translation,03011 Ribosome [BR:ko03011]
rpsP,K02959,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
rpsQ,K02961,9122,Translation,03011 Ribosome [BR:ko03011]
rpsQ,K02961,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsR,K02963,9122,Translation,03011 Ribosome [BR:ko03011]
rpsR,K02963,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsS,K02965,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsS,K02965,9122,Translation,03011 Ribosome [BR:ko03011]
rpsB,K02967,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsB,K02967,9122,Translation,03011 Ribosome [BR:ko03011]
rpsT,K02968,9122,Translation,03011 Ribosome [BR:ko03011]
rpsT,K02968,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsU,K02970,9122,Translation,03011 Ribosome [BR:ko03011]
rpsU,K02970,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsC,K02982,9122,Translation,03011 Ribosome [BR:ko03011]
rpsC,K02982,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsD,K02986,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsD,K02986,9122,Translation,03011 Ribosome [BR:ko03011]
rpsE,K02988,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsE,K02988,9122,Translation,03011 Ribosome [BR:ko03011]
rpsF,K02990,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsF,K02990,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
rpsF,K02990,9122,Translation,03011 Ribosome [BR:ko03011]
rpsG,K02992,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsG,K02992,9122,Translation,03011 Ribosome [BR:ko03011]
rpsH,K02994,9122,Translation,03011 Ribosome [BR:ko03011]
rpsH,K02994,9122,Translation,03010 Ribosome [PATH:ko03010]
rpsI,K02996,9122,Translation,03011 Ribosome [BR:ko03011]
rpsI,K02996,9122,Translation,03010 Ribosome [PATH:ko03010]
rpoA,K03040,9121,Transcription,03020 RNA polymerase [PATH:ko03020]
rpoA,K03040,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rpoA,K03040,9121,Transcription,03021 Transcription machinery [BR:ko03021]
rpoA,K03040,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
rpoA,K03040,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
rpoB,K03043,9121,Transcription,03021 Transcription machinery [BR:ko03021]
rpoB,K03043,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
rpoB,K03043,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rpoB,K03043,9121,Transcription,03020 RNA polymerase [PATH:ko03020]
rpoB,K03043,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
rpoC2,K03046,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rpoC1,K03046,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rpoC2,K03046,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
rpoC1,K03046,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
