GENE.NAME,CTRL0_A,CTRL0_B,CTRL0_C,TRT0_A,TRT0_B,TRT0_C,CTRL12_A,CTRL12_B,CTRL12_C,TRT12_A,TRT12_B,TRT12_C,TRT24_A,TRT24_B,TRT24_C,CTRL24_A,CTRL24_B,CTRL36_A,CTRL36_B,CTRL36_C,TRT36_A,TRT36_B,TRT36_C
glgP,9174,17503,6175,10044,11784,8169,53254,58398,62050,12698,29056,10325,363,493,287,7569,5447,48960,36100,48128,423,635,363
smpB,209,312,199,168,163,288,1591,1000,854,314,460,205,16,13,3,489,277,1038,777,1225,16,16,9
PMM1650,21126,30249,16191,13954,23345,19514,18845,20194,26078,5202,10065,3803,135,95,80,17981,26464,34167,30575,34589,162,292,152
desC,52395,49081,31633,34578,10822,30602,19104,11047,14276,2932,5606,4339,874,972,554,37262,53757,24324,12096,28678,342,360,265
cysG,1622,2249,1352,1350,1096,1769,2651,2118,1892,610,1435,659,65,59,46,2045,1212,2073,1133,2617,32,37,35
PMM1894,1402,2605,721,1482,1072,1097,1965,1122,946,365,1029,570,50,44,37,742,362,689,358,1029,19,35,20
TX50_RS04345,435,541,463,223,505,1013,1420,1047,1166,236,961,435,39,39,23,704,661,1018,519,1156,16,36,15
PMM0812,869,1296,724,818,764,1145,1771,2090,2181,510,1151,324,15,15,27,958,740,2178,1292,2691,13,33,13
PMM0811,378,621,556,239,334,942,1688,1416,1662,360,868,338,23,14,14,1104,687,1144,630,1381,19,49,19
PMM1892,413,402,596,216,333,1102,2144,2294,3192,560,1211,427,10,10,8,1173,1554,2177,1224,2287,16,32,20
PMM1891,218,219,205,118,153,476,598,486,507,148,395,187,3,10,9,372,265,387,212,456,3,6,9
wcaA,2701,3789,4809,2324,2420,6750,5674,3080,3934,1279,2042,1128,197,276,77,7977,6052,3731,1850,4936,100,81,110
PMM1885,65,80,61,14,38,92,232,65,47,20,45,31,4,1,2,62,9,22,5,40,2,5,2
PMM1884,988,1494,635,747,966,973,1356,888,771,235,479,182,16,15,3,1225,679,1062,865,1170,4,13,10
PMM1883,461,697,645,452,393,956,665,562,451,116,254,120,8,10,7,1326,994,629,417,829,2,21,6
PMM1882,43,57,34,31,31,74,158,135,88,20,62,36,3,0,0,94,46,64,50,135,3,4,1
PMM1880,159,208,118,58,106,223,376,186,122,38,184,103,31,22,11,250,111,87,74,162,4,8,2
arsB,1173,1451,1157,842,852,1496,1683,1336,1160,253,876,321,60,42,32,1812,1331,1370,968,1989,36,40,17
PMM1872,269,369,286,202,246,436,861,747,670,175,478,190,20,15,13,420,348,561,344,733,9,12,1
PMM1871,252,310,214,142,143,289,742,445,356,123,261,124,12,10,3,353,210,288,210,499,3,6,8
PMM1868,3602,14955,5769,2942,4834,2658,891,560,353,118,169,90,17,14,9,8665,3327,1271,978,2692,8,6,3
PMM1867,701,1338,1027,674,954,1410,1846,1386,1112,283,632,210,16,23,14,1775,974,1317,929,1878,13,22,17
PMM0688,2697,4962,3520,2021,4819,5352,14377,11788,10419,2730,4724,1724,46,62,54,6726,4394,14083,11431,15257,65,142,94
PMM1865,723,1226,872,570,982,1413,3338,2848,2896,709,1320,486,16,27,27,1518,1109,2929,1954,3167,26,64,26
PMM0684,13457,16287,11252,11985,11406,23827,18620,13590,17563,12120,40491,26977,2975,3897,1708,15405,14388,19490,14572,22246,1091,827,1175
prc,1487,2098,1591,1134,1442,2700,3240,2114,2041,653,1338,561,56,60,57,2359,1769,1908,1346,2435,39,76,33
PMM0660,754,1191,2472,522,1520,3251,17794,17443,23638,3779,7943,3187,54,32,27,5007,6749,18475,12543,20784,131,294,92
PMM1859,6693,8464,10555,4256,7311,14836,2014,3698,4422,443,2064,859,162,102,68,15821,21972,7106,4454,7365,41,42,17
TX50_RS03475,1103,1312,623,574,1005,1412,1199,1159,1205,240,1501,751,152,66,11,470,406,691,383,1020,7,25,16
PMM0655,501,561,389,360,633,1055,1365,1053,1275,390,2065,958,166,89,22,468,395,861,715,987,15,30,11
comB,3228,3818,3294,3098,2999,5017,5081,3921,3932,1300,3289,1708,169,153,94,5108,5590,3980,2465,4823,44,74,51
PMM0612,660,817,828,523,640,1504,1529,1299,1233,218,665,216,31,31,24,1142,928,838,577,1095,20,42,32
PMM0574,325,404,418,233,307,758,811,614,556,324,1427,761,53,33,14,866,837,659,507,876,18,21,16
csoS4B,589,694,1081,538,475,1551,2400,923,1167,759,723,473,44,29,20,1452,1328,1465,919,1565,32,18,21
argB,4028,4538,4678,3204,2705,5942,8423,4951,5196,1429,2611,1242,92,75,59,8068,6264,5467,3924,7039,83,87,86
PMM1851,976,1531,759,697,915,1154,883,809,865,194,702,327,21,18,17,727,899,939,622,1104,8,10,12
PMM1850,2843,5294,2064,2265,2400,2764,8040,6322,5069,1155,3512,1380,93,84,74,4423,2295,6238,3899,8091,53,101,48
PMM1847,1027,1220,1365,274,634,1615,2002,1033,1059,518,440,346,23,14,10,1456,1672,1208,565,1767,8,19,4
PMM1845,179,249,155,143,139,196,486,383,286,102,285,178,11,8,12,309,188,374,308,478,3,8,5
PMM1841,570,781,645,398,627,1081,5428,3039,3417,1175,1580,746,31,33,28,1427,1156,3470,2535,3699,35,58,41
PMM1840,459,807,361,494,514,567,775,390,293,124,441,239,28,16,12,462,247,353,308,493,11,3,5
PMM1839,913,1048,1071,342,765,1774,4000,3836,3986,514,2011,709,19,29,10,1386,1132,3195,1766,4288,25,51,27
PMM1837,539,947,716,469,801,1197,2221,1494,1252,377,988,420,12,11,16,826,562,1715,1138,2111,11,26,18
PMM0369,157,265,126,160,93,194,643,314,186,93,292,123,15,30,12,380,149,260,199,355,24,6,3
PMM1831,9703,17730,2625,5662,5129,2521,3624,1363,1375,520,928,669,67,50,25,2568,2267,1418,977,2145,20,23,13
PMM1828,129,166,72,89,71,163,502,347,202,96,475,286,11,12,5,253,99,209,120,337,6,10,3
PMM0362,22,50,25,7,24,41,79,61,38,16,40,26,4,1,1,31,18,25,9,48,0,1,0
PMM1824,1047,1660,544,779,699,622,1426,954,1082,310,514,183,8,7,5,768,812,1520,1218,1897,6,10,7
hyaD,378,688,498,319,418,775,1390,1108,873,231,780,304,22,23,14,996,684,901,468,1278,8,26,13
PMM0342,967,1988,722,807,1338,989,1528,1565,1454,249,1190,550,33,36,20,912,640,1569,1111,2046,18,33,22
PMM0339,9117,25328,5841,10473,5734,5418,4346,3227,2573,618,1901,971,171,228,189,3534,2036,2449,1842,3293,75,104,95
PMM1814,8589,8781,12258,2768,8853,14135,19504,16946,25885,5359,7334,3903,132,106,79,22658,31618,33265,23368,38116,171,142,86
PMM1813,796,1723,874,690,1308,2447,4988,3873,4736,2700,16045,9457,388,434,258,1439,1265,3595,2751,5297,62,157,80
PMM1807,700,905,518,219,756,1204,1877,1132,1231,235,1267,611,73,40,8,741,447,760,264,1096,11,34,17
selD,2341,4253,2975,2254,2609,4986,5911,5014,3883,1366,6697,3069,411,227,58,5011,2522,4142,2983,5552,52,93,57
mviM_b,2415,2640,3308,1905,2252,5802,2803,2129,2338,592,1386,526,78,69,51,4657,4741,2061,1419,2608,42,84,74
devC,4524,6083,4458,4138,3460,5396,4439,4214,3423,959,2851,1136,192,154,64,6599,4808,4654,2782,5645,84,110,64
nrdJ,17981,26200,40901,12151,27866,51088,309976,299309,382052,77363,128209,50256,497,620,573,77367,115116,410349,327545,421942,2279,4032,1657
PMM1855,260,256,197,122,146,227,307,198,237,80,188,104,10,13,10,197,151,176,113,225,5,7,10
PMM1854,2617,3878,1493,2446,2363,2422,543,359,385,271,1374,828,152,83,18,746,855,281,143,409,6,13,12
PMM0650,341,469,779,308,619,1930,2326,2308,3222,631,2833,1070,65,53,43,1205,1352,1952,1298,2314,11,85,15
PMM0640,2003,1987,2605,1352,1419,4048,6836,5636,7595,1393,3458,1603,106,93,54,5090,5748,8118,5130,10101,59,132,58
arsC,1220,1259,986,426,794,1736,1270,926,513,150,745,381,70,40,14,941,518,376,177,873,9,17,13
dppC,941,1148,1136,797,713,1796,3193,2797,3483,702,1489,606,32,44,38,1782,1977,3325,1738,3861,31,35,24
PMM0346,1624,1509,1831,1133,1240,2978,1316,894,855,317,737,426,64,61,28,2786,3744,1135,565,1334,9,18,14
mtnP,3491,4474,2864,3082,3076,4027,8867,6949,6063,2091,5500,2915,208,192,89,4882,3682,7464,4967,8912,50,120,93
yvcK,2338,2518,2911,2003,1659,4117,4233,3409,3248,901,1877,912,89,69,37,5032,4733,4188,2310,4915,30,67,32
mkl,1797,2709,2020,1585,1597,2760,5989,4330,4832,1262,2539,1032,65,85,59,3501,3693,6077,4827,6800,58,81,32
PMM0280,12726,18658,6632,11407,10606,8704,2251,1454,1641,597,1573,778,108,65,51,3912,4938,1373,932,1941,41,41,34
PMM0277,741,856,640,638,598,1159,2566,1992,1506,423,1154,448,39,28,17,1300,717,1368,1200,1774,19,31,23
PMM0092,9156,13465,6635,7644,8517,9596,11250,7406,10426,2277,5629,2659,167,166,121,6094,6214,10313,6679,12517,129,169,86
scpA,660,878,1049,529,934,1924,6039,5015,5540,1422,5418,2456,102,94,58,2469,2187,4504,2581,5033,34,106,58
PMM1843,482,515,402,542,451,1242,525,460,391,164,362,164,27,24,6,710,321,240,168,304,9,9,8
som,140422,178872,89030,118994,62965,101502,260261,237738,226774,94271,86777,46470,1340,923,725,89796,99157,278176,210622,275241,1530,2450,1198
som_2,885028,1056640,544866,717128,307901,658897,776172,937848,806421,324899,387442,161525,15725,13064,4663,522893,594969,789867,684915,571456,5793,6986,3939
PMM1247,10656,10202,10347,6838,9102,18463,10403,10773,12374,2128,5860,2241,130,120,83,11544,16569,12324,8590,13273,101,198,98
cds-WP_042116151.1,5776,6259,3399,3178,5036,5363,3585,3677,5576,814,2510,1250,69,37,24,3600,5668,5952,3484,6122,49,71,36
PMM0013,47036,44716,46628,36570,32927,64787,27395,27995,40828,8026,17510,7943,880,854,462,63842,88196,47562,28213,46829,377,494,330
mdlB,2164,2343,2288,1639,1362,3279,3578,2697,2817,779,1862,742,97,70,55,4140,3834,3618,2653,4672,77,123,64
cysQ,2489,2571,2834,1927,1896,5064,3616,2912,2546,751,2437,963,125,162,47,3843,3699,2580,1811,3246,45,68,67
cds-WP_042116249.1,269,576,109,219,289,155,373,445,520,128,210,123,5,6,1,209,116,342,185,552,4,7,1
cds-WP_052039325.1,4714,4867,5769,2840,4642,9708,7440,6737,9754,1823,4470,1710,155,121,72,6727,11745,8413,5088,9109,77,152,57
PMM1168,2821,3633,1502,2214,2190,1814,1355,926,665,182,605,257,38,29,17,1219,990,931,674,1220,12,8,12
TX50_RS09255,492,727,328,378,479,420,508,359,240,66,183,78,8,9,13,353,185,276,106,374,10,16,3
TX50_RS09260,729,962,1442,1087,1300,1453,853,924,987,999,437,559,43,57,37,896,2101,2171,4685,1251,72,21,44
TX50_RS09290,6371,10249,1832,3187,2757,1437,2894,824,781,360,407,292,19,37,25,1608,1338,933,833,1650,22,38,26
PMM0111,747,1241,746,249,510,1002,1284,1113,1019,140,494,244,26,30,7,1225,879,779,292,1220,11,13,9
PMM1846,26296,48586,27506,29871,38036,27811,138462,166588,146723,25863,54937,23820,710,1072,663,46227,50782,221966,190216,172775,1198,1096,726
cds-WP_080503708.1,1617,1687,1773,857,1269,2859,3131,2087,1990,422,1494,820,88,81,35,1692,1794,1483,663,2149,18,51,24
PMM1108,1484,1702,1275,1162,1051,1923,1948,1669,1526,345,935,388,41,53,23,2025,1265,1724,1014,2352,24,47,17
PMM1802,14369,17509,15698,8434,13343,21836,5081,7040,10104,1026,3642,1531,160,136,62,24170,34404,14525,10313,15179,57,119,41
PMM0030,786,1198,907,744,903,2680,1536,1301,2022,704,2751,1717,159,196,53,1505,1088,1879,1148,2323,32,40,42
PMM1253,438,554,341,357,320,594,1838,1578,900,212,671,199,20,12,11,511,275,801,409,1089,8,26,19
PMM1415,583,1381,617,582,564,683,1699,1130,1029,395,734,456,23,35,25,1005,537,1103,860,1660,9,21,7
PMM0432,600,529,451,294,373,817,1554,948,662,216,710,303,32,32,15,766,487,662,351,838,9,13,6
PMM0359,38,59,41,29,47,67,299,152,146,86,115,70,1,3,0,98,54,163,103,164,5,10,4
PMM1800,174,201,177,48,127,268,766,647,699,118,375,170,3,5,2,195,138,301,185,697,5,12,7
TX50_RS09405,2241,3364,1196,2237,1671,1517,1030,814,920,248,424,248,21,17,11,1014,898,1067,696,1191,9,11,8
PMM2034,3044,3990,1772,1493,1903,3726,8024,5999,3285,2857,12145,13567,566,449,171,2067,1323,3223,5371,3791,94,137,97
PMM1835,107,202,118,92,137,239,274,219,145,53,253,136,7,11,7,170,80,156,88,205,1,1,0
PMM1863,590,861,505,399,366,699,1294,990,1009,186,455,156,15,13,17,1605,695,940,658,1571,15,22,4
PMM1874,806,1389,402,127,698,586,184,132,133,13,57,37,1,2,4,236,177,65,15,118,3,3,2
PMM1905,389,656,361,244,485,484,2863,2254,1565,362,928,265,7,14,12,860,463,2062,2168,2426,9,33,6
PMM1922,135,155,91,46,116,221,196,219,180,36,217,117,3,4,2,102,137,144,53,188,2,3,3
TX50_RS09470,154,243,184,83,117,235,443,307,229,54,268,114,18,12,5,252,133,143,103,239,3,8,7
PMM1952,304,739,419,267,415,174,476,254,228,101,157,64,0,5,0,478,341,303,160,640,5,9,7
PMM1964,1587,3425,1102,965,406,585,639,304,224,64,200,84,32,30,23,7089,729,269,176,853,11,28,15
PMM1970,216,269,200,204,162,340,551,337,370,185,382,219,8,11,4,317,274,381,239,463,15,0,5
PMM2006,1016,2169,984,779,1263,1436,3514,2410,2105,616,1753,858,42,66,36,1486,917,3002,2206,4494,26,52,27
TX50_RS09500,495,1654,380,322,441,363,541,340,230,80,525,293,53,55,38,529,287,287,238,478,13,18,10
cds-WP_162009310.1,476,479,583,444,751,1076,415,439,446,132,275,149,26,21,12,453,536,492,389,481,9,12,9
cds-WP_162009311.1,285,628,455,126,690,788,1993,2062,3032,283,1525,770,42,40,29,892,793,2774,1116,3109,36,47,21
cds-WP_162009312.1,617,999,959,489,412,1146,2075,1296,1147,187,615,240,10,16,7,1446,869,1237,533,1804,6,30,13
cds-WP_162009313.1,329,408,182,212,166,189,1131,384,336,295,215,162,4,8,1,228,174,395,388,502,6,7,4
thiP,1344,1491,1683,1233,1188,3029,5903,5122,6034,1574,4218,2121,211,204,101,2854,3072,4979,2638,5759,81,110,56
cds-WP_173027939.1,2783,2951,2912,100,1541,2628,2125,1849,1950,82,927,528,55,36,10,3063,1565,1038,75,3186,3,11,8
cds-WP_173027940.1,8796,12087,12571,3175,13206,8726,7952,6320,7293,1868,1858,1198,38,73,42,11900,16889,14566,13204,15244,41,67,42
cds-WP_173027941.1,147,287,373,25,236,670,2056,2914,2703,164,1667,616,6,21,10,563,598,1961,281,2594,7,14,6
cds-WP_173027942.1,1283,1572,1366,889,1273,2197,5810,4113,5594,1058,2539,1210,68,61,35,2919,2700,4800,3073,5589,48,84,29
cds-WP_173027943.1,1001,1450,709,816,965,1224,782,649,572,127,529,254,28,20,4,825,632,527,320,662,4,11,7
cds-WP_173027945.1,575,1445,872,364,536,534,1090,1007,847,111,369,143,19,18,4,4293,1263,2089,1562,3280,6,5,4
cds-WP_173027947.1,5260,8808,1536,2436,2573,1347,2408,842,712,314,619,523,61,41,24,1218,1085,713,398,1267,18,28,16
cds-WP_173027949.1,12440,20755,3271,5813,5937,3364,5732,2627,2726,623,1618,877,69,77,42,3526,2992,2538,1636,3697,30,51,28
cds-WP_173027951.1,248,385,267,221,234,456,1490,722,616,302,755,326,35,20,8,648,303,687,536,890,4,10,2
cds-WP_173027954.1,458,707,943,368,558,1086,8984,9164,8690,2085,4427,1541,55,26,18,5550,4055,14027,11731,14251,64,78,38
cds-WP_173027956.1,623,780,378,398,562,668,385,352,376,133,587,279,38,28,12,335,375,440,276,544,13,11,8
cds-WP_173027959.1,2593,3158,2430,1526,2100,3552,1451,1200,1123,466,1609,1462,174,84,46,3108,2058,1153,683,1541,19,43,25
cds-WP_173027961.1,1072,3074,1092,729,807,546,277,166,122,53,190,80,29,16,4,3001,904,312,198,534,6,4,4
cds-WP_173027963.1,11800,15139,10272,10820,11015,23879,15223,12577,15996,11430,43930,26249,3201,3874,1654,14462,13116,17805,13195,20393,974,765,967
cds-WP_173027965.1,879,1044,1255,657,776,1871,10641,12234,9832,1875,5003,1095,30,25,26,8308,7927,14105,16024,17098,60,115,56
cds-WP_173027968.1,1009,1516,876,460,727,1061,2563,2275,1962,296,820,369,21,15,24,1662,1320,1924,1125,2839,18,26,22
cds-WP_173027970.1,2142,7045,4446,1541,6311,5101,11596,7974,7314,1567,3035,1317,35,86,36,5554,3635,14873,15995,17850,85,126,82
cds-WP_173027972.1,294,321,374,170,282,632,608,388,273,107,347,202,21,18,5,664,364,325,157,571,4,5,7
cds-WP_173027974.1,1283,1862,807,913,937,1038,1649,1048,941,337,580,315,16,24,14,734,459,838,470,1084,9,19,1
cds-WP_173027976.1,152,214,152,96,159,225,3055,1136,1132,440,575,380,5,0,4,506,254,1292,855,1626,14,26,20
cds-WP_173027978.1,198,440,332,174,554,700,853,674,636,237,729,380,18,31,13,344,152,599,437,792,9,14,7
cds-WP_173027981.1,1815,2249,1309,1180,1651,1702,6885,6550,5345,1235,3416,1040,51,32,19,1983,1270,5192,4149,6304,32,86,38
cds-WP_173027983.1,1816,2180,2027,2440,2656,7765,1533,1572,2404,1655,7136,4839,1068,1297,286,2608,3055,2372,1475,3147,208,144,192
cds-WP_173027985.1,2548,3462,3007,3573,3679,10413,2385,2292,3487,2352,9140,6014,1293,1612,437,4177,4781,3791,2702,4791,296,188,271
cds-WP_173027988.1,2198,3579,1343,1553,2756,2601,1134,985,795,162,542,215,27,17,6,782,796,910,583,1139,11,31,15
cds-WP_173027990.1,1655,2335,1486,270,969,1467,3412,2093,1381,88,628,255,18,14,14,1597,995,1217,389,2229,8,31,18
cds-WP_173027992.1,721,923,428,494,424,568,1079,444,389,199,220,174,15,11,15,448,319,381,257,489,18,14,3
cds-WP_173027993.1,622,752,400,210,410,570,1147,985,852,84,433,152,15,7,12,619,432,905,289,1207,2,17,12
cds-WP_173027995.1,831,1031,1005,30,582,1433,3600,3794,3376,16,1363,424,17,8,8,1112,1042,2226,69,4111,15,40,10
cds-WP_173027997.1,440,650,186,283,283,311,319,259,243,94,242,190,19,34,28,187,210,202,206,211,16,35,21
cds-WP_173027999.1,4733,5286,4702,4851,6698,6305,836,1285,1655,228,590,478,102,82,69,2598,5359,2515,2070,2085,30,44,27
cds-WP_173028001.1,6344,12445,3109,3776,4030,2677,5065,4256,2638,791,953,460,24,29,22,3815,2269,4890,2688,7271,21,25,19
cds-WP_173028003.1,2011,3317,1043,1488,2177,1405,1160,653,1020,244,651,463,54,59,18,682,818,569,400,758,14,21,17
cds-WP_173028005.1,766,948,817,557,623,1192,882,565,535,159,647,294,20,29,10,1396,839,744,436,1090,14,18,13
cds-WP_173028007.1,393,682,308,211,411,532,1314,1321,699,176,642,218,8,6,9,282,166,714,442,1058,6,10,6
cds-WP_173028009.1,370,483,408,83,450,932,2846,3057,2864,160,1484,497,17,21,9,1648,1489,3281,855,4692,16,53,23
cds-WP_173028011.1,2424,3576,4231,2244,3164,5138,834,1295,1819,274,819,382,25,27,24,4800,7255,2833,1788,2823,14,22,8
cds-WP_173028013.1,406,498,515,214,597,1118,692,802,888,68,588,186,25,23,14,873,925,683,274,814,6,19,11
cds-WP_173028016.1,103,150,103,16,69,102,278,179,63,11,102,52,8,4,6,100,28,44,23,82,6,9,3
cds-WP_173028018.1,852,2681,1450,439,1206,674,782,299,169,95,173,102,22,7,6,1419,679,339,268,593,6,15,11
cds-WP_173028020.1,1043,2555,1843,828,1644,1446,1452,916,881,283,598,307,36,24,36,1944,952,1043,912,1617,26,38,25
cds-WP_173028022.1,3873,13301,6307,1712,5123,2742,3214,1758,1182,368,394,210,24,34,17,10411,3321,4188,3931,8190,22,29,28
cds-WP_173028025.1,475,741,636,488,480,1020,2291,1694,1808,636,1156,533,60,44,25,1240,698,1415,637,2253,22,32,16
cds-WP_173028028.1,36323,44995,36236,27905,25340,39811,32979,28099,29395,6165,11250,4184,196,139,177,49492,43912,37789,25935,44799,166,359,109
cds-WP_173028030.1,230,409,342,160,219,273,552,262,311,127,196,146,13,6,6,421,314,402,241,519,3,5,2
cds-WP_173028032.1,405,481,549,95,283,827,1910,2107,1359,231,693,222,0,5,7,627,427,1134,463,1723,5,24,3
cds-WP_173028037.1,253,378,378,159,399,534,3324,2097,2626,718,1101,718,8,12,11,826,642,2703,1805,3109,21,14,14
cds-WP_173028039.1,1988,2403,1587,1195,1394,2324,2763,2011,1549,365,955,333,13,17,8,2314,1756,1875,1347,2318,15,28,12
cds-WP_173028041.1,485,548,649,83,147,724,5318,3603,1776,154,650,292,39,26,10,683,620,941,596,2060,10,40,10
cds-WP_173028043.1,10131,31995,12642,7675,14387,6711,2084,2013,1975,426,694,330,49,73,32,21454,13182,6832,5738,8843,16,34,15
cds-WP_173028045.1,1401,2427,3211,606,2478,1904,520,313,243,68,128,88,16,18,6,6264,3760,1089,1145,1839,8,8,6
cds-WP_173028047.1,2109,4390,5691,944,4555,3604,551,389,344,78,185,89,27,35,8,10174,5876,1684,1503,2830,5,11,4
cds-WP_173028049.1,1795,8318,5561,1003,9654,6234,5860,4063,3453,670,1560,796,45,68,14,7481,4065,12915,12191,16388,64,114,60
cds-WP_173028051.1,11738,35092,14592,7772,17973,9114,2237,1627,1734,465,994,897,180,258,120,15279,11185,4613,5110,6518,66,86,79
cds-WP_173028053.1,6970,9952,2800,4923,5464,3702,1220,875,1264,195,578,285,25,25,14,1285,1872,748,585,1131,4,17,5
cds-WP_173028055.1,8479,16324,5953,4370,4680,5291,21095,13044,9385,2312,6125,3398,382,411,159,24226,5785,12671,10260,23678,70,193,60
cds-WP_173028057.1,54,60,46,57,60,108,241,111,106,143,320,602,97,73,21,74,45,75,70,110,19,19,14
cds-WP_173028060.1,2183,4609,1995,1269,1498,1996,5501,3808,2952,745,2096,1028,133,128,72,6594,2251,5256,3472,9663,39,48,33
cds-WP_173028062.1,184,493,330,186,311,601,1224,1068,782,189,887,423,44,53,45,575,282,885,443,1462,19,33,21
ctaB,863,1405,1130,838,1006,1588,24371,21998,27346,5150,10942,5974,72,80,90,2308,1975,25367,14139,27569,137,302,118
cds-WP_173028068.1,2193,4097,2512,1852,2309,2880,21026,12101,5825,4523,18522,13881,397,530,308,3745,1797,3883,2825,6173,271,275,215
cds-WP_225866747.1,663,737,547,360,552,1209,1149,971,929,204,660,307,40,26,9,1028,838,792,471,995,15,17,22
cds-WP_225866748.1,526,754,578,430,951,1675,893,622,749,305,2452,1261,209,96,27,709,569,527,270,758,20,23,10
cds-WP_225866749.1,465,630,442,479,541,862,1121,1223,1289,263,662,268,15,9,14,604,680,1170,732,1315,11,12,5
cds-WP_225866750.1,76,93,81,54,66,109,194,124,69,24,128,49,5,6,6,66,37,63,22,145,2,9,2
cds-WP_225866751.1,2111,2877,2135,1658,2545,3656,1849,1603,1764,397,1081,501,67,50,28,2300,2447,1572,915,1997,11,58,9
cds-WP_225866752.1,3896,3869,3918,3098,2625,6196,4786,4515,4789,1304,3728,1724,267,258,99,5372,4309,3867,2103,4564,76,94,55
cds-WP_225866753.1,47411,33700,57388,23778,32640,70887,22769,19912,31936,6138,12285,6125,833,667,369,104151,131369,48027,33733,50410,281,388,234
cds-WP_225866754.1,323,347,532,163,297,794,149,180,122,21,149,44,9,5,6,470,358,182,66,221,3,2,0
cds-WP_225866755.1,7370,12066,3890,5121,6530,4434,2717,2025,1954,391,1442,661,75,94,43,2581,2393,2161,1918,2504,33,47,41
atp1,102236,66421,90071,66985,47891,115098,11341,13218,16174,3935,7726,2533,636,317,223,75774,112182,20738,9550,24575,157,244,90
cds-WP_225866757.1,60,63,75,36,86,125,707,508,781,164,546,246,15,14,16,217,175,670,341,733,6,11,1
cds-WP_225866758.1,36,71,47,34,46,57,168,94,64,29,197,72,7,8,0,105,29,80,46,114,3,5,1
cds-WP_225866759.1,1182,1465,1550,1015,1075,2472,2526,2073,1949,604,1952,1086,129,105,55,2659,1971,2179,1420,2674,32,48,48
cds-WP_225866760.1,682,521,817,338,356,1176,1641,912,898,207,472,286,16,20,12,1116,1058,717,316,1001,4,21,6
cds-WP_225866761.1,19029,67485,20956,16389,13706,19622,46293,47760,34904,4623,16203,6194,839,866,974,104863,24813,53747,36346,87806,519,953,447
cds-WP_225866762.1,275,386,254,155,214,354,737,510,379,84,314,99,13,11,5,562,419,448,396,680,3,15,1
cds-WP_225866763.1,3350,2910,3414,1308,2640,5583,6337,5877,7593,1111,2860,1257,30,19,24,4860,7505,7348,3890,8738,45,78,29
