mz_rt	A_C_0	A_C_12	A_C_18	A_C_24	A_C_30	A_C_36	A_C_42	A_C_48	A_C_6	A_LV_0	A_LV_12	A_LV_24	A_LV_36	A_LV_48	A_HV_0	A_HV_12	A_HV_24	A_HV_36	A_HV_48	B_C_0	B_C_12	B_C_18	B_C_24	B_C_30	B_C_36	B_C_42	B_C_48	B_C_6	B_LV_0	B_LV_12	B_LV_24	B_LV_36	B_LV_48	B_HV_0	B_HV_12	B_HV_24	B_HV_36	B_HV_48	C_C_0	C_C_12	C_C_18	C_C_24	C_C_30	C_C_36	C_C_42	C_C_48	C_C_6	C_LV_0	C_LV_12	C_LV_24	C_LV_36	C_LV_48	C_HV_0	C_HV_12	C_HV_24	C_HV_36	C_HV_48
152.05659_8.154	14741.564168224792	40663.71357592925	21846.50077848288	48846.67657443924	31362.141798401335	67641.2481549777	65971.06500246553	45865.46343493339	14937.770887686995	13032.24055973334	22837.007959294428	67277.66824543632	328615.36634712253	182503.5125880199	52179.06938521361	99033.60391010987	75507.84880493852	477264.1217363007	269651.19712225965	14093.734982396956	175489.69168258394	35384.002390974514	35212.69810821334	60592.303651717455	44553.82724364583	68213.96741330315	60841.15384915248	14239.063616841664	26145.092398018864	65133.329179529544	50697.807605110596	513185.0404279471	336340.5435859468	63582.411296973376	108673.82746834816	60162.80991098602	227659.07060801898	221334.1302208786	40304.133652987715	62413.36488488752	69300.53705998963	36408.17477982474	27920.59247724742	59034.22190696777	58981.87613606464	59503.64417785219	65703.19968366096	48040.56506303998	95429.14256543007	62632.308581525685	404131.7780177322	408476.457953674	79263.67480877582	205695.27558076064	109925.08923491754	135174.35350298983	162349.36792497966
152.05672_9.556	102665.81530734984	95817.57327532064	85941.44429103004	77127.76560748651	95613.88578456495	147078.58245844717	113636.40700632865	136718.51634842023	91437.62128656678	82071.80123201889	75980.39993310724	80979.36073266351	139477.20589337504	150447.66105258765	83994.57072693313	93465.55605228117	52128.79677050028	118233.31236768315	135766.5581601694	84849.57469006424	110389.12506162626	109640.96664497154	59846.00707000456	116662.82269100816	116264.67053556726	156546.471090937	145903.02071206283	85395.50453855042	88248.87289010579	99702.09769806439	74387.46846166822	168036.33215719843	210910.3142299528	69574.23191164968	87521.80414821648	48750.547560948304	46991.866576075554	136552.6042613762	84533.14308730805	129143.22306598302	174981.1726742447	89253.26946279961	92566.05874843658	174277.9718318438	168109.87800973657	169546.82788687065	87416.69106097803	89238.85378431962	151434.10860038467	84142.3914763998	173586.79021774937	127908.0243260837	88767.77606564375	122525.17828157364	105117.33221334624	73707.15168933054	90318.6460307527
82.06575_11.246	11349.898402313087	20374.52074429164	16849.962835675018	12835.61294683706	15021.964846176443	13247.262725555707	20453.76526341187	22974.006339929827	1228.1075061403385	7691.567191838282	817.3903350362147	16230.523239478189	13948.712535256587	13940.371756670354	7813.147378132511	10673.301101380292	5709.742115628195	8160.836640245905	5757.809200878458	9875.552002954211	7768.28320225628	16226.262765595915	17603.78472836889	13479.02244116466	17923.419521796495	24797.365096832174	35898.21880063964	10065.565174374491	8895.299975646945	9242.405922092754	16898.84779279929	10264.133143999195	13739.104539212705	9023.4162907103	5589.51126876468	7328.799692865419	7114.477924354186	6766.698384871352	23243.45505327953	26153.407437131445	21384.02619907363	24534.855872534194	24292.1828982935	24701.71142356629	22350.05474517459	31533.020224126034	12842.36453219537	16178.681479955145	25202.85163099153	28676.73536426611	15830.069766216473	14142.665391421035	18549.494382278175	12473.698521043021	13304.700904840121	6649.136447298622	8943.192333538196
154.07202_9.838	95430.02	116228.66	171361.92	150165.26	5842.32	728527.68	228805.38	566338.44	110288.96	52173.56	66931.76	141498.52	306340	2108.66	76721.4	83881.84	19130.67	11822.573333333334	15704.79	65963.58	124239.56	186824.62	285351.56	250485.36	549558.7733333333	1396589.28	529730.72	8283.98	77688.96	205384.14	267808.4	224288.56	47964.4	240352.6	79394.48	30835.95	12873.114814814815	18244.44	163896.52	334321.24	252571.44	341838.52	157370.04	645608.12	364366	629490.6	219193.4	131005.4	397157.08	378537.96	264560.16	338.01	121179.78	169208.9	33442.79	14657.14	12943.67
154.13374_9.633	6528.559383196785	8974.71731241843	8682.605948647075	6801.957182508813	7446.405774943382	5443.504806711235	7733.964484004404	6240.525185690628	10046.11113931573	6921.758356265631	9017.08839461645	8936.378360725615	6234.260358315997	11385.067885013887	6933.844772761808	7730.371096993011	5786.11730334228	13062.678436587801	20861.357835063056	8137.919334919448	5733.309852013291	7550.645255900661	6578.635790868077	7987.3392268921925	3512.9733674351305	6338.508198030126	5438.008043656946	8695.911445004493	7651.675504922064	13096.512129359831	6716.0314034788935	8091.704359163285	17020.23127545443	10816.126694403367	9498.912621968637	7894.57411694122	9178.888371786408	29937.703150764304	2802.17698500905	11345.59366206542	10234.065224960854	9479.019631807403	10171.33837424735	5984.230873173731	9135.638956266686	8305.037306373191	10277.257476100307	2256.9715289787473	9500.26748240452	6728.827017832856	6705.259033603199	2104.2773113432345	3870.3745649183616	9018.524053383275	9855.092382095863	22217.56785934892	20982.87696754857
155.04285_11.085	16066.709568083488	56759.1872171775	41258.62993333037	8494.713504039004	49842.96834682363	16381.52213020911	60239.724989563256	14917.699516198809	22340.46357380383	18981.47754180588	11154.441956074535	32067.411101675527	10419.335529012946	7233.815391184545	35730.694691660785	4287.272281114061	1995.6387467441161	17971.758084731442	5777.423499850697	18919.067707542716	15657.156809168071	35456.82035739736	25976.68657323929	62745.80832797642	9653.977418284938	45786.076056050464	41349.75292603978	10868.93666120531	21976.39695093166	11877.21468033646	11304.007724857505	2788.615688529122	27781.92079501607	9395.091915038385	17385.8288675981	3362.358846363675	3798.738846199716	20401.053702154815	33640.29892386032	132684.33466024912	49430.276737370754	49637.425054754196	195374.1571896365	17819.42808239234	82349.01146875967	76179.26234787508	14558.407955398969	23299.818672885216	182462.0486136922	86769.7483983781	18193.662465811056	110882.9676914702	20315.409041066632	41477.86515849997	15834.367445390952	4253.149071826935	3762.599562249799
155.08157_9.709	80679.22	92852.84	101258.68	102796.28	84185.48	119386.18666666666	96959.3	117686.96	92182.76	73394.74	54424.96	93230.77	110367.84	80525.39	72955.6	68888.8	66010.76	78660.22	74793.18	111415.6	92365.84	89555.32	109810.53	100288.24	119916.78666666667	163388	121564.11	103533.12	84944.76	86006.56	90601.69	85200.39333333333	59827.96	127226	100878.08	100363.79	76799.33333333333	112280.1	86362.3	97024.8	98146.36	103908.35	91925.08	108248.19	106993.22	107866.42	95414.44	77204.36	113349.24	119800.68	102010.34	217362.42	88808.16	108436.68	101020.36	101054.49	100192.65
156.07669_11.085	367454.7975662306	484853.43577329663	321915.3897411875	317154.1175390349	482772.1629862168	375593.8074439423	417658.1755904591	593913.6792852905	647460.9868273899	258236.56723432752	470868.9136273733	297545.6698858797	387808.2696075574	664990.2994657571	223226.97906617756	465227.6328867086	182949.04437816565	307906.97317359626	461795.6162098875	438320.87163456576	774167.6202178678	408227.7065285458	323063.1302199637	360696.1770704754	486480.6998975834	479466.44463936967	553198.0510925421	826250.0226675193	325815.1306151535	395007.84059761785	365230.8719937483	429190.7598743603	489513.69940920896	284656.6248100407	330111.0154786423	276220.1142917949	406427.90408437647	462963.1532278383	330457.9339048222	488964.3061600767	392112.8140383253	337003.39213592565	416910.1076434664	507186.29375059326	627820.0883860727	656237.0952222706	302331.3697896585	271104.10428484547	448354.9705079293	325242.3478621382	619469.8071534917	6862820.517575785	351520.51423746743	453884.0019445368	353564.77233793266	563607.6089765447	325974.0431510035
157.09721_9.022	43099.806651298386	92851.31009366928	111291.77840456826	116163.77274311503	113442.59273486445	104269.38846402896	110423.78707330326	101445.40316583062	104510.70974861612	51940.641725896014	98334.59435126916	172901.27234502288	187919.35742632888	188286.47255560916	59841.932100501246	176312.57860956586	235145.6087373761	395747.5832861928	316978.9988171791	54471.94841282163	144458.7260480691	143963.20696027527	168268.04136292636	167298.97142012924	161519.6257417458	158467.70708246005	178299.59854751182	160965.7505790847	73514.96012856354	649764.3044405509	569327.2629177048	522318.5634574844	421400.19344813086	86650.45100149009	178784.73377008314	231239.4646063073	216578.4156654434	369118.5488751849	6515.99819449148	71886.56207506935	74186.60105724233	69262.26700624278	77599.32918654982	68943.23674889411	69865.56252385592	77432.48755009417	69491.12110494022	27745.268562306497	76809.4126250017	70717.69121690636	75251.1285043817	646189.163614064	32627.688026223404	94494.53231331316	106413.7322774311	92058.73247155768	98405.28878311835
84.04497_11.206	1857876.6410948008	3537639.7899803068	3152917.1211836813	2260156.0648337384	2675116.9028352816	11908.610259335055	19614.413649491828	4609425.650124094	1688968.4900297723	1703065.1832333622	1267803.516725087	2299498.7483146028	2384185.8096371223	2406945.2872013925	1488750.78391571	1171401.746390589	970140.7039756993	1258219.9297720673	1089339.2865988503	1662363.2337513394	1495247.5082261916	2729530.4950862573	2628612.407476353	3139766.538998467	3571518.518183708	4588407.172108444	23330.246674224065	1337241.3444136777	1942522.321992828	1427074.9274454	3015918.215402373	1700663.7555656834	2288532.368366757	1444907.4392828017	1066987.0833742989	1256134.5601882825	1549865.1488905703	1047563.8234476222	2590348.4944881755	3471238.3352551013	3177919.512144246	4017735.7805728843	3815405.248682646	16421.67701076354	5518380.855427797	17971.252650374634	1679310.891803927	2248268.5434434405	3533471.475894824	4056265.8366264976	12713.490352970915	2281844.195718509	3225634.966563227	2068936.633451431	1901636.1608445228	1031187.4225823157	756033.1609609963
