mz_rt	A_C_0	A_C_12	A_C_18	A_C_24	A_C_30	A_C_36	A_C_42	A_C_48	A_C_6	A_LV_0	A_LV_12	A_LV_24	A_LV_36	A_LV_48	A_HV_0	A_HV_12	A_HV_24	A_HV_36	A_HV_48	B_C_0	B_C_12	B_C_18	B_C_24	B_C_30	B_C_36	B_C_42	B_C_48	B_C_6	B_LV_0	B_LV_12	B_LV_24	B_LV_36	B_LV_48	B_HV_0	B_HV_12	B_HV_24	B_HV_36	B_HV_48	C_C_0	C_C_12	C_C_18	C_C_24	C_C_30	C_C_36	C_C_42	C_C_48	C_C_6	C_LV_0	C_LV_12	C_LV_24	C_LV_36	C_LV_48	C_HV_0	C_HV_12	C_HV_24	C_HV_36	C_HV_48
188.07051_8.456	6854.38	8335.08	9376.2	15607.99	14885.32	24608.846666666668	6528.96	27774.22	4886.16	5628.64	8007.98	17653.54	27452.066666666666	23353.65	5770.78	4348.48	3457.76	23461.373333333333	14871.37	3077.18	15645.8	10751.22	16446.77	17784.92	32364.616666666665	20548.42	26996.62	17158.94	4857.14	9023.94	15438.48	30121.23	26680.63	3962.82	6704.24	4433.63	26014.94074074074	17072.35	3162.48	11281.26	17028.24	18844.21	18285.7	24926.32	31759.16	36129.38	10956.04	7343.84	16332.12	16365.6	31012.34	1236845.92	9370	14821.6	13620.14	22556.37	12459.7
189.12337_11.811	4548.181436267518	6018.188129283948	8062.105303521942	4573.115570460088	7303.855853064863	13724.351116625798	12418.536393134988	12866.063255212304	5763.154113673038	4553.708171600288	551.5649364316748	5988.121822624691	13646.524209583773	7270.744830935034	3588.2140899489737	4893.425506530182	1630.0305877484964	3023.210736088933	8394.681487610484	21002.143802817896	11948.649024510549	1540.1112756850896	8764.241034193637	6461.962950753498	16889.760308506207	26225.239123678082	14582.63394469343	5105.308158444277	5875.400230023701	1361.217512864187	5470.762408522514	13816.13129825843	9066.693157186035	4989.202885240856	8144.649905198986	3836.604481299325	2267.265783478557	8535.374076958304	8084.3320003472945	16363.645988636403	1026.5713080454825	11867.46050910821	17043.046152190433	15571.369215893581	11882.38207088894	18798.243626181848	4869.874017387268	10311.315719782677	12479.675140096782	10547.334941557257	14835.670120402914	10617.261885563268	9276.222353287945	8500.237003750803	6978.569262792165	572.9353221204059	4130.953264386647
88.03971_10.955	3184.123092408379	7173.61592309095	6643.037775459002	156.8492971316787	7187.195011058111	127504.37805702187	8016.906882418049	11341.678589864325	11453.985938548683	35827.41376571045	356.8883878227632	438.91090367625156	2061.612969944419	16927.90325152738	257.5590089050022	13254.774010894685	17645.012522916782	222.95502145501334	102804.24848811216	4310.181324657944	8348.619974926827	9485.028473036167	11201.787220269101	113233.1496649573	20438.136069130585	11183.03581585305	15141.096043899448	5869.022406477031	41123.58329705467	590.8153136753498	14137.279149497912	19068.53510132418	26361.394226617365	408.0039471512583	7056.44147320364	13496.268182007381	12710.914284518043	12239.19341270587	6159.784017908434	2352.3524798838994	9016.596311792999	11974.007478633494	10204.123323337839	12459.819434097717	13043.508634386386	175849.65726362227	127.03565943290933	6301.325597799898	8643.823665096099	10757.165109134501	10844.197006238135	116371.17852536608	7370.860699423964	9372.760079849644	120.27977017696244	11110.53949234041	17324.177598376427
191.10246_10.697	38709.09748518753	29468.63531853776	23511.215765166857	25018.116711601404	17905.87255662911	16442.719975293836	29166.73604312203	37126.20399673441	6144.250622825482	23058.95771052701	19555.344050843498	26001.271308791755	38020.38456997175	80273.55109693528	22215.961683153397	32432.771758026392	47473.00430523185	43901.82497436367	57460.293726474614	23227.64519424399	39809.20988820877	28901.453445561994	19466.44658039312	33001.55666616755	37937.703651132295	38078.11921320754	29066.934239229387	34160.01819916154	17183.062864159663	27659.111816848905	12350.751842871128	34671.4365948334	106945.63415895311	9118.465344103275	20333.15599366384	34655.851130144	113806.83824820323	65088.08099454335	7656.2156300041615	29877.63192918376	25421.438486274914	23447.449317196395	21407.69955647524	56701.62704373667	28278.179619368984	52257.93133144154	23319.570315961293	18749.11069445423	32474.683993685365	20473.59459153263	59313.099286159304	64810.83670650057	26105.70801975528	24630.897349119714	34169.494303691456	127328.97128308703	53491.603277359
88.03993_11.45	44803.3	111663.72	53143.24	5873.47	82048.28	7715.713333333333	55303.54	128720.68	14034.36	40452.52	44939.72	64308.04	130048.70666666667	24831.86	52487.42	43851.4	16185.26	95440.01333333334	11938.87	48287.28	54980.7	40991.14	94913.47	11115.24	107033.98	57017.18	180722.58	44205.22	45521.68	44141.32	86638.15	65627	67495.63	44756.1	45816.7	16453.56	66765.02222222222	133011.79	79599.02	140033.44	85791.66	13075.93	166054.76	130579.12	90736.96	15939.85	48691.4	56508.34	155033.68	148590.4	106414.5	21313.19	85769.48	81429.28	12830.98	12935.52	8948.69
194.06726_4.438	42653.84	84130.7	59991.12	44840.08	245015.42	5188.883333333333	79669.38	24236.66	37168.68	44496.12	62042.16	45681.96	22959.966666666667	34332.2	41304.62	61861.22	29434.93	5237.96	10625.42	45311.9	38631.7	54409.5	42994.45	51310.6	24548.88	48259.06	33181.24	279435.68	39809.24	49661	53141.92	10182.503333333334	22709.7	55676.16	44247.84	19532.48	5271.985185185185	12871.97	63592.28	87991.12	73469.14	37327.46	70699.4	40905.74	103101.68	60815.06	60261.4	64939.92	93797.38	38093.66	34828.6	175.86	32330.68	60442.7	22661.38	11813.48	14595.29
196.08298_6.269	398553.32	532481.6	436802.24	1127850	372511.8	507857.6533333333	823865.84	978850.96	89151	223961.7	547653.96	920865.28	1245488.8533333333	2929.92	445762	142041.76	60018.2	92551.10666666667	87949.26	161373.32	610570.72	273719.24	1305643.28	1035663.6	1002773.6533333333	675526.96	1161379.36	461385.88	274721.22	388243.72	640201.84	664356.0533333333	247110.22	245737.08	306476.9	123238.87	50932.46666666667	190807.06	734047.92	999900.56	1065135.04	1214346.72	659127.12	1165567.2	1320256.96	1677184.8	623197.28	394396.36	1406603.84	760185.92	950388.72	1228.86	405247.76	406656.2	144098.29	67855.23	91956.5
198.12364_9.621	15576.93461902096	30699.381544609634	26298.06182354597	24888.35313884859	20350.979339701462	37533.9541657566	21932.97372143196	22410.81432741534	34607.27009419953	17525.528505550406	18159.72182675566	30961.188212110927	36687.656408723364	51451.568569397525	17805.330212089106	23585.138140363597	19079.844024694285	73769.10027794314	124266.59679823171	21935.70270424329	16772.544324684724	20931.325774967027	30104.655851084684	22925.478602912	23673.556289579552	18185.163377286848	20653.993067795065	27886.080493775433	22875.4331321273	28659.774036335497	23825.962669146586	50489.68309713528	66091.79548180845	30437.0595152711	32771.69169335354	31710.66006326038	42046.15736751231	124522.24574845909	15406.685265890861	44052.85208504161	37450.22825066192	40763.3000606665	33680.52319618676	30124.724490325832	27850.198699953755	32996.340049577266	29051.999486141678	9791.726450074355	33758.06659818136	29157.29914821675	26710.38921719509	29782.14939260162	11119.102503661947	28832.63277275056	38890.261747295444	107193.01917275308	95301.54243504709
201.13461_10.165	2742.588746704568	8449.581775846755	7703.415332106373	15443.847229342358	7828.537538800629	33308.81662062905	12436.960098668607	20600.261966971342	7559.072702577089	348.3017240508183	7616.39497314386	19723.033090335703	51594.35377890912	42342.92786072355	4434.748916386383	13361.468137563264	36310.87300938696	122606.17379694767	125001.34287868359	7470.180757336502	4063.325160627232	13167.89794247241	17008.22817963727	13849.650922262079	52930.11946074957	14913.253730100098	32775.810353366105	8516.878869815533	5175.5192475029835	25928.777026646472	24072.432007194344	77625.71691949626	102947.04126111174	8219.653398444294	9362.8323218806	41967.89142161005	106998.20434390142	127688.1428990516	10632.659607438964	13592.105784379875	9769.668648992916	12524.06717606402	13876.793322362148	15913.211922752622	8806.845197063103	17714.40955752551	6571.502488108141	1221.2196736753774	8218.346103190006	13717.88288490034	19320.240110928236	148237.1313108016	5930.0720663813245	12047.45065859557	24133.570314963512	22254.7233701082	12314.255165084067
203.11417_12.38	1850.4516730959194	1327.9767926159195	1196.3509568909951	1833.2114963861275	2371.5465337859887	1843.5433414048182	3240.1506918810696	2037.772410519504	1219.3155694518798	1339.8499867856124	1179.3779932674242	2806.8725093267444	1820.4243483667187	160.50624788941874	751.0992739270597	951.0290057382942	762.5474746886483	2435.314591119785	3969.5723767010577	1217.2346170352678	2041.941820507124	1310.9928967497897	1628.1455813653893	1664.4126580756586	3709.318049259147	3434.239477874642	1919.3071697279956	1600.9405338717258	764.8907537526784	1020.572819207628	1383.8967342447888	2659.3756780453773	3626.43430900809	912.8808139992668	2270.408335833952	379.6537929213358	4893.9278660783175	3060.3627877097215	1122.1206379525772	3909.051869496237	1727.3203125061932	1978.7169001685456	4059.3746934574697	1982.2213093664757	2856.2534398818016	3132.8113431296597	441.4852378397801	692.5630323873125	2116.739665536336	1906.2535412531904	2563.4334984897164	7484.0652168199995	1492.888169356181	2193.9874158055663	1618.408586806361	3989.46228637576	1949.0451540716504
204.04909_10.836	5635.521737234953	12111.498732679482	12721.854561378006	6505.594306672323	202.76915404963177	20694.674290204195	11455.194434128885	14076.015399719116	4826.351637768969	5445.212660107886	3154.3688700001167	5970.520404084077	9433.563014432479	121.87862058892851	11367.456955417769	7252.9059747129295	1041.0073972049331	2112.6630567827024	184.3052859470928	5527.79981474096	9270.060213379638	6316.156990612351	20182.431707894226	21838.835327489087	1836.5267510297306	11535.804674200619	19163.414412561437	92.3656301911662	10013.534580408446	10988.374052739971	13857.341947030623	4223.200929455213	8611.051208203357	7973.351894442998	4833.130888407479	1253.1147922282362	1105.0606099012336	2240.975831067165	19925.567131221644	17533.99850707964	26682.38300179709	22732.755577936558	14291.276723590749	23498.343564524916	13226.92450280878	44560.68840785066	10200.733332016274	9345.030572371483	30634.038503884407	22850.399302701182	11698.495977795727	0	8761.3104639535	7297.162971940016	5005.269979856304	262.7973094982237	758.8130462081732
205.09711_8.457	7907.66	10970.4	13413.46	6006.77	18943.5	27550.22	17311.44	34548.32	6179.16	5512.3	19107.8	17392.74	28777.646666666667	26128.83	3450.68	4265.12	4825.61	24729.34	17501.34	3675.2	17926.44	12803.34	14613.57	44342	34477.863333333335	26178.5	30427.75	21692.36	4631.24	11737.24	19210.41	33531.53333333333	27572.94	6585.44	9349.6	5927.86	30372.625925925928	19414.41	24300.64	14940.5	18975.3	19704.45	21230.34	28442.04	37612.5	39657.28	13116.06	8980.76	15879.6	18471.73	37284.42	1371301.28	11302.32	20281.32	10161.18	24885.81	15846.04
210.12384_2.759	4207.868295763439	4769.684414447199	4951.65240059144	4323.828975913898	732.6840450413309	1315.7534327277956	7683.635972433323	2716.5255140747004	6092.895784470668	1115.1318814638114	4928.398030642625	6363.636868143946	3028.4836240257837	939.1614869974163	5432.427184339146	6078.212305159299	6101.583240715055	4491.77971731452	18016.892152462216	4373.9160256868845	14298.588211767625	4968.90108623117	2926.722368974099	7910.645096944957	512.8149917467213	1869.0086384172446	3905.993474596608	2227.6929777823434	5339.343197154373	5850.145793452892	3275.698614398228	2391.748240491944	11743.808036068174	1912.5431988944424	8543.91003859508	10307.520833922585	5074.619564705204	24876.03796788498	5437.927429746143	26785.390375476676	6518.269539698857	5341.731081061891	7920.23229131535	5894.886654183374	1249.5296666518773	7061.099144024867	7475.7934163466725	3235.314170569354	36837.63429060843	5134.469800368541	6205.751184075551	1513.9295472077172	3920.5558247317117	5248.075210630699	4203.030632852647	12366.918081755526	10518.276933338691
215.13928_2.757	6834.143748566839	5315.845245212644	2594.979334612278	5685.7839178124195	4220.457562645162	6527.155766286826	6450.180514708531	9571.756434148676	4552.952100731625	6226.143969578865	7056.3025883784	9456.358548601629	6862.759601889847	10429.993593814635	7470.760897604957	2736.7551278531923	1906.0186627002092	9219.063179607705	9454.946597631526	6336.906246657462	5036.49079150325	4839.36798860509	5469.930750334601	10598.868479844523	11860.524712461343	6793.36398099956	9123.866847002384	3757.998408635567	6833.186869591414	8411.691135858975	4959.007909223625	13667.557825241327	18332.01084690212	1395.2566153333566	3817.025564296668	2096.4660916649427	6894.6891848028745	17937.591127899785	7472.402813113884	17925.395270271427	7978.503810181935	6065.761816011332	20700.864845734148	7958.920160574635	8646.890354428817	14681.730697572031	3391.838794345781	3440.915184876761	17808.722491285967	14881.81483259651	8220.674891549785	94623.44759878161	6200.307897281698	2890.3486280102243	5961.198451563158	5824.82145580842	4065.111848161707
216.06311_11.872	90.95638072411332	909.0655328425221	134.91996500430966	2482.321404327746	282.3894866098465	4154.661007307236	2378.0038690471656	3160.0257017942054	503.1631265354837	178.2957259804985	687.7975932851406	116.41082147975703	9066.15067596961	28221.430305478258	224.39199996745702	5242.560695433146	26263.469310825574	114590.88160494814	23521.61059935797	594.7307131444311	1904.04370719064	1465.2781733640588	3063.0480697615317	3034.489599710069	8459.412712907986	1832.0368863484712	7654.365883192808	483.3561748771268	894.9042986046225	3578.250184941337	4318.9493946247185	16640.55174815341	52457.05948030556	91.61951721023091	2781.7065825936406	12002.583862241967	43180.19541265474	57288.32862643947	71.48399439235416	2972.879706379479	65.07296216124753	1193.0900272310048	1186.8025169044176	1811.716798618025	1144.6040993753415	2704.389913113248	762.8563683269888	222.6771928301948	3384.8391365359666	2810.6112326788066	3930.8380243959855	87556.59665877483	394.4561317427552	4646.965500167353	15594.516656386797	5036.40913156414	4398.276747951678
217.15454_2.373	1094.4452926129413	125.22027370763205	1922.5230718002767	2553.718159350226	2279.0444207504083	2279.1518019989408	3988.3852556027437	3763.4633635977934	4871.176351894788	550.7570201361585	343.8974228802022	2313.371158021234	3835.380274091407	6268.711585311036	1002.8381198877587	2064.4689491294625	2401.13256161378	6619.547245605137	4548.69459625649	2107.8879013793776	3037.3626833211	4165.5696835258095	1243.0542450151536	1216.1346948242276	3698.733897426259	1933.7211523552612	2345.250708217849	3591.243690509785	1878.6615211024605	606.7625425932819	2847.3261561186437	12234.503704057905	5871.69453613989	885.3570695490287	2621.617711106492	2090.8658661985364	13608.561443709525	4966.70359925427	643.6869865859928	3560.223448655022	2584.6698793273044	1797.8601447515473	2333.5339637391635	3123.3884834025275	6696.535041070665	4329.968564073321	1675.6619297754455	3201.8727701261337	3289.3037283261597	2695.1385356115147	4497.320016580166	726003.3915312937	4724.042364429251	2493.0962907443377	5662.9784810550955	3895.3269975151347	3490.6540867940894
90.05531_10.886	292709.8974036718	400252.810206356	195657.06126286887	21418.847447876567	166418.79232026392	150536.44906236467	172193.65355035086	468830.0080081272	271200.4485868516	185382.54911187573	172985.78732518453	200946.3965237259	73120.10603406659	692069.49999908	147860.2035610755	239486.64456031367	152250.9330671277	20259.56337928631	434489.85745773325	170642.56362365355	395750.369426167	147205.21055375895	76089.7735325147	276815.5448194839	401872.0254979269	328692.8818556589	459454.5499676955	290971.7728459742	180711.05736476288	196982.75854136233	231373.6836604806	309632.18708551524	422467.2672496523	37783.96551080211	357919.2092323516	189230.90919098284	522389.57706210966	350745.1366514809	204326.45768525024	396104.6568779054	78045.19337107049	74511.47210717354	299450.21516985836	440781.54621795996	395301.3680562752	507289.21433500247	40656.96859253708	214319.34119909615	77657.09721179688	313509.49968915916	563690.9848496172	54118062.86844811	252962.44779044553	612315.051751778	38906.67651217286	396610.42229158484	363712.6986253443
218.14969_12.556	214.90685867201543	126.91035576846693	115.70694673521204	414.2443034110251	77.75237504132154	3498.103181835777	1182.0445704563028	2324.1891607220587	125.09297521562713	132.5454398960038	79.47486568888623	1271.2211865891682	4609.027016970082	1950.64794010525	194.21431068623448	245.15221765470545	255.00059277819074	5914.854123660054	2767.0650315810676	11434.239439451068	4535.993920017793	143.34007286502037	1269.6907788368067	529.347416260322	3336.695391754422	915.4739948787121	2349.583750078688	262.1552421425866	312.52745360843994	91.36802918232472	677.9984215028636	6456.568122876832	7025.107453614358	87.06735256327391	2136.897294462925	208.6216054554243	5826.829297786403	3133.628924031823	62.14305450355086	1528.0145493280395	1187.9878197356534	2078.7783153553905	56.95278959826777	2175.6648446782665	2476.3919629112156	8045.4786101811	82.71824202046382	170.34784157010213	1648.479505770132	2579.495642767336	2951.959276381452	224993.19749010698	98.61025485618153	124.5791389621483	3308.1973972267137	395.12334008133524	131.77221115688323
219.09772_11.16	53995.78209379616	158772.5522735553	47515.898796135305	64808.73805007527	91602.80949705158	64744.67471835705	72740.17349447976	209219.6187837652	58442.72096782458	40090.59964514089	75505.10772317612	45284.82665127766	104201.52063066696	89789.09515332505	26542.700610042884	48807.01370174884	30317.87558966817	18.508714265000595	20867.964268396987	5790.334382516205	57451.90915260491	41122.404407447655	43377.9885467374	115278.14846179105	55618.14642873235	129676.05361441907	81523.6579469917	59955.39116433922	38072.162546477186	40934.924036304306	79384.28117877015	132410.42793023016	40298.01930866831	14709.665625563965	56760.399413277104	32119.118061733014	29294.53776367848	20438.130011810936	67952.98494200353	134132.0615918459	48743.510948050425	159497.83166401347	122214.90644097247	166660.6323496934	92691.75266175605	99117.53020971759	18642.261892827606	41778.510757177886	136758.07730881558	144544.6537307853	154114.1727643681	47146.83919515448	76549.22208886716	111596.75163628874	19999.383701916107	27299.480915918663	14430.37939087974
90.05537_11.144	227632.82222297543	363771.305098601	183717.44954513488	212886.34920973808	320840.1213485026	386568.35669702373	362253.18944970606	487378.3994518616	233306.4564391748	149528.83512153773	289786.6953890068	215415.30530992977	479865.149492098	725433.3109190039	151508.1969230016	220663.65344314827	140631.17883233528	295471.3566933541	384826.9509044591	147328.07691808147	376659.94920275285	228561.68865774423	285163.2463126485	300312.9409624135	410329.9305136156	358259.180481932	538845.1525637425	284979.4776719076	145788.827947309	349921.59321939456	237671.25326624408	446089.1928344123	540287.6958656124	145218.87199572398	323134.3472573075	172090.43007655258	403091.9677914255	370417.63458708033	206680.15867745088	430868.4288107682	234811.5875446228	391008.0877788266	368697.1239970806	485170.65726173297	388581.00201159297	613401.6246470257	175860.80285857926	198256.79207160138	366355.64011137484	362645.01536158397	624319.3842901549	7131938.6057291245	248738.80929766013	593632.6315287418	397614.1067196951	412015.4832829977	317638.99783088994
219.1338_3.608	2204.451814009573	709.0389596401899	278.6430580969099	1442.9735235820222	182.2165425059624	4772.437897537906	4267.1687303466015	6191.534703757043	1513.0054358450486	1527.4611056557246	458.1545900412673	934.4858189684298	9780.196922799701	12191.520529227873	646.0382491876979	601.301933436153	3194.267982946034	13626.71318711267	4965.6440959084375	896.9853518195534	573.0783619339339	2230.8419108282246	5317.442874261064	330.96280152999736	9532.99295610817	236.13897386100464	2564.442635438498	118.88881961415802	519.3426390246397	206.5041528619331	615.5129137266149	25460.16160788329	5256.913568755577	6941.823900205072	108.56415009299164	1072.5905362075903	22520.750825590476	6693.0593636955755	1012.7254701658354	1175.4593644895447	331.2971090252088	1264.849651114335	315.52109872911495	692.278680113056	2097.3106002180193	8964.566935773302	769.7546664375598	1034.9668196890314	4772.906500277034	538.3555600814867	9429.82058352006	1475397.4257297711	322.3574997930145	653.4227646907817	6748.3750178302325	1478.6096569802833	988.6965026749111
220.08276_2.709	2905.62	7234.5	10166.46	3196.83	15863.3	4460.23	31234.74	6817.27	3939.04	3066.32	822.46	2110.32	999.6333333333333	157.11	3854.14	3090.24	203.29	17.856666666666666	180.98	10612.44	2480.8	5273.44	5928.03	10068.18	9662.853333333333	27885.12	19811.5	2477.76	7496.18	4209.36	6458.72	258.16	401.45	7581.1	1554.32	162.03	76.93703703703704	1100.39	3659.26	3792.28	5504.72	14098.29	73979.66	5045.35	9347.02	8040.75	1500.2	4290.6	3175.3	8908.57	1836.75	130.79	10703.24	3510.22	698.87	176.32	231.84
221.09578_2.788	1053.0812549714212	851.3930346547894	503.81885766779754	1156.005983923029	1168.0187566544016	1334.258222743964	3144.2747356368595	1353.0545325489861	220.55044292412614	1215.1386650481754	1538.7005753176502	2520.4744431095223	1296.8153814723084	1380.0947733035937	3405.561744381061	91.11243682598543	37.61564221263558	2379.83265587459	1115.0227294870344	330.92060177817905	719.9422901962357	206.97870379088897	657.6168162659726	4779.227175489724	2461.15489503338	2648.2299576372475	1964.834396105489	251.16353839364933	735.7764857490918	2375.2432521075198	617.958429929231	5631.188508504726	2979.7845982271397	166.5971158372263	697.6732888817429	154.6255002260512	7877.106115093826	1378.4612250497023	2802.7932156811744	9878.804202115485	3420.188576540802	1710.1307041298794	12626.916471469713	1193.586555189246	1194.9123708971606	4394.151038668456	189.18726102934343	296.78549568061413	6189.2687701360355	1952.6443323555027	1511.3903648053542	63436.39432499811	1265.8664869293061	316.268371626604	2441.219017053618	1187.064355423221	1667.2804539920724
222.09846_4.461	46534.674757169916	56616.86424188921	67030.76106872212	72075.40624205046	228470.47065176087	351905.2626024261	287167.0642407933	191800.23976527908	36283.67471404044	34998.23260544964	12251.759844642354	82987.62118872989	45863.31103308286	3299.6908478262303	52666.88273830556	13204.100053147202	6167.184398078602	218.90392613439167	36.99087995679501	62632.48289919192	46154.07187795906	51355.14069673074	199143.65779779627	271104.0381533639	2603648.64438132	298309.6244067267	464852.8155147723	44198.62515895133	79713.49146286011	57268.641007463084	94426.5183119972	27366.373384627863	6598.539136615261	67090.95407396258	14852.232039693228	5332.254243478574	442.68530872302523	65.12064112129896	61219.98160293572	55231.49458643499	95298.00881251771	506066.56238830567	1282071.6894496651	121070.77803153869	155836.34516867273	328652.09036822343	28424.87617523963	39724.64661691291	54376.42247567987	297373.84510256647	49834.827237113655	65.71903196882144	111663.18889669664	22960.261871018676	3286.812440177399	853.2732836855964	38.73686154301616
223.08243_2.71	30877.889865640034	26989.41523071446	51419.13270659702	111657.05320977014	56572.5380847208	113390.71022644221	181036.54580989867	233540.1713399699	16007.409583840696	16134.571834934282	1661.302061296692	70951.88781759956	140345.4955978406	9470.794735492183	15601.680443262172	5290.299350560118	2548.75879025651	58.40550789080579	130.97597429829116	26638.132211345648	19230.4207733372	74292.14044696781	84206.16941728102	102882.36542223964	168766.83947378254	178545.14057922908	239250.0103823146	21585.996988328752	38856.62544151501	12232.608825818079	116918.69293825583	98412.57221850754	3447.7700299687644	26263.496101702545	5791.244636868406	2467.915093683147	162.19416964331108	54.03139900526385	31354.793280977476	36537.53666899167	54224.59762792158	68971.11893386711	49397.30806394819	187475.56307959015	420504.21437664697	146177.39351468897	28777.081949512558	28286.18485223331	39587.31639000944	64964.40259755449	68103.52699707157	1779.4303050209921	39929.22154487795	28562.154474269017	792.6559470441082	59.735771255463085	168.99362324078632
225.05391_11.245	1103.893818180263	7651.75423480149	15225.889956403824	2910.2257162018773	1649.3119948330711	922.7042917420694	21446.93849928298	6939.854918509255	86.20145837286789	3246.2539516575243	183.28799833093376	6008.17891400553	1094.1013169131722	11578.95595342709	3081.7722360310036	2545.185263631166	3300.289594579931	3877.7857715174728	2559.909766015375	2151.1043398566853	2073.1697761666974	17008.375364591364	2427.903010070994	2217.9854074327222	2253.2568443472856	26981.261076649917	7575.552484356246	760.933199279469	1412.0821118832414	96.87402282875411	4605.2181095277965	1584.4643879996054	13138.058105592409	917.8495645533	2216.9930096631183	5861.667442585995	2288.2998727284353	5170.104532571701	1076.4332100910865	4799.380574140313	12481.637063506547	2909.761481495961	4458.704748366343	3690.3302206141216	27050.80187813824	3224.585896682663	1290.3846984941497	1376.6739970164642	7028.321992119841	4180.068262361281	8415.312330785944	25413.774544745283	3028.7564604046215	7427.3491325734185	9433.030009500193	3449.6606884779285	3005.878017275578
228.09798_7.411	537.5896535620839	2205.5823523292192	4148.9559276457885	17607.60838143488	1532.2519601276922	35840.884324417646	5423.940894092104	10979.17757049957	2270.9980583072875	284.4837852591506	9810.654647935824	22179.524710526974	114240.03708546243	74671.65788395477	6123.84861677133	21940.15347983595	30913.341766473764	120110.2190415667	109873.5082541096	180.0665449973314	14519.543293957468	3123.553455948741	10973.24506603592	8747.027556676516	8930.948377351177	11321.190072670346	15528.5805161679	904.6961861732651	155.1029778377552	15934.921048379869	14531.266440055084	232964.48513237113	88810.91962182423	2763.2459546876344	26206.443963071662	17172.011698585007	77332.31541248137	48613.329297312695	1533.2746475716754	15259.255862142882	12096.149821751866	10153.2748694889	17370.65040912251	24851.02022286693	12925.020666809894	27158.518123964135	8422.011045825715	2510.1899466931413	14514.906939246515	19616.825819213023	153951.31805585307	41717.35035252326	12593.101777382535	53581.62316636358	31378.942542519602	50985.87710064534	77524.42882749668
229.15459_2.668	34143.026115863606	3259.523976059081	5678.801437861364	9770.32953655978	7601.831955718071	14669.730189379585	16473.264468035544	30611.40737754616	3882.7593123575793	1927.4738447937593	5636.314877342583	5974.573813447216	24838.37040127439	28403.575463116973	5568.702683231325	4984.473955550805	5138.931249675134	13237.18578493529	17608.81462588367	6958.938427305688	6487.071949978391	7571.836842667217	7828.699228128539	10191.177073248427	38939.80644658129	13109.562664204628	23827.548312717714	5731.254962340329	3661.675439100368	3433.5033076816962	11593.419577517261	44238.86657080734	18046.587097535223	3842.369590314454	3400.3834172833576	5994.435261430904	20827.71668572297	13858.875405619645	9449.750340590721	9171.724919336528	9269.188564878328	11488.869734604319	14339.685160709347	23000.420946889375	26375.286435404607	23737.195543931495	7664.714091620567	9824.847575405733	12834.100912607806	9738.963699171802	32440.719064978246	305524.75436892576	10314.021595536471	9605.62340778119	13589.961269644471	7486.444277858991	9065.060776818753
230.09534_11.283	1863.0049823459588	2381.6147466465754	562.0180458558245	3825.1403135301866	6096.052212790712	14908.782901661887	3192.2548263427866	14014.8244219851	1079.6054816192084	0	666.7438148862233	2605.700655906681	18583.950880879573	37835.29825827204	249.44232680459103	1846.3402420701873	606.4510842770256	37235.36866138955	49410.524760889646	12882.32413723649	386.70713962065855	400.49944193642585	8777.403331716618	5209.417515800022	17062.070869169	4240.785924324108	22185.318774672927	2251.096980889948	158.1310186198372	304.589637536033	8450.848519645648	25449.235178847124	32751.103112261695	385.7222156983337	1730.0745084706653	3671.675786273483	75974.206470283	71287.21308960542	4829.910046242117	3766.312481030923	4371.352955792021	13867.383217326043	6327.478062471275	18113.78305369632	13623.576524522561	23147.273995250158	774.6686214090727	4374.845807533152	566.2045226130946	14756.227038021396	16616.361735901013	1936.0379382628992	2172.974333956324	879.0879516303738	20309.955182747075	39851.45707797104	27992.153188163342
231.17006_2.197	6759.12	3731.8	3404.72	5814.66	4735.52	5965.76	7501.54	9897.5	5477.52	3937.58	4911.16	4578.02	10107.793333333333	20538.65	2812.88	6295.5	3632.09	14772.133333333333	10897.82	4803.68	6707.66	10189.82	5325.57	6581.6	9874.88	5214.28	6838.99	4952.06	4550.66	120.04	4192.41	29778.033333333333	17680.12	2094.42	4627.3	4720.8	34359.55925925926	13911.5	5393.32	7932.52	5322.58	5463.18	10279.28	9741.85	12252.34	10308.13	4431.82	4179.28	7865.92	5414.4	16076.61	3067812.16	5236.12	5870.14	11586.72	7112.34	6689.35
233.14935_2.681	1738.0672075152395	1860.663404192944	1797.646627361434	3307.8611887814627	3053.646485267783	7568.619958238282	5576.8803728647135	11005.799897044883	123.45541763012926	374.0319007564642	1483.8326743922485	2198.003040810785	10210.092911556412	16365.602975377973	2523.9893220249655	300.26396719713176	2577.8190916627846	9581.860272274726	5087.951161034443	6527.064993797377	4840.432044002282	6997.45999923625	2240.168547377325	6082.1023226751995	16242.710762750648	5011.574073867242	8343.751749557046	1492.2788350817527	5918.924511389182	2148.0477657818938	3377.7142763139714	32469.784920803333	25246.585009134007	24861.224699630602	1523.8849289065943	2979.5482147246353	25707.182495161233	10001.335333856592	6938.889775231834	7319.854443542752	8340.522642198253	2334.357705006345	4246.815016538733	6351.135850195818	12121.524918663796	10594.521614880292	3919.3901354199043	798.4341125163039	6673.370533777295	3620.1823777083428	12352.957637207584	1544945.8883060408	6747.188689539376	4120.4879753262885	5626.095668243588	4689.231700384309	5021.182551051706
