Compound_Name	A_C_0	A_C_12	A_C_18	A_C_24	A_C_30	A_C_36	A_C_42	A_C_48	A_C_6	A_LV_0	A_LV_12	A_LV_24	A_LV_36	A_LV_48	A_HV_0	A_HV_12	A_HV_24	A_HV_36	A_HV_48	B_C_0	B_C_12	B_C_18	B_C_24	B_C_30	B_C_36	B_C_42	B_C_48	B_C_6	B_LV_0	B_LV_12	B_LV_24	B_LV_36	B_LV_48	B_HV_0	B_HV_12	B_HV_24	B_HV_36	B_HV_48	C_C_0	C_C_12	C_C_18	C_C_24	C_C_30	C_C_36	C_C_42	C_C_48	C_C_6	C_LV_0	C_LV_12	C_LV_24	C_LV_36	C_LV_48	C_HV_0	C_HV_12	C_HV_24	C_HV_36	C_HV_48
Ectoine	8.11718364460117	14.814450161730774	14.44819565865137	17.680133458338585	14.442362260548174	21.300464430256618	17.151795422592624	21.78496575565236	12.73357888451219	8.453446761954304	8.868015712679084	18.934049266393767	31.191690215905417	42.53572135499376	8.752004618942095	20.56308271713941	36.86974829512352	55.5718724615583	77.83161721243441	11.645512654197862	17.572543518392674	17.37666232810553	22.047735491228934	19.88383198388645	28.8217418812175	22.97546780094746	30.52980185342679	16.765632208004956	12.081641652852756	24.873004582123205	26.840929132729883	36.464131594054145	71.75357486588342	11.324096288633733	18.356675246243334	39.25921325712458	48.02067983517575	80.68292680428866	8.690948453355352	13.590842971159732	15.483843796477997	15.213998214179874	15.510400626494931	19.215292787164472	17.07359041087116	18.881509984245753	13.032527298094353	7.286293585079584	13.018007962068296	13.319680597006265	20.282994062543462	73.46165249036818	9.861416523879845	17.443039636340526	25.075770159836605	22.343256987105576	20.73972428505128
Glutamine	10.01106407275534	26.452387635147467	59.406810988200945	19.717131446811457	20.794318119316717	24.69655308513801	87.79963511871625	42.14577201727272	8.44079421942067	12.116287127240597	6.827869883335495	18.078514584302955	29.697646381439693	42.25594142625144	11.045044789884114	10.047429446368962	14.91007812154568	11.882493705151646	8.993812517634112	12.245329893304657	12.616598688075968	51.5578411595924	27.97165423765052	24.06977999504441	53.148810982019114	106.36292879666716	99.42842837583228	7.956950556869118	8.14372389723706	10.734367723864732	30.733507401169327	26.72805440999276	38.846116674367074	14.415812285794912	10.297664014491271	20.695910080907897	20.09731500191262	9.472275076276402	15.76618719449682	23.43526567670372	50.13503466413088	36.14837881565575	33.27421429425178	34.824457648655034	99.21949739777308	43.46606742043537	11.971477836416302	13.992490305666704	28.522592397615263	36.72470966287584	41.00163747617524	126.2025646008253	23.907762149187803	27.63152097694439	38.29827464019253	13.98039155626838	8.733337471435892
5-Hydroxyectoine	0.00829167533585108	0.0314935222189819	0.01344878464992116	0.01315328676252755	0.01151118754730583	0.0118124194834723	0.01301964753361695	0.00967140253043738	0.01294620278614599	0.0085479683867469	0.00876791190002208	0.01180825851806774	0.01296776523971156	0.00997100942182164	NA	NA	0.00359398250882104	0.00238556111139481	0.00314854760928508	0.0037554585772632	0.00426591285851375	0.01665444222455698	0.00316769166081009	NA	0.00287175014910984	NA	0.00303324931396424	0.00446671527331705	0.00724971681717471	0.00960813183548122	0.00742241371043835	0.00610241359077448	0.00501407043944674	0.00474582966366612	0.0076794628961614	0.00511142389414293	0.0038393197438891	0.00453789493703074	NA	0.00464555399108809	0.00423678959453954	0.00570992485489998	0.00959205356259786	0.00408665358251789	0.00401167631101308	0.00364017915914888	0.00349451158238462	NA	0.00995980153596684	0.00553640734713175	0.00440719330426132	1.6541337480898062	NA	0.00432368980940537	0.00451286309635396	0.00521453952851628	0.00309235257429798
Arsenobetaine	0.0044753032443165	0.00632850385278774	0.00751023719594743	0.00805000002618605	0.00701628003551894	0.00687968682657308	0.00758333091760772	0.00780131682727977	0.00672714394109873	0.00985759251576343	0.00698342308506695	0.01221124775989473	0.01292124791470853	0.01269228398235727	0.0051826337988087	0.00450419778466027	0.00589964651399104	0.00678305218028811	0.0060715953544765	0.01010026134914842	0.01040564027218042	0.0104001448460135	0.01149096869699707	0.00994230794542095	0.01136993329229499	0.01064446993520234	0.0117347266053177	0.01007108410828014	0.00900075688805852	0.00937724810372754	0.00917819385175248	0.0090039940147078	0.00652126373490321	0.00863882495835769	0.00827333809327599	0.01049759983470333	0.00677995046149895	0.01103891808760702	0.00483283151065675	0.00680224508510458	0.00691815658651723	0.00724917734126552	0.00718723757812015	0.00701583936176329	0.00654946396492669	0.00721659100871051	0.00681215737255809	0.0022296367945626	0.00505032906225511	0.00471385472482115	0.0049795652029922	0.03892113818316442	0.00349796662115483	0.00625560954359164	0.00568071572970782	0.00711612053952847	0.00591645204996101
Tyrosine	0.7602830159200822	1.2321380853889925	1.0370749151203271	0.9868562040174328	1.2868147624844335	2.139136908566921	1.3062148328049397	2.547902766633603	0.9828775062374188	NA	0.910535152333702	0.9942737510236326	1.9879672975397409	2.138105922383781	NA	0.7938182694656805	NA	1.2979213491321038	1.5000704333724295	0.80782541825946	1.2891600245416392	1.0830509000251625	1.3728423880535898	1.2154597708026962	8.540433924182443	1.744798972301802	2.51086772486372	1.3371237766405644	0.7944405230198877	1.0815161744854032	1.4175559877656638	2.415924898550907	1.6107824079516757	NA	0.772627206584098	0.4922084509254917	1.8762403519981872	1.3924511784864717	0.785212309131518	1.24761439572944	1.241118812091506	1.555772741653637	1.5762956146607596	2.310826618117217	2.7097094821351115	3.5954260127193294	0.8953546474716275	0.7512323499771697	1.2793617279959804	1.4436886947305043	2.64291580154299	42.16220506291634	1.1313797237782792	1.4763690670238403	1.2603665523290306	1.4266869101426891	0.8867762877104237
Sarcosine	2.091421619670553	2.859819186247192	1.397975987815835	NA	1.1890676169998815	1.0755877642336091	1.2303291859947452	3.349805467446472	1.9377359169262536	1.3245642684487904	1.2359890072616486	1.4357684581639985	0.5224455064508926	4.9448588088450105	1.056465904157852	1.7111397684139749	1.087837807522018	NA	3.104443988655101	1.2192465986428245	2.827649102240816	NA	0.5436638761219463	1.9778559598821728	2.8713885315195253	2.3485211994615685	3.282817518579708	2.0790026638720205	1.2911863098533192	1.4074481374560504	1.6531724021719891	2.21233192304211	3.018542195416645	NA	2.55734424740548	1.3520609248348985	3.732490308831448	2.506085268362394	1.4599191037408092	2.830180497464264	NA	0.5323868617381002	2.139581406629213	3.1493983069548666	2.824440973029666	3.6245977320772496	NA	1.5313185774486795	NA	2.240035446146076	4.027590194198495	386.67529762983264	1.8074248153765529	4.375010714165548	NA	2.8337942075917084	2.5987389152226985
Alanine	9.568042913257887	15.290323354098188	7.722157217908981	8.948207490439792	13.48580586656496	16.248547066563535	15.226512715834051	20.48587455627339	9.80652159627289	6.285114322445601	12.180543693550687	9.054506574447444	20.170071688606814	30.491986971812075	6.368312423986156	9.275109296286754	5.911120992436643	12.419485875860644	16.17535092028752	6.1926103121419045	15.832069042079151	9.60708576227132	11.986207223362197	12.622991177082705	17.247312340145193	15.058633370375835	22.64916584955694	11.978482914435435	6.127911381369467	14.708181304887455	9.98998619044351	18.75037395090308	22.70979997112929	6.103954541796962	13.582238585422402	7.233441134954526	16.943080563487605	15.569687134507369	8.68734397892645	18.11060275302132	9.869786457931983	16.43516135662582	15.497369271920284	20.393076989515336	16.333144167064717	25.782982481919408	7.391920427286426	8.333286368201373	15.398950168381738	15.242982252620369	26.241886394641497	299.7752870958757	10.455186463494412	24.952036519643546	16.712830772199425	17.31816082795339	13.35125370977118
Cytidine	0.21165197151327855	0.5099379169119335	0.32444393750791983	0.6846932706618073	0.2732583470374604	1.9689549507356776	0.6536848879249566	1.1195805125142926	0.18413736581621945	0.10320373120594382	0.2781896824070891	0.6010288107624946	1.9755810564200107	1.8503610001535176	0.13678034082176035	0.5622852303671027	0.3767086801271706	1.5161131384281945	1.0594676327793895	0.16767031336587895	0.6773395460305371	0.46352891350941294	0.428391591128109	0.4364129927603914	0.6831547548037817	1.0205885346794494	1.3501600961304978	0.1817696934141976	0.14683151535938332	0.7043706585413344	0.6482961124831436	2.5862071707710284	1.793569056477912	0.11430394730310132	0.41715068166953423	0.30530236163951513	1.20666416291972	1.182111124680143	0.33061207092754796	0.7912491328958603	0.8433549218586233	0.5064344137646962	0.18393737640153243	1.9589202064117024	1.069652261847618	1.3066671748112892	0.4551285099872772	0.32511641590253654	0.854992196047033	0.526135788662087	2.6508436588902407	1.7301510085141865	0.34642213081756584	0.876263084503802	0.8218453924482727	0.56164544735136	0.6234168651150543
Deoxyadenosine	0.05215613572439732	0.08032397428348974	0.06478147477601154	0.15460629435645434	0.0506255355116872	0.7289433547913686	0.13821111534256555	0.17858191530229356	0.03871625866945315	0.05603385520426084	0.05793669241350534	0.15014629630885107	2.1525045505519445	0.3061703963475378	0.0435626619905405	0.2861437751067472	0.20459312895856657	1.62283253600178	1.04647475327808	0.03032688335346168	0.200683386665137	0.05529281670489493	0.09277632243503713	0.11470446436376266	0.16606919106554976	0.2202339287238199	0.2266121610108396	0.03595886120907022	0.03525363208932242	0.105303348690578	0.192613023269882	3.070832379521891	1.4175075716547156	0.04174974945588318	0.26101371543206436	0.13838391816815965	1.1070391507105877	0.8016523942845992	0.06705499423281541	0.10532300874213302	0.16530239054284518	0.12020021360958458	0.08846080319742665	0.3975667160693721	0.13885071900960988	0.21076758882347377	0.09355383484382496	0.09152584034209169	0.12877411505997363	0.16326190789611902	2.10901076561277	0.33216489645232933	0.13266056119537434	0.4251491665627749	0.4934256167282358	0.7079177822575341	0.8510788171110074
2-O-alpha-D-Glucosylglycerol	2.8756572002555885	9.53753545004444	10.173542237656084	56.90167321217793	9.53360812959947	74.9273964957237	13.730691426859972	21.294485809529505	NA	NA	6.429515630125779	66.8960128760705	203.27680202534145	92.67760500122036	NA	35.3433365568069	106.5636347307049	21.216776085288007	3.5409629423093434	NA	20.408160863099724	16.23931097559911	54.229293736117064	35.02529356441497	280.4637833443543	29.72277191293061	49.61923644274479	NA	NA	14.729868211494608	56.86616261387293	335.08923502930605	23.53033836011822	NA	27.704579740858176	46.11247641991841	2.3847525487799848	3.644809013773352	1.3234598972357805	13.456549312930145	12.765090860931116	8.225811161007835	2.48234349640904	35.13042060460621	4.657715851722486	10.072008110701947	2.207569311959811	NA	13.703666004951955	9.975890850091448	112.73043176481572	NA	NA	65.19917362429244	42.383086948501685	1.247428895200301	NA
